Organism,Seq,Positions,,
Ecoli,233,439;528,,
Ecoli,234,340;392,447;489,
Ecoli,235,423;476,530;572,
Ecoli,236,307;400,,
Ecoli,237,368;461,,
Ecoli,238,306;432,,
Ecoli,239,452;612,,
Ecoli,240,140;262,279;419,
Ecoli,241,416;542,559;613,
Ecoli,242,358;449,512;565,
Ecoli,243,490;537,,
Ecoli,244,352;443,506;559,
Ecoli,245,351;442,505;558,
Ecoli,246,337;428,491;544,
Ecoli,247,301;392,455;508,
Ecoli,248,69;131,500;606,
Ecoli,249,66;128,497;603,
Ecoli,250,401;516,,
Ecoli,251,326;441,,
Ecoli,252,316;430,,
Ecoli,253,383;529,,
Ecoli,254,371;517,,
Ecoli,255,350;503,,
Ecoli,256,365;518,,
Ecoli,257,426;563,,
Ecoli,258,419;556,,
Ecoli,259,398;535,,
Ecoli,260,352;489,,
Ecoli,261,265;405,411;477,
Ecoli,262,253;393,402;465,
Ecoli,263,364;475,499;613,
Ecoli,264,316;427,450;566,
Ecoli,265,294;405,428;544,
Ecoli,266,248;359,383;498,
Ecoli,267,418;476,,
Ecoli,268,323;381,,
Ecoli,269,239;296,,
Ecoli,270,369;495,,
Ecoli,271,358;484,,
Ecoli,272,348;474,,
Ecoli,273,558;613,,
Ecoli,274,533;613,,
Ecoli,275,494;613,,
Ecoli,276,451;562,,
Ecoli,277,142;250,294;360,
Ecoli,278,132;240,284;350,
Ecoli,279,383;449,,
Ecoli,280,63;105,261;301,400;466
Ecoli,281,399;512,,
Ecoli,282,374;487,,
Ecoli,283,382;495,,
Ecoli,284,421;557,,
Ecoli,285,327;463,,
Ecoli,286,311;447,,
Ecoli,287,322;385,440;476,
Ecoli,288,292;355,410;446,
Ecoli,289,282;346,399;436,
Ecoli,290,314;380,384;480,508;593
Ecoli,291,291;357,361;457,485;570
Ecoli,292,257;323,327;423,432;536
Ecoli,293,318;458,486;533,
Ecoli,294,310;450,478;525,
Ecoli,295,264;404,408;479,
Ecoli,296,317;554,,
Ecoli,297,295;532,,
Ecoli,298,274;513,,
Ecoli,299,312;474,,
Ecoli,300,228;390,,
Ecoli,301,232;394,,
Ecoli,302,78;145,185;257,566;613
Ecoli,303,24;91,131;203,512;559
Ecoli,304,26;99,408;454,
Ecoli,305,209;412,,
Ecoli,306,133;336,,
Ecoli,307,10;212,493;613,
Ecoli,308,0;82,550;613,
Ecoli,309,387;444,547;613,
Ecoli,310,320;426,484;583,
Ecoli,311,292;343,402;571,
Ecoli,312,283;334,393;562,
Ecoli,313,268;319,378;547,
Ecoli,314,479;522,526;597,
Ecoli,315,461;504,508;579,
Ecoli,316,417;460,464;536,
Ecoli,317,430;477,566;613,
Ecoli,318,402;448,537;586,
Ecoli,319,329;385,474;518,
Ecoli,320,345;481,489;539,
Ecoli,321,318;454,462;512,
Ecoli,322,307;443,454;501,
Ecoli,323,337;481,,
Ecoli,324,49;202,,
Ecoli,325,76;163,237;350,444;516
Ecoli,326,56;142,216;327,423;495
Ecoli,327,274;320,373;508,
Ecoli,328,258;304,357;492,
Ecoli,329,31;68,379;418,436;506
Ecoli,330,11;48,359;397,416;486
Ecoli,331,309;509,519;558,
Ecoli,332,223;444,453;499,
Ecoli,333,400;481,507;568,
Ecoli,334,392;473,499;560,
Ecoli,335,293;375,418;519,
Ecoli,336,249;330,374;474,
Ecoli,337,412;482,528;569,
Ecoli,338,258;327,374;415,424;537
Ecoli,339,334;486,,
Ecoli,340,291;447,,
Ecoli,341,376;461,,
Ecoli,342,289;375,499;540,
Ecoli,343,320;484,494;549,
Ecoli,344,223;387,397;452,
Ecoli,345,323;431,467;534,
Ecoli,346,285;393,428;496,
Ecoli,347,389;571,575;613,
Ecoli,348,293;523,,
Ecoli,349,521;613,,
Ecoli,350,259;296,364;512,
Ecoli,351,,,
Ecoli,352,,,
Ecoli,353,195;244,341;421,
Ecoli,354,191;240,337;417,
Ecoli,355,166;256,537;613,
Ecoli,356,266;488,,
Ecoli,357,55;98,223;332,379;502
Ecoli,358,50;93,218;327,374;497
Ecoli,359,244;320,339;399,404;484
Ecoli,360,235;311,330;390,395;475
Ecoli,361,240;295,426;518,
Ecoli,362,204;259,390;482,
Ecoli,363,290;386,474;532,
Ecoli,364,257;353,441;499,
Ecoli,365,524;613,,
Ecoli,366,371;412,420;543,
Ecoli,367,6;70,351;420,442;531
Ecoli,368,307;375,396;454,
Ecoli,369,355;466,,
Ecoli,370,249;358,,
Ecoli,371,207;345,349;394,440;482
Ecoli,372,199;336,341;385,431;473
Ecoli,373,244;401,,
Ecoli,374,0;108,,
Ecoli,375,340;525,,
Ecoli,376,328;513,,
Ecoli,377,378;443,453;535,
Ecoli,378,364;429,439;521,
Ecoli,379,410;448,,
Ecoli,380,412;493,,
Ecoli,381,240;386,440;519,
Ecoli,382,235;381,435;514,
Ecoli,383,538;579,,
Ecoli,384,533;574,,
Ecoli,385,90;141,224;271,319;363
Ecoli,386,0;119,,
Ecoli,387,173;381,,
Ecoli,388,165;373,,
Ecoli,389,268;327,349;433,508;547
Ecoli,390,181;243,265;349,424;460
Ecoli,391,199;256,331;374,
Ecoli,392,194;233,,
Ecoli,393,278;321,327;374,381;506
Ecoli,394,189;231,239;284,290;416
Ecoli,395,225;268,336;504,
Ecoli,396,214;257,325;493,
Ecoli,397,370;433,468;555,
Ecoli,398,272;335,370;457,
Ecoli,399,38;77,423;509,
Ecoli,400,16;55,401;487,
Ecoli,401,406;458,471;524,
Ecoli,402,19;72,,
Ecoli,403,384;451,573;613,
Ecoli,404,371;438,560;612,
Ecoli,405,93;138,217;341,419;496
Ecoli,406,90;135,214;338,416;493
Ecoli,407,459;613,,
Ecoli,408,184;223,284;463,
Ecoli,409,,,
Ecoli,410,,,
Ecoli,411,318;359,395;444,
Ecoli,412,304;345,381;430,
Ecoli,413,291;366,370;485,491;559
Ecoli,414,233;308,312;427,433;501
Ecoli,415,262;501,,
Ecoli,416,255;494,,
Ecoli,417,380;433,437;506,
Ecoli,418,282;334,338;407,
Ecoli,419,491;604,,
Ecoli,420,451;564,,
Ecoli,421,,,
Ecoli,422,,,
Ecoli,423,,,
Ecoli,424,,,
Ecoli,425,401;453,,
Ecoli,426,388;440,,
Ecoli,427,347;470,475;514,523;608
Ecoli,428,275;376,383;420,430;511
Ecoli,429,371;464,,
Ecoli,430,361;426,,
Ecoli,431,,,
Ecoli,432,,,
Ecoli,433,248;463,,
Ecoli,434,238;453,,
Ecoli,435,319;414,463;557,
Ecoli,436,252;347,394;490,
Ecoli,437,439;511,,
Ecoli,438,365;439,,
Ecoli,439,338;415,501;574,
Ecoli,440,335;412,498;571,
Ecoli,441,442;543,,
Ecoli,442,419;468,531;571,
Ecoli,443,418;505,,
Ecoli,444,407;494,,
Ecoli,445,343;409,481;535,
Ecoli,446,187;252,326;370,
Ecoli,447,247;378,,
Ecoli,448,139;269,550;613,
Ecoli,449,475;579,,
Ecoli,450,406;509,,
Ecoli,451,472;578,,
Ecoli,452,417;543,,
Ecoli,453,,,
Ecoli,454,,,
Ecoli,455,,,
Ecoli,456,398;458,493;574,
Ecoli,457,262;466,,
Ecoli,458,0;76,,
Ecoli,459,,,
Ecoli,460,,,
Ecoli,461,381;613,,
Ecoli,462,356;599,,
Ecoli,463,425;476,,
Ecoli,464,294;347,,
Ecoli,465,176;213,316;397,
Ecoli,466,255;339,,
Ecoli,467,,,
Ecoli,468,347;491,,
Ecoli,469,140;219,349;395,
Ecoli,470,58;141,272;316,
Ecoli,471,304;413,466;567,
Ecoli,472,203;310,363;465,
Ecoli,473,230;303,374;487,
Ecoli,474,212;285,356;469,
Ecoli,475,324;529,,
Ecoli,476,316;521,,
Ecoli,477,269;446,,
Ecoli,478,194;364,,
Ecoli,479,254;298,394;513,
Ecoli,480,249;293,389;508,
Ecoli,481,281;330,,
Ecoli,482,274;340,387;513,
Ecoli,483,293;544,,
Ecoli,484,285;536,,
