Organism,Seq,Positions,,,,
Methano,446,320-496,,,,
Methano,447,160-208,344-416,,,
Methano,448,0-144,184-472,,,
Methano,449,352-424,,,,
Methano,450,184-560,,,,
Methano,451,112-160,304-408,,,
Methano,452,368-392,,,,
Methano,453,104-160,272-432,512-560,,
Methano,454,0-424,,,,
Methano,455,48-104,320-448,,,
Methano,456,88-528,,,,
Methano,457,304-416,,,,
Methano,458,376-560,,,,
Methano,459,240-264,368-560,,,
Methano,460,0-32,112-288,,,
Methano,461,0-16,176-408,,,
Methano,462,104-112,352-504,,,
Methano,463,376-448,,,,
Methano,464,64-200,352-416,,,
Methano,465,288-440,,,,
Methano,466,344-448,,,,
Methano,467,112-176,304-440,,,
Methano,468,304-416,,,,
Methano,469,512-560,,,,
Methano,470,200-480,,,,
Methano,471,0-40,120-152,336-464,,
Methano,472,96-112,,,,
Methano,473,280-440,,,,
Methano,474,0-16,256-304,368-408,,
Methano,475,0-232,304-464,,,
Methano,476,88-120,272-400,512-536,,
Methano,477,32-424,,,,
Methano,478,536-560,,,,
Methano,479,0-16,216-480,,,
Methano,480,0-24,112-432,,,
Methano,481,0-16,248-456,,,
Methano,482,240-416,528-560,,,
Methano,483,256-472,,,,
Methano,484,288-448,,,,
Methano,485,296-432,,,,
Methano,486,104-464,,,,
Methano,487,0-424,512-560,,,
Methano,488,56-216,,,,
Methano,489,360-400,,,,
Methano,490,144-560,,,,
Methano,491,208-536,,,,
Methano,492,352-416,,,,
Methano,493,216-392,,,,
Methano,494,0-384,,,,
Methano,495,24-56,304-368,456-496,,
Methano,496,200-248,320-512,,,
Methano,497,16-56,136-296,360-472,,
Methano,498,144-176,328-448,,,
Methano,499,248-408,,,,
Methano,500,144-456,,,,
Methano,501,32-96,328-448,,,
Methano,502,168-240,360-400,488-536,,
Methano,503,32-56,368-408,,,
Methano,504,0-32,224-408,,,
Methano,505,248-560,,,,
Methano,506,0-480,,,,
Methano,507,336-392,,,,
Methano,508,312-424,472-560,,,
Methano,509,24-440,520-560,,,
Methano,510,184-304,384-424,,,
Methano,511,24-48,136-416,528-552,,
Methano,512,152-200,376-464,528-560,,
Methano,513,80-488,,,,
Methano,514,0-296,360-408,,,
Methano,515,264-560,,,,
Methano,516,0-88,200-240,496-560,,
Methano,517,0-136,264-376,,,
Methano,518,0-352,,,,
Methano,519,24-96,152-192,376-472,,
Methano,520,0-40,112-136,296-544,,
Methano,521,0-72,176-448,,,
Methano,522,288-392,,,,
Methano,523,232-544,,,,
Methano,524,128-472,,,,
Methano,525,192-448,,,,
Methano,526,40-560,,,,
Methano,527,392-536,,,,
Methano,528,368-560,,,,
Methano,529,0-40,152-560,,,
Methano,530,40-552,,,,
Methano,531,0-456,,,,
Methano,532,144-248,312-416,,,
Methano,533,312-432,,,,
Methano,534,,,,,
Methano,535,,,,,
Methano,536,,,,,
Methano,537,0-56,344-552,,,
Methano,538,184-384,,,,
Methano,539,240-552,,,,
Methano,540,360-400,472-544,,,
Methano,541,216-296,336-488,,,
Methano,542,392-496,,,,
Methano,543,24-128,240-416,512-536,,
Methano,544,224-448,,,,
Methano,545,0-16,128-152,272-416,,
Methano,546,104-128,288-408,,,
Methano,547,184-432,,,,
Methano,548,304-456,,,,
Methano,549,0-32,144-232,,,
Methano,550,0-56,360-392,,,
Methano,551,96-216,360-416,,,
Methano,552,240-432,,,,
Methano,553,0-160,272-560,,,
Methano,554,56-112,176-360,,,
Methano,555,0-24,104-504,,,
Methano,556,48-120,,,,
Methano,557,264-544,,,,
Methano,558,336-456,,,,
Methano,559,208-232,336-448,,,
Methano,560,0-48,,,,
Methano,561,,,,,
Methano,562,0-88,248-408,,,
Methano,563,152-504,,,,
Methano,564,56-80,96-104,120-152,240-280,376-432
Methano,565,224-240,312-528,,,
Methano,566,312-536,,,,
Methano,567,248-376,,,,
Methano,568,136-312,416-464,,,
Methano,569,176-368,,,,
Methano,570,192-432,,,,
Methano,571,320-416,,,,
Methano,572,160-488,,,,
Methano,573,344-440,,,,
Methano,574,208-400,,,,
Methano,575,536-560,,,,
Methano,576,304-448,,,,
Methano,577,296-432,,,,
Methano,578,320-392,,,,
Methano,579,104-400,488-560,,,
Methano,580,280-488,,,,
Methano,581,144-464,,,,
Methano,582,,,,,
Methano,583,0-136,336-408,504-560,,
Methano,584,280-320,408-416,,,
Methano,585,0-128,,,,
Methano,586,232-416,,,,
Methano,587,0-64,328-464,,,
Methano,588,88-560,,,,
Methano,589,224-336,384-400,416-424,,
Methano,590,152-416,,,,
Methano,591,120-168,328-496,,,
Methano,592,120-240,336-384,,,
Methano,593,0-152,256-288,384-512,,
Methano,594,96-496,,,,
Methano,595,240-456,,,,
Methano,596,344-432,,,,
Methano,597,48-448,,,,
Methano,598,80-216,336-416,,,
Methano,599,112-128,,,,
Methano,600,0-56,368-464,,,
Methano,601,376-440,520-560,,,
Methano,602,56-200,320-488,,,
Methano,603,320-424,,,,
Methano,604,96-120,344-496,,,
Methano,605,240-384,,,,
Methano,606,152-440,,,,
Methano,607,0-16,304-512,,,
Methano,608,360-464,,,,
Methano,609,0-48,248-472,,,
Methano,610,0-104,360-408,512-520,,
Methano,611,264-560,,,,
Methano,612,0-560,,,,
Methano,613,288-560,,,,
Methano,614,,,,,
Methano,615,328-560,,,,
Methano,616,320-520,,,,
Methano,617,56-112,152-464,,,
Methano,618,48-88,256-280,480-552,,
Methano,619,80-432,,,,
Methano,620,256-464,,,,
Methano,621,32-192,520-560,,,
Methano,622,320-440,,,,
Methano,623,168-424,,,,
Methano,624,152-224,328-448,,,
Methano,625,288-480,,,,
Methano,626,0-128,264-536,,,
Methano,627,184-432,,,,
Methano,628,288-416,,,,
Methano,629,336-424,,,,
Methano,630,0-16,312-560,,,
Methano,631,0-48,136-480,,,
Methano,632,168-208,256-488,,,
Methano,633,48-88,360-560,,,
Methano,634,376-432,,,,
Methano,635,0-48,248-440,,,
Methano,636,288-472,,,,
Methano,637,0-120,272-312,488-560,,
Methano,638,336-456,,,,
Methano,639,272-464,,,,
Methano,640,8-256,352-424,,,
Methano,641,0-40,216-272,360-488,,
Methano,642,80-112,408-488,,,
Methano,643,128-152,,,,
Methano,644,0-96,136-408,,,
Methano,645,64-120,512-560,,,
Methano,646,88-152,432-560,,,
Methano,647,224-232,400-560,,,
Methano,648,80-560,,,,
Methano,649,16-136,232-520,,,
Methano,650,40-80,272-464,,,
Methano,651,0-136,200-440,,,
Methano,652,136-496,,,,
Methano,653,96-256,312-496,,,
Methano,654,336-464,,,,
Methano,655,152-200,320-536,,,
Methano,656,256-336,,,,
Methano,657,280-496,,,,
Methano,658,368-416,,,,
Methano,659,16-456,,,,
Methano,660,120-144,320-472,,,
Methano,661,304-448,,,,
Methano,662,208-280,352-472,,,
Methano,663,0-152,248-400,,,
Methano,664,384-560,,,,
Methano,665,0-408,,,,
Methano,666,216-448,,,,
Methano,667,320-440,,,,
Methano,668,224-408,,,,
Methano,669,96-168,416-528,,,
Methano,670,168-392,,,,
Methano,671,360-560,,,,
Methano,672,0-248,344-488,,,
Methano,673,0-72,224-424,528-560,,
Methano,674,184-304,368-480,,,
Methano,675,296-448,,,,
Methano,676,16-48,352-392,464-504,,
Methano,677,0-64,288-480,,,
Methano,678,88-144,248-456,,,
Methano,679,128-240,368-512,,,
Methano,680,216-264,360-424,,,
Methano,681,0-24,376-504,,,
Methano,682,88-128,216-224,368-488,,
Methano,683,104-144,272-472,,,
Methano,684,208-304,440-480,,,
Methano,685,224-512,,,,
Methano,686,320-480,,,,
Methano,687,272-400,,,,
Methano,688,320-472,,,,
Methano,689,376-480,,,,
Methano,690,248-416,,,,
Methano,691,328-416,,,,
Methano,692,216-296,368-560,,,
Methano,693,344-560,,,,
Methano,694,352-440,,,,
Methano,695,288-496,,,,
Methano,696,0-104,336-488,,,
Methano,697,24-496,,,,
Methano,698,160-216,280-416,480-560,,
Methano,699,360-480,,,,
Methano,700,168-472,,,,
Methano,701,360-416,,,,
Methano,702,392-464,,,,
Methano,703,144-168,352-416,536-560,,
Methano,704,168-344,496-528,,,
Methano,705,264-448,,,,
Methano,706,80-104,136-416,,,
Methano,707,0-32,176-480,,,
Methano,708,256-400,,,,
Methano,709,0-72,384-416,,,
Methano,710,0-272,352-416,,,
Methano,711,40-48,384-456,,,
Methano,712,80-168,368-560,,,
Methano,713,248-440,,,,
Methano,714,168-392,,,,
Methano,715,0-48,360-432,,,
Methano,716,200-440,512-544,,,
Methano,717,264-496,,,,
Methano,718,0-216,352-384,488-560,,
Methano,719,144-296,,,,
Methano,720,96-440,,,,
Methano,721,184-392,,,,
Methano,722,0-16,248-384,464-520,,
Methano,723,264-552,,,,
Methano,724,512-544,,,,
Methano,725,232-264,520-544,,,
Methano,726,56-216,280-440,,,
Methano,727,0-8,312-448,,,
Methano,728,0-80,352-560,,,
Methano,729,0-72,248-288,368-416,,
Methano,730,192-264,352-432,504-560,,
Methano,731,216-240,312-456,,,
Methano,732,128-184,256-544,,,
Methano,733,120-528,,,,
Methano,734,8-224,,,,
Methano,735,224-560,,,,
Methano,736,200-264,384-408,512-560,,
Methano,737,208-416,,,,
Methano,738,320-376,496-560,,,
Methano,739,328-496,,,,
Methano,740,176-456,,,,
Methano,741,280-432,,,,
Methano,742,168-408,472-560,,,
Methano,743,304-440,,,,
Methano,744,176-376,,,,
Methano,745,336-432,,,,
Methano,746,360-472,,,,
Methano,747,32-200,304-448,,,
Methano,748,272-520,,,,
Methano,749,64-272,360-488,,,
Methano,750,152-192,360-392,536-560,,
Methano,751,304-392,,,,
Methano,752,112-128,248-360,504-560,,
Methano,753,0-24,88-120,216-464,,
Methano,754,0-40,344-456,,,
Methano,755,80-240,376-472,,,
Methano,756,112-184,448-496,,,
Methano,757,16-248,344-520,,,
Methano,758,280-392,,,,
Methano,759,8-168,480-560,,,
Methano,760,296-552,,,,
Methano,761,0-168,240-312,424-448,,
Methano,762,264-448,,,,
Methano,763,192-536,,,,
Methano,764,224-448,,,,
Methano,765,24-48,216-480,,,
Methano,766,112-264,360-424,,,
Methano,767,0-24,168-200,392-504,,
Methano,768,40-80,224-400,,,
Methano,769,216-304,424-520,,,
Methano,770,104-416,,,,
Methano,771,368-536,,,,
Methano,772,280-416,,,,
Methano,773,320-480,,,,
Methano,774,24-64,248-328,376-392,,
Methano,775,304-456,,,,
Methano,776,0-24,120-144,328-352,,
Methano,777,360-424,,,,
Methano,778,176-416,,,,
Methano,779,488-560,,,,
Methano,780,40-136,,,,
Methano,781,0-64,152-216,344-496,,
Methano,782,304-528,,,,
Methano,783,400-528,,,,
Methano,784,304-552,,,,
Methano,785,264-392,,,,
Methano,786,200-464,,,,
Methano,787,136-192,336-472,,,
Methano,788,392-416,,,,
Methano,789,0-248,328-456,,,
Methano,790,320-392,,,,
Methano,791,120-232,528-544,,,
Methano,792,0-96,216-456,,,
Methano,793,0-448,,,,
Methano,794,144-384,,,,
Methano,795,16-72,,,,
Methano,796,32-112,176-464,,,
Methano,797,160-264,352-424,,,
Methano,798,0-40,256-448,,,
Methano,799,360-448,,,,
Methano,800,0-8,296-408,,,
Methano,801,16-536,,,,
Methano,802,224-408,528-560,,,
Methano,803,352-448,,,,
Methano,804,8-176,224-416,,,
Methano,805,280-392,488-560,,,
Methano,806,296-424,,,,
Methano,807,264-296,368-400,,,
Methano,808,232-560,,,,
Methano,809,312-504,,,,
Methano,810,0-80,144-216,280-496,,
Methano,811,40-184,344-544,,,
Methano,812,216-424,,,,
Methano,813,40-88,232-512,,,
Methano,814,0-480,,,,
Methano,815,72-224,312-400,,,
Methano,816,280-368,,,,
Methano,817,0-416,,,,
Methano,818,176-456,,,,
Methano,819,312-552,,,,
Methano,820,352-560,,,,
Methano,821,152-240,368-456,,,
Methano,822,0-136,288-448,,,
Methano,823,0-152,288-464,,,
Methano,824,272-424,,,,
Methano,825,152-200,344-408,,,
Methano,826,216-416,,,,
Methano,827,376-448,,,,
