Organism,Seq,Positions,,,,
Thermo,583,352-456,,,,
Thermo,584,80-416,,,,
Thermo,585,48-128,192-504,,,
Thermo,586,312-376,464-512,,,
Thermo,587,16-40,64-96,120-264,312-456,
Thermo,588,64-416,,,,
Thermo,589,384-480,,,,
Thermo,590,40-88,392-448,,,
Thermo,591,40-104,216-504,,,
Thermo,592,160-208,376-464,,,
Thermo,593,,,,,
Thermo,594,208-384,,,,
Thermo,595,376-416,,,,
Thermo,596,8-56,312-376,,,
Thermo,597,504-560,,,,
Thermo,598,,,,,
Thermo,599,352-376,,,,
Thermo,600,216-384,,,,
Thermo,601,168-416,,,,
Thermo,602,80-136,232-280,352-464,512-560,
Thermo,603,320-552,,,,
Thermo,604,208-432,,,,
Thermo,605,344-408,,,,
Thermo,606,64-160,488-512,,,
Thermo,607,344-400,,,,
Thermo,608,312-416,,,,
Thermo,609,264-408,,,,
Thermo,610,,,,,
Thermo,611,64-120,296-416,536-552,,
Thermo,612,0-56,224-384,520-560,,
Thermo,613,0-40,360-400,536-560,,
Thermo,614,0-208,320-424,,,
Thermo,615,192-400,,,,
Thermo,616,104-160,264-400,,,
Thermo,617,24-72,288-400,448-472,,
Thermo,618,280-424,,,,
Thermo,619,128-152,400-424,,,
Thermo,620,184-408,,,,
Thermo,621,320-504,,,,
Thermo,622,288-400,,,,
Thermo,623,0-8,392-456,,,
Thermo,624,184-192,208-472,,,
Thermo,625,0-40,96-408,,,
Thermo,626,40-320,,,,
Thermo,627,0-40,232-448,,,
Thermo,628,80-96,280-376,,,
Thermo,629,280-552,,,,
Thermo,630,384-560,,,,
Thermo,631,256-400,,,,
Thermo,632,208-400,,,,
Thermo,633,24-48,,,,
Thermo,634,488-520,,,,
Thermo,635,0-88,368-464,,,
Thermo,636,184-296,376-408,,,
Thermo,637,344-400,488-544,,,
Thermo,638,104-128,264-440,,,
Thermo,639,384-464,,,,
Thermo,640,296-408,,,,
Thermo,641,0-32,184-464,,,
Thermo,642,176-232,320-496,,,
Thermo,643,344-400,520-560,,,
Thermo,644,272-424,,,,
Thermo,645,40-64,272-416,,,
Thermo,646,416-424,,,,
Thermo,647,112-192,256-440,,,
Thermo,648,360-472,,,,
Thermo,649,280-472,,,,
Thermo,650,64-80,272-408,,,
Thermo,651,256-448,528-560,,,
Thermo,652,40-184,328-464,,,
Thermo,653,320-400,,,,
Thermo,654,384-528,,,,
Thermo,655,248-448,,,,
Thermo,656,296-384,528-560,,,
Thermo,657,64-96,304-400,,,
Thermo,658,96-272,,,,
Thermo,659,24-128,360-400,496-536,,
Thermo,660,184-432,,,,
Thermo,661,328-400,,,,
Thermo,662,400-552,,,,
Thermo,663,216-248,,,,
Thermo,664,0-40,296-520,,,
Thermo,665,0-432,,,,
Thermo,666,200-552,,,,
Thermo,667,48-72,104-168,264-376,,
Thermo,668,192-472,,,,
Thermo,669,80-128,504-536,,,
Thermo,670,192-248,312-392,,,
Thermo,671,0-56,376-456,,,
Thermo,672,24-200,360-432,512-560,,
Thermo,673,176-456,,,,
Thermo,674,368-512,,,,
Thermo,675,248-280,376-400,,,
Thermo,676,8-48,312-392,,,
Thermo,677,24-56,368-456,,,
Thermo,678,208-432,,,,
Thermo,679,152-208,248-424,,,
Thermo,680,344-384,,,,
Thermo,681,248-392,,,,
Thermo,682,112-176,304-432,,,
Thermo,683,0-144,280-496,,,
Thermo,684,0-32,176-304,536-560,,
Thermo,685,264-496,,,,
Thermo,686,336-480,,,,
Thermo,687,0-120,296-448,,,
Thermo,688,296-400,536-552,,,
Thermo,689,304-432,,,,
Thermo,690,320-464,,,,
Thermo,691,120-432,,,,
Thermo,692,392-448,,,,
Thermo,693,328-384,,,,
Thermo,694,0-128,312-392,,,
Thermo,695,24-72,232-288,336-432,512-544,
Thermo,696,32-120,312-456,,,
Thermo,697,40-248,344-496,,,
Thermo,698,40-224,352-432,,,
Thermo,699,120-448,,,,
Thermo,700,360-400,,,,
Thermo,701,104-408,,,,
Thermo,702,160-368,,,,
Thermo,703,0-560,,,,
Thermo,704,0-40,160-392,,,
Thermo,705,0-56,280-424,,,
Thermo,706,328-464,,,,
Thermo,707,48-88,336-432,,,
Thermo,708,,,,,
Thermo,709,0-32,184-248,376-528,,
Thermo,710,360-424,,,,
Thermo,711,328-400,,,,
Thermo,712,312-392,,,,
Thermo,713,200-448,,,,
Thermo,714,376-552,,,,
Thermo,715,24-48,200-264,312-448,,
Thermo,716,344-488,512-536,,,
Thermo,717,296-416,,,,
Thermo,718,0-56,280-432,,,
Thermo,719,296-400,,,,
Thermo,720,0-24,392-464,,,
Thermo,721,304-432,,,,
Thermo,722,312-400,,,,
Thermo,723,56-136,264-400,,,
Thermo,724,8-48,344-480,,,
Thermo,725,360-464,,,,
Thermo,726,376-416,,,,
Thermo,727,48-448,,,,
Thermo,728,0-8,504-560,,,
Thermo,729,368-480,,,,
Thermo,730,360-408,,,,
Thermo,731,,,,,
Thermo,732,0-80,344-536,,,
Thermo,733,320-488,,,,
Thermo,734,48-424,,,,
Thermo,735,120-208,360-432,,,
Thermo,736,304-376,504-552,,,
Thermo,737,0-64,208-408,,,
