Organism,Seq,Positions,,,
Chlamydia,63,280-408,,,
Chlamydia,64,8-64,224-416,,
Chlamydia,65,200-232,344-416,,
Chlamydia,66,136-200,392-496,,
Chlamydia,67,48-80,352-392,504-544,
Chlamydia,68,0-352,504-560,,
Chlamydia,69,176-288,440-456,,
Chlamydia,70,184-360,,,
Chlamydia,71,16-96,376-504,,
Chlamydia,72,224-496,,,
Chlamydia,73,200-440,,,
Chlamydia,74,120-144,368-408,,
Chlamydia,75,272-456,,,
Chlamydia,76,152-208,368-440,,
Chlamydia,77,280-448,,,
Chlamydia,78,256-416,,,
Chlamydia,79,56-104,200-480,,
Chlamydia,80,304-416,,,
Chlamydia,81,272-384,456-496,,
Chlamydia,82,0-72,208-488,,
Chlamydia,83,240-336,384-440,,
Chlamydia,84,0-64,136-472,520-560,
Chlamydia,85,376-544,,,
Chlamydia,86,0-56,224-264,368-552,
Chlamydia,87,168-416,,,
Chlamydia,88,64-168,352-520,,
Chlamydia,89,288-448,,,
Chlamydia,90,152-200,304-424,,
Chlamydia,91,0-448,,,
Chlamydia,92,296-424,,,
Chlamydia,93,168-328,456-552,,
Chlamydia,94,24-56,224-416,,
Chlamydia,95,120-200,376-528,,
Chlamydia,96,96-560,,,
Chlamydia,97,168-432,520-560,,
Chlamydia,98,176-264,536-560,,
Chlamydia,99,112-408,504-560,,
Chlamydia,100,160-360,400-560,,
Chlamydia,101,256-424,,,
Chlamydia,102,0-88,176-248,392-448,
Chlamydia,103,0-40,112-184,352-456,528-560
Chlamydia,104,72-96,280-384,,
Chlamydia,105,136-192,480-560,,
Chlamydia,106,320-432,,,
Chlamydia,107,280-440,,,
Chlamydia,108,304-464,,,
Chlamydia,109,0-64,240-528,,
Chlamydia,110,328-416,464-504,,
Chlamydia,111,112-168,288-408,,
Chlamydia,112,8-72,280-528,,
Chlamydia,113,280-424,,,
Chlamydia,114,0-56,280-432,,
Chlamydia,115,208-536,,,
Chlamydia,116,176-472,,,
Chlamydia,117,0-8,136-416,,
Chlamydia,118,8-232,320-520,,
Chlamydia,119,288-368,,,
Chlamydia,120,328-448,488-536,,
Chlamydia,121,168-448,512-560,,
Chlamydia,122,0-80,320-448,528-560,
Chlamydia,123,192-464,,,
Chlamydia,124,280-440,,,
Chlamydia,125,272-472,,,
Chlamydia,126,336-424,,,
Chlamydia,127,176-520,,,
Chlamydia,128,280-528,,,
Chlamydia,129,360-416,,,
Chlamydia,130,232-360,,,
Chlamydia,131,200-232,312-448,,
Chlamydia,132,128-176,272-280,480-504,
Chlamydia,133,160-240,312-480,,
Chlamydia,134,80-184,248-392,472-560,
Chlamydia,135,264-384,512-560,,
Chlamydia,136,24-312,384-408,,
Chlamydia,137,56-520,,,
Chlamydia,138,264-296,416-432,512-560,
Chlamydia,139,0-40,376-560,,
Chlamydia,140,184-232,336-456,,
Chlamydia,141,80-184,264-312,400-544,
Chlamydia,142,168-240,320-560,,
Chlamydia,143,104-504,,,
Chlamydia,144,0-32,264-472,,
Chlamydia,145,104-464,,,
Chlamydia,146,112-552,,,
Chlamydia,147,264-496,,,
Chlamydia,148,0-88,168-304,432-536,
Chlamydia,149,368-456,,,
Chlamydia,150,256-520,,,
Chlamydia,151,128-168,248-488,,
Chlamydia,152,304-552,,,
Chlamydia,153,8-280,376-408,480-560,
Chlamydia,154,264-440,,,
Chlamydia,155,0-96,160-216,328-464,
Chlamydia,156,128-136,264-560,,
Chlamydia,157,216-296,376-448,496-560,
Chlamydia,158,112-144,216-512,,
Chlamydia,159,128-496,,,
Chlamydia,160,296-464,496-560,,
Chlamydia,161,288-560,,,
Chlamydia,162,0-8,344-424,504-544,
Chlamydia,163,240-456,,,
Chlamydia,164,248-368,,,
Chlamydia,165,80-136,328-400,536-560,
Chlamydia,166,0-56,184-240,376-504,
Chlamydia,167,168-504,,,
Chlamydia,168,32-232,288-424,,
Chlamydia,169,128-320,392-440,,
Chlamydia,170,272-472,,,
Chlamydia,171,336-424,,,
Chlamydia,172,336-400,,,
Chlamydia,173,0-200,280-440,,
Chlamydia,174,240-424,,,
Chlamydia,175,240-416,,,
Chlamydia,176,80-184,512-560,,
Chlamydia,177,88-496,,,
Chlamydia,178,0-56,144-168,248-440,488-560
Chlamydia,179,320-496,,,
Chlamydia,180,232-472,,,
Chlamydia,181,264-440,,,
Chlamydia,182,272-312,368-416,,
Chlamydia,183,360-560,,,
Chlamydia,184,16-64,152-472,536-560,
Chlamydia,185,160-224,464-560,,
Chlamydia,186,0-48,208-424,,
Chlamydia,187,32-152,304-384,536-560,
Chlamydia,188,8-56,304-448,,
Chlamydia,189,16-48,224-424,,
Chlamydia,190,240-472,,,
Chlamydia,191,168-296,400-448,,
Chlamydia,192,200-392,528-536,,
Chlamydia,193,8-520,,,
Chlamydia,194,56-96,304-416,504-560,
Chlamydia,195,136-536,,,
Chlamydia,196,64-120,,,
Chlamydia,197,96-216,368-392,,
Chlamydia,198,56-560,,,
Chlamydia,199,0-72,144-456,,
Chlamydia,200,8-112,264-416,520-552,
Chlamydia,201,112-144,288-472,,
Chlamydia,202,168-504,,,
Chlamydia,203,208-432,,,
Chlamydia,204,280-440,,,
Chlamydia,205,176-464,,,
Chlamydia,206,360-384,,,
Chlamydia,207,360-520,,,
Chlamydia,208,120-144,328-464,,
Chlamydia,209,184-280,384-544,,
Chlamydia,210,192-432,,,
Chlamydia,211,304-408,520-560,,
Chlamydia,212,0-128,248-560,,
Chlamydia,213,184-560,,,
Chlamydia,214,24-72,336-424,,
Chlamydia,215,272-424,,,
Chlamydia,216,72-200,272-464,,
Chlamydia,217,72-96,240-392,528-552,
Chlamydia,218,0-504,,,
Chlamydia,219,56-224,328-408,,
Chlamydia,220,336-432,,,
Chlamydia,221,0-16,160-408,,
Chlamydia,222,56-72,248-408,,
Chlamydia,223,0-56,128-288,400-560,
Chlamydia,224,8-136,216-416,,
Chlamydia,225,152-216,336-544,,
Chlamydia,226,152-200,304-464,,
Chlamydia,227,24-56,136-544,,
Chlamydia,228,80-128,336-560,,
Chlamydia,229,280-456,,,
Chlamydia,230,272-448,,,
Chlamydia,231,272-424,,,
Chlamydia,232,384-552,,,
Chlamydia,233,32-280,,,
Chlamydia,234,312-424,,,
Chlamydia,235,0-264,344-456,,
Chlamydia,236,144-552,,,
Chlamydia,237,248-560,,,
Chlamydia,238,272-384,,,
Chlamydia,239,24-72,272-440,,
Chlamydia,240,272-440,,,
Chlamydia,241,208-264,336-432,,
Chlamydia,242,312-560,,,
Chlamydia,243,296-416,,,
Chlamydia,244,88-416,,,
Chlamydia,245,0-56,200-296,360-408,536-560
Chlamydia,246,64-176,240-360,408-432,448-464
Chlamydia,247,40-512,,,
Chlamydia,248,0-456,,,
Chlamydia,249,264-432,,,
Chlamydia,250,232-352,,,
Chlamydia,251,0-152,216-440,512-560,
Chlamydia,252,0-8,360-560,,
Chlamydia,253,248-368,536-560,,
Chlamydia,254,296-400,,,
Chlamydia,255,32-192,288-336,408-560,
Chlamydia,256,0-176,328-496,,
Chlamydia,257,0-112,376-520,,
Chlamydia,258,64-96,216-560,,
Chlamydia,259,120-160,288-560,,
Chlamydia,260,0-48,240-376,,
Chlamydia,261,296-448,,,
Chlamydia,262,296-536,,,
Chlamydia,263,24-72,208-440,,
Chlamydia,264,192-464,,,
Chlamydia,265,336-408,,,
Chlamydia,266,128-224,352-440,,
Chlamydia,267,32-416,,,
Chlamydia,268,0-128,240-272,504-560,
Chlamydia,269,136-384,472-504,,
Chlamydia,270,120-272,,,
Chlamydia,271,48-88,216-512,,
Chlamydia,272,128-192,320-432,,
Chlamydia,273,208-392,,,
Chlamydia,274,96-120,296-456,,
Chlamydia,275,112-160,224-560,,
Chlamydia,276,240-464,,,
Chlamydia,277,160-560,,,
Chlamydia,278,280-424,,,
Chlamydia,279,0-128,216-544,,
Chlamydia,280,160-448,528-560,,
Chlamydia,281,40-112,288-504,,
Chlamydia,282,200-560,,,
Chlamydia,283,8-40,200-464,528-536,
Chlamydia,284,272-416,504-552,,
Chlamydia,285,0-40,160-408,,
Chlamydia,286,80-144,320-528,,
Chlamydia,287,288-424,,,
Chlamydia,288,0-24,56-456,,
Chlamydia,289,56-88,176-488,,
Chlamydia,290,200-504,,,
Chlamydia,291,0-152,352-424,,
Chlamydia,292,192-400,,,
Chlamydia,293,264-472,,,
Chlamydia,294,264-472,,,
Chlamydia,295,88-96,320-488,,
Chlamydia,296,336-480,,,
Chlamydia,297,376-504,,,
Chlamydia,298,200-328,400-496,,
Chlamydia,299,24-112,232-240,264-432,496-536
Chlamydia,300,184-416,,,
Chlamydia,301,80-240,344-384,,
Chlamydia,302,48-376,520-560,,
Chlamydia,303,0-40,376-528,,
Chlamydia,304,336-464,,,
Chlamydia,305,192-560,,,
Chlamydia,306,16-40,272-456,,
Chlamydia,307,72-160,328-512,,
Chlamydia,308,360-408,,,
Chlamydia,309,312-552,,,
Chlamydia,310,64-128,184-432,,
Chlamydia,311,48-248,408-504,,
Chlamydia,312,104-192,320-408,520-536,
Chlamydia,313,192-408,480-512,,
Chlamydia,314,24-96,176-216,320-560,
Chlamydia,315,56-88,336-528,,
Chlamydia,316,24-392,,,
Chlamydia,317,360-376,504-560,,
Chlamydia,318,256-416,,,
Chlamydia,319,184-384,,,
Chlamydia,320,152-536,,,
Chlamydia,321,56-144,296-440,,
Chlamydia,322,288-440,,,
Chlamydia,323,0-440,,,
Chlamydia,324,264-296,368-424,,
Chlamydia,325,224-272,344-400,,
Chlamydia,326,0-8,176-560,,
