"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31"
"k",-0.192677566926713,0.0795023676702957,0.3353377172966,0.146289573419304,0.211056762262297,-0.23560449141723,-0.058072585522616,-0.435401235695571,-0.122053534908355,0.228819709000566,0.0428222956250499,-0.402000904385352,-0.242765397471946,0.37043608531612,-0.0508933736732221,-0.0260868365951396,0.0850074305539206,-0.1991173898067,0.132114429204496,0.0519558184750267,0.104432239663733,-0.0409610052577515,-0.0255954175653134,-0.065257986605807,0.0949526400043453,0.0188492060748507,-0.029577019171941,0.0544330382435091,0.0176474231710143,0.00851744514345761,-0.0382195561452452
"l",-0.157140756183617,-0.157828591760475,0.234525642414359,-0.10956634756681,-0.0250717849884955,-0.0652298115401383,0.0324103281034207,0.141812372371585,0.227419819864131,0.262067696701765,-0.00129390936594186,-0.27871087588095,0.161863039136216,0.148235681218017,0.327013995342181,-0.108525040772224,-0.0893155882540198,0.567873355988448,-0.139476777701952,-0.0471271670536672,-0.0903686011664016,0.0524063520933866,-0.0169929394063047,-0.0325909319345915,-0.18285904768073,-0.180401662523344,0.00206504515431763,-0.130164804503693,0.169473739417433,0.120153278544756,-0.0434935117261088
"m",-0.181993539380062,-0.186767593119238,-0.0274052685363952,-0.0655018092301668,0.347075872304328,0.191090119197549,-0.0106472981151302,0.089063613768872,-0.150299794593086,-0.0978692885245952,0.338104291981119,0.237391483866139,0.104511899634078,0.325733675105458,0.0920468979069186,-0.088488826209497,-0.212398420801102,-0.199815320821826,-0.201788421162064,-0.382035966747709,0.0635696213161303,0.0357157734848243,-0.105353069567732,0.000960604164975197,0.169888408581037,-0.256832818735639,0.0735712009940316,0.116415044742388,0.151408368068878,-0.029113285480793,0.00880561221111373
"n",-0.188392494186838,0.153550366694063,-0.0592852242072944,-0.196913309691411,0.334177275519564,0.166525254708875,0.0313413087764661,0.194459951955637,0.0981268789841186,0.235626912139433,0.0637688528186661,-0.234501907274267,-0.169995257367266,-0.331536292803016,-0.294821904740462,0.400937266429094,-0.129564140377315,0.0986754253281829,0.227628802336982,-0.195492515462738,-0.0188756575410716,0.228570575653734,-0.156952019799926,-0.021641535194413,0.109698909992587,0.00933889524150521,0.003091188592019,-0.0322320280439874,0.0136454952093309,-0.0298137800861193,-0.0352624107841701
"o",-0.175933238586155,0.0374700925735408,-0.145570105374207,0.0711224511822493,-0.449383526222195,0.0931110058143762,0.0800172110951448,0.0979412053867094,0.231150547138882,-0.396107890587102,0.310720897389156,-0.416715786868317,-0.401710777830306,0.0217659681114107,0.0873193446127902,-0.0924930934817952,-0.13376071306095,-0.0874981983711801,-0.0428870010149143,-0.12197416842339,-0.0202809007680093,-0.0175430642275905,-0.0147368239032656,-0.00721437686828171,0.101546024607273,-0.00758908115886218,0.0182994753321914,-0.0370650907488526,-0.0205627080256061,-0.0212242678743132,-0.00481140086898612
"p",-0.190074427828038,0.122590054904304,0.131283275624475,-0.29891964141223,0.0904833185113984,0.0395947259281397,-0.147646228291913,-0.0945116613953815,0.0662503927293265,-0.311674519305062,-0.228395880459656,-0.0536428034762302,0.0216070308079081,-0.17250055594366,0.0744259614057557,-0.0144968191525066,0.174632968403647,0.0141070523300772,-0.133843422374856,-0.117334628019618,0.0229816205705362,-0.00369879354683445,0.257346978028824,-0.234615703131812,0.0378619181387378,-0.155154120013626,-0.530269094506244,0.342444761299535,0.0168555593640512,0.0141060450049274,0.0242720784495429
"q",-0.190942387608603,0.166828524744782,-0.0770129264111322,-0.22831191531089,0.0194500352119285,-0.0518379616054165,-0.353254194489116,0.23196916920826,0.202960062514876,-0.0400379457338042,0.175136211841691,0.0786964373622709,0.120985736129147,0.183663971993909,-0.187824374808687,-0.302080941078283,0.264895202163499,-0.111139717434168,0.381326726390127,0.245123579423214,-0.113662384060155,0.0975895806587589,0.118561407182314,-0.114958007333008,-0.0534809071112901,-0.223718831077057,0.17072357300028,-0.141343877013145,0.00540022800395823,-0.0277274621806106,-0.0293359665451686
"r",-0.20065388639258,0.215734894451682,-0.158381747217791,-0.0452859614084922,-0.0345862388847757,-0.15061163344446,0.48712184950817,-0.0638027901604866,0.305305121251239,0.157280883777841,-0.0145820104412114,0.0256736453294819,0.291487542630055,0.00031184534790937,-0.0752306973556117,0.03504670243718,-0.129715528795713,-0.158215964804846,-0.117025615633032,0.232714647754222,0.118716470160053,-0.149152554105732,0.231879347766718,0.122807901738169,0.337430942478052,-0.110942060716183,-0.0511944990014077,-0.0355272578013566,0.236701772594928,-0.0865596217310637,-0.0409692949238818
"s",-0.192913767239925,0.0887925769053913,0.141848440082316,-0.314941397295529,0.188663694636979,-0.138547949098681,-0.171903776677836,-0.0409327125766873,-0.0413649659510275,-0.348819936629171,-0.262659791326659,-0.120363102501458,0.0789397864508121,-0.114572406722695,-0.047545860753214,-0.0734489042531545,-0.160395703472232,-0.0324137108641133,-0.280067762288818,0.108115089509259,-0.1265107514625,-0.269181275072949,-0.283865280698923,0.153564839985849,0.0941621304779748,0.199062484865146,0.336954935525118,-0.207587306592717,-0.0112381825345709,0.00587766987910729,-0.0297298337460405
"t",-0.184443181479092,-0.197282866045756,-0.127959605136601,0.00626203910879436,-0.120861406565156,0.317716293820901,-0.170607979768379,-0.219146048579639,0.362526158163578,0.17998609363934,-0.395398133376603,0.0531788447391646,0.0197406054469603,0.103463106206665,0.240922191302775,0.178811332976372,-0.0866679325641952,-0.327021615520558,0.186057273152732,-0.0763057014766235,-0.233604122368073,-0.0822782227467804,-0.107732085022223,0.167897983456684,-0.0686561997884546,-0.10832795913528,0.0330757907254717,0.055119191742256,-0.0993793206525583,0.0853398937482873,-0.00970391576685726
"u",-0.17773637313038,0.117671434226415,0.0736147957065028,-0.258257588777434,-0.218035861015792,-0.199610219188989,-0.0876793558270117,-0.0868122670321839,0.196962494357369,-0.0181112053053441,0.0206252288365407,0.474001263515697,-0.21290308178117,0.246157195143884,0.0302018481999319,0.212782415065707,-0.116918223021538,0.206377915977971,0.10346749410897,-0.0974108195824221,0.456720481830771,0.00727203123829743,-0.133384618379176,-0.00683145466494426,-0.0373626651653451,0.226501114948221,-0.0546285710659243,-0.0542666236561092,-0.0435976130166322,-0.00130925197931274,-0.00580504377467797
"v",-0.198715768792108,0.15871295745821,0.165064533864795,-0.0345067655781664,-0.125791039764242,0.481730638780481,0.103857360060077,-0.113072047582404,-0.122135664950929,0.103172706056841,0.0911225624270473,0.102310502681767,-0.0782312146220194,-0.0744280641131587,0.0577981186414909,-0.0275466800383317,0.546545971300136,0.236963349176587,-0.0868542000577878,0.00595554424646831,0.0677342983987298,-0.129439866588412,-0.00186341617308058,0.224714349544939,0.22996289546115,-0.00865586985990468,0.274223817520772,0.103571659583478,-0.0298797628237607,0.0347209214019436,-0.00814466324186458
"w",-0.187462146823394,-0.178428720418932,-0.269371374539797,-0.195125322043256,-0.166066144055027,-0.106423186512815,-0.0768139623086016,-0.150112585476669,-0.214309749434692,0.312265688787462,-0.0357235770193132,-0.0738950203497539,0.060629999305485,-0.315331539104203,0.00255908619267926,-0.427833224474668,-0.101867887489369,-0.0256179105818238,0.147008849460808,-0.345621503614321,0.180844461265058,-0.1443786197424,0.182615352790852,-0.131589676255283,0.0201649110862496,0.19250812210786,0.145189924662293,0.0432431429841435,0.0285234255270753,0.0257051594607096,-0.0226184533851774
"x",-0.187576345533308,0.219294672436888,0.101948316482223,0.157709930636738,-0.195289517246054,0.174647681964438,-0.153900106681073,0.235896022990217,-0.107603508482428,0.222350145168131,-0.150556962460807,-0.0319826155524875,-0.0394167635753484,-0.0897348078216228,-0.159249146198654,-0.128986099339435,-0.193437696842584,-0.203139791499276,-0.317382700918214,0.220784879485146,0.334007952384945,0.0946666740746973,-0.186655154183607,-0.010334935015365,-0.351348134584024,-0.167347701709421,0.0209544353588197,0.216057565707926,0.100567719981471,-0.0620785984775674,-0.0317006768458601
"y",-0.190057323454356,-0.159657789288108,-0.245379368145886,0.132976299764417,0.286218645023005,0.234543446920362,0.0774895815488813,0.0569691053163658,0.0587529681459752,-0.174346734963019,0.00607554699620755,-0.204606202911718,0.252855071594787,0.0383135556778975,0.221104656288508,-0.0340200721936749,0.211974823745233,-0.047273798961548,0.0811140355441919,0.178620444472606,0.446327232049255,0.0717080031256986,-0.125562663182667,-0.0563561326805828,-0.140542103158429,0.353218075952989,-0.164141456279715,-0.19763859700996,-0.0567996243407941,0.0103799386553462,-0.0178066634265177
"z",-0.166483483501044,-0.0786453195382888,-0.298016417899558,0.320916778072966,0.0647491315672981,-0.209229020430919,-0.219748992283153,0.222542263810873,0.168736621615807,0.213128610738779,-0.0416576712341459,0.104950575798079,-0.151844882871858,0.0613874135301779,-0.169822296000385,-0.00832962909678363,0.291263406925606,0.097736722545582,-0.322970188928657,-0.0894594780445163,-0.173344655580703,-0.292892369322967,-0.208914605399906,-0.161677058927694,0.200794335198027,0.114471552262838,-0.199405218559414,-0.00304429139684798,0.0126877072046569,0.014691739818034,-0.0156033252815739
"aa",-0.192108332724007,0.176959820650035,0.244251448861063,-0.039900823439445,-0.100835639894924,0.226747283851269,0.244865184540364,0.00682108689726851,-0.162060196857906,0.11966096916768,0.102747095877567,0.227159316983216,-0.0117741488430431,-0.0291395495400084,0.0894224951226207,-0.196244343688618,-0.129943258362575,-0.135396119495981,0.0891881726912851,0.0646982464634618,-0.400153401946633,-0.0219005153027837,-0.190822248489737,-0.296583981899491,-0.0360216561245569,0.278995387347011,-0.330175223744198,-0.274283197468158,0.0492068257935749,-0.0235621756849166,-0.00313573251973923
"ab",-0.195259954276119,0.251309328037588,-0.143879118388081,0.187875518982198,0.13468707510153,-0.295801075814812,0.103209668107503,-0.000950476405865361,-0.138019211539955,-0.0956298188288443,-0.0209899670084043,0.123776039476887,-0.106282974702885,-0.182168630035731,0.211283638050074,-0.223962917825434,0.0376183654795557,0.053978194031929,0.203073720346976,-0.10501708217396,-0.0556855634282063,0.100055818014624,-0.196718315068049,0.516977006507495,-0.118434295258397,-0.216436777080287,-0.205524829116438,-0.00156867830787022,-0.0340106952073409,0.197523397557663,-0.155663945372961
"ac",-0.184517088116483,0.269159428432355,0.0464727614692218,0.302792280410336,0.0753475882643466,-0.0562991858020266,0.089963500896475,0.334205249908474,-0.0864881973599908,-0.138355722841984,-0.239214888198729,0.0362174877360398,0.0344400257936597,0.145673454047193,0.207100975702505,0.14759537893183,-0.0777860937868352,0.0343492759905785,0.201820521896974,-0.135352485519602,-0.0959365096167294,-0.0702571613634826,0.286828848075669,-0.217901097686912,-0.0276383855815052,0.248565047907706,0.33911476505762,0.283543619165338,0.101261063459808,0.113946991293678,-0.0862226418350029
"ad",-0.19660693069237,0.0706308840898809,0.166958582350335,0.38168446395256,-0.147761401551043,-0.0586718629216985,-0.368557185790148,-0.281514984779777,0.0770995054441832,-0.0905920878140883,0.373714430433076,0.0421635086607023,0.469434443761148,-0.298498583941868,-0.00857739868103252,0.216713791956616,-0.121126151346785,0.0763313536617757,0.0245820521366262,-0.0406146837265991,-0.0377223235531515,0.0272991356152202,-0.0210747840222509,-0.0308576256103874,0.0519140721799634,0.0252041388778473,0.0123840104580268,0.0120051892235477,-0.0107590896509059,-0.0133590446460427,-0.00997074111106028
"ae",-0.163313973762283,-0.163406684537722,0.0810882932175977,0.0153499131441277,-0.23150579654817,0.00521693920941984,0.148268567356045,0.0208266597373444,-0.040782267856022,-0.134848648191181,-0.173966565506744,-0.0895186055087071,0.281362658107251,0.28458580251818,-0.547655561430449,-0.0596408371627573,0.107978968496796,0.0576623074613104,0.0190656076783319,-0.267790379143383,-0.132487539988736,0.26289870556849,-0.0260597900654067,0.281727338719236,-0.0899424995471027,0.22895840844923,-0.115704923958144,0.0950298216251288,0.0606441043426914,-0.0178196943991429,-0.0362024518242108
