Organism,Seq,Positions,,,
Helicobacter,85,0-24,112-440,,
Helicobacter,86,0-48,272-552,,
Helicobacter,87,328-560,,,
Helicobacter,88,136-432,,,
Helicobacter,89,120-248,312-440,,
Helicobacter,90,192-560,,,
Helicobacter,91,40-120,184-248,336-432,528-560
Helicobacter,92,240-272,344-392,,
Helicobacter,93,184-440,,,
Helicobacter,94,176-472,,,
Helicobacter,95,0-48,248-496,,
Helicobacter,96,72-120,184-304,344-560,
Helicobacter,97,184-288,376-472,536-560,
Helicobacter,98,248-560,,,
Helicobacter,99,0-32,184-480,,
Helicobacter,100,8-136,232-560,,
Helicobacter,101,160-552,,,
Helicobacter,102,0-72,296-448,,
Helicobacter,103,256-448,,,
Helicobacter,104,40-264,360-544,,
Helicobacter,105,80-304,368-408,,
Helicobacter,106,248-416,,,
Helicobacter,107,0-152,296-480,,
Helicobacter,108,0-8,328-424,,
Helicobacter,109,0-56,328-560,,
Helicobacter,110,0-112,216-264,392-512,
Helicobacter,111,0-48,192-448,,
Helicobacter,112,0-456,528-560,,
Helicobacter,113,40-112,216-272,344-472,
Helicobacter,114,0-416,,,
Helicobacter,115,192-432,,,
Helicobacter,116,304-560,,,
Helicobacter,117,192-448,,,
Helicobacter,118,,,,
Helicobacter,119,24-472,,,
Helicobacter,120,152-544,,,
Helicobacter,121,224-472,,,
Helicobacter,122,304-472,,,
Helicobacter,123,64-128,472-560,,
Helicobacter,124,296-536,,,
Helicobacter,125,0-240,328-408,,
Helicobacter,126,256-424,,,
Helicobacter,127,280-528,,,
Helicobacter,128,152-240,304-560,,
Helicobacter,129,0-304,376-488,,
Helicobacter,130,64-152,,,
Helicobacter,131,72-192,256-432,504-560,
Helicobacter,132,160-528,,,
Helicobacter,133,0-104,200-448,528-560,
Helicobacter,134,64-80,184-488,,
Helicobacter,135,240-544,,,
Helicobacter,136,56-200,256-544,,
Helicobacter,137,264-416,480-560,,
Helicobacter,138,104-536,,,
Helicobacter,139,96-184,344-488,504-536,
Helicobacter,140,384-552,,,
Helicobacter,141,0-8,280-552,,
Helicobacter,142,40-560,,,
Helicobacter,143,64-536,,,
Helicobacter,144,0-8,320-456,,
Helicobacter,145,96-144,248-560,,
Helicobacter,146,152-464,,,
Helicobacter,147,120-296,,,
Helicobacter,148,152-504,,,
Helicobacter,149,160-168,352-560,,
Helicobacter,150,40-144,232-304,376-520,
Helicobacter,151,336-408,488-560,,
Helicobacter,152,0-48,288-520,,
Helicobacter,153,352-488,,,
Helicobacter,154,0-120,360-560,,
Helicobacter,155,0-136,264-432,528-552,
Helicobacter,156,248-264,360-560,,
Helicobacter,157,152-400,504-560,,
Helicobacter,158,40-152,320-560,,
Helicobacter,159,0-32,112-152,240-480,
Helicobacter,160,352-520,,,
Helicobacter,161,104-248,328-560,,
Helicobacter,162,0-168,232-408,472-560,
Helicobacter,163,352-416,488-560,,
Helicobacter,164,128-176,464-544,,
Helicobacter,165,40-416,,,
Helicobacter,166,0-72,128-496,,
Helicobacter,167,328-384,,,
Helicobacter,168,224-256,312-528,,
Helicobacter,169,0-288,344-456,,
Helicobacter,170,80-144,216-536,,
Helicobacter,171,0-16,336-400,472-560,
Helicobacter,172,8-56,128-240,288-544,
Helicobacter,173,24-88,184-536,,
Helicobacter,174,160-504,,,
Helicobacter,175,168-184,344-392,512-560,
Helicobacter,176,16-40,328-464,,
Helicobacter,177,320-464,,,
Helicobacter,178,224-496,,,
Helicobacter,179,40-72,304-496,,
Helicobacter,180,0-400,496-560,,
Helicobacter,181,32-416,472-544,,
Helicobacter,182,24-72,184-264,456-488,
Helicobacter,183,344-472,,,
Helicobacter,184,0-400,528-552,,
Helicobacter,185,0-8,136-528,,
Helicobacter,186,168-224,320-528,,
Helicobacter,187,0-40,312-424,528-560,
Helicobacter,188,216-536,,,
Helicobacter,189,96-128,296-416,488-560,
Helicobacter,190,224-536,,,
Helicobacter,191,160-440,,,
Helicobacter,192,352-384,472-528,,
Helicobacter,193,152-224,296-488,,
Helicobacter,194,0-168,232-504,,
Helicobacter,195,168-208,280-512,,
Helicobacter,196,80-112,536-552,,
Helicobacter,197,200-456,,,
Helicobacter,198,176-224,328-560,,
Helicobacter,199,0-80,376-432,512-560,
Helicobacter,200,0-176,256-560,,
Helicobacter,201,160-200,376-440,,
Helicobacter,202,0-384,,,
Helicobacter,203,288-560,,,
Helicobacter,204,0-80,208-264,336-504,
Helicobacter,205,272-432,,,
Helicobacter,206,0-544,,,
Helicobacter,207,0-24,112-136,152-168,
Helicobacter,208,0-80,152-488,,
Helicobacter,209,0-528,,,
Helicobacter,210,0-88,336-416,432-464,
Helicobacter,211,216-400,,,
Helicobacter,212,224-488,,,
Helicobacter,213,0-168,344-416,536-560,
Helicobacter,214,88-440,,,
Helicobacter,215,0-256,400-560,,
Helicobacter,216,128-448,,,
Helicobacter,217,168-264,392-456,,
Helicobacter,218,0-128,224-240,320-560,
Helicobacter,219,240-456,,,
Helicobacter,220,208-440,,,
Helicobacter,221,368-416,,,
Helicobacter,222,88-440,520-560,,
Helicobacter,223,0-168,,,
Helicobacter,224,40-168,272-552,,
Helicobacter,225,120-368,464-544,,
Helicobacter,226,160-432,,,
Helicobacter,227,0-32,144-256,344-560,
Helicobacter,228,16-168,248-560,,
Helicobacter,229,272-432,,,
Helicobacter,230,152-536,,,
Helicobacter,231,136-168,320-424,528-544,
Helicobacter,232,0-8,96-536,,
Helicobacter,233,0-136,272-544,,
Helicobacter,234,0-56,144-184,312-464,
Helicobacter,235,144-224,288-400,,
Helicobacter,236,0-24,184-456,520-560,
Helicobacter,237,192-520,,,
Helicobacter,238,144-216,288-360,,
Helicobacter,239,368-560,,,
Helicobacter,240,0-144,304-560,,
Helicobacter,241,8-496,,,
Helicobacter,242,240-504,,,
Helicobacter,243,136-536,,,
Helicobacter,244,0-80,184-424,,
Helicobacter,245,248-296,416-560,,
Helicobacter,246,0-424,,,
Helicobacter,247,144-488,,,
Helicobacter,248,176-496,,,
Helicobacter,249,160-440,528-560,,
Helicobacter,250,56-520,,,
Helicobacter,251,216-464,,,
Helicobacter,252,144-168,312-520,,
Helicobacter,253,96-184,296-448,512-560,
Helicobacter,254,40-64,152-528,,
Helicobacter,255,288-512,,,
Helicobacter,256,0-64,160-192,368-448,
Helicobacter,257,352-480,,,
Helicobacter,258,88-176,248-432,,
Helicobacter,259,0-96,232-456,,
Helicobacter,260,0-184,312-424,496-552,
Helicobacter,261,176-200,352-432,,
Helicobacter,262,168-208,272-456,,
Helicobacter,263,352-488,,,
Helicobacter,264,16-80,352-488,,
Helicobacter,265,56-80,224-520,,
Helicobacter,266,168-440,,,
Helicobacter,267,72-200,264-552,,
Helicobacter,268,104-176,280-544,,
Helicobacter,269,64-136,232-552,,
Helicobacter,270,0-40,160-208,272-560,
Helicobacter,271,168-456,,,
Helicobacter,272,0-48,128-192,232-336,424-496
Helicobacter,273,56-104,200-432,,
Helicobacter,274,0-8,248-488,,
Helicobacter,275,248-560,,,
Helicobacter,276,200-488,,,
Helicobacter,277,8-464,,,
Helicobacter,278,256-504,,,
Helicobacter,279,0-32,144-208,336-464,
Helicobacter,280,0-240,336-560,,
Helicobacter,281,40-48,72-80,272-432,528-552
Helicobacter,282,112-496,,,
Helicobacter,283,200-224,312-448,,
Helicobacter,284,48-64,208-544,,
Helicobacter,285,0-120,304-456,,
Helicobacter,286,0-80,168-464,,
Helicobacter,287,176-432,,,
Helicobacter,288,176-504,,,
Helicobacter,289,72-184,208-416,528-560,
Helicobacter,290,200-560,,,
Helicobacter,291,64-104,224-496,,
Helicobacter,292,128-352,,,
Helicobacter,293,0-16,248-560,,
Helicobacter,294,0-456,,,
Helicobacter,295,0-88,168-560,,
Helicobacter,296,256-536,,,
Helicobacter,297,280-456,,,
Helicobacter,298,184-248,296-480,536-552,
Helicobacter,299,0-16,112-240,328-464,
Helicobacter,300,104-560,,,
Helicobacter,301,128-416,,,
Helicobacter,302,0-16,80-144,,
Helicobacter,303,88-144,288-544,,
Helicobacter,304,328-560,,,
Helicobacter,305,0-56,184-272,320-560,
Helicobacter,306,200-520,,,
Helicobacter,307,184-416,,,
Helicobacter,308,112-272,352-448,,
Helicobacter,309,168-512,,,
Helicobacter,310,8-72,184-520,,
Helicobacter,311,112-128,240-560,,
Helicobacter,312,0-168,464-488,,
Helicobacter,313,240-312,448-488,,
Helicobacter,314,0-32,128-192,256-560,
Helicobacter,315,0-80,160-448,,
Helicobacter,316,0-192,264-384,,
Helicobacter,317,40-416,496-544,,
Helicobacter,318,168-464,,,
Helicobacter,319,352-400,480-560,,
Helicobacter,320,0-16,200-472,,
Helicobacter,321,0-24,224-560,,
Helicobacter,322,96-536,,,
Helicobacter,323,0-224,312-400,456-560,
Helicobacter,324,0-208,528-536,,
Helicobacter,325,8-64,176-560,,
Helicobacter,326,232-464,,,
Helicobacter,327,32-72,392-464,,
Helicobacter,328,120-424,,,
Helicobacter,329,0-8,144-432,488-520,
Helicobacter,330,96-248,352-400,536-560,
Helicobacter,331,328-528,,,
Helicobacter,332,0-104,192-480,,
Helicobacter,333,296-536,,,
Helicobacter,334,0-464,,,
Helicobacter,335,336-560,,,
Helicobacter,336,336-440,,,
Helicobacter,337,56-104,264-544,,
Helicobacter,338,0-104,240-552,,
Helicobacter,339,0-144,240-496,,
Helicobacter,340,352-560,,,
Helicobacter,341,360-480,,,
Helicobacter,342,128-152,248-488,,
Helicobacter,343,184-504,,,
Helicobacter,344,0-88,176-208,,
Helicobacter,345,0-8,344-560,,
Helicobacter,346,136-200,360-520,,
Helicobacter,347,48-88,296-424,,
Helicobacter,348,8-80,160-448,,
Helicobacter,349,64-144,192-432,512-552,
Helicobacter,350,360-424,,,
Helicobacter,351,288-448,,,
Helicobacter,352,240-520,,,
Helicobacter,353,0-40,296-424,512-552,
Helicobacter,354,184-464,,,
Helicobacter,355,48-136,168-448,,
Helicobacter,356,0-88,216-448,,
Helicobacter,357,160-184,224-488,,
Helicobacter,358,208-248,328-488,,
Helicobacter,359,0-128,208-472,,
Helicobacter,360,0-56,160-232,344-440,
Helicobacter,361,104-280,352-544,,
Helicobacter,362,24-128,256-312,408-560,
Helicobacter,363,152-448,,,
Helicobacter,364,0-424,520-552,,
Helicobacter,365,96-128,208-560,,
Helicobacter,366,200-240,304-448,,
Helicobacter,367,0-104,224-560,,
Helicobacter,368,88-112,400-488,,
Helicobacter,369,152-560,,,
Helicobacter,370,16-456,,,
Helicobacter,371,256-560,,,
Helicobacter,372,64-280,520-528,,
Helicobacter,373,352-512,,,
Helicobacter,374,0-128,192-256,408-456,
Helicobacter,375,0-24,376-552,,
Helicobacter,376,152-560,,,
Helicobacter,377,0-56,512-560,,
Helicobacter,378,80-112,240-440,,
Helicobacter,379,192-520,,,
Helicobacter,380,0-24,344-456,,
Helicobacter,381,232-536,,,
Helicobacter,382,0-144,336-560,,
Helicobacter,383,0-208,328-528,,
Helicobacter,384,0-80,280-560,,
Helicobacter,385,144-168,272-544,,
Helicobacter,386,336-440,,,
Helicobacter,387,248-560,,,
Helicobacter,388,224-424,,,
Helicobacter,389,184-432,512-544,,
Helicobacter,390,144-472,,,
Helicobacter,391,152-464,,,
Helicobacter,392,8-560,,,
Helicobacter,393,320-440,536-560,,
Helicobacter,394,288-440,,,
Helicobacter,395,56-168,424-560,,
Helicobacter,396,0-120,160-560,,
Helicobacter,397,136-552,,,
Helicobacter,398,48-72,368-384,480-512,
Helicobacter,399,200-480,,,
Helicobacter,400,192-496,,,
Helicobacter,401,144-224,328-560,,
Helicobacter,402,304-488,,,
Helicobacter,403,328-448,504-560,,
Helicobacter,404,160-208,328-560,,
Helicobacter,405,336-528,,,
Helicobacter,406,0-24,328-472,520-560,
Helicobacter,407,88-136,224-472,,
Helicobacter,408,104-304,400-480,,
Helicobacter,409,104-144,240-560,,
Helicobacter,410,0-224,392-424,,
Helicobacter,411,248-528,,,
Helicobacter,412,0-72,336-560,,
Helicobacter,413,0-560,,,
Helicobacter,414,256-456,,,
Helicobacter,415,0-8,256-304,368-560,
Helicobacter,416,296-560,,,
Helicobacter,417,256-528,,,
Helicobacter,418,176-560,,,
Helicobacter,419,184-456,,,
Helicobacter,420,0-456,,,
Helicobacter,421,0-16,384-392,416-536,
Helicobacter,422,0-32,336-560,,
Helicobacter,423,104-120,248-560,,
Helicobacter,424,64-136,272-560,,
Helicobacter,425,88-136,224-472,,
Helicobacter,426,56-120,264-288,360-512,
Helicobacter,427,0-464,,,
Helicobacter,428,280-552,,,
Helicobacter,429,0-48,200-456,496-520,
Helicobacter,430,160-256,352-416,,
Helicobacter,431,104-176,248-496,,
Helicobacter,432,152-176,280-488,,
Helicobacter,433,0-48,232-560,,
Helicobacter,434,0-200,344-400,,
Helicobacter,435,344-384,496-560,,
Helicobacter,436,56-192,240-400,,
Helicobacter,437,152-184,272-552,,
Helicobacter,438,0-24,312-440,,
Helicobacter,439,0-16,272-472,,
Helicobacter,440,40-560,,,
Helicobacter,441,0-16,96-192,280-544,
Helicobacter,442,0-232,344-392,496-560,
Helicobacter,443,32-48,240-248,296-472,
Helicobacter,444,184-504,,,
Helicobacter,445,264-560,,,
Helicobacter,446,264-536,,,
Helicobacter,447,160-464,,,
Helicobacter,448,72-192,272-552,,
Helicobacter,449,120-560,,,
Helicobacter,450,192-384,528-560,,
Helicobacter,451,208-512,,,
Helicobacter,452,0-80,336-504,,
Helicobacter,453,320-488,,,
Helicobacter,454,0-184,288-560,,
Helicobacter,455,56-128,224-432,528-536,
Helicobacter,456,104-448,,,
Helicobacter,457,80-536,,,
Helicobacter,458,0-24,96-328,440-456,
Helicobacter,459,360-536,,,
Helicobacter,460,0-144,384-536,,
Helicobacter,461,0-120,328-536,,
Helicobacter,462,120-152,256-560,,
Helicobacter,463,312-384,512-560,,
Helicobacter,464,200-536,,,
Helicobacter,465,0-40,72-96,112-192,384-496
Helicobacter,466,168-200,240-416,,
Helicobacter,467,88-184,256-560,,
Helicobacter,468,176-480,,,
Helicobacter,469,0-136,264-496,,
Helicobacter,470,0-464,528-560,,
Helicobacter,471,352-464,,,
Helicobacter,472,0-104,288-480,,
Helicobacter,473,128-136,184-464,,
Helicobacter,474,0-16,104-168,248-488,
Helicobacter,475,232-240,280-560,,
Helicobacter,476,0-8,288-456,,
Helicobacter,477,0-8,224-560,,
Helicobacter,478,288-416,,,
Helicobacter,479,264-544,,,
Helicobacter,480,0-64,360-432,,
Helicobacter,481,0-32,280-560,,
Helicobacter,482,144-496,,,
Helicobacter,483,384-552,,,
Helicobacter,484,512-560,,,
Helicobacter,485,56-104,192-288,384-560,
Helicobacter,486,200-464,,,
Helicobacter,487,72-120,256-440,,
Helicobacter,488,376-520,,,
Helicobacter,489,224-536,,,
Helicobacter,490,200-272,360-560,,
Helicobacter,491,0-560,,,
Helicobacter,492,56-208,280-536,,
Helicobacter,493,264-424,,,
Helicobacter,494,240-528,,,
Helicobacter,495,0-264,368-560,,
Helicobacter,496,0-160,312-560,,
Helicobacter,497,168-504,,,
Helicobacter,498,48-160,256-416,,
Helicobacter,499,0-64,344-416,536-560,
Helicobacter,500,192-560,,,
Helicobacter,501,0-48,80-248,320-448,
Helicobacter,502,264-432,,,
Helicobacter,503,296-472,,,
Helicobacter,504,280-552,,,
Helicobacter,505,0-56,160-184,296-560,
Helicobacter,506,192-240,336-472,,
Helicobacter,507,0-184,248-480,,
Helicobacter,508,88-168,368-432,512-560,
Helicobacter,509,0-56,144-152,184-200,400-536
Helicobacter,510,40-96,384-472,,
Helicobacter,511,40-160,264-560,,
Helicobacter,512,0-280,352-560,,
Helicobacter,513,0-232,272-392,488-552,
Helicobacter,514,56-112,184-560,,
Helicobacter,515,0-184,256-560,,
Helicobacter,516,40-160,536-560,,
Helicobacter,517,88-136,224-472,,
Helicobacter,518,0-544,,,
Helicobacter,519,304-560,,,
Helicobacter,520,0-112,392-488,,
Helicobacter,521,96-440,,,
Helicobacter,522,40-80,384-504,,
Helicobacter,523,64-104,280-560,,
Helicobacter,524,16-32,152-456,,
Helicobacter,525,0-104,264-312,376-560,
Helicobacter,526,48-480,,,
Helicobacter,527,0-24,376-512,,
Helicobacter,528,184-440,,,
Helicobacter,529,0-80,152-416,504-520,
Helicobacter,530,208-536,,,
