Organism,Seq,Positions,,,,
Thermo,72,176-248,336-560,,,
Thermo,73,0-200,288-384,,,
Thermo,74,304-416,,,,
Thermo,75,336-448,528-560,,,
Thermo,76,0-96,272-464,,,
Thermo,77,0-56,216-256,328-424,,
Thermo,78,344-440,,,,
Thermo,79,160-400,,,,
Thermo,80,248-456,,,,
Thermo,81,0-16,136-464,,,
Thermo,82,0-48,128-152,288-432,,
Thermo,83,288-520,,,,
Thermo,84,112-152,256-264,280-464,,
Thermo,85,264-520,,,,
Thermo,86,176-288,368-448,,,
Thermo,87,264-456,,,,
Thermo,88,360-456,,,,
Thermo,89,120-432,,,,
Thermo,90,152-200,352-384,,,
Thermo,91,184-216,352-560,,,
Thermo,92,0-24,360-440,,,
Thermo,93,216-480,,,,
Thermo,94,240-448,,,,
Thermo,95,336-472,,,,
Thermo,96,40-96,368-560,,,
Thermo,97,304-440,,,,
Thermo,98,0-24,232-424,,,
Thermo,99,0-16,48-56,168-440,,
Thermo,100,,,,,
Thermo,101,104-408,,,,
Thermo,102,208-400,,,,
Thermo,103,176-376,,,,
Thermo,104,176-376,448-544,,,
Thermo,105,216-240,352-440,,,
Thermo,106,104-152,272-424,,,
Thermo,107,312-400,,,,
Thermo,108,16-424,,,,
Thermo,109,16-32,160-440,,,
Thermo,110,152-432,,,,
Thermo,111,168-416,,,,
Thermo,112,472-560,,,,
Thermo,113,352-416,,,,
Thermo,114,216-432,,,,
Thermo,115,280-528,,,,
Thermo,116,320-560,,,,
Thermo,117,168-272,360-440,528-560,,
Thermo,118,128-272,376-464,,,
Thermo,119,360-464,,,,
Thermo,120,0-72,288-312,328-432,,
Thermo,121,184-424,504-560,,,
Thermo,122,0-112,368-424,520-560,,
Thermo,123,0-120,256-432,,,
Thermo,124,40-64,360-416,464-560,,
Thermo,125,32-64,304-552,,,
Thermo,126,184-400,,,,
Thermo,127,304-544,,,,
Thermo,128,288-400,,,,
Thermo,129,176-560,,,,
Thermo,130,0-32,368-416,496-560,,
Thermo,131,240-272,376-408,504-560,,
Thermo,132,0-8,144-440,,,
Thermo,133,312-448,,,,
Thermo,134,112-408,,,,
Thermo,135,88-168,288-480,,,
Thermo,136,144-216,336-416,,,
Thermo,137,32-232,416-472,,,
Thermo,138,336-424,472-560,,,
Thermo,139,0-72,232-416,,,
Thermo,140,280-296,384-408,,,
Thermo,141,0-56,168-392,528-560,,
Thermo,142,0-8,352-400,464-560,,
Thermo,143,240-448,,,,
Thermo,144,224-488,,,,
Thermo,145,96-200,352-424,,,
Thermo,146,304-416,,,,
Thermo,147,336-496,,,,
Thermo,148,0-176,248-464,,,
Thermo,149,344-416,,,,
Thermo,150,0-344,440-448,,,
Thermo,151,48-72,152-392,488-536,,
Thermo,152,336-496,,,,
Thermo,153,144-448,,,,
Thermo,154,248-416,,,,
Thermo,155,320-552,,,,
Thermo,156,344-392,480-560,,,
Thermo,157,104-152,240-432,,,
Thermo,158,0-32,248-560,,,
Thermo,159,192-400,,,,
Thermo,160,256-480,,,,
Thermo,161,224-504,,,,
Thermo,162,176-216,,,,
Thermo,163,344-384,,,,
Thermo,164,144-400,,,,
Thermo,165,56-192,280-408,,,
Thermo,166,32-288,352-424,,,
Thermo,167,280-480,,,,
Thermo,168,328-480,,,,
Thermo,169,8-80,272-488,,,
Thermo,170,216-232,328-400,,,
Thermo,171,280-440,536-560,,,
Thermo,172,360-400,,,,
Thermo,173,240-264,504-560,,,
Thermo,174,240-392,,,,
Thermo,175,0-8,360-448,,,
Thermo,176,320-400,496-520,,,
Thermo,177,344-560,,,,
Thermo,178,296-464,,,,
Thermo,179,320-368,384-392,,,
Thermo,180,312-416,480-544,,,
Thermo,181,0-48,352-408,,,
Thermo,182,240-520,,,,
Thermo,183,0-16,224-456,,,
Thermo,184,360-408,,,,
Thermo,185,40-48,272-416,488-560,,
Thermo,186,16-112,184-280,336-416,,
Thermo,187,200-504,,,,
Thermo,188,0-72,344-440,,,
Thermo,189,264-280,320-552,,,
Thermo,190,0-16,384-552,,,
Thermo,191,264-416,,,,
Thermo,192,272-552,,,,
Thermo,193,0-24,352-464,,,
Thermo,194,0-48,208-440,464-536,,
Thermo,195,384-424,,,,
Thermo,196,0-16,96-208,344-424,,
Thermo,197,104-144,280-416,,,
Thermo,198,0-24,304-456,,,
Thermo,199,208-480,,,,
Thermo,200,208-432,,,,
Thermo,201,320-472,,,,
Thermo,202,0-376,,,,
Thermo,203,144-200,432-512,,,
Thermo,204,128-176,320-392,,,
Thermo,205,8-280,440-560,,,
Thermo,206,64-392,440-520,,,
Thermo,207,144-160,352-544,,,
Thermo,208,264-480,,,,
Thermo,209,0-32,152-432,,,
Thermo,210,32-72,,,,
Thermo,211,288-424,,,,
Thermo,212,0-128,200-224,336-448,,
Thermo,213,288-424,528-552,,,
Thermo,214,280-488,,,,
Thermo,215,360-440,,,,
Thermo,216,312-376,504-544,,,
Thermo,217,184-248,336-392,,,
Thermo,218,288-560,,,,
Thermo,219,48-80,280-544,,,
Thermo,220,24-64,176-480,,,
Thermo,221,112-168,272-440,,,
Thermo,222,0-64,136-200,352-560,,
Thermo,223,0-16,344-440,,,
Thermo,224,312-504,,,,
Thermo,225,248-472,,,,
Thermo,226,96-272,344-472,,,
Thermo,227,272-424,,,,
Thermo,228,128-392,,,,
Thermo,229,96-104,192-304,352-448,,
Thermo,230,296-416,,,,
Thermo,231,0-136,224-488,,,
Thermo,232,304-376,,,,
Thermo,233,24-160,288-544,,,
Thermo,234,248-304,384-480,,,
Thermo,235,40-424,,,,
Thermo,236,0-32,296-504,,,
Thermo,237,80-392,480-544,,,
Thermo,238,376-408,,,,
Thermo,239,0-16,168-408,,,
Thermo,240,32-56,160-472,496-504,,
Thermo,241,24-40,176-216,368-424,536-560,
Thermo,242,0-240,352-408,,,
Thermo,243,272-472,,,,
Thermo,244,192-432,456-480,,,
Thermo,245,264-536,,,,
Thermo,246,184-560,,,,
Thermo,247,168-392,,,,
Thermo,248,160-496,,,,
Thermo,249,336-456,,,,
Thermo,250,144-224,304-384,,,
Thermo,251,248-408,,,,
Thermo,252,96-192,352-360,496-528,,
Thermo,253,152-448,512-560,,,
Thermo,254,0-24,488-560,,,
Thermo,255,328-424,,,,
Thermo,256,0-208,352-552,,,
Thermo,257,0-560,,,,
Thermo,258,24-56,320-424,512-560,,
Thermo,259,200-424,,,,
Thermo,260,152-240,360-464,,,
Thermo,261,336-464,,,,
Thermo,262,368-456,,,,
Thermo,263,0-40,176-240,344-424,,
Thermo,264,336-384,,,,
Thermo,265,272-544,,,,
Thermo,266,224-544,,,,
Thermo,267,208-432,,,,
Thermo,268,304-480,512-536,,,
Thermo,269,32-56,152-288,,,
Thermo,270,168-496,,,,
Thermo,271,304-496,,,,
Thermo,272,264-496,,,,
Thermo,273,0-232,376-456,,,
Thermo,274,0-112,240-440,,,
Thermo,275,56-104,232-296,360-424,,
Thermo,276,48-104,240-544,,,
Thermo,277,312-512,,,,
Thermo,278,320-464,,,,
Thermo,279,72-192,368-520,,,
Thermo,280,216-456,,,,
Thermo,281,8-32,192-496,,,
Thermo,282,120-160,248-384,464-560,,
Thermo,283,312-496,,,,
Thermo,284,216-448,,,,
Thermo,285,,,,,
Thermo,286,336-448,,,,
Thermo,287,184-440,,,,
Thermo,288,0-144,344-488,,,
Thermo,289,256-416,,,,
Thermo,290,224-400,,,,
Thermo,291,0-80,336-560,,,
Thermo,292,248-456,,,,
Thermo,293,72-376,496-560,,,
Thermo,294,328-536,,,,
Thermo,295,160-248,320-400,,,
Thermo,296,136-240,352-432,,,
Thermo,297,224-368,,,,
Thermo,298,184-416,,,,
Thermo,299,336-544,,,,
Thermo,300,328-400,,,,
Thermo,301,352-416,,,,
Thermo,302,88-360,,,,
Thermo,303,336-432,,,,
Thermo,304,232-416,,,,
Thermo,305,352-536,,,,
Thermo,306,0-120,216-456,,,
Thermo,307,240-520,,,,
Thermo,308,112-144,288-408,,,
Thermo,309,168-176,264-288,384-400,,
Thermo,310,128-416,,,,
Thermo,311,336-408,488-528,,,
Thermo,312,320-488,,,,
Thermo,313,344-488,,,,
Thermo,314,0-40,376-440,,,
Thermo,315,376-432,,,,
Thermo,316,32-48,368-456,,,
Thermo,317,216-272,352-384,,,
Thermo,318,0-232,352-560,,,
Thermo,319,0-80,200-264,344-400,464-496,
Thermo,320,192-248,368-560,,,
Thermo,321,0-8,192-512,,,
Thermo,322,64-88,296-384,472-504,,
Thermo,323,136-488,,,,
Thermo,324,168-408,,,,
Thermo,325,256-472,,,,
Thermo,326,288-432,,,,
Thermo,327,72-128,176-560,,,
Thermo,328,296-432,,,,
Thermo,329,376-528,,,,
Thermo,330,336-432,,,,
Thermo,331,0-552,,,,
Thermo,332,192-400,,,,
Thermo,333,32-104,224-248,368-536,,
Thermo,334,200-448,,,,
Thermo,335,160-216,336-488,,,
Thermo,336,104-416,,,,
Thermo,337,248-408,,,,
Thermo,338,64-80,344-472,,,
Thermo,339,368-520,,,,
Thermo,340,0-56,96-112,144-440,,
Thermo,341,128-528,,,,
Thermo,342,0-128,360-392,,,
Thermo,343,168-256,360-416,,,
Thermo,344,64-152,264-456,,,
Thermo,345,56-424,,,,
Thermo,346,184-208,352-448,,,
Thermo,347,512-560,,,,
Thermo,348,304-432,,,,
Thermo,349,304-544,,,,
Thermo,350,280-416,,,,
Thermo,351,8-32,176-536,,,
Thermo,352,80-152,264-456,,,
Thermo,353,304-408,,,,
Thermo,354,0-152,384-560,,,
Thermo,355,0-16,264-384,,,
Thermo,356,296-400,,,,
Thermo,357,0-32,272-432,,,
Thermo,358,320-560,,,,
Thermo,359,0-16,344-472,,,
Thermo,360,136-232,304-440,,,
Thermo,361,304-432,,,,
Thermo,362,224-232,248-560,,,
Thermo,363,176-440,,,,
Thermo,364,0-64,176-280,,,
Thermo,365,200-320,384-528,,,
Thermo,366,344-504,,,,
Thermo,367,0-96,256-288,376-544,,
Thermo,368,120-184,256-392,,,
Thermo,369,368-480,,,,
Thermo,370,56-72,144-472,,,
Thermo,371,56-96,,,,
Thermo,372,48-56,88-144,272-296,384-488,
Thermo,373,0-16,328-392,,,
Thermo,374,200-560,,,,
Thermo,375,48-304,,,,
Thermo,376,168-280,,,,
Thermo,377,208-248,424-456,,,
Thermo,378,168-424,,,,
Thermo,379,72-128,368-552,,,
Thermo,380,88-480,,,,
Thermo,381,288-400,,,,
Thermo,382,104-432,,,,
Thermo,383,8-32,320-384,480-560,,
Thermo,384,0-8,64-136,328-528,,
Thermo,385,56-136,312-392,448-560,,
Thermo,386,32-72,296-520,,,
Thermo,387,304-408,,,,
Thermo,388,328-464,,,,
Thermo,389,0-40,304-432,536-560,,
Thermo,390,0-32,392-520,,,
Thermo,391,344-400,,,,
Thermo,392,0-464,,,,
Thermo,393,360-384,536-544,,,
Thermo,394,112-208,304-560,,,
Thermo,395,248-368,,,,
Thermo,396,240-512,,,,
Thermo,397,192-480,,,,
Thermo,398,144-192,336-432,,,
Thermo,399,,,,,
Thermo,400,8-48,128-392,,,
Thermo,401,0-480,,,,
Thermo,402,296-504,,,,
Thermo,403,24-72,184-200,248-424,,
Thermo,404,136-200,312-424,,,
Thermo,405,264-440,,,,
Thermo,406,0-40,240-272,296-440,,
Thermo,407,32-88,368-408,,,
Thermo,408,184-208,336-464,,,
Thermo,409,344-424,,,,
Thermo,410,160-440,,,,
Thermo,411,368-432,,,,
Thermo,412,368-560,,,,
Thermo,413,232-536,,,,
Thermo,414,176-232,296-488,,,
Thermo,415,192-440,,,,
Thermo,416,256-464,,,,
Thermo,417,0-144,344-496,,,
Thermo,418,40-392,,,,
Thermo,419,200-400,,,,
Thermo,420,312-560,,,,
Thermo,421,0-488,,,,
Thermo,422,0-184,352-544,,,
Thermo,423,368-552,,,,
Thermo,424,32-120,312-400,472-560,,
Thermo,425,344-552,,,,
Thermo,426,0-16,232-408,,,
Thermo,427,360-416,,,,
Thermo,428,288-432,504-528,,,
Thermo,429,32-240,360-384,,,
Thermo,430,336-560,,,,
Thermo,431,336-384,456-504,,,
Thermo,432,272-416,464-552,,,
Thermo,433,0-32,56-72,296-552,,
Thermo,434,0-408,,,,
Thermo,435,8-144,208-256,360-560,,
Thermo,436,56-88,152-392,,,
Thermo,437,80-88,104-112,200-392,520-560,
Thermo,438,240-464,,,,
Thermo,439,200-552,,,,
Thermo,440,0-24,104-144,232-464,,
Thermo,441,240-264,368-424,,,
Thermo,442,0-56,352-504,,,
Thermo,443,0-80,344-424,,,
Thermo,444,240-416,,,,
Thermo,445,0-32,352-456,,,
Thermo,446,344-432,528-560,,,
Thermo,447,296-544,,,,
Thermo,448,0-72,368-560,,,
Thermo,449,240-328,408-448,,,
Thermo,450,264-504,,,,
Thermo,451,0-56,312-520,,,
Thermo,452,312-416,,,,
Thermo,453,208-400,,,,
Thermo,454,320-392,464-560,,,
Thermo,455,0-40,112-184,352-560,,
Thermo,456,120-392,520-560,,,
Thermo,457,320-504,,,,
Thermo,458,64-136,288-560,,,
Thermo,459,256-504,,,,
Thermo,460,152-424,,,,
Thermo,461,0-48,288-440,,,
Thermo,462,56-448,,,,
Thermo,463,0-96,200-312,376-560,,
Thermo,464,360-504,,,,
Thermo,465,0-72,280-560,,,
Thermo,466,24-96,416-552,,,
Thermo,467,296-488,,,,
Thermo,468,0-16,328-440,,,
Thermo,469,0-48,208-536,,,
Thermo,470,96-168,448-472,,,
Thermo,471,256-560,,,,
Thermo,472,320-560,,,,
Thermo,473,0-16,88-200,296-304,320-416,
Thermo,474,328-560,,,,
Thermo,475,112-192,344-544,,,
Thermo,476,312-424,,,,
Thermo,477,336-560,,,,
Thermo,478,8-200,328-416,512-560,,
Thermo,479,0-56,136-184,328-472,,
Thermo,480,0-8,192-224,,,
Thermo,481,0-24,176-248,336-560,,
Thermo,482,376-456,,,,
Thermo,483,0-192,280-352,448-552,,
Thermo,484,288-544,,,,
Thermo,485,144-512,,,,
Thermo,486,312-456,,,,
Thermo,487,288-560,,,,
Thermo,488,216-552,,,,
Thermo,489,192-424,504-560,,,
Thermo,490,144-176,360-408,,,
Thermo,491,64-232,448-560,,,
Thermo,492,216-456,,,,
Thermo,493,256-472,,,,
Thermo,494,0-16,104-232,328-456,,
Thermo,495,0-96,224-536,,,
Thermo,496,0-248,352-560,,,
Thermo,497,16-56,344-536,,,
Thermo,498,0-136,232-296,408-464,,
Thermo,499,536-552,,,,
Thermo,500,0-136,208-560,,,
Thermo,501,72-104,256-440,,,
Thermo,502,384-552,,,,
Thermo,503,192-432,536-552,,,
Thermo,504,8-48,152-280,344-400,,
Thermo,505,56-96,368-560,,,
Thermo,506,64-104,272-520,,,
Thermo,507,352-472,,,,
Thermo,508,32-64,152-208,320-416,,
Thermo,509,344-552,,,,
Thermo,510,280-464,,,,
Thermo,511,16-256,336-480,,,
Thermo,512,232-456,,,,
Thermo,513,0-40,128-176,248-472,,
Thermo,514,0-24,96-144,160-400,,
Thermo,515,64-88,176-408,,,
Thermo,516,272-416,488-560,,,
Thermo,517,0-80,296-304,384-528,,
Thermo,518,0-96,304-384,520-544,,
Thermo,519,216-440,,,,
Thermo,520,88-128,248-280,376-480,,
Thermo,521,8-144,248-448,528-552,,
Thermo,522,0-8,48-168,240-544,,
Thermo,523,104-128,352-424,480-552,,
Thermo,524,248-424,,,,
Thermo,525,80-176,256-552,,,
Thermo,526,8-24,192-232,352-400,528-560,
Thermo,527,144-176,296-408,,,
Thermo,528,0-168,336-416,,,
Thermo,529,112-240,272-400,,,
Thermo,530,0-48,104-176,344-392,496-504,520-536
Thermo,531,336-496,,,,
Thermo,532,0-104,232-256,344-424,,
Thermo,533,304-560,,,,
Thermo,534,0-24,144-208,336-440,,
Thermo,535,176-544,,,,
Thermo,536,88-152,248-512,,,
Thermo,537,72-400,,,,
Thermo,538,112-152,,,,
Thermo,539,328-384,,,,
Thermo,540,304-408,,,,
Thermo,541,0-72,352-544,,,
Thermo,542,296-448,,,,
Thermo,543,0-24,216-440,528-552,,
Thermo,544,216-408,,,,
Thermo,545,336-560,,,,
Thermo,546,0-56,344-416,,,
Thermo,547,192-280,376-408,,,
Thermo,548,400-560,,,,
Thermo,549,104-416,,,,
Thermo,550,184-288,360-424,,,
Thermo,551,88-240,352-416,,,
Thermo,552,320-392,,,,
Thermo,553,0-120,360-448,528-552,,
Thermo,554,104-264,312-544,,,
Thermo,555,224-480,,,,
Thermo,556,296-496,,,,
Thermo,557,0-16,352-384,,,
Thermo,558,0-400,480-528,,,
Thermo,559,344-416,,,,
Thermo,560,0-136,288-480,,,
Thermo,561,232-384,,,,
Thermo,562,88-128,312-424,,,
Thermo,563,368-424,,,,
Thermo,564,320-560,,,,
Thermo,565,104-128,240-488,,,
Thermo,566,208-464,,,,
Thermo,567,0-16,336-464,,,
Thermo,568,184-376,488-528,,,
Thermo,569,8-40,232-264,,,
Thermo,570,32-104,336-560,,,
Thermo,571,160-480,,,,
Thermo,572,144-200,280-480,,,
Thermo,573,64-552,,,,
Thermo,574,16-48,320-504,,,
Thermo,575,0-304,336-400,,,
Thermo,576,160-392,,,,
Thermo,577,0-64,336-416,488-560,,
Thermo,578,32-56,152-216,352-448,,
Thermo,579,352-440,,,,
Thermo,580,0-104,344-456,,,
Thermo,581,352-408,472-560,,,
Thermo,582,344-384,,,,
Thermo,583,336-488,,,,
Thermo,584,80-432,,,,
Thermo,585,0-536,,,,
Thermo,586,96-112,136-160,304-384,456-520,
Thermo,587,8-48,64-96,120-264,312-472,
Thermo,588,64-416,,,,
Thermo,589,360-544,,,,
Thermo,590,0-88,376-456,,,
Thermo,591,40-112,216-528,,,
Thermo,592,152-208,368-464,,,
Thermo,593,488-520,,,,
Thermo,594,192-392,,,,
Thermo,595,16-32,368-432,,,
Thermo,596,8-56,160-208,288-376,,
Thermo,597,320-360,504-560,,,
Thermo,598,528-560,,,,
Thermo,599,296-400,,,,
Thermo,600,176-384,,,,
Thermo,601,120-416,,,,
Thermo,602,64-280,352-464,512-560,,
Thermo,603,312-560,,,,
Thermo,604,200-440,,,,
Thermo,605,344-464,,,,
Thermo,606,24-176,488-512,,,
Thermo,607,328-400,,,,
Thermo,608,0-24,280-424,,,
Thermo,609,248-520,,,,
Thermo,610,472-536,,,,
Thermo,611,64-120,296-464,480-560,,
Thermo,612,0-64,216-400,520-560,,
Thermo,613,0-40,344-400,536-560,,
Thermo,614,0-216,312-424,,,
Thermo,615,192-432,,,,
Thermo,616,104-160,256-400,,,
Thermo,617,0-72,192-200,256-480,,
Thermo,618,208-448,,,,
Thermo,619,128-152,392-424,,,
Thermo,620,168-408,,,,
Thermo,621,0-8,288-504,,,
Thermo,622,288-416,,,,
Thermo,623,0-8,392-552,,,
Thermo,624,176-480,,,,
Thermo,625,0-40,96-408,,,
Thermo,626,40-320,,,,
Thermo,627,0-48,232-496,,,
Thermo,628,80-192,264-392,,,
Thermo,629,272-552,,,,
Thermo,630,376-560,,,,
Thermo,631,232-464,,,,
Thermo,632,208-432,,,,
Thermo,633,16-64,264-280,392-400,,
Thermo,634,120-160,472-520,,,
Thermo,635,0-88,368-496,,,
Thermo,636,168-424,,,,
Thermo,637,344-544,,,,
Thermo,638,104-128,264-456,,,
Thermo,639,376-488,,,,
Thermo,640,296-408,,,,
Thermo,641,0-32,184-472,,,
Thermo,642,0-16,176-240,304-544,,
Thermo,643,344-424,496-560,,,
Thermo,644,264-424,,,,
Thermo,645,40-64,248-456,,,
Thermo,646,72-96,384-440,,,
Thermo,647,112-448,,,,
Thermo,648,360-480,,,,
Thermo,649,240-472,,,,
Thermo,650,64-80,256-416,,,
Thermo,651,240-560,,,,
Thermo,652,40-192,312-464,,,
Thermo,653,16-24,304-408,,,
Thermo,654,368-536,,,,
Thermo,655,248-536,,,,
Thermo,656,128-208,296-384,528-560,,
Thermo,657,64-96,296-408,,,
Thermo,658,72-344,,,,
Thermo,659,24-160,352-544,,,
Thermo,660,184-432,,,,
Thermo,661,328-424,,,,
Thermo,662,24-56,392-552,,,
Thermo,663,200-256,,,,
Thermo,664,0-40,296-536,,,
Thermo,665,0-560,,,,
Thermo,666,200-552,,,,
Thermo,667,40-184,264-384,,,
Thermo,668,192-496,,,,
Thermo,669,0-128,376-400,488-536,,
Thermo,670,192-512,,,,
Thermo,671,0-56,368-480,,,
Thermo,672,24-200,272-432,504-560,,
Thermo,673,176-512,,,,
Thermo,674,368-536,,,,
Thermo,675,232-408,,,,
Thermo,676,8-48,296-408,,,
Thermo,677,0-56,368-456,,,
Thermo,678,192-432,,,,
Thermo,679,152-440,,,,
Thermo,680,304-480,,,,
Thermo,681,224-408,,,,
Thermo,682,112-176,280-488,,,
Thermo,683,0-152,280-496,,,
Thermo,684,0-48,152-320,504-560,,
Thermo,685,256-512,,,,
Thermo,686,328-552,,,,
Thermo,687,0-120,280-448,,,
Thermo,688,296-424,536-552,,,
Thermo,689,304-440,,,,
Thermo,690,296-464,,,,
Thermo,691,120-480,,,,
Thermo,692,384-560,,,,
Thermo,693,320-440,,,,
Thermo,694,0-128,192-224,304-448,,
Thermo,695,24-72,232-288,336-432,504-560,
Thermo,696,16-120,304-456,,,
Thermo,697,40-272,344-520,,,
Thermo,698,32-224,352-432,,,
Thermo,699,120-448,,,,
Thermo,700,336-432,,,,
Thermo,701,104-416,,,,
Thermo,702,152-400,,,,
Thermo,703,0-560,,,,
Thermo,704,0-40,144-392,520-528,,
Thermo,705,0-56,280-424,,,
Thermo,706,328-480,,,,
Thermo,707,0-88,232-440,,,
Thermo,708,24-80,248-256,,,
Thermo,709,0-40,184-280,368-528,,
Thermo,710,256-424,,,,
Thermo,711,304-400,,,,
Thermo,712,280-408,,,,
Thermo,713,200-488,,,,
Thermo,714,376-560,,,,
Thermo,715,0-48,200-488,,,
Thermo,716,336-552,,,,
Thermo,717,168-208,296-416,512-552,,
Thermo,718,0-56,272-456,,,
Thermo,719,288-416,504-552,,,
Thermo,720,0-48,368-488,,,
Thermo,721,192-432,,,,
Thermo,722,112-152,312-400,,,
Thermo,723,56-144,256-400,,,
Thermo,724,0-48,344-480,,,
Thermo,725,336-472,,,,
Thermo,726,264-296,368-424,,,
Thermo,727,48-480,,,,
Thermo,728,0-48,176-248,504-560,,
Thermo,729,368-480,,,,
Thermo,730,344-424,,,,
Thermo,731,376-416,,,,
Thermo,732,0-80,336-560,,,
Thermo,733,320-488,,,,
Thermo,734,48-424,,,,
Thermo,735,8-48,120-224,360-440,,
Thermo,736,304-392,496-552,,,
Thermo,737,0-64,200-432,,,
