Organism,Seq,Positions,,,,
Haloferax,132,320-408,,,,
Haloferax,133,256-424,,,,
Haloferax,134,360-392,,,,
Haloferax,135,328-416,,,,
Haloferax,136,368-408,496-560,,,
Haloferax,137,336-424,,,,
Haloferax,138,304-400,,,,
Haloferax,139,288-376,,,,
Haloferax,140,0-152,336-392,504-560,,
Haloferax,141,160-280,376-560,,,
Haloferax,142,368-408,,,,
Haloferax,143,272-392,,,,
Haloferax,144,64-80,320-368,,,
Haloferax,145,248-376,,,,
Haloferax,146,144-176,352-528,,,
Haloferax,147,360-496,,,,
Haloferax,148,336-416,,,,
Haloferax,149,208-424,,,,
Haloferax,150,160-224,376-456,,,
Haloferax,151,136-248,368-392,,,
Haloferax,152,48-480,,,,
Haloferax,153,288-456,,,,
Haloferax,154,248-280,320-400,,,
Haloferax,155,432-560,,,,
Haloferax,156,384-552,,,,
Haloferax,157,0-64,264-408,,,
Haloferax,158,264-560,,,,
Haloferax,159,360-408,,,,
Haloferax,160,328-416,,,,
Haloferax,161,240-368,,,,
Haloferax,162,336-424,,,,
Haloferax,163,288-560,,,,
Haloferax,164,376-560,,,,
Haloferax,165,152-200,264-416,536-552,,
Haloferax,166,216-280,360-408,,,
Haloferax,167,168-192,376-448,,,
Haloferax,168,56-168,240-416,,,
Haloferax,169,128-208,368-392,,,
Haloferax,170,0-128,320-488,,,
Haloferax,171,352-448,,,,
Haloferax,172,56-168,360-432,,,
Haloferax,173,256-368,,,,
Haloferax,174,288-448,472-544,,,
Haloferax,175,184-472,,,,
Haloferax,176,160-280,368-560,,,
Haloferax,177,0-96,248-408,,,
Haloferax,178,352-528,,,,
Haloferax,179,184-392,,,,
Haloferax,180,288-408,,,,
Haloferax,181,248-512,,,,
Haloferax,182,,,,,
Haloferax,183,96-184,304-376,,,
Haloferax,184,360-544,,,,
Haloferax,185,48-152,312-360,,,
Haloferax,186,376-400,,,,
Haloferax,187,152-232,368-464,,,
Haloferax,188,328-424,,,,
Haloferax,189,328-472,,,,
Haloferax,190,0-128,200-448,,,
Haloferax,191,256-312,,,,
Haloferax,192,0-64,208-496,,,
Haloferax,193,144-376,,,,
Haloferax,194,368-400,,,,
Haloferax,195,144-168,264-424,,,
Haloferax,196,152-184,288-416,,,
Haloferax,197,160-224,336-432,,,
Haloferax,198,32-56,376-544,,,
Haloferax,199,328-544,,,,
Haloferax,200,72-112,240-448,,,
Haloferax,201,344-424,,,,
Haloferax,202,216-280,336-448,,,
Haloferax,203,352-448,,,,
Haloferax,204,368-400,,,,
Haloferax,205,64-376,,,,
Haloferax,206,296-416,,,,
Haloferax,207,104-192,352-528,,,
Haloferax,208,320-440,,,,
Haloferax,209,328-408,,,,
Haloferax,210,136-416,,,,
Haloferax,211,352-424,,,,
Haloferax,212,248-376,,,,
Haloferax,213,56-152,232-264,384-432,512-536,
Haloferax,214,232-264,408-512,,,
Haloferax,215,264-472,,,,
Haloferax,216,360-408,,,,
Haloferax,217,8-32,136-216,288-416,504-520,
Haloferax,218,472-560,,,,
Haloferax,219,256-408,,,,
Haloferax,220,240-544,,,,
Haloferax,221,32-240,,,,
Haloferax,222,280-288,,,,
Haloferax,223,360-472,,,,
Haloferax,224,24-72,384-456,,,
Haloferax,225,0-352,,,,
Haloferax,226,80-224,,,,
Haloferax,227,0-8,144-272,392-424,504-552,
Haloferax,228,504-560,,,,
Haloferax,229,336-416,,,,
Haloferax,230,296-384,,,,
Haloferax,231,264-408,,,,
Haloferax,232,0-48,232-288,384-432,,
Haloferax,233,288-448,,,,
Haloferax,234,192-408,,,,
Haloferax,235,72-416,512-536,,,
Haloferax,236,360-448,,,,
Haloferax,237,120-144,352-432,,,
Haloferax,238,352-400,,,,
Haloferax,239,208-216,352-408,,,
Haloferax,240,200-440,,,,
Haloferax,241,200-224,360-440,,,
Haloferax,242,256-448,,,,
Haloferax,243,112-192,336-416,,,
Haloferax,244,360-488,504-544,,,
Haloferax,245,136-152,248-352,,,
Haloferax,246,0-8,248-400,,,
Haloferax,247,200-232,392-424,,,
Haloferax,248,216-328,,,,
Haloferax,249,368-432,,,,
Haloferax,250,0-8,192-320,,,
Haloferax,251,264-408,,,,
Haloferax,252,112-152,264-504,,,
Haloferax,253,88-96,120-216,360-400,528-560,
Haloferax,254,24-120,336-376,,,
Haloferax,255,360-432,,,,
Haloferax,256,0-16,264-416,,,
Haloferax,257,376-528,,,,
Haloferax,258,232-264,360-448,,,
Haloferax,259,312-464,,,,
Haloferax,260,64-200,344-504,,,
Haloferax,261,440-560,,,,
Haloferax,262,0-488,,,,
Haloferax,263,160-288,352-400,,,
Haloferax,264,504-560,,,,
Haloferax,265,0-120,352-440,,,
Haloferax,266,224-448,,,,
Haloferax,267,224-408,,,,
Haloferax,268,352-400,,,,
Haloferax,269,368-560,,,,
Haloferax,270,296-416,,,,
Haloferax,271,232-384,,,,
Haloferax,272,328-392,,,,
Haloferax,273,376-560,,,,
Haloferax,274,320-432,,,,
Haloferax,275,0-64,160-208,368-424,,
Haloferax,276,120-304,,,,
Haloferax,277,352-432,,,,
Haloferax,278,512-560,,,,
Haloferax,279,336-432,,,,
Haloferax,280,328-520,,,,
Haloferax,281,168-280,384-520,,,
Haloferax,282,312-488,,,,
Haloferax,283,368-560,,,,
Haloferax,284,112-256,,,,
Haloferax,285,272-424,,,,
Haloferax,286,40-144,344-400,504-536,,
Haloferax,287,360-424,,,,
Haloferax,288,216-440,520-552,,,
Haloferax,289,248-392,,,,
Haloferax,290,184-208,344-416,,,
Haloferax,291,224-272,376-400,,,
Haloferax,292,0-56,144-200,360-528,,
Haloferax,293,224-288,376-400,,,
Haloferax,294,0-48,376-560,,,
Haloferax,295,352-464,,,,
Haloferax,296,168-416,,,,
Haloferax,297,40-296,,,,
Haloferax,298,96-168,256-400,,,
Haloferax,299,272-400,,,,
Haloferax,300,128-144,248-544,,,
Haloferax,301,176-400,,,,
Haloferax,302,112-264,352-440,,,
Haloferax,303,0-128,280-400,,,
Haloferax,304,200-224,320-480,,,
Haloferax,305,136-384,,,,
Haloferax,306,64-104,216-280,384-536,,
Haloferax,307,192-456,,,,
Haloferax,308,224-408,,,,
Haloferax,309,8-32,336-528,,,
Haloferax,310,192-440,,,,
Haloferax,311,312-464,,,,
Haloferax,312,264-424,,,,
Haloferax,313,0-56,,,,
Haloferax,314,296-392,,,,
Haloferax,315,,,,,
Haloferax,316,152-192,264-304,368-400,,
Haloferax,317,104-272,376-456,,,
Haloferax,318,328-560,,,,
Haloferax,319,40-88,,,,
Haloferax,320,248-472,,,,
Haloferax,321,0-80,256-432,504-520,,
Haloferax,322,280-448,,,,
Haloferax,323,224-496,,,,
Haloferax,324,0-208,312-496,,,
Haloferax,325,0-184,296-416,,,
Haloferax,326,360-424,,,,
Haloferax,327,344-416,,,,
Haloferax,328,280-520,,,,
Haloferax,329,56-104,328-520,,,
Haloferax,330,160-264,368-384,,,
Haloferax,331,352-400,,,,
Haloferax,332,0-56,,,,
Haloferax,333,352-408,,,,
Haloferax,334,0-40,336-416,,,
Haloferax,335,0-32,152-176,360-400,,
Haloferax,336,288-440,,,,
Haloferax,337,0-64,224-272,360-464,,
Haloferax,338,240-296,376-440,528-544,,
Haloferax,339,0-128,208-432,,,
Haloferax,340,0-48,80-88,136-408,,
Haloferax,341,152-264,368-432,,,
Haloferax,342,152-240,336-376,536-560,,
Haloferax,343,336-416,,,,
Haloferax,344,320-408,536-544,,,
Haloferax,345,0-120,352-376,,,
Haloferax,346,160-192,360-536,,,
Haloferax,347,80-88,360-560,,,
Haloferax,348,336-560,,,,
Haloferax,349,232-272,,,,
Haloferax,350,0-88,304-440,,,
Haloferax,351,0-24,360-528,,,
Haloferax,352,0-8,88-288,,,
Haloferax,353,184-560,,,,
Haloferax,354,320-456,,,,
Haloferax,355,320-416,,,,
Haloferax,356,0-264,,,,
Haloferax,357,80-144,352-536,,,
Haloferax,358,168-208,376-448,536-560,,
Haloferax,359,296-408,480-560,,,
Haloferax,360,0-8,328-424,,,
Haloferax,361,80-184,280-424,,,
Haloferax,362,360-448,,,,
Haloferax,363,144-248,368-560,,,
Haloferax,364,80-176,336-408,,,
Haloferax,365,240-448,,,,
Haloferax,366,192-232,304-416,,,
Haloferax,367,376-432,496-536,,,
Haloferax,368,216-232,248-432,,,
Haloferax,369,,,,,
Haloferax,370,336-400,,,,
Haloferax,371,376-408,528-552,,,
Haloferax,372,360-560,,,,
Haloferax,373,264-400,488-520,,,
Haloferax,374,96-144,304-512,,,
Haloferax,375,112-216,368-400,,,
Haloferax,376,376-512,,,,
Haloferax,377,96-160,264-408,488-544,,
Haloferax,378,0-32,120-288,320-424,,
Haloferax,379,344-408,,,,
Haloferax,380,136-224,360-432,520-536,,
Haloferax,381,320-376,,,,
Haloferax,382,312-408,,,,
Haloferax,383,,,,,
Haloferax,384,88-136,264-272,,,
Haloferax,385,376-424,,,,
Haloferax,386,288-392,,,,
Haloferax,387,328-408,,,,
Haloferax,388,360-432,512-544,,,
Haloferax,389,352-408,,,,
Haloferax,390,40-56,248-288,384-448,,
Haloferax,391,96-192,368-384,512-552,,
Haloferax,392,72-120,256-424,536-560,,
Haloferax,393,352-408,504-528,,,
Haloferax,394,144-296,,,,
Haloferax,395,40-72,,,,
Haloferax,396,376-528,,,,
Haloferax,397,352-504,,,,
Haloferax,398,176-448,,,,
Haloferax,399,192-472,,,,
Haloferax,400,384-400,,,,
Haloferax,401,288-408,,,,
Haloferax,402,328-560,,,,
Haloferax,403,184-216,312-400,,,
Haloferax,404,152-160,360-408,,,
Haloferax,405,328-368,,,,
Haloferax,406,376-472,,,,
Haloferax,407,64-232,376-424,,,
Haloferax,408,24-152,320-376,,,
Haloferax,409,312-440,,,,
Haloferax,410,336-536,,,,
Haloferax,411,0-96,,,,
Haloferax,412,0-56,256-544,,,
Haloferax,413,56-88,184-280,400-512,,
Haloferax,414,344-496,,,,
Haloferax,415,0-200,328-464,,,
Haloferax,416,72-120,320-480,,,
Haloferax,417,328-416,,,,
Haloferax,418,0-184,376-416,,,
Haloferax,419,128-208,448-560,,,
Haloferax,420,120-264,360-488,,,
Haloferax,421,,,,,
Haloferax,422,296-560,,,,
Haloferax,423,120-264,,,,
Haloferax,424,128-296,360-408,,,
Haloferax,425,256-408,,,,
Haloferax,426,8-88,328-400,,,
Haloferax,427,0-24,216-400,,,
Haloferax,428,152-296,368-448,,,
Haloferax,429,120-168,392-440,,,
Haloferax,430,264-408,,,,
Haloferax,431,168-360,,,,
Haloferax,432,368-424,,,,
Haloferax,433,264-336,,,,
Haloferax,434,376-552,,,,
Haloferax,435,352-432,472-536,,,
Haloferax,436,328-408,,,,
Haloferax,437,104-432,,,,
Haloferax,438,240-296,368-432,,,
Haloferax,439,352-488,,,,
Haloferax,440,104-376,,,,
Haloferax,441,0-48,376-400,,,
Haloferax,442,48-88,208-416,,,
Haloferax,443,232-392,,,,
Haloferax,444,0-128,360-552,,,
Haloferax,445,128-312,,,,
Haloferax,446,24-48,336-416,,,
Haloferax,447,136-152,,,,
Haloferax,448,32-72,328-400,,,
Haloferax,449,376-472,,,,
Haloferax,450,296-352,,,,
Haloferax,451,336-448,528-560,,,
Haloferax,452,232-384,,,,
Haloferax,453,0-56,136-208,384-416,,
Haloferax,454,368-416,528-544,,,
Haloferax,455,120-408,,,,
Haloferax,456,80-136,216-424,,,
Haloferax,457,0-8,112-168,256-408,,
Haloferax,458,32-120,256-536,,,
Haloferax,459,328-480,,,,
Haloferax,460,328-416,,,,
Haloferax,461,304-456,,,,
Haloferax,462,240-288,,,,
Haloferax,463,296-400,496-560,,,
Haloferax,464,320-464,,,,
Haloferax,465,232-256,,,,
Haloferax,466,368-544,,,,
Haloferax,467,8-40,224-328,,,
Haloferax,468,256-432,,,,
Haloferax,469,56-152,224-416,,,
Haloferax,470,344-384,472-520,,,
Haloferax,471,88-256,,,,
Haloferax,472,272-408,,,,
Haloferax,473,168-224,328-376,,,
Haloferax,474,408-560,,,,
Haloferax,475,0-312,384-408,,,
Haloferax,476,216-560,,,,
Haloferax,477,0-32,256-304,416-424,,
Haloferax,478,224-400,,,,
Haloferax,479,200-264,360-560,,,
Haloferax,480,,,,,
Haloferax,481,280-448,528-544,,,
Haloferax,482,312-480,,,,
Haloferax,483,32-160,264-432,,,
Haloferax,484,360-408,,,,
Haloferax,485,224-336,392-480,,,
Haloferax,486,232-296,368-408,,,
Haloferax,487,88-144,256-384,,,
Haloferax,488,328-408,,,,
Haloferax,489,296-432,,,,
Haloferax,490,256-304,,,,
Haloferax,491,16-120,224-280,,,
Haloferax,492,216-296,368-416,,,
Haloferax,493,48-96,160-288,376-560,,
Haloferax,494,0-152,360-408,,,
Haloferax,495,96-136,280-400,520-560,,
Haloferax,496,144-160,248-536,,,
Haloferax,497,176-232,360-424,,,
Haloferax,498,0-80,128-400,,,
Haloferax,499,184-296,,,,
Haloferax,500,336-424,,,,
Haloferax,501,232-432,,,,
Haloferax,502,376-560,,,,
Haloferax,503,72-112,352-408,,,
Haloferax,504,0-48,224-312,,,
Haloferax,505,312-408,,,,
Haloferax,506,72-112,368-560,,,
Haloferax,507,0-24,152-184,384-472,,
Haloferax,508,0-40,248-296,352-432,,
Haloferax,509,48-72,208-280,376-456,,
Haloferax,510,216-272,,,,
Haloferax,511,368-400,512-560,,,
Haloferax,512,0-232,296-352,,,
Haloferax,513,344-424,,,,
Haloferax,514,48-88,216-272,368-440,,
Haloferax,515,0-288,376-400,,,
Haloferax,516,72-280,368-408,,,
Haloferax,517,96-168,344-432,,,
Haloferax,518,56-208,368-456,,,
Haloferax,519,208-360,,,,
Haloferax,520,360-416,,,,
Haloferax,521,216-408,,,,
Haloferax,522,120-272,368-416,,,
Haloferax,523,128-240,,,,
Haloferax,524,352-552,,,,
Haloferax,525,0-96,384-472,,,
Haloferax,526,376-408,,,,
Haloferax,527,312-480,,,,
Haloferax,528,368-456,488-512,,,
Haloferax,529,0-32,368-480,,,
Haloferax,530,0-72,208-240,360-440,,
Haloferax,531,0-88,360-400,,,
Haloferax,532,360-416,504-552,,,
Haloferax,533,8-16,136-176,352-432,512-544,
Haloferax,534,232-296,,,,
Haloferax,535,352-424,,,,
Haloferax,536,200-312,432-480,,,
Haloferax,537,168-176,,,,
Haloferax,538,320-512,,,,
Haloferax,539,360-560,,,,
Haloferax,540,288-488,,,,
Haloferax,541,48-168,264-416,,,
Haloferax,542,104-136,392-432,,,
Haloferax,543,216-280,384-408,512-536,,
Haloferax,544,144-208,408-432,512-520,,
Haloferax,545,360-496,512-536,,,
Haloferax,546,72-112,376-552,,,
Haloferax,547,368-448,,,,
Haloferax,548,360-560,,,,
Haloferax,549,200-256,,,,
Haloferax,550,296-384,,,,
Haloferax,551,320-560,,,,
Haloferax,552,8-56,120-240,336-400,,
Haloferax,553,360-408,504-552,,,
Haloferax,554,104-184,360-448,,,
Haloferax,555,,,,,
Haloferax,556,352-432,504-536,,,
Haloferax,557,312-416,,,,
Haloferax,558,368-552,,,,
Haloferax,559,360-416,,,,
Haloferax,560,232-328,376-400,,,
Haloferax,561,0-8,328-416,,,
Haloferax,562,328-400,488-560,,,
Haloferax,563,0-16,384-424,,,
Haloferax,564,176-256,344-392,,,
Haloferax,565,208-400,,,,
Haloferax,566,248-392,,,,
Haloferax,567,216-384,,,,
Haloferax,568,296-400,,,,
Haloferax,569,,,,,
Haloferax,570,136-168,264-344,,,
Haloferax,571,384-512,,,,
Haloferax,572,232-280,360-496,,,
Haloferax,573,168-264,368-416,,,
Haloferax,574,264-296,,,,
Haloferax,575,352-432,,,,
Haloferax,576,344-376,,,,
Haloferax,577,368-400,,,,
Haloferax,578,360-456,,,,
Haloferax,579,120-224,,,,
Haloferax,580,216-448,,,,
Haloferax,581,392-408,424-432,,,
Haloferax,582,248-424,,,,
Haloferax,583,0-104,216-280,368-472,,
Haloferax,584,384-464,,,,
Haloferax,585,56-136,256-440,,,
Haloferax,586,320-488,,,,
Haloferax,587,312-432,,,,
Haloferax,588,0-40,328-448,,,
Haloferax,589,376-472,,,,
Haloferax,590,360-432,,,,
Haloferax,591,208-296,376-520,,,
Haloferax,592,216-536,,,,
Haloferax,593,200-344,,,,
Haloferax,594,,,,,
Haloferax,595,0-16,368-560,,,
Haloferax,596,352-408,,,,
Haloferax,597,0-96,376-424,,,
Haloferax,598,360-400,,,,
Haloferax,599,360-432,536-560,,,
Haloferax,600,344-456,,,,
Haloferax,601,136-240,344-400,,,
Haloferax,602,40-408,,,,
Haloferax,603,352-408,,,,
Haloferax,604,208-248,424-496,,,
Haloferax,605,24-56,368-400,480-520,,
Haloferax,606,0-88,264-416,,,
Haloferax,607,24-184,296-416,,,
Haloferax,608,184-264,368-536,,,
Haloferax,609,344-504,,,,
Haloferax,610,272-416,,,,
Haloferax,611,40-128,376-464,,,
Haloferax,612,288-560,,,,
Haloferax,613,0-24,,,,
Haloferax,614,200-416,,,,
Haloferax,615,336-392,528-560,,,
Haloferax,616,368-520,,,,
Haloferax,617,352-432,,,,
Haloferax,618,304-440,,,,
Haloferax,619,64-112,280-336,,,
Haloferax,620,344-432,,,,
Haloferax,621,352-384,496-520,,,
Haloferax,622,64-96,312-520,,,
Haloferax,623,328-384,488-496,,,
Haloferax,624,0-80,304-368,,,
Haloferax,625,224-464,,,,
Haloferax,626,328-408,,,,
Haloferax,627,200-448,,,,
Haloferax,628,336-400,,,,
Haloferax,629,368-424,,,,
Haloferax,630,32-64,344-440,,,
Haloferax,631,376-488,,,,
Haloferax,632,296-416,,,,
Haloferax,633,168-408,,,,
Haloferax,634,376-432,,,,
Haloferax,635,0-64,168-224,,,
Haloferax,636,216-288,368-456,528-560,,
Haloferax,637,288-424,,,,
Haloferax,638,0-40,384-416,,,
Haloferax,639,0-32,168-416,,,
Haloferax,640,352-416,520-560,,,
Haloferax,641,0-40,200-392,,,
Haloferax,642,368-400,512-560,,,
Haloferax,643,336-480,,,,
Haloferax,644,288-384,,,,
Haloferax,645,224-424,,,,
Haloferax,646,112-232,296-416,,,
Haloferax,647,0-40,224-232,248-264,376-472,
Haloferax,648,352-432,,,,
Haloferax,649,344-480,,,,
Haloferax,650,368-424,,,,
Haloferax,651,8-96,184-416,,,
Haloferax,652,40-264,376-456,,,
Haloferax,653,360-376,,,,
Haloferax,654,0-64,376-432,,,
Haloferax,655,184-216,360-408,496-560,,
Haloferax,656,0-8,96-144,192-536,,
Haloferax,657,48-88,216-240,344-512,,
Haloferax,658,368-424,528-560,,,
Haloferax,659,56-88,168-208,352-424,,
Haloferax,660,312-424,,,,
Haloferax,661,368-416,,,,
Haloferax,662,80-304,368-408,520-560,,
Haloferax,663,0-184,344-376,,,
Haloferax,664,0-160,352-560,,,
Haloferax,665,16-64,120-152,328-464,,
Haloferax,666,56-224,,,,
Haloferax,667,296-400,464-560,,,
Haloferax,668,112-200,304-416,,,
Haloferax,669,120-216,360-456,,,
Haloferax,670,96-376,,,,
Haloferax,671,272-440,,,,
Haloferax,672,96-184,256-272,368-448,512-560,
Haloferax,673,312-416,,,,
Haloferax,674,128-168,376-400,,,
Haloferax,675,136-248,344-392,,,
Haloferax,676,0-64,184-256,376-560,,
Haloferax,677,352-440,,,,
Haloferax,678,296-416,,,,
Haloferax,679,368-496,,,,
Haloferax,680,376-496,,,,
Haloferax,681,0-8,64-176,344-432,520-544,
Haloferax,682,200-504,,,,
Haloferax,683,232-280,536-560,,,
Haloferax,684,24-72,368-488,,,
Haloferax,685,,,,,
Haloferax,686,200-232,384-400,,,
Haloferax,687,384-464,,,,
Haloferax,688,360-416,,,,
Haloferax,689,368-552,,,,
Haloferax,690,288-384,,,,
Haloferax,691,8-280,368-480,,,
Haloferax,692,208-272,360-432,,,
Haloferax,693,280-432,,,,
Haloferax,694,240-536,,,,
Haloferax,695,376-456,,,,
Haloferax,696,328-440,,,,
Haloferax,697,120-400,,,,
Haloferax,698,88-208,384-448,,,
Haloferax,699,264-464,,,,
Haloferax,700,344-424,,,,
Haloferax,701,,,,,
Haloferax,702,376-560,,,,
Haloferax,703,216-464,,,,
Haloferax,704,224-456,,,,
Haloferax,705,248-472,,,,
Haloferax,706,56-120,216-392,,,
Haloferax,707,240-424,,,,
Haloferax,708,240-360,,,,
Haloferax,709,168-288,344-360,,,
Haloferax,710,312-400,536-544,,,
Haloferax,711,336-440,,,,
Haloferax,712,248-392,,,,
Haloferax,713,264-400,,,,
Haloferax,714,104-128,360-496,,,
Haloferax,715,160-168,296-384,,,
Haloferax,716,248-344,,,,
Haloferax,717,296-432,,,,
Haloferax,718,288-296,384-520,,,
Haloferax,719,240-312,,,,
Haloferax,720,208-280,,,,
Haloferax,721,360-488,,,,
Haloferax,722,0-136,448-552,,,
Haloferax,723,352-440,,,,
Haloferax,724,152-240,368-480,,,
Haloferax,725,0-24,360-432,,,
Haloferax,726,480-504,,,,
Haloferax,727,184-208,288-384,,,
Haloferax,728,176-384,,,,
Haloferax,729,280-440,,,,
Haloferax,730,368-544,,,,
Haloferax,731,288-416,,,,
Haloferax,732,344-408,,,,
Haloferax,733,,,,,
Haloferax,734,216-288,448-488,,,
Haloferax,735,0-256,368-416,,,
Haloferax,736,336-440,,,,
Haloferax,737,384-424,536-560,,,
Haloferax,738,168-232,360-424,,,
Haloferax,739,336-440,,,,
Haloferax,740,176-296,,,,
Haloferax,741,0-184,384-400,480-536,,
Haloferax,742,72-96,232-312,384-416,,
Haloferax,743,360-440,,,,
Haloferax,744,24-192,,,,
Haloferax,745,288-392,528-552,,,
Haloferax,746,368-432,512-560,,,
Haloferax,747,360-552,,,,
Haloferax,748,112-144,376-464,,,
Haloferax,749,,,,,
Haloferax,750,320-416,,,,
Haloferax,751,328-408,536-560,,,
Haloferax,752,240-400,,,,
Haloferax,753,32-64,256-504,,,
Haloferax,754,0-168,360-384,,,
Haloferax,755,288-384,,,,
Haloferax,756,240-376,,,,
Haloferax,757,344-440,,,,
Haloferax,758,384-408,,,,
Haloferax,759,376-448,,,,
Haloferax,760,176-448,,,,
Haloferax,761,160-536,,,,
Haloferax,762,280-488,,,,
Haloferax,763,104-176,344-440,536-544,,
Haloferax,764,264-544,,,,
Haloferax,765,160-400,,,,
Haloferax,766,280-416,536-560,,,
Haloferax,767,16-40,288-512,,,
Haloferax,768,352-464,,,,
Haloferax,769,256-288,384-560,,,
Haloferax,770,0-16,232-464,,,
Haloferax,771,288-512,,,,
Haloferax,772,224-256,352-432,,,
Haloferax,773,248-432,,,,
Haloferax,774,240-480,,,,
Haloferax,775,0-200,360-432,472-552,,
Haloferax,776,296-480,,,,
Haloferax,777,160-208,328-416,,,
Haloferax,778,280-336,416-480,,,
Haloferax,779,104-128,360-496,,,
Haloferax,780,232-288,376-440,536-560,,
Haloferax,781,312-440,,,,
Haloferax,782,384-560,,,,
Haloferax,783,0-136,360-440,,,
Haloferax,784,288-408,480-552,,,
Haloferax,785,352-400,,,,
Haloferax,786,264-312,376-416,,,
Haloferax,787,352-496,,,,
Haloferax,788,176-288,,,,
Haloferax,789,0-176,352-408,,,
Haloferax,790,152-336,,,,
Haloferax,791,264-416,,,,
Haloferax,792,344-408,,,,
