Organism,Seq,Positions,,,,
Pseudo,529,128-160,328-392,,,
Pseudo,530,376-464,,,,
Pseudo,531,416-528,,,,
Pseudo,532,328-400,,,,
Pseudo,533,224-328,,,,
Pseudo,534,288-408,,,,
Pseudo,535,232-312,392-456,,,
Pseudo,536,104-200,384-504,,,
Pseudo,537,312-464,,,,
Pseudo,538,0-120,320-520,,,
Pseudo,539,368-400,520-560,,,
Pseudo,540,296-432,,,,
Pseudo,541,168-200,280-456,,,
Pseudo,542,200-448,,,,
Pseudo,543,344-448,,,,
Pseudo,544,400-472,536-560,,,
Pseudo,545,320-464,,,,
Pseudo,546,0-32,,,,
Pseudo,547,384-536,,,,
Pseudo,548,240-472,,,,
Pseudo,549,232-440,,,,
Pseudo,550,224-328,,,,
Pseudo,551,176-528,,,,
Pseudo,552,200-208,304-464,,,
Pseudo,553,304-424,,,,
Pseudo,554,,,,,
Pseudo,555,136-216,312-456,,,
Pseudo,556,416-456,,,,
Pseudo,557,264-328,,,,
Pseudo,558,456-512,,,,
Pseudo,559,168-248,312-408,,,
Pseudo,560,256-416,,,,
Pseudo,561,216-312,328-336,368-464,,
Pseudo,562,368-424,,,,
Pseudo,563,0-184,320-336,408-552,,
Pseudo,564,120-192,336-392,480-560,,
Pseudo,565,240-288,408-488,,,
Pseudo,566,,,,,
Pseudo,567,120-280,,,,
Pseudo,568,376-440,,,,
Pseudo,569,152-328,392-456,,,
Pseudo,570,328-440,472-560,,,
Pseudo,571,400-472,,,,
Pseudo,572,0-56,224-288,,,
Pseudo,573,16-264,352-440,,,
Pseudo,574,408-432,,,,
Pseudo,575,392-504,520-544,,,
Pseudo,576,232-288,384-560,,,
Pseudo,577,216-368,,,,
Pseudo,578,8-232,368-560,,,
Pseudo,579,136-272,392-552,,,
Pseudo,580,344-392,,,,
Pseudo,581,208-472,,,,
Pseudo,582,120-152,304-528,,,
Pseudo,583,280-536,,,,
Pseudo,584,320-400,,,,
Pseudo,585,64-152,384-472,,,
Pseudo,586,296-480,,,,
Pseudo,587,160-200,376-560,,,
Pseudo,588,0-88,256-272,288-312,,
Pseudo,589,8-80,304-496,,,
Pseudo,590,208-232,,,,
Pseudo,591,360-480,,,,
Pseudo,592,232-272,352-416,,,
Pseudo,593,120-152,368-432,504-560,,
Pseudo,594,176-272,384-528,,,
Pseudo,595,176-208,296-344,,,
Pseudo,596,368-560,,,,
Pseudo,597,320-424,504-552,,,
Pseudo,598,232-504,,,,
Pseudo,599,80-304,528-560,,,
Pseudo,600,120-200,496-560,,,
Pseudo,601,248-504,,,,
Pseudo,602,136-224,304-384,512-560,,
Pseudo,603,272-528,,,,
Pseudo,604,184-256,328-392,,,
Pseudo,605,80-184,328-560,,,
Pseudo,606,0-72,232-280,384-520,,
Pseudo,607,320-392,,,,
Pseudo,608,328-504,,,,
Pseudo,609,216-272,368-480,,,
Pseudo,610,264-464,,,,
Pseudo,611,0-48,288-304,320-552,,
Pseudo,612,216-256,424-560,,,
Pseudo,613,272-320,384-456,,,
Pseudo,614,264-416,,,,
Pseudo,615,160-192,264-336,400-464,,
Pseudo,616,0-152,192-248,336-392,,
Pseudo,617,160-208,272-448,,,
Pseudo,618,88-232,296-328,392-464,,
Pseudo,619,368-448,,,,
Pseudo,620,136-184,272-344,408-456,536-552,
Pseudo,621,344-504,,,,
Pseudo,622,272-400,,,,
Pseudo,623,376-416,,,,
Pseudo,624,256-488,,,,
Pseudo,625,48-144,224-464,,,
Pseudo,626,304-528,,,,
Pseudo,627,272-544,,,,
Pseudo,628,32-56,216-440,,,
Pseudo,629,264-544,,,,
Pseudo,630,320-544,,,,
Pseudo,631,200-232,,,,
Pseudo,632,304-448,480-552,,,
Pseudo,633,112-160,,,,
Pseudo,634,336-432,,,,
Pseudo,635,192-472,,,,
Pseudo,636,352-552,,,,
Pseudo,637,272-424,,,,
Pseudo,638,104-128,272-448,,,
Pseudo,639,0-128,528-552,,,
Pseudo,640,240-336,,,,
Pseudo,641,184-424,,,,
Pseudo,642,80-200,344-552,,,
Pseudo,643,392-520,,,,
Pseudo,644,0-168,416-504,,,
Pseudo,645,344-432,,,,
Pseudo,646,344-424,,,,
Pseudo,647,336-440,,,,
Pseudo,648,272-520,,,,
Pseudo,649,120-296,384-496,,,
Pseudo,650,0-48,232-344,,,
Pseudo,651,296-392,,,,
Pseudo,652,264-304,416-560,,,
Pseudo,653,368-376,528-560,,,
Pseudo,654,232-320,392-472,,,
Pseudo,655,136-464,,,,
Pseudo,656,16-72,288-336,448-552,,
Pseudo,657,296-384,,,,
Pseudo,658,0-232,480-560,,,
Pseudo,659,0-8,184-360,448-496,,
Pseudo,660,120-192,264-320,448-560,,
Pseudo,661,288-488,,,,
Pseudo,662,336-456,,,,
Pseudo,663,280-368,,,,
Pseudo,664,200-472,,,,
Pseudo,665,0-40,344-536,,,
Pseudo,666,392-496,,,,
Pseudo,667,256-304,392-456,,,
Pseudo,668,0-120,424-504,,,
Pseudo,669,152-224,328-464,504-560,,
Pseudo,670,0-24,384-440,520-552,,
Pseudo,671,352-424,,,,
Pseudo,672,56-264,392-560,,,
Pseudo,673,0-80,400-512,,,
Pseudo,674,376-536,,,,
Pseudo,675,264-560,,,,
Pseudo,676,0-312,,,,
Pseudo,677,312-392,480-560,,,
Pseudo,678,32-104,184-528,,,
Pseudo,679,136-416,512-560,,,
Pseudo,680,368-416,,,,
Pseudo,681,368-456,,,,
Pseudo,682,24-144,208-352,480-504,,
Pseudo,683,0-88,360-376,464-520,,
Pseudo,684,384-560,,,,
Pseudo,685,192-552,,,,
Pseudo,686,0-48,232-304,,,
Pseudo,687,280-328,,,,
Pseudo,688,328-480,,,,
Pseudo,689,232-480,,,,
Pseudo,690,0-64,400-488,,,
Pseudo,691,0-136,416-560,,,
Pseudo,692,72-168,312-440,,,
Pseudo,693,224-416,,,,
Pseudo,694,184-224,472-528,,,
Pseudo,695,320-448,,,,
Pseudo,696,248-272,352-416,,,
Pseudo,697,248-424,,,,
Pseudo,698,248-304,392-480,,,
Pseudo,699,200-272,520-552,,,
Pseudo,700,0-8,184-432,,,
Pseudo,701,168-400,,,,
Pseudo,702,16-24,112-240,376-496,,
Pseudo,703,0-72,192-208,280-560,,
Pseudo,704,368-464,,,,
Pseudo,705,336-472,,,,
Pseudo,706,0-360,,,,
Pseudo,707,0-24,328-464,528-560,,
Pseudo,708,24-488,,,,
Pseudo,709,392-488,,,,
Pseudo,710,168-400,488-528,,,
Pseudo,711,0-176,408-424,,,
Pseudo,712,8-40,344-504,,,
Pseudo,713,104-272,344-440,,,
Pseudo,714,0-24,344-432,,,
Pseudo,715,272-328,,,,
Pseudo,716,128-256,408-464,,,
Pseudo,717,192-416,,,,
Pseudo,718,256-304,416-448,,,
Pseudo,719,88-112,,,,
Pseudo,720,232-248,328-416,,,
Pseudo,721,192-368,480-536,,,
Pseudo,722,192-248,528-560,,,
Pseudo,723,264-464,,,,
Pseudo,724,216-424,,,,
Pseudo,725,168-216,328-448,,,
Pseudo,726,328-472,,,,
Pseudo,727,312-560,,,,
Pseudo,728,368-432,512-560,,,
Pseudo,729,288-416,,,,
Pseudo,730,192-488,,,,
Pseudo,731,360-560,,,,
Pseudo,732,136-200,272-352,,,
Pseudo,733,160-488,,,,
Pseudo,734,280-488,,,,
Pseudo,735,136-232,384-560,,,
Pseudo,736,216-256,384-424,,,
Pseudo,737,264-512,,,,
Pseudo,738,112-240,,,,
Pseudo,739,240-288,392-440,,,
Pseudo,740,0-240,448-496,,,
Pseudo,741,0-24,120-160,304-400,480-552,
Pseudo,742,312-560,,,,
Pseudo,743,232-560,,,,
Pseudo,744,360-520,,,,
Pseudo,745,224-288,336-448,,,
Pseudo,746,216-280,400-480,,,
Pseudo,747,280-456,,,,
Pseudo,748,0-544,,,,
Pseudo,749,48-192,344-440,504-560,,
Pseudo,750,0-56,432-504,,,
Pseudo,751,248-520,,,,
Pseudo,752,344-440,,,,
Pseudo,753,48-72,192-320,408-560,,
Pseudo,754,184-224,432-456,,,
Pseudo,755,328-440,,,,
Pseudo,756,256-344,,,,
Pseudo,757,280-384,,,,
Pseudo,758,280-352,440-456,,,
Pseudo,759,120-272,352-544,,,
Pseudo,760,168-304,440-552,,,
Pseudo,761,176-256,368-400,,,
Pseudo,762,400-536,,,,
Pseudo,763,0-32,216-488,,,
Pseudo,764,176-368,464-520,,,
Pseudo,765,176-264,376-408,,,
Pseudo,766,280-528,,,,
Pseudo,767,32-80,248-280,384-560,,
Pseudo,768,312-560,,,,
Pseudo,769,184-272,288-336,416-440,,
Pseudo,770,0-120,496-560,,,
Pseudo,771,280-400,520-560,,,
Pseudo,772,320-480,,,,
Pseudo,773,144-304,464-560,,,
Pseudo,774,64-104,424-560,,,
Pseudo,775,216-488,,,,
Pseudo,776,336-472,,,,
