Organism,Seq,Positions,,,,
Methano,180,368-560,,,,
Methano,181,0-232,256-352,480-560,,
Methano,182,248-464,,,,
Methano,183,272-408,,,,
Methano,184,304-560,,,,
Methano,185,192-264,328-472,,,
Methano,186,0-208,,,,
Methano,187,0-136,,,,
Methano,188,0-488,,,,
Methano,189,64-120,200-560,,,
Methano,190,32-128,376-504,,,
Methano,191,320-560,,,,
Methano,192,152-440,,,,
Methano,193,0-72,344-424,536-560,,
Methano,194,152-496,,,,
Methano,195,0-152,352-544,,,
Methano,196,80-432,,,,
Methano,197,120-168,,,,
Methano,198,352-528,,,,
Methano,199,0-40,136-504,,,
Methano,200,264-304,536-552,,,
Methano,201,0-104,,,,
Methano,202,0-424,,,,
Methano,203,0-40,272-560,,,
Methano,204,152-440,,,,
Methano,205,240-552,,,,
Methano,206,0-176,296-448,,,
Methano,207,64-208,312-432,,,
Methano,208,16-48,120-456,,,
Methano,209,216-496,,,,
Methano,210,216-432,,,,
Methano,211,288-544,,,,
Methano,212,0-16,248-528,,,
Methano,213,0-8,72-440,,,
Methano,214,0-168,184-408,488-536,,
Methano,215,200-504,,,,
Methano,216,304-416,,,,
Methano,217,304-464,,,,
Methano,218,48-152,304-560,,,
Methano,219,360-512,,,,
Methano,220,168-560,,,,
Methano,221,168-176,192-400,,,
Methano,222,72-176,208-224,432-544,,
Methano,223,112-232,320-376,,,
Methano,224,24-64,128-176,248-560,,
Methano,225,0-56,264-560,,,
Methano,226,232-352,,,,
Methano,227,0-232,296-376,496-560,,
Methano,228,40-424,,,,
Methano,229,0-48,288-472,,,
Methano,230,272-480,,,,
Methano,231,0-544,,,,
Methano,232,216-560,,,,
Methano,233,432-496,,,,
Methano,234,0-128,488-560,,,
Methano,235,32-288,360-456,,,
Methano,236,280-496,,,,
Methano,237,0-8,192-232,312-416,,
Methano,238,64-480,,,,
Methano,239,256-392,480-536,,,
Methano,240,144-288,360-392,,,
Methano,241,72-432,,,,
Methano,242,208-432,,,,
Methano,243,0-32,200-520,,,
Methano,244,0-560,,,,
Methano,245,320-464,,,,
Methano,246,264-480,,,,
Methano,247,288-424,,,,
Methano,248,0-48,320-400,,,
Methano,249,208-408,,,,
Methano,250,184-216,368-392,,,
Methano,251,32-80,176-544,,,
Methano,252,112-184,288-536,,,
Methano,253,0-112,464-560,,,
Methano,254,232-432,,,,
Methano,255,232-552,,,,
Methano,256,0-248,336-424,,,
Methano,257,392-512,,,,
Methano,258,0-136,240-448,,,
Methano,259,32-88,176-432,,,
Methano,260,0-32,352-432,,,
Methano,261,160-424,536-560,,,
Methano,262,296-432,,,,
Methano,263,240-496,,,,
Methano,264,240-536,,,,
Methano,265,0-120,192-496,,,
Methano,266,24-104,208-552,,,
Methano,267,0-8,272-424,504-536,,
Methano,268,0-96,280-464,,,
Methano,269,248-528,,,,
Methano,270,184-272,360-432,,,
Methano,271,0-88,168-432,,,
Methano,272,232-464,,,,
Methano,273,336-560,,,,
Methano,274,64-112,208-376,,,
Methano,275,0-144,440-480,,,
Methano,276,16-96,232-552,,,
Methano,277,304-416,,,,
Methano,278,0-48,152-488,,,
Methano,279,152-208,360-472,,,
Methano,280,192-456,,,,
Methano,281,0-216,280-464,,,
Methano,282,104-144,216-520,,,
Methano,283,0-48,232-256,360-488,,
Methano,284,280-352,456-480,,,
Methano,285,312-440,,,,
Methano,286,184-424,,,,
Methano,287,0-56,232-320,,,
Methano,288,288-560,,,,
Methano,289,248-432,,,,
Methano,290,32-64,144-376,,,
Methano,291,0-120,248-280,376-432,,
Methano,292,256-448,,,,
Methano,293,208-560,,,,
Methano,294,0-8,200-416,,,
Methano,295,0-216,,,,
Methano,296,168-456,,,,
Methano,297,280-472,,,,
Methano,298,296-520,,,,
Methano,299,280-488,,,,
Methano,300,72-104,120-480,,,
Methano,301,0-136,352-368,,,
Methano,302,0-392,,,,
Methano,303,88-104,216-424,,,
Methano,304,352-416,,,,
Methano,305,0-32,200-488,,,
Methano,306,0-8,72-184,328-360,,
Methano,307,32-136,232-280,368-528,,
Methano,308,0-456,,,,
Methano,309,272-448,,,,
Methano,310,0-160,232-384,,,
Methano,311,152-504,,,,
Methano,312,0-176,,,,
Methano,313,80-424,,,,
Methano,314,0-40,128-472,,,
Methano,315,192-432,,,,
Methano,316,328-552,,,,
Methano,317,224-272,360-560,,,
Methano,318,112-160,392-456,,,
Methano,319,0-32,272-560,,,
Methano,320,0-32,368-456,536-552,,
Methano,321,0-416,512-544,,,
Methano,322,256-512,,,,
Methano,323,192-440,,,,
Methano,324,0-464,,,,
Methano,325,80-448,,,,
Methano,326,0-560,,,,
Methano,327,256-560,,,,
Methano,328,272-408,464-496,,,
Methano,329,216-480,,,,
Methano,330,272-448,,,,
Methano,331,136-448,,,,
Methano,332,456-560,,,,
Methano,333,0-32,296-512,,,
Methano,334,152-416,,,,
Methano,335,0-40,328-560,,,
Methano,336,136-424,,,,
Methano,337,0-56,256-496,,,
Methano,338,0-8,256-296,,,
Methano,339,48-80,152-176,272-368,,
Methano,340,0-32,232-264,336-440,,
Methano,341,8-24,144-496,,,
Methano,342,8-80,192-408,,,
Methano,343,296-552,,,,
Methano,344,56-184,240-472,,,
Methano,345,104-240,296-456,528-552,,
Methano,346,232-440,,,,
Methano,347,232-280,352-480,,,
Methano,348,192-424,,,,
Methano,349,264-296,368-536,,,
Methano,350,0-40,240-512,,,
Methano,351,256-456,,,,
Methano,352,312-400,,,,
Methano,353,136-208,352-560,,,
Methano,354,352-512,,,,
Methano,355,280-408,,,,
Methano,356,208-424,,,,
Methano,357,0-8,312-456,,,
Methano,358,120-408,,,,
Methano,359,0-56,144-368,,,
Methano,360,24-72,216-400,,,
Methano,361,96-200,336-496,,,
Methano,362,8-160,504-560,,,
Methano,363,0-48,112-200,320-440,520-536,
Methano,364,104-120,272-440,,,
Methano,365,248-504,,,,
Methano,366,256-552,,,,
Methano,367,144-360,472-512,,,
Methano,368,144-504,,,,
Methano,369,0-32,104-400,464-544,,
Methano,370,40-112,208-432,,,
Methano,371,256-376,,,,
Methano,372,128-184,264-440,,,
Methano,373,224-496,,,,
Methano,374,248-552,,,,
Methano,375,8-24,336-416,488-560,,
Methano,376,312-480,,,,
Methano,377,176-424,504-560,,,
Methano,378,256-504,,,,
Methano,379,72-432,,,,
Methano,380,0-16,224-424,,,
Methano,381,,,,,
Methano,382,176-232,336-440,,,
Methano,383,352-544,,,,
Methano,384,80-448,,,,
Methano,385,96-168,288-352,472-512,,
Methano,386,112-152,296-320,,,
Methano,387,304-464,,,,
Methano,388,304-400,,,,
Methano,389,0-24,128-160,224-400,,
Methano,390,8-80,224-528,,,
Methano,391,48-488,,,,
Methano,392,216-408,488-512,,,
Methano,393,0-16,160-440,,,
Methano,394,0-136,248-504,,,
Methano,395,8-48,208-248,336-560,,
Methano,396,352-432,,,,
Methano,397,304-552,,,,
Methano,398,40-72,240-560,,,
Methano,399,120-560,,,,
Methano,400,248-416,,,,
Methano,401,0-528,,,,
Methano,402,0-32,240-472,,,
Methano,403,64-168,336-432,,,
Methano,404,0-384,480-488,,,
Methano,405,248-296,344-432,,,
Methano,406,224-400,,,,
Methano,407,200-464,,,,
Methano,408,400-408,,,,
Methano,409,352-440,,,,
Methano,410,272-392,,,,
Methano,411,216-440,,,,
Methano,412,144-440,,,,
Methano,413,224-560,,,,
Methano,414,0-56,216-400,,,
Methano,415,272-560,,,,
Methano,416,184-192,216-240,272-384,496-560,
Methano,417,64-136,264-488,,,
Methano,418,48-136,280-368,448-552,,
Methano,419,0-40,128-176,280-376,520-560,
Methano,420,0-16,200-264,384-512,,
Methano,421,0-176,320-376,488-560,,
Methano,422,288-392,,,,
Methano,423,,,,,
Methano,424,0-392,480-528,,,
Methano,425,136-152,224-560,,,
Methano,426,16-56,328-544,,,
Methano,427,176-440,,,,
Methano,428,112-256,,,,
Methano,429,24-176,352-408,464-560,,
Methano,430,224-256,352-504,,,
Methano,431,232-552,,,,
Methano,432,112-296,360-416,480-560,,
Methano,433,24-384,,,,
Methano,434,176-296,376-448,,,
Methano,435,240-432,,,,
Methano,436,0-48,280-528,,,
Methano,437,0-96,336-504,536-544,,
Methano,438,240-344,,,,
Methano,439,0-72,360-560,,,
Methano,440,32-80,192-504,,,
Methano,441,0-296,432-464,,,
Methano,442,32-408,,,,
Methano,443,0-112,128-448,,,
Methano,444,0-144,304-456,,,
Methano,445,24-560,,,,
Methano,446,312-496,,,,
Methano,447,8-48,160-224,344-416,,
Methano,448,0-152,176-472,,,
Methano,449,192-224,328-472,,,
Methano,450,184-560,,,,
Methano,451,112-176,264-408,,,
Methano,452,8-88,184-216,368-392,,
Methano,453,104-192,272-560,,,
Methano,454,0-472,504-544,,,
Methano,455,8-112,320-456,,,
Methano,456,88-536,,,,
Methano,457,296-472,,,,
Methano,458,360-560,,,,
Methano,459,240-264,352-560,,,
Methano,460,0-312,,,,
Methano,461,0-16,176-424,,,
Methano,462,88-120,304-512,,,
Methano,463,360-488,,,,
Methano,464,48-216,312-440,,,
Methano,465,280-448,,,,
Methano,466,328-472,,,,
Methano,467,112-176,280-440,,,
Methano,468,296-432,,,,
Methano,469,504-560,,,,
Methano,470,200-480,,,,
Methano,471,0-48,120-152,320-560,,
Methano,472,88-216,,,,
Methano,473,264-512,,,,
Methano,474,0-16,232-304,368-416,,
Methano,475,0-480,,,,
Methano,476,88-120,272-400,488-552,,
Methano,477,32-448,,,,
Methano,478,536-560,,,,
Methano,479,0-16,128-144,216-480,,
Methano,480,0-24,112-432,,,
Methano,481,0-16,232-472,,,
Methano,482,240-448,504-560,,,
Methano,483,256-520,,,,
Methano,484,264-456,,,,
Methano,485,272-440,,,,
Methano,486,104-528,,,,
Methano,487,0-424,504-560,,,
Methano,488,0-224,,,,
Methano,489,144-176,336-408,,,
Methano,490,136-560,,,,
Methano,491,208-536,,,,
Methano,492,8-32,344-416,,,
Methano,493,216-408,,,,
Methano,494,0-384,,,,
Methano,495,8-56,296-384,456-496,,
Methano,496,200-512,,,,
Methano,497,16-56,136-472,,,
Methano,498,0-64,144-192,328-448,,
Methano,499,208-408,,,,
Methano,500,136-480,,,,
Methano,501,32-96,320-488,,,
Methano,502,160-248,344-408,488-536,,
Methano,503,32-56,240-288,360-424,,
Methano,504,0-32,216-424,,,
Methano,505,248-560,,,,
Methano,506,0-480,,,,
Methano,507,256-392,,,,
Methano,508,312-424,472-560,,,
Methano,509,24-560,,,,
Methano,510,176-312,376-456,512-560,,
Methano,511,0-64,136-416,528-552,,
Methano,512,144-200,376-560,,,
Methano,513,80-496,,,,
Methano,514,0-408,,,,
Methano,515,256-560,,,,
Methano,516,0-88,184-240,488-560,,
Methano,517,0-144,248-384,,,
Methano,518,0-360,528-560,,,
Methano,519,0-96,152-208,376-488,,
Methano,520,0-40,104-144,288-552,,
Methano,521,0-72,160-464,,,
Methano,522,272-464,,,,
Methano,523,232-560,,,,
Methano,524,128-488,,,,
Methano,525,184-472,,,,
Methano,526,40-560,,,,
Methano,527,376-552,,,,
Methano,528,360-560,,,,
Methano,529,0-40,152-560,,,
Methano,530,40-552,,,,
Methano,531,0-472,,,,
Methano,532,136-440,,,,
Methano,533,296-440,,,,
Methano,534,,,,,
Methano,535,384-560,,,,
Methano,536,72-96,,,,
Methano,537,0-56,336-552,,,
Methano,538,168-384,,,,
Methano,539,240-560,,,,
Methano,540,320-552,,,,
Methano,541,216-496,,,,
Methano,542,64-80,384-504,,,
Methano,543,24-128,232-416,512-536,,
Methano,544,216-456,,,,
Methano,545,0-16,128-184,264-416,,
Methano,546,104-144,272-416,,,
Methano,547,184-448,,,,
Methano,548,248-464,,,,
Methano,549,0-232,,,,
Methano,550,0-56,344-392,,,
Methano,551,88-224,360-416,512-560,,
Methano,552,224-448,,,,
Methano,553,0-160,272-560,,,
Methano,554,56-368,,,,
Methano,555,0-24,104-552,,,
Methano,556,0-144,,,,
Methano,557,256-544,,,,
Methano,558,328-456,,,,
Methano,559,200-232,312-448,,,
Methano,560,0-64,,,,
Methano,561,0-40,248-272,384-440,,
Methano,562,0-96,208-424,,,
Methano,563,152-552,,,,
Methano,564,32-168,232-288,368-432,,
Methano,565,224-240,296-536,,,
Methano,566,288-544,,,,
Methano,567,224-384,,,,
Methano,568,136-312,416-504,,,
Methano,569,168-384,,,,
Methano,570,192-432,,,,
Methano,571,288-544,,,,
Methano,572,160-504,,,,
Methano,573,320-464,,,,
Methano,574,176-504,,,,
Methano,575,112-176,464-560,,,
Methano,576,0-40,184-208,304-448,,
Methano,577,280-448,,,,
Methano,578,320-400,,,,
Methano,579,104-560,,,,
Methano,580,272-488,,,,
Methano,581,144-480,,,,
Methano,582,,,,,
Methano,583,0-136,328-472,496-560,,
Methano,584,256-448,,,,
Methano,585,0-136,376-432,,,
Methano,586,144-424,,,,
Methano,587,0-64,288-480,,,
Methano,588,88-560,,,,
Methano,589,208-336,384-432,,,
Methano,590,152-456,,,,
Methano,591,120-168,320-504,,,
Methano,592,120-264,320-392,,,
Methano,593,0-152,256-288,384-544,,
Methano,594,96-536,,,,
Methano,595,240-544,,,,
Methano,596,248-272,344-448,,,
Methano,597,40-472,,,,
Methano,598,80-232,336-448,,,
Methano,599,88-168,224-272,,,
Methano,600,0-64,352-480,,,
Methano,601,376-440,512-560,,,
Methano,602,40-200,304-488,,,
Methano,603,320-432,,,,
Methano,604,96-128,328-496,,,
Methano,605,216-384,472-504,,,
Methano,606,152-472,,,,
Methano,607,0-24,296-512,,,
Methano,608,232-264,344-464,,,
Methano,609,0-48,224-472,,,
Methano,610,0-104,360-424,480-552,,
Methano,611,264-560,,,,
Methano,612,0-560,,,,
Methano,613,288-560,,,,
Methano,614,,,,,
Methano,615,0-8,328-560,,,
Methano,616,296-536,,,,
Methano,617,56-112,152-464,,,
Methano,618,24-88,256-328,480-560,,
Methano,619,80-456,,,,
Methano,620,8-32,256-520,,,
Methano,621,0-208,520-560,,,
Methano,622,320-480,,,,
Methano,623,168-424,,,,
Methano,624,152-448,,,,
Methano,625,272-512,,,,
Methano,626,0-128,264-544,,,
Methano,627,168-472,,,,
Methano,628,288-536,,,,
Methano,629,0-24,336-432,,,
Methano,630,0-24,312-560,,,
Methano,631,0-48,136-504,,,
Methano,632,168-488,,,,
Methano,633,32-96,352-560,,,
Methano,634,360-432,,,,
Methano,635,0-48,208-448,,,
Methano,636,280-552,,,,
Methano,637,0-136,272-312,472-560,,
Methano,638,312-480,,,,
Methano,639,240-464,,,,
Methano,640,8-272,336-432,,,
Methano,641,0-40,216-280,352-504,,
Methano,642,64-112,360-496,,,
Methano,643,128-176,512-552,,,
Methano,644,0-96,136-424,512-560,,
Methano,645,56-120,504-560,,,
Methano,646,72-152,424-560,,,
Methano,647,224-232,376-560,,,
Methano,648,72-560,,,,
Methano,649,16-136,232-528,,,
Methano,650,40-80,240-472,,,
Methano,651,0-544,,,,
Methano,652,136-496,,,,
Methano,653,96-496,,,,
Methano,654,304-472,,,,
Methano,655,136-200,272-544,,,
Methano,656,136-168,248-336,,,
Methano,657,280-536,,,,
Methano,658,192-248,344-432,,,
Methano,659,16-488,,,,
Methano,660,120-144,320-496,,,
Methano,661,272-456,,,,
Methano,662,208-496,,,,
Methano,663,0-152,240-408,,,
Methano,664,384-560,,,,
Methano,665,0-424,504-512,,,
Methano,666,216-480,,,,
Methano,667,296-488,,,,
Methano,668,216-408,,,,
Methano,669,72-168,384-528,,,
Methano,670,152-400,,,,
Methano,671,200-248,360-560,,,
Methano,672,0-248,336-496,,,
Methano,673,0-72,216-432,512-560,,
Methano,674,88-112,184-488,,,
Methano,675,280-512,,,,
Methano,676,0-48,344-392,464-512,,
Methano,677,0-64,264-480,,,
Methano,678,88-160,248-456,,,
Methano,679,128-256,352-512,,,
Methano,680,216-264,328-424,,,
Methano,681,0-48,368-528,,,
Methano,682,72-128,192-256,360-488,,
Methano,683,104-144,256-504,,,
Methano,684,200-336,392-488,,,
Methano,685,224-544,,,,
Methano,686,208-488,,,,
Methano,687,272-408,528-560,,,
Methano,688,312-472,,,,
Methano,689,48-72,360-480,,,
Methano,690,80-96,240-424,,,
Methano,691,320-416,,,,
Methano,692,216-296,360-560,,,
Methano,693,328-560,,,,
Methano,694,24-56,272-512,,,
Methano,695,272-504,,,,
Methano,696,0-112,328-496,,,
Methano,697,24-496,,,,
Methano,698,160-216,280-560,,,
Methano,699,352-520,,,,
Methano,700,160-472,,,,
Methano,701,352-416,,,,
Methano,702,0-24,232-264,352-480,,
Methano,703,136-168,352-456,536-560,,
Methano,704,152-344,488-560,,,
Methano,705,248-456,,,,
Methano,706,80-104,136-424,,,
Methano,707,0-32,176-488,,,
Methano,708,248-400,,,,
Methano,709,0-80,384-440,,,
Methano,710,0-416,,,,
Methano,711,0-56,280-296,384-488,,
Methano,712,64-168,368-560,,,
Methano,713,240-440,,,,
Methano,714,104-408,,,,
Methano,715,0-88,360-432,,,
Methano,716,192-440,512-544,,,
Methano,717,256-520,,,,
Methano,718,0-216,336-384,488-560,,
Methano,719,120-304,,,,
Methano,720,96-448,,,,
Methano,721,168-432,,,,
Methano,722,0-16,240-384,464-520,,
Methano,723,264-560,,,,
Methano,724,152-160,488-544,,,
Methano,725,0-64,144-264,504-560,,
Methano,726,56-216,280-456,,,
Methano,727,0-8,232-448,,,
Methano,728,0-80,344-560,,,
Methano,729,0-72,216-288,368-496,,
Methano,730,168-272,352-432,504-560,,
Methano,731,216-496,,,,
Methano,732,128-560,,,,
Methano,733,120-552,,,,
Methano,734,0-264,,,,
Methano,735,224-560,,,,
Methano,736,168-264,384-456,488-560,,
Methano,737,192-424,,,,
Methano,738,304-384,496-560,,,
Methano,739,304-512,,,,
Methano,740,176-496,,,,
Methano,741,248-432,,,,
Methano,742,160-408,472-560,,,
Methano,743,296-464,,,,
Methano,744,160-400,,,,
Methano,745,320-448,,,,
Methano,746,352-520,,,,
Methano,747,0-216,304-504,,,
Methano,748,272-520,,,,
Methano,749,32-488,,,,
Methano,750,136-200,360-392,520-560,,
Methano,751,264-400,,,,
Methano,752,112-128,248-384,488-560,,
Methano,753,0-24,80-120,200-512,,
Methano,754,0-40,256-456,,,
Methano,755,40-240,360-472,,,
Methano,756,0-16,104-192,328-504,,
Methano,757,8-256,344-520,,,
Methano,758,144-200,272-408,,,
Methano,759,0-168,464-560,,,
Methano,760,296-560,,,,
Methano,761,0-184,232-320,384-448,,
Methano,762,256-448,,,,
Methano,763,192-536,,,,
Methano,764,216-512,,,,
Methano,765,24-48,216-480,,,
Methano,766,112-272,344-424,,,
Methano,767,0-40,168-200,384-512,,
Methano,768,24-80,176-400,512-544,,
Methano,769,40-96,216-304,424-536,,
Methano,770,104-416,,,,
Methano,771,352-544,,,,
Methano,772,264-464,,,,
Methano,773,320-480,,,,
Methano,774,24-72,232-416,,,
Methano,775,288-480,,,,
Methano,776,0-24,112-152,272-408,,
Methano,777,248-264,344-424,,,
Methano,778,168-424,,,,
Methano,779,488-560,,,,
Methano,780,0-144,,,,
Methano,781,0-64,144-216,344-544,,
Methano,782,288-536,,,,
Methano,783,88-112,400-544,,,
Methano,784,304-560,,,,
Methano,785,200-408,,,,
Methano,786,96-128,200-496,,,
Methano,787,0-16,136-248,336-472,,
Methano,788,232-280,384-416,,,
Methano,789,0-464,,,,
Methano,790,304-392,,,,
Methano,791,120-240,376-400,432-448,480-544,
Methano,792,0-96,200-472,,,
Methano,793,0-448,,,,
Methano,794,144-432,,,,
Methano,795,0-80,368-520,,,
Methano,796,32-112,176-472,,,
Methano,797,160-432,,,,
Methano,798,0-40,232-456,,,
Methano,799,352-448,,,,
Methano,800,0-8,280-504,,,
Methano,801,16-536,,,,
Methano,802,224-424,512-560,,,
Methano,803,344-448,,,,
Methano,804,8-416,,,,
Methano,805,280-392,480-560,,,
Methano,806,296-464,,,,
Methano,807,248-400,,,,
Methano,808,0-64,232-560,,,
Methano,809,312-560,,,,
Methano,810,0-80,144-504,,,
Methano,811,24-184,304-544,,,
Methano,812,200-440,,,,
Methano,813,40-88,232-512,,,
Methano,814,0-512,,,,
Methano,815,72-400,,,,
Methano,816,256-384,,,,
Methano,817,0-424,,,,
Methano,818,176-456,,,,
Methano,819,312-560,,,,
Methano,820,0-16,328-560,,,
Methano,821,152-240,352-472,,,
Methano,822,0-152,288-464,480-512,,
Methano,823,0-152,272-480,,,
Methano,824,272-536,,,,
Methano,825,0-56,144-216,328-416,,
Methano,826,216-432,,,,
Methano,827,360-472,,,,
