Organism,Seq,Positions,,,,
Myco,447,72-136,208-256,464-552,,
Myco,448,392-472,,,,
Myco,449,96-128,312-336,400-496,,
Myco,450,0-88,280-304,320-456,536-552,
Myco,451,0-80,152-224,448-496,,
Myco,452,0-400,,,,
Myco,453,352-480,,,,
Myco,454,296-552,,,,
Myco,455,0-208,520-560,,,
Myco,456,136-192,368-416,,,
Myco,457,112-152,360-536,,,
Myco,458,0-24,200-232,352-416,,
Myco,459,120-416,512-560,,,
Myco,460,160-200,456-560,,,
Myco,461,64-136,312-552,,,
Myco,462,8-24,352-536,,,
Myco,463,144-200,320-560,,,
Myco,464,384-424,,,,
Myco,465,80-280,432-464,,,
Myco,466,96-144,360-464,,,
Myco,467,56-88,312-456,,,
Myco,468,80-112,200-264,360-424,,
Myco,469,64-152,376-448,536-560,,
Myco,470,304-408,528-560,,,
Myco,471,264-424,,,,
Myco,472,8-56,256-432,,,
Myco,473,0-56,352-440,,,
Myco,474,128-208,296-504,,,
Myco,475,0-16,136-184,320-408,,
Myco,476,0-96,192-304,,,
Myco,477,168-472,,,,
Myco,478,0-72,176-192,,,
Myco,479,256-280,,,,
Myco,480,464-504,,,,
Myco,481,0-48,72-232,320-456,,
Myco,482,192-256,328-464,,,
Myco,483,64-216,304-360,488-552,,
Myco,484,48-64,280-384,512-560,,
Myco,485,144-208,360-392,536-560,,
Myco,486,160-192,400-464,,,
Myco,487,128-232,,,,
Myco,488,0-136,336-424,536-544,,
Myco,489,96-144,408-440,,,
Myco,490,192-312,472-512,,,
Myco,491,360-520,,,,
Myco,492,144-248,376-424,,,
Myco,493,,,,,
Myco,494,240-328,,,,
Myco,495,520-544,,,,
Myco,496,0-128,328-440,,,
Myco,497,368-552,,,,
Myco,498,336-392,,,,
Myco,499,0-128,224-240,,,
Myco,500,0-24,200-280,432-448,,
Myco,501,16-152,264-512,,,
Myco,502,464-560,,,,
Myco,503,328-384,456-560,,,
Myco,504,0-256,488-560,,,
Myco,505,416-440,504-560,,,
Myco,506,104-144,216-288,464-560,,
Myco,507,32-64,144-184,344-416,,
Myco,508,32-80,168-488,,,
Myco,509,24-216,464-480,,,
Myco,510,376-440,512-560,,,
Myco,511,400-552,,,,
Myco,512,88-120,200-296,392-528,,
Myco,513,16-152,288-488,,,
Myco,514,72-104,176-448,,,
Myco,515,0-232,,,,
Myco,516,0-40,120-560,,,
Myco,517,320-392,,,,
Myco,518,136-216,,,,
Myco,519,32-80,256-424,,,
Myco,520,384-424,,,,
Myco,521,192-424,520-544,,,
Myco,522,88-136,200-264,392-480,,
Myco,523,352-544,,,,
Myco,524,72-160,288-328,416-432,528-560,
Myco,525,0-208,376-560,,,
Myco,526,0-24,144-176,264-400,,
Myco,527,24-72,264-408,,,
Myco,528,216-400,,,,
Myco,529,0-32,160-408,504-520,,
Myco,530,152-272,384-464,,,
Myco,531,40-232,256-264,360-480,,
Myco,532,248-544,,,,
Myco,533,256-472,,,,
Myco,534,136-280,408-440,,,
Myco,535,0-32,120-128,352-512,,
Myco,536,0-80,120-176,392-464,,
Myco,537,0-40,144-216,296-400,,
Myco,538,0-72,160-416,,,
Myco,539,344-440,,,,
Myco,540,48-112,176-440,,,
Myco,541,208-400,,,,
Myco,542,0-48,232-256,432-560,,
Myco,543,80-152,312-400,528-560,,
Myco,544,48-256,,,,
Myco,545,104-184,280-400,528-544,,
Myco,546,320-560,,,,
Myco,547,224-416,,,,
Myco,548,480-520,,,,
Myco,549,88-112,208-544,,,
Myco,550,0-32,520-560,,,
Myco,551,256-472,,,,
Myco,552,152-216,272-416,,,
Myco,553,376-416,,,,
Myco,554,312-480,,,,
Myco,555,0-56,248-416,,,
Myco,556,0-48,,,,
Myco,557,304-416,,,,
Myco,558,232-480,,,,
Myco,559,64-120,168-496,,,
Myco,560,0-48,184-200,304-536,,
Myco,561,80-136,200-376,,,
Myco,562,336-376,520-560,,,
Myco,563,0-56,448-536,,,
Myco,564,384-424,,,,
Myco,565,200-448,,,,
Myco,566,344-456,,,,
Myco,567,80-128,328-416,496-560,,
Myco,568,0-24,104-264,392-432,,
Myco,569,328-440,,,,
Myco,570,88-160,424-520,,,
Myco,571,0-112,360-424,488-560,,
Myco,572,72-168,,,,
Myco,573,120-456,512-560,,,
Myco,574,0-128,312-344,400-456,,
Myco,575,80-104,400-560,,,
Myco,576,16-72,136-168,504-552,,
Myco,577,48-80,320-408,,,
Myco,578,200-320,,,,
Myco,579,232-400,,,,
Myco,580,80-120,384-560,,,
Myco,581,0-112,,,,
Myco,582,376-400,,,,
Myco,583,112-408,472-552,,,
Myco,584,72-520,,,,
Myco,585,136-144,336-464,,,
Myco,586,184-232,392-560,,,
Myco,587,0-64,184-224,360-432,,
Myco,588,368-448,,,,
Myco,589,344-424,,,,
Myco,590,344-400,,,,
Myco,591,0-64,400-560,,,
Myco,592,,,,,
Myco,593,0-176,288-424,,,
Myco,594,0-160,352-416,,,
Myco,595,104-192,312-464,,,
Myco,596,,,,,
Myco,597,32-80,184-200,344-496,,
Myco,598,296-424,536-544,,,
Myco,599,104-128,200-224,400-424,,
Myco,600,256-304,368-560,,,
Myco,601,16-160,416-456,,,
Myco,602,248-312,408-496,,,
Myco,603,160-240,376-400,,,
Myco,604,40-64,224-328,464-520,,
Myco,605,0-24,240-488,,,
Myco,606,,,,,
Myco,607,8-48,256-288,472-504,,
Myco,608,,,,,
Myco,609,0-120,224-432,,,
Myco,610,0-88,160-528,,,
Myco,611,0-304,,,,
Myco,612,376-416,,,,
Myco,613,200-304,320-344,384-560,,
Myco,614,240-312,384-464,,,
Myco,615,168-272,344-448,,,
Myco,616,376-448,,,,
Myco,617,104-144,,,,
Myco,618,0-344,408-488,,,
Myco,619,0-56,392-560,,,
Myco,620,,,,,
Myco,621,0-96,416-472,,,
Myco,622,0-8,80-112,368-448,,
Myco,623,56-176,352-408,,,
Myco,624,384-504,,,,
Myco,625,0-200,400-456,,,
Myco,626,0-128,192-496,,,
Myco,627,128-176,296-456,,,
Myco,628,0-8,48-304,,,
Myco,629,16-88,176-184,264-360,,
Myco,630,112-248,368-400,,,
Myco,631,128-232,296-400,,,
Myco,632,40-136,360-384,,,
Myco,633,88-120,328-448,,,
Myco,634,0-72,296-528,,,
Myco,635,96-112,264-312,,,
Myco,636,184-272,376-432,,,
Myco,637,88-144,232-320,424-472,,
Myco,638,248-472,,,,
Myco,639,48-104,232-456,,,
Myco,640,216-456,,,,
Myco,641,0-208,328-400,464-520,,
Myco,642,0-64,336-560,,,
Myco,643,360-560,,,,
Myco,644,152-256,400-416,,,
Myco,645,0-208,304-424,456-552,,
Myco,646,312-376,,,,
Myco,647,232-264,536-544,,,
Myco,648,0-128,536-560,,,
Myco,649,120-160,240-288,384-456,,
Myco,650,152-400,,,,
Myco,651,64-128,312-416,,,
Myco,652,104-128,200-272,352-408,,
Myco,653,72-160,336-560,,,
Myco,654,40-72,256-352,,,
Myco,655,152-256,480-560,,,
Myco,656,152-168,304-440,528-544,,
Myco,657,0-24,232-336,360-560,,
Myco,658,120-408,,,,
Myco,659,296-456,,,,
Myco,660,328-456,,,,
Myco,661,328-400,504-552,,,
Myco,662,0-24,344-440,,,
Myco,663,384-416,504-544,,,
Myco,664,344-424,480-496,,,
Myco,665,296-424,,,,
Myco,666,32-264,,,,
Myco,667,16-80,192-464,528-552,,
Myco,668,376-416,,,,
Myco,669,64-88,416-504,,,
Myco,670,112-416,,,,
Myco,671,320-480,,,,
Myco,672,304-400,,,,
Myco,673,304-368,,,,
Myco,674,0-40,312-528,,,
Myco,675,144-168,232-480,,,
Myco,676,0-96,192-480,,,
Myco,677,224-464,,,,
Myco,678,296-368,480-560,,,
Myco,679,160-272,,,,
Myco,680,232-432,,,,
Myco,681,0-72,360-560,,,
Myco,682,0-56,200-240,392-560,,
Myco,683,104-152,224-264,480-520,,
Myco,684,0-112,408-456,,,
Myco,685,128-176,288-432,,,
Myco,686,368-416,480-528,,,
Myco,687,112-176,304-392,,,
Myco,688,176-184,232-560,,,
Myco,689,96-200,336-560,,,
Myco,690,216-448,,,,
Myco,691,72-304,,,,
Myco,692,128-392,,,,
Myco,693,328-528,,,,
Myco,694,64-72,112-144,160-216,536-560,
Myco,695,0-72,152-200,296-400,,
Myco,696,352-408,,,,
Myco,697,0-376,504-544,,,
Myco,698,384-416,,,,
Myco,699,504-552,,,,
Myco,700,32-80,200-232,384-432,,
Myco,701,0-120,200-560,,,
Myco,702,344-488,,,,
Myco,703,16-80,384-416,,,
Myco,704,352-552,,,,
Myco,705,400-560,,,,
Myco,706,40-88,416-536,,,
Myco,707,56-104,240-424,,,
Myco,708,0-32,256-280,296-312,352-560,
Myco,709,8-112,,,,
Myco,710,296-424,496-528,,,
Myco,711,0-200,248-456,,,
Myco,712,144-152,376-488,,,
Myco,713,0-112,368-456,,,
Myco,714,72-208,304-432,,,
Myco,715,56-152,280-392,,,
Myco,716,112-272,,,,
Myco,717,40-80,344-424,504-512,,
Myco,718,80-128,536-544,,,
Myco,719,96-216,376-560,,,
Myco,720,72-136,232-288,392-464,,
Myco,721,200-288,392-488,,,
Myco,722,80-200,352-384,456-520,,
Myco,723,136-280,392-432,,,
Myco,724,384-440,,,,
Myco,725,40-56,216-264,392-416,,
Myco,726,40-104,424-560,,,
Myco,727,280-504,,,,
Myco,728,384-544,,,,
Myco,729,0-8,88-136,288-464,,
Myco,730,128-208,416-528,,,
Myco,731,112-192,416-512,,,
Myco,732,168-312,504-560,,,
Myco,733,0-8,,,,
Myco,734,0-80,392-472,,,
Myco,735,88-128,360-408,,,
Myco,736,360-416,,,,
Myco,737,152-184,376-472,,,
Myco,738,96-216,448-520,,,
Myco,739,344-408,496-536,,,
Myco,740,104-376,,,,
Myco,741,64-112,376-456,488-560,,
Myco,742,192-544,,,,
Myco,743,136-152,256-320,,,
Myco,744,368-416,,,,
Myco,745,384-408,,,,
Myco,746,184-224,320-416,,,
Myco,747,336-440,,,,
Myco,748,48-56,208-224,256-560,,
Myco,749,0-216,,,,
Myco,750,120-160,328-424,,,
Myco,751,328-408,,,,
Myco,752,296-352,392-464,,,
Myco,753,64-408,,,,
Myco,754,312-464,,,,
Myco,755,16-160,248-272,,,
Myco,756,0-272,360-384,,,
Myco,757,136-376,472-504,,,
Myco,758,416-448,,,,
Myco,759,296-472,496-504,,,
Myco,760,56-128,488-560,,,
Myco,761,224-424,,,,
Myco,762,0-32,256-312,384-448,,
Myco,763,280-384,,,,
Myco,764,0-40,360-472,,,
Myco,765,264-304,392-520,,,
Myco,766,128-184,320-392,,,
Myco,767,136-176,312-376,,,
Myco,768,288-544,,,,
Myco,769,448-488,,,,
Myco,770,328-560,,,,
Myco,771,384-464,,,,
Myco,772,192-248,376-480,,,
Myco,773,352-416,,,,
Myco,774,16-168,376-424,,,
Myco,775,104-176,248-376,,,
Myco,776,416-496,,,,
Myco,777,400-456,,,,
Myco,778,80-312,440-472,,,
Myco,779,0-32,,,,
Myco,780,296-376,488-520,,,
Myco,781,240-344,448-552,,,
Myco,782,208-232,344-448,,,
Myco,783,0-56,192-232,304-384,,
Myco,784,336-480,,,,
Myco,785,200-240,400-552,,,
Myco,786,128-200,392-480,,,
Myco,787,0-16,224-264,,,
Myco,788,352-480,,,,
Myco,789,0-16,336-400,,,
Myco,790,0-456,,,,
Myco,791,208-240,512-560,,,
Myco,792,0-176,328-472,,,
Myco,793,112-560,,,,
Myco,794,0-144,336-432,,,
Myco,795,64-88,376-472,,,
Myco,796,280-408,,,,
Myco,797,176-240,264-440,528-544,,
Myco,798,216-440,,,,
Myco,799,0-160,256-312,408-560,,
Myco,800,72-560,,,,
Myco,801,96-168,352-400,,,
Myco,802,0-120,192-256,320-432,504-528,
Myco,803,0-88,168-448,,,
Myco,804,272-304,,,,
Myco,805,296-408,512-536,,,
Myco,806,112-184,,,,
Myco,807,320-424,,,,
Myco,808,0-96,344-560,,,
Myco,809,304-312,376-496,,,
Myco,810,0-512,,,,
Myco,811,40-104,208-248,376-528,,
Myco,812,128-400,,,,
Myco,813,56-312,472-544,,,
Myco,814,272-464,,,,
Myco,815,0-24,216-288,344-472,,
Myco,816,256-464,,,,
Myco,817,0-72,432-488,,,
Myco,818,312-560,,,,
Myco,819,16-64,136-376,440-504,,
Myco,820,8-32,200-392,,,
Myco,821,128-224,328-424,,,
Myco,822,120-176,384-464,528-552,,
Myco,823,368-440,,,,
Myco,824,40-104,264-536,,,
Myco,825,264-456,,,,
Myco,826,0-24,208-248,352-432,,
Myco,827,120-384,,,,
Myco,828,0-120,504-560,,,
Myco,829,0-88,296-536,,,
Myco,830,312-456,,,,
Myco,831,224-312,392-448,,,
Myco,832,160-240,400-408,,,
Myco,833,24-96,264-512,,,
Myco,834,112-152,272-288,400-552,,
Myco,835,336-440,,,,
Myco,836,136-168,240-296,480-504,,
Myco,837,0-176,232-312,448-520,,
Myco,838,40-176,512-544,,,
Myco,839,192-440,,,,
Myco,840,0-8,344-504,,,
Myco,841,384-544,,,,
