"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31"
"k",-0.193406174508093,0.0789619986316932,0.324781761120408,0.149003986343123,0.223720482920842,-0.231850793629134,-0.0535932602405923,-0.436700553224337,-0.125565827732568,0.224927823861801,0.0529459328995656,-0.388628605030947,-0.251330361180057,0.379611829138447,-0.0754630826254177,-0.02904801095036,0.0913578849861534,-0.192100510782333,0.131862286555729,0.0489673559828692,0.100285383357267,-0.0389075060246356,-0.0106931018165086,-0.0655155983057992,0.100484044840205,0.0153531353690594,-0.0326124950930725,0.055296827387448,0.0186846921097858,0.00940909561305273,-0.0371409333365124
"l",-0.156430634235295,-0.158871529107306,0.235953288108323,-0.106239660422983,-0.0187384683833799,-0.0659198022048943,0.0346653817829444,0.142304030215702,0.222773938080616,0.259294934289994,0.00280978822466249,-0.282819090426563,0.142602138099363,0.163766810504012,0.334097084233698,-0.106238033689104,-0.107581375741921,0.558188141166345,-0.159419031632327,-0.0422212539290396,-0.0889042750811191,0.0512813408613872,-0.0283675576405296,-0.0478957487332738,-0.180843677770292,-0.178780651249713,0.0135762696509019,-0.128577345773207,0.170126849705469,0.119020302643026,-0.0423224465061517
"m",-0.180909118963941,-0.185278567778016,-0.0367587080736402,-0.0715299068072535,0.348130449602232,0.190621792066731,-0.0145425216985217,0.0885640303952138,-0.150282022742245,-0.10331475449018,0.32735521321623,0.249997579501546,0.114560789719303,0.321830836488157,0.0831008822950765,-0.0871938854769423,-0.223971866762064,-0.210643628424861,-0.197615882318213,-0.372014578349963,0.0642917026221323,0.0376688074080842,-0.0916684738523566,0.00906254588050383,0.174997467399254,-0.257971212072597,0.0757038054023367,0.117635204699701,0.151673594580653,-0.0304860981504149,0.00821899797120645
"n",-0.188552031690914,0.156323789604585,-0.067704119984271,-0.201249212308731,0.326828824746674,0.167421250244011,0.0288200655223023,0.193195041162521,0.0970542923234735,0.235958685183177,0.0828131428119477,-0.235240456996164,-0.175880186353488,-0.336020704687664,-0.285954059170207,0.404577400435732,-0.116700615114928,0.109848642891976,0.21590186364287,-0.196462254587923,-0.0149296662582467,0.230630369389724,-0.147033366416104,-0.0269695407714047,0.122944782992851,0.00705214504064982,0.00747909861260834,-0.03342932607697,0.0147368605790745,-0.030141674977393,-0.0348573387856196
"o",-0.176259789994724,0.0331042085817043,-0.133628151696967,0.0742387807433048,-0.454152043060336,0.0902960348999817,0.0813476297584599,0.101161617087433,0.228316069978321,-0.40268871279643,0.313793205587803,-0.394543037944467,-0.413988848587121,0.039157670941762,0.0735214979331189,-0.091304132022677,-0.139388967970575,-0.0955497895227582,-0.0432987293703235,-0.116986917551241,-0.0206987370938583,-0.0168600284961373,-0.00667169290021203,0.000196977976624513,0.102966115019168,-0.00906563018800241,0.0183014035071884,-0.0365302880591118,-0.0198997371439495,-0.0220492958530312,-0.00431331062800703
"p",-0.190272358870546,0.123525747993067,0.132498329580448,-0.296323673911596,0.0903408056709724,0.0393100820339446,-0.152397738708194,-0.0914176919616555,0.0693926467720411,-0.308052400276962,-0.230561470901908,-0.0616811535783328,0.0148221228452088,-0.172157726456732,0.0830054772500804,-0.0154208560314555,0.166268686266168,0.0101447095914213,-0.134887330286232,-0.11677447405321,0.0193933330318384,0.00590183210977691,0.289876658392502,-0.198155897672639,0.0270134768809846,-0.173556318512562,-0.533237529420253,0.329612366105213,0.0166883604996506,0.0139921894846599,0.0250639958924896
"q",-0.191499328958162,0.166470171284122,-0.0740868068989695,-0.229300787770321,0.0137965474557311,-0.0608169431691794,-0.35444801715691,0.233628128294804,0.200731193422398,-0.0366947928128656,0.173009701014785,0.0756517628628574,0.130733478484731,0.174963120245851,-0.197704426207671,-0.312049718619108,0.263615316597808,-0.0932309938907359,0.378223498318942,0.231845892211852,-0.125194419009018,0.0954627998399239,0.126782879755246,-0.104880210164304,-0.064354496119902,-0.216812578055659,0.183873230462416,-0.136060172936129,0.00641240128763998,-0.0287848693539131,-0.0281286313558387
"r",-0.201248163765598,0.216265206171618,-0.151118799498313,-0.0453582918346187,-0.0413642837551244,-0.141450562033821,0.487826838351354,-0.0614541843260293,0.304139003332962,0.157140519430947,-0.0146209602139526,0.0144813418489209,0.299242593006096,-0.0008876394132591,-0.0711258345759339,0.0399265433022987,-0.123133698500946,-0.159144692819287,-0.101328646991996,0.237235801584979,0.12724960634823,-0.14552474612761,0.246797791924467,0.169159539191605,0.309160262577393,-0.112322580976648,-0.0489215850438795,-0.0386951808469546,0.235089385301909,-0.0868664476862867,-0.0414141699736676
"s",-0.192964758690366,0.0904031260868491,0.141108541790174,-0.315051744301946,0.189016282346778,-0.140518690180637,-0.169855906191591,-0.0394846303938766,-0.0408148313986814,-0.345642467658312,-0.268472033390972,-0.127552842070643,0.0733178197257579,-0.117743775676874,-0.0405305457432535,-0.0625865687382657,-0.166426944796539,-0.0451088662454255,-0.272679719367395,0.119293022607418,-0.118988262456593,-0.278043827998283,-0.292606784170854,0.124856436699685,0.11347863710032,0.206301947747814,0.328484916317522,-0.19952860996638,-0.0125080670019063,0.00537681163557258,-0.0304960799658537
"t",-0.183579606176254,-0.198945400175728,-0.126145370749048,0.0043815024762511,-0.126309762522153,0.31341124124857,-0.178983749730124,-0.217266557353596,0.364547698840699,0.189676956815366,-0.388265276922792,0.0422452408531506,0.0163357640392064,0.111360540082167,0.231608512394793,0.18804781620763,-0.0766912672363991,-0.319554580473279,0.201365368461973,-0.0782461225572859,-0.232379741007873,-0.0861368321461837,-0.127794098294515,0.15707785457273,-0.0610461085803023,-0.104910899548441,0.0364592299568574,0.0582931434944709,-0.100092549291958,0.0872953220559149,-0.00980412830636305
"u",-0.178077605910999,0.116662316001001,0.0853765034411124,-0.252975037793557,-0.217699881279729,-0.201212688119147,-0.086758475882435,-0.0885149221441747,0.202682590047752,-0.017180878996364,0.0139944149017317,0.483835338976629,-0.197717099442304,0.242741393718244,0.0154665106002546,0.20944463284766,-0.100179860852757,0.206059050218213,0.0960170181514648,-0.100275693006585,0.460634138256702,0.0131170033389407,-0.135628491283298,-0.0292423432608743,-0.025908778189682,0.223162614218434,-0.05837915424708,-0.0558964752280892,-0.0441382077474258,-0.000481097516363166,-0.00554885307139573
"v",-0.199311021780483,0.156237176609042,0.168794713942575,-0.0310503003041026,-0.125137839339933,0.483367176847993,0.0943714945312816,-0.111431025530979,-0.121564072207846,0.0972097132957137,0.0922455299833699,0.100435955666882,-0.0699878699476539,-0.0723114695515588,0.0641607105602762,-0.04977056911649,0.547801205258648,0.237159871949314,-0.108224508467351,-0.00076138138094908,0.0679928419534609,-0.124402535845214,-0.0119849595620884,0.233909371212473,0.217040954054141,-0.000935933263429889,0.269682267245764,0.106627936676573,-0.0289500019401484,0.0332708277440279,-0.00932273631291938
"w",-0.18622535294982,-0.178671298960748,-0.259848315306439,-0.200395414923064,-0.174541248585697,-0.108406917242084,-0.0706629421442319,-0.154433167683304,-0.213677752835434,0.310604275876021,-0.03017844549188,-0.0849512728727878,0.0541654090412211,-0.318738305906583,0.0192765843355618,-0.424631561386002,-0.115049129239371,-0.0278895224042232,0.140970859768259,-0.344336668385507,0.186529108744884,-0.139826919419905,0.191216133114504,-0.117171958282929,0.0156304906074576,0.194748904552979,0.139811876577534,0.0477519698005838,0.0297309209615981,0.0260812683218844,-0.0230222569282613
"x",-0.18898286722548,0.215206669789449,0.104214192911372,0.163413893964841,-0.191989723766947,0.171926541154035,-0.160538473275277,0.23384461761874,-0.109879225314931,0.227445041888912,-0.144038002287962,-0.0305358739966148,-0.0402766128963876,-0.0969876264531699,-0.153041517145307,-0.118218728189568,-0.197072630581619,-0.217971326559035,-0.304805173065495,0.235536325828049,0.327817574449119,0.094643839799552,-0.207616427989403,-0.0449092009894969,-0.338009550119923,-0.162153310343688,0.015608768426611,0.218448127721649,0.0993998499422782,-0.0631040776610313,-0.0312438501678649
"y",-0.189173453124838,-0.158193901065423,-0.257244871494834,0.124298521826704,0.280073927237346,0.236710919064374,0.0723138313774584,0.0607309815797212,0.0591645485694734,-0.176642979884595,0.00220124927223832,-0.213332509104506,0.240050623955781,0.0542756058331362,0.223267907126135,-0.0407439882186033,0.218354721352313,-0.0505826797981268,0.0828274475657626,0.172895092554529,0.438486046372907,0.0829677797197548,-0.127217150530344,-0.0882359284076992,-0.130143079689924,0.347191831870906,-0.169603677324585,-0.205190491704816,-0.0548396194083813,0.0110708279081726,-0.0168123696874732
"z",-0.16664494614436,-0.0801306727639697,-0.307695627126985,0.315068851490252,0.0612898129798466,-0.215843674359062,-0.213213070854067,0.220452144140379,0.16693602972928,0.2153145455545,-0.0383180271188133,0.108639223911795,-0.140516870548593,0.0468316738820552,-0.167255993184068,-0.0160856638541228,0.283527726054761,0.0902682243499525,-0.337019660129112,-0.0912058629578181,-0.170156760086604,-0.293144044515998,-0.172063492463749,-0.172369500836225,0.228860379448357,0.0984539243626357,-0.205944995633321,-0.00923000841310449,0.0130268707949968,0.0136485252238855,-0.0149570567235723
"aa",-0.192893219780798,0.174729673263158,0.249580168341288,-0.0351206688550834,-0.0952035692078213,0.232314392796218,0.24082531657368,0.00775312986075297,-0.158051623565612,0.119455384343405,0.0965359304721049,0.231114856433259,-0.00761357581478161,-0.0313080691405357,0.0890864783605756,-0.184650841196017,-0.135300969444182,-0.134661795656485,0.101795546460057,0.0616474788996161,-0.400445481306896,-0.031780489500543,-0.157804198592318,-0.320866032027628,0.000503331080742308,0.263075073189618,-0.332275824153104,-0.282856357701624,0.0511924110757729,-0.0227543186834053,-0.00222590767539696
"ab",-0.196567309786262,0.251243542918718,-0.147266697843654,0.182973391998316,0.132216875425935,-0.293721827641968,0.112322621151465,-0.00440085831530003,-0.133037142701984,-0.0940781950882039,-0.028516899296007,0.122878269488873,-0.110215322939019,-0.175105201269141,0.213944750121037,-0.22812626059776,0.0363675316578591,0.057224339156951,0.203673820129628,-0.10772280364935,-0.0559157067110486,0.100180903554002,-0.258736171594774,0.487539709893875,-0.135807437805487,-0.214012788938875,-0.198148898862382,-0.0122508113964395,-0.0313839618156599,0.198208477742051,-0.155500006282517
"ac",-0.186217467020667,0.267739590125856,0.0397243824175859,0.303589423027243,0.0797038455646211,-0.0534826840480735,0.0883460346724323,0.335827514536684,-0.0862625819042854,-0.132961815802859,-0.241619216578906,0.0352555774376549,0.0266841155664963,0.149661487237812,0.198039117154274,0.148554838948348,-0.0743533903472808,0.0404177502219694,0.201331681895953,-0.141376917890764,-0.0923043588984322,-0.0718315267770538,0.30025896592508,-0.188521438861579,-0.0300752880187634,0.258231542931603,0.328166443927511,0.297206964668701,0.0995394030094624,0.112900433436678,-0.0873318724606076
"ad",-0.197850234008419,0.066359667677855,0.162962078929258,0.387220267681927,-0.138957275642496,-0.0663336496045796,-0.366434496660547,-0.281571204094552,0.0715412302580693,-0.10045765664485,0.373056937731167,0.0249478990650188,0.470541405763601,-0.297248033473447,0.016470661046051,0.217246966039349,-0.118378601154506,0.0820593464715945,0.0284124688421955,-0.0385104253392211,-0.0340861579115292,0.0279857293436397,-0.0170157530074201,-0.0283973754757848,0.0562611739217675,0.0251404952797515,0.0102890849433434,0.00996924490277255,-0.0102117238596379,-0.012533560765836,-0.0104973526141425
"ae",-0.162651099603907,-0.165549488453967,0.0888232760902189,0.0172536208950981,-0.226477217489667,0.00609574475956046,0.14531008907536,0.0229332411930377,-0.0422227156204852,-0.127314142544933,-0.181139049697533,-0.0962874253840237,0.291831683529125,0.259359587283813,-0.552174005660409,-0.0647665898157858,0.0983482468343198,0.0642058455047387,-2.39392250301748e-05,-0.275620183865205,-0.137885414994545,0.261558019493287,-0.0658522613256358,0.264074349103611,-0.1034405101321,0.230570042790111,-0.12306165859109,0.0883982224600027,0.0610516177825889,-0.0164936799340283,-0.036113341467729
