"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31"
"k",-0.194231590500019,0.0574562877213556,0.321914195716285,-0.192208617792768,-0.201476350223354,0.254925922470826,0.0165220575941442,0.362195110480782,-0.278843026320902,-0.199347842721101,-0.0605387623664831,-0.300643750062164,0.322617857287173,0.370856562619787,-0.144720172983268,0.034552397543007,-0.10534115533858,0.143354946016588,-0.192164932490892,-0.0476499434797875,-0.1146662051708,0.0461909086550665,-0.00510505158960628,0.0631320361927208,-0.0956943009276117,0.0240460424807229,0.0273162433363168,-0.0582058445335797,-0.0228743068398104,-0.0101314381656507,0.0377882069244103
"l",-0.155571491648041,-0.155654013994285,0.245738164709774,0.0872039623369788,0.0122716686509623,0.0521598000131915,-0.0315967376896446,-0.0153781168769224,0.305335021894257,-0.250037408428313,-0.0327322527037957,-0.312466947744732,-0.0618645309542703,-0.00863786680364597,-0.336239697535123,0.10490195895725,0.140312539126695,-0.485502314076241,0.305148514461775,0.0532213290148252,0.115106982449636,-0.0333941823128779,0.0158237212947612,0.0711877288267341,0.171036942199813,-0.189655634578461,0.000745387710283051,0.131921817399664,-0.163789829321597,-0.123509750031263,0.0362385678634532
"m",-0.181123314791051,-0.180318462909305,-0.0357140854618578,0.0576084238340376,-0.3545622989282,-0.187692246285014,0.0422622093738387,-0.143379521454223,-0.135139742352115,0.115897015489587,-0.299686651584493,0.2170802039102,-0.156632219667172,0.174600860488071,-0.297569280838021,0.0637054611557249,0.186316233028119,0.285953202720649,0.166559057712806,0.361275707269482,-0.0676414287542125,-0.047780970038704,0.0877324887044159,0.0170200293954088,-0.186280540287348,-0.24793959715494,-0.0700479105791086,-0.12291644834547,-0.154469587031414,0.0295366597016339,-0.00548085502969634
"n",-0.19161754932597,0.169329192554361,-0.0453522972660598,0.17566702780988,-0.340656932294103,-0.175950021742785,-0.0196889079817001,-0.119480506792537,0.152236243003878,-0.237959309417792,-0.109153832635638,-0.175280655844926,0.235296929525649,-0.0961091782824773,0.429485718107963,-0.407893360821433,0.0790806178972297,-0.133358212656682,-0.152816936208727,0.22178874615641,0.0189656828659613,-0.2491391533729,0.139765023263604,0.0714172821014118,-0.123124784338156,0.0120851647185758,-0.00574034200563595,0.031182288991265,-0.0153592479390723,0.0279834573380958,0.0342735741632334
"o",-0.174813183895481,0.0326171058856664,-0.140571787011974,-0.0340847610047544,0.460674929361119,-0.106239311021477,-0.071195245365079,-0.0515829481015763,0.202180515875807,0.411318000237251,-0.262361689630557,-0.270031285477896,0.534152085122873,-0.00531658429177342,-0.0839662769868613,0.0899628790162988,0.135036185536726,0.127782376908866,0.0303484075894527,0.118705349134419,0.0150434353451056,0.0122659759957815,0.0122246256517279,-0.000488419989529964,-0.10623082382596,-0.00417830633425563,-0.0131140740557282,0.0379220211774307,0.0201578436610594,0.0219083751778848,0.00397468462944415
"p",-0.191281556757599,0.128497849866462,0.169248754418262,0.26310189853375,-0.108641049966504,-0.0399995480542959,0.132011636963563,0.123055476633067,0.0492010356945549,0.285479289845075,0.253582086762176,-0.0719367563776437,0.00503793107641118,-0.212125359212209,0.0253301223563453,0.0182212742618571,-0.167139623588907,0.0322070442595744,0.128555341443484,0.0774046182673381,-0.01491198142558,0.00253770136001842,-0.324952988917462,0.0919120544632373,-0.0318041773059553,-0.154591256538781,0.528107958335148,-0.36493035829122,-0.0102836655653626,-0.0136871252473982,-0.025060441290445
"q",-0.19191076659573,0.176715448930401,-0.0439516786049963,0.232661387097186,-0.0222876997611962,0.0612757069766327,0.369465917462704,-0.145200346138357,0.228920518744827,0.0965397042597548,-0.19740381935943,0.0341383522295011,-0.15462476438164,0.259186114365817,0.0698764251405501,0.301032679936883,-0.242005679590728,-0.026279299597133,-0.402216201981695,-0.194526606402009,0.135732050560704,-0.0858033259346031,-0.157302824390657,0.0922026589058534,0.0481993848098778,-0.227835251291581,-0.168245780946761,0.152881084976709,-0.00369613062349444,0.0301252778180548,0.0291896795475083
"r",-0.202994612419998,0.224133064638179,-0.146295499579229,0.0590604519798984,0.042525596377739,0.124020941958122,-0.504831165281506,0.116443195165873,0.235458104924348,-0.101869490920053,-0.0526486628216414,-0.0715142612921915,-0.307514256872876,0.0802441288940656,0.0916915435527754,-0.0281365472562852,0.141572600425985,0.143358360690199,0.0317869781846348,-0.24257237374387,-0.152264963844008,0.145828537047471,-0.181707535470208,-0.238895449638069,-0.309351369422739,-0.1012742383399,0.0563764250030964,0.0425277643863641,-0.242018805313768,0.0885432709139103,0.04262130192045
"s",-0.192848505079367,0.0944872893444897,0.179627183117307,0.287645499675026,-0.203701905121512,0.144665786638523,0.160031085938031,0.00315236083286816,-0.0679534011995014,0.324656566622955,0.28895439813513,-0.142578633981111,-0.0360357132204531,-0.0727520136161621,0.117319834205489,0.0459358928172564,0.163542792024774,0.119004248298071,0.259673192391457,-0.133047991353528,0.10424475361931,0.270335372697935,0.314404955104573,-0.0431630851213713,-0.106323546162721,0.203399299854095,-0.321975159164484,0.215357828733432,0.00850743508496278,-0.0063616197446388,0.0314189337695495
"t",-0.183716676463592,-0.195996775942639,-0.122763306078086,0.0106598202969148,0.116461411840383,-0.302442037272681,0.150145116377239,0.403036388428419,0.304387004765067,-0.170776302905036,0.354794346518815,0.0394458152491768,-0.0531659930554272,0.0256501366168171,-0.177800598991507,-0.177545961397734,0.127480837872433,0.263780550622303,-0.286301186159049,0.0331151626365542,0.221277036946503,0.0963275933729975,0.157711874662022,-0.117532493870168,0.059681524458764,-0.114181700569109,-0.0521177686825399,-0.0634176457845842,0.0972666739957716,-0.0898728976312853,0.00775595408282893
"u",-0.176971988181699,0.120138885208017,0.116923160076579,0.255477455596162,0.204079259304443,0.195743825607766,0.0561529059388263,0.151843797990735,0.161732367061891,0.0600542341158072,-0.0108609139743888,0.509517669954351,0.0506450769242029,0.192399375359871,-0.140086853237242,-0.20348940435278,0.0712437782161149,-0.236047113723257,-0.0459188453012921,0.151040316520882,-0.461958442992914,-0.0124496090200642,0.123541861239258,0.0539113360096213,0.0457797535883766,0.228377183869669,0.0516086254395748,0.0496452469408124,0.046775486074839,0.00131891718217539,0.0037914345202856
"v",-0.200689906680681,0.149193656567822,0.175755394533443,0.00128274452387694,0.116239283958773,-0.486274941071307,-0.0831917342815382,0.0825690309954033,-0.131699621097638,-0.108326416863397,-0.0851996823314315,0.11499259239312,0.038970812306524,-0.146168583945505,-0.0528004738798383,0.076249432506466,-0.537749577649616,-0.207162707446128,0.13403095920305,-0.0327243188104491,-0.0556163618784524,0.127060114728979,0.0737327679099364,-0.225593660593913,-0.206397324289103,-0.00480884179562571,-0.287610225800588,-0.0892216168371397,0.0240617563475146,-0.0344365979742852,0.00718792926516557
"w",-0.183121437043041,-0.173028141974624,-0.234142877698657,0.248260450511072,0.162448259412385,0.11001243493332,0.0697514854351076,0.110762836952833,-0.2224265149296,-0.327849077252057,0.0129619267545583,-0.0981807473423066,-0.0472155504668612,-0.253731600349874,0.184263401805996,0.420715727013736,0.10884514708106,0.0113900461794506,-0.101591727590314,0.381980110483821,-0.150725906139005,0.138213505896683,-0.216825570489228,0.068730985722112,-0.0101977444008098,0.190862415165074,-0.136358749944049,-0.0331393310827773,-0.0294878747092348,-0.0256762953413465,0.0244457831853384
"x",-0.189797284975424,0.206100190311949,0.0883887635378306,-0.165507113618727,0.201209336082675,-0.170137765475118,0.186255094815157,-0.223058601211356,-0.0183220062373894,-0.249626392509126,0.1229925305531,-0.0083089317380932,0.023319466146953,0.0422294987978314,0.20085021476896,0.124693104390296,0.188892007829415,0.254999354553951,0.229128034165403,-0.244316525262046,-0.351948148243069,-0.100963395094407,0.170164199870666,0.112150170488825,0.340352473177444,-0.168408459300124,-0.0288102082645538,-0.216468591876346,-0.10405590183966,0.06423599336831,0.0319583505197133
"y",-0.191042183012672,-0.152245990204915,-0.274643685786698,-0.114611077915091,-0.276601200596823,-0.23145124108235,-0.0536668209904723,-0.0381498157916476,0.0790747947994772,0.167365072803444,0.010040195950466,-0.285135108065376,-0.172847481451186,-0.112765381071558,-0.231809426282585,0.069527313753308,-0.181197580092766,-0.00331757351721601,-0.130421257799226,-0.16710501253237,-0.422723232636355,-0.0858779933656514,0.100975999533388,0.1033611008006,0.159083761990526,0.350345300545643,0.163339063038754,0.193134471868418,0.0584025529007143,-0.010169242850667,0.015677287337272
"z",-0.167851113982182,-0.0793681258712221,-0.340808425887361,-0.273308127883873,-0.0409837731177812,0.223150219317104,0.224084896868651,-0.101323490128384,0.260472970223967,-0.20840345323585,0.000557344038267238,0.139512397390144,0.0852323703756399,0.134783238250071,0.10214805935683,0.00910729824848858,-0.315192669827886,0.0218071502443676,0.345874642656038,0.0378789869065303,0.152171744208015,0.290897891718888,0.143897722623993,0.178719599379036,-0.231472322645764,0.117198545724765,0.216334719938442,-0.0129701244161976,-0.00518375422061161,-0.0141359591539068,0.0145146861822339
"aa",-0.193393696000564,0.16962894919701,0.247921846270008,0.002423843094624,0.0930877781234467,-0.232020207145642,-0.215206213672943,-0.0727735556200265,-0.143026965419802,-0.130383915506587,-0.0918295174006282,0.238507049734647,-0.0479582825496936,-0.0659000286311783,-0.0593432843140388,0.184238028047618,0.155964159711739,0.112432065495515,-0.125459755277216,-0.0670862623413258,0.39817251587501,0.0238319029525275,0.0873652239688028,0.32916978889286,-0.0112987729116252,0.282802301690461,0.36135287009789,0.257067813155225,-0.0418149080218973,0.023226994810282,0.0029216855994561
"ab",-0.198846427233488,0.247753968307668,-0.16394331290951,-0.173215850147966,-0.111650573760154,0.302932075059586,-0.104221700606834,-0.0539773932834521,-0.106330187715312,0.0581284960164926,0.0665664160691129,0.134369851442407,0.0837949159989525,-0.262622122393282,-0.080773053410933,0.239578557205927,-0.00440675522521488,-0.106303015148551,-0.179587629991986,0.123578618587692,0.0805992960795725,-0.110763857499692,0.374901675930789,-0.402860756496251,0.152010315186736,-0.224524966389172,0.170596056998603,-0.0131124752578717,0.023437558594791,-0.198493941063976,0.154606635672305
"ac",-0.189296988807718,0.260827353681945,0.00174080752526968,-0.317341647108663,-0.0553726351057034,0.0492717139319057,-0.0632491528189604,-0.343615900669952,0.06273118573614,0.0677293272155213,0.275464423472584,0.0198028444776235,-0.0263933383004479,9.13424205694832e-06,-0.241154567248052,-0.153553357174789,0.079735058892671,-0.0724672645999695,-0.15902454417429,0.162598093932018,0.107787701988462,0.0874315153339222,-0.359592708851448,0.121257874655509,0.0254624018910775,0.246418843360195,-0.34138287220818,-0.257467755333445,-0.100203873660286,-0.111215960478557,0.086101751011292
"ad",-0.198261138195155,0.0433326932916283,0.13155489324501,-0.394582733555236,0.171043578318001,0.0946740770179048,0.33335649495803,0.280512233847907,-0.0705748592762766,0.16205960447577,-0.386006637766848,-0.0947026161776555,-0.424213590131978,-0.279640421588811,0.140221467361473,-0.241027480543645,0.127877398563635,-0.0814384778501559,0.00144719114389927,0.0418031301166304,0.0401624977419153,-0.0368123305264998,0.00770014823477022,0.0275047801332049,-0.0520609050079385,0.0265478675476951,-0.0121109936099182,-0.0123212817968989,0.0125224093865444,0.0117720624446656,0.0112385700025313
"ae",-0.159573252239083,-0.172935885807358,0.0822439893940906,-0.00285338457868575,0.227569063477475,-0.0206563590695256,-0.140778397718653,-0.0907231096131848,-0.0780665973309466,0.14384903036382,0.154346443439866,-0.171377258634235,-0.276731267574107,0.491032804694509,0.265942771626475,0.0199070539666473,-0.181957941373904,-0.021856345618625,0.0593091018769059,0.28608803348538,0.165225466791084,-0.280482887321244,0.121333680231931,-0.240771357697005,0.123082001950581,0.227205240817115,0.0970387938752284,-0.0971524521607709,-0.0633188547922038,0.0159094365335601,0.0360069353707067
