Organism,Seq,Positions,,,
Chlamydia,168,189-273,369-468,566-613,
Chlamydia,169,204-363,,,
Chlamydia,170,291-445,450-506,,
Chlamydia,171,408-474,,,
Chlamydia,172,356-450,,,
Chlamydia,173,379-422,,,
Chlamydia,174,254-467,,,
Chlamydia,175,254-461,,,
Chlamydia,176,138-203,559-611,,
Chlamydia,177,289-545,,,
Chlamydia,178,329-449,507-608,,
Chlamydia,179,342-498,,,
Chlamydia,180,259-349,377-533,,
Chlamydia,181,385-483,,,
Chlamydia,182,,,,
Chlamydia,183,399-475,498-571,,
Chlamydia,184,407-492,559-613,,
Chlamydia,185,458-496,534-613,,
Chlamydia,186,244-319,438-476,,
Chlamydia,187,344-425,,,
Chlamydia,188,339-428,432-511,,
Chlamydia,189,298-374,,,
Chlamydia,190,271-413,,,
Chlamydia,191,227-335,423-491,,
Chlamydia,192,200-249,326-427,,
Chlamydia,193,69-118,271-348,425-545,
Chlamydia,194,383-455,,,
Chlamydia,195,300-533,,,
Chlamydia,196,500-536,,,
Chlamydia,197,169-265,378-448,,
Chlamydia,198,354-391,431-486,495-540,565-613
Chlamydia,199,237-294,307-382,,
Chlamydia,200,371-460,,,
Chlamydia,201,302-509,,,
Chlamydia,202,272-551,,,
Chlamydia,203,204-266,332-478,,
Chlamydia,204,286-324,388-492,,
Chlamydia,205,345-462,,,
Chlamydia,206,,,,
Chlamydia,207,422-488,,,
Chlamydia,208,355-440,447-521,,
Chlamydia,209,376-500,530-599,,
Chlamydia,210,286-472,,,
Chlamydia,211,401-445,,,
Chlamydia,212,364-564,,,
Chlamydia,213,514-613,,,
Chlamydia,214,335-479,,,
Chlamydia,215,297-416,425-473,,
Chlamydia,216,299-359,442-496,,
Chlamydia,217,321-402,,,
Chlamydia,218,304-493,,,
Chlamydia,219,174-265,402-453,,
Chlamydia,220,441-483,,,
Chlamydia,221,177-274,295-456,,
Chlamydia,222,272-452,,,
Chlamydia,223,52-94,206-255,446-485,536-599
Chlamydia,224,230-428,,,
Chlamydia,225,365-556,,,
Chlamydia,226,385-442,,,
Chlamydia,227,289-394,417-491,496-543,
Chlamydia,228,356-428,452-528,557-613,
Chlamydia,229,361-443,,,
Chlamydia,230,364-495,,,
Chlamydia,231,286-476,,,
Chlamydia,232,397-508,519-607,,
Chlamydia,233,148-274,555-613,,
Chlamydia,234,326-471,,,
Chlamydia,235,207-247,259-301,380-475,
Chlamydia,236,404-571,,,
Chlamydia,237,265-307,410-494,,
Chlamydia,238,152-188,363-403,,
Chlamydia,239,,,,
Chlamydia,240,355-438,572-613,,
Chlamydia,241,343-481,,,
Chlamydia,242,,,,
Chlamydia,243,324-456,,,
Chlamydia,244,183-286,400-462,,
Chlamydia,245,218-275,391-449,,
Chlamydia,246,84-178,271-363,459-495,
Chlamydia,247,272-551,,,
Chlamydia,248,269-347,389-433,442-500,
Chlamydia,249,333-381,402-468,488-571,
Chlamydia,250,247-397,,,
Chlamydia,251,413-480,529-613,,
Chlamydia,252,430-508,517-553,,
Chlamydia,253,353-411,552-595,,
Chlamydia,254,317-374,,,
Chlamydia,255,116-156,437-513,525-587,
Chlamydia,256,0-67,349-424,,
Chlamydia,257,0-112,406-469,473-515,
Chlamydia,258,333-460,486-612,,
Chlamydia,259,325-488,550-604,,
Chlamydia,260,230-266,292-348,365-417,
Chlamydia,261,316-492,,,
Chlamydia,262,387-481,,,
Chlamydia,263,225-266,290-492,,
Chlamydia,264,225-282,345-504,,
Chlamydia,265,386-439,,,
Chlamydia,266,221-275,389-428,,
Chlamydia,267,172-369,393-451,,
Chlamydia,268,46-120,523-606,,
Chlamydia,269,162-204,275-317,,
Chlamydia,270,150-209,256-313,,
Chlamydia,271,245-524,,,
Chlamydia,272,202-246,323-481,,
Chlamydia,273,311-379,,,
Chlamydia,274,307-495,,,
Chlamydia,275,,,,
Chlamydia,276,259-298,318-388,,
Chlamydia,277,335-430,447-611,,
Chlamydia,278,290-472,,,
Chlamydia,279,279-347,376-497,502-553,
Chlamydia,280,211-276,345-490,,
Chlamydia,281,303-389,449-555,,
Chlamydia,282,353-613,,,
Chlamydia,283,214-289,439-493,570-613,
Chlamydia,284,357-418,,,
Chlamydia,285,180-216,242-435,,
Chlamydia,286,0-45,369-463,,
Chlamydia,287,320-442,,,
Chlamydia,288,212-491,,,
Chlamydia,289,247-365,389-470,,
Chlamydia,290,270-443,477-549,,
Chlamydia,291,5-79,360-444,,
Chlamydia,292,197-324,,,
Chlamydia,293,286-357,375-423,428-495,
Chlamydia,294,317-418,431-524,,
Chlamydia,295,335-538,,,
Chlamydia,296,372-427,527-588,,
Chlamydia,297,415-546,,,
Chlamydia,298,286-382,415-565,,
Chlamydia,299,323-460,531-585,,
Chlamydia,300,187-264,272-326,372-466,
Chlamydia,301,149-191,,,
Chlamydia,302,162-256,,,
Chlamydia,303,3-78,431-580,,
Chlamydia,304,390-507,569-613,,
Chlamydia,305,390-504,,,
Chlamydia,306,,,,
Chlamydia,307,344-489,,,
Chlamydia,308,392-461,,,
Chlamydia,309,413-495,,,
Chlamydia,310,201-330,419-464,,
Chlamydia,311,60-161,442-537,,
Chlamydia,312,173-233,,,
Chlamydia,313,199-258,265-418,,
Chlamydia,314,335-451,554-610,,
Chlamydia,315,363-567,,,
Chlamydia,316,135-243,295-346,534-574,
Chlamydia,317,7-45,540-601,,
Chlamydia,318,276-314,375-415,,
Chlamydia,319,222-397,,,
Chlamydia,320,311-393,477-590,,
Chlamydia,321,349-491,,,
Chlamydia,322,,,,
Chlamydia,323,296-395,408-497,,
Chlamydia,324,281-347,386-465,,
Chlamydia,325,232-310,,,
Chlamydia,326,349-540,577-613,,
