Organism,Seq,Positions,,
Haloferax_chr,288,233-274,,
Haloferax_chr,289,273-431,,
Haloferax_chr,290,383-463,,
Haloferax_chr,291,252-318,,
Haloferax_chr,292,404-530,,
Haloferax_chr,293,257-331,,
Haloferax_chr,294,395-482,,
Haloferax_chr,295,430-479,,
Haloferax_chr,296,192-319,369-459,
Haloferax_chr,297,62-117,146-334,
Haloferax_chr,298,369-456,,
Haloferax_chr,299,302-450,,
Haloferax_chr,300,266-350,375-477,
Haloferax_chr,301,211-436,,
Haloferax_chr,302,379-480,,
Haloferax_chr,303,,,
Haloferax_chr,304,414-454,,
Haloferax_chr,305,208-338,,
Haloferax_chr,306,420-509,516-587,
Haloferax_chr,307,223-483,,
Haloferax_chr,308,247-347,375-461,
Haloferax_chr,309,398-462,498-566,
Haloferax_chr,310,222-269,363-469,
Haloferax_chr,311,339-498,,
Haloferax_chr,312,289-372,,
Haloferax_chr,313,0-83,,
Haloferax_chr,314,328-429,,
Haloferax_chr,315,,,
Haloferax_chr,316,304-341,,
Haloferax_chr,317,181-311,404-460,
Haloferax_chr,318,370-470,,
Haloferax_chr,319,61-114,,
Haloferax_chr,320,279-374,,
Haloferax_chr,321,283-363,405-464,
Haloferax_chr,322,319-430,442-487,
Haloferax_chr,323,247-324,439-504,
Haloferax_chr,324,0-53,334-383,407-541
Haloferax_chr,325,369-452,,
Haloferax_chr,326,399-455,,
Haloferax_chr,327,418-464,,
Haloferax_chr,328,317-360,423-480,
Haloferax_chr,329,76-116,397-434,
Haloferax_chr,330,232-305,389-430,
Haloferax_chr,331,,,
Haloferax_chr,332,21-98,,
Haloferax_chr,333,,,
Haloferax_chr,334,0-78,377-459,
Haloferax_chr,335,0-77,167-224,
Haloferax_chr,336,377-446,,
Haloferax_chr,337,240-317,377-485,
Haloferax_chr,338,276-332,408-486,
Haloferax_chr,339,295-352,381-461,
Haloferax_chr,340,204-283,306-423,
Haloferax_chr,341,226-297,,
Haloferax_chr,342,199-291,,
Haloferax_chr,343,368-457,,
Haloferax_chr,344,340-432,,
Haloferax_chr,345,19-90,371-424,
Haloferax_chr,346,411-545,,
Haloferax_chr,347,376-492,545-598,
Haloferax_chr,348,370-509,,
Haloferax_chr,349,263-316,,
Haloferax_chr,350,0-47,340-416,
Haloferax_chr,351,0-56,431-541,
Haloferax_chr,352,145-211,259-315,
Haloferax_chr,353,281-560,,
Haloferax_chr,354,347-503,,
Haloferax_chr,355,0-40,389-460,
Haloferax_chr,356,148-234,238-296,
Haloferax_chr,357,395-473,486-573,
Haloferax_chr,358,202-240,408-481,
Haloferax_chr,359,313-451,522-591,
Haloferax_chr,360,,,
Haloferax_chr,361,374-413,,
Haloferax_chr,362,436-488,,
Haloferax_chr,363,383-602,,
Haloferax_chr,364,375-455,,
Haloferax_chr,365,247-368,,
Haloferax_chr,366,348-452,,
Haloferax_chr,367,,,
Haloferax_chr,368,326-381,,
Haloferax_chr,369,,,
Haloferax_chr,370,361-447,,
Haloferax_chr,371,,,
Haloferax_chr,372,376-427,561-613,
Haloferax_chr,373,294-445,,
Haloferax_chr,374,368-433,,
Haloferax_chr,375,163-262,406-442,
Haloferax_chr,376,404-471,502-556,
Haloferax_chr,377,287-335,393-441,
Haloferax_chr,378,191-286,,
Haloferax_chr,379,369-449,,
Haloferax_chr,380,198-253,398-477,
Haloferax_chr,381,359-425,,
Haloferax_chr,382,360-440,,
Haloferax_chr,383,,,
Haloferax_chr,384,105-156,,
Haloferax_chr,385,,,
Haloferax_chr,386,312-369,,
Haloferax_chr,387,372-460,,
Haloferax_chr,388,405-484,541-586,
Haloferax_chr,389,385-459,,
Haloferax_chr,390,269-326,398-483,
Haloferax_chr,391,166-234,572-613,
Haloferax_chr,392,405-463,,
Haloferax_chr,393,384-453,,
Haloferax_chr,394,151-337,,
Haloferax_chr,395,68-110,,
Haloferax_chr,396,,,
Haloferax_chr,397,420-519,,
Haloferax_chr,398,268-338,419-490,
Haloferax_chr,399,246-342,380-525,
Haloferax_chr,400,,,
Haloferax_chr,401,290-447,,
Haloferax_chr,402,352-469,576-613,
Haloferax_chr,403,187-262,340-447,
Haloferax_chr,404,394-452,,
Haloferax_chr,405,,,
Haloferax_chr,406,,,
Haloferax_chr,407,,,
Haloferax_chr,408,43-98,139-194,379-418
Haloferax_chr,409,359-425,439-482,
Haloferax_chr,410,359-573,,
Haloferax_chr,411,0-146,,
Haloferax_chr,412,300-376,398-460,
Haloferax_chr,413,407-485,,
Haloferax_chr,414,367-442,464-552,
Haloferax_chr,415,0-66,356-421,426-476
Haloferax_chr,416,380-426,,
Haloferax_chr,417,375-457,,
Haloferax_chr,418,177-228,404-456,
Haloferax_chr,419,527-588,,
Haloferax_chr,420,185-306,377-414,
Haloferax_chr,421,,,
Haloferax_chr,422,359-418,436-519,
Haloferax_chr,423,132-300,,
Haloferax_chr,424,186-316,,
Haloferax_chr,425,289-450,,
Haloferax_chr,426,383-439,,
Haloferax_chr,427,373-425,,
Haloferax_chr,428,196-335,,
Haloferax_chr,429,412-482,,
Haloferax_chr,430,375-459,,
Haloferax_chr,431,198-293,,
Haloferax_chr,432,404-448,,
Haloferax_chr,433,290-382,,
Haloferax_chr,434,454-586,,
Haloferax_chr,435,,,
Haloferax_chr,436,380-456,,
Haloferax_chr,437,195-359,370-474,
Haloferax_chr,438,264-340,409-456,
Haloferax_chr,439,402-462,,
Haloferax_chr,440,151-380,,
Haloferax_chr,441,0-80,,
Haloferax_chr,442,339-390,,
Haloferax_chr,443,253-373,,
Haloferax_chr,444,0-98,404-471,
Haloferax_chr,445,152-346,,
Haloferax_chr,446,380-461,,
Haloferax_chr,447,,,
Haloferax_chr,448,62-98,,
Haloferax_chr,449,407-506,,
Haloferax_chr,450,335-386,,
Haloferax_chr,451,380-479,555-613,
Haloferax_chr,452,264-346,,
Haloferax_chr,453,21-106,410-469,
Haloferax_chr,454,,,
Haloferax_chr,455,169-448,,
Haloferax_chr,456,239-309,401-475,
Haloferax_chr,457,277-327,331-367,390-457
Haloferax_chr,458,316-423,,
Haloferax_chr,459,357-395,407-495,
Haloferax_chr,460,351-447,,
Haloferax_chr,461,409-504,,
Haloferax_chr,462,277-339,,
Haloferax_chr,463,313-362,,
Haloferax_chr,464,355-477,,
Haloferax_chr,465,252-309,,
Haloferax_chr,466,431-569,,
Haloferax_chr,467,240-282,,
Haloferax_chr,468,369-478,,
Haloferax_chr,469,233-337,358-451,
Haloferax_chr,470,376-417,506-552,
Haloferax_chr,471,127-253,,
Haloferax_chr,472,324-450,,
Haloferax_chr,473,346-426,,
Haloferax_chr,474,,,
Haloferax_chr,475,123-161,190-324,
Haloferax_chr,476,415-609,,
Haloferax_chr,477,,,
Haloferax_chr,478,269-333,345-421,
Haloferax_chr,479,239-307,372-425,454-518
Haloferax_chr,480,,,
Haloferax_chr,481,405-493,,
Haloferax_chr,482,340-379,387-431,
Haloferax_chr,483,384-465,,
Haloferax_chr,484,385-456,,
Haloferax_chr,485,251-362,446-514,
Haloferax_chr,486,289-329,,
Haloferax_chr,487,267-396,,
Haloferax_chr,488,373-458,,
Haloferax_chr,489,313-475,,
Haloferax_chr,490,275-351,,
Haloferax_chr,491,41-91,246-318,
Haloferax_chr,492,258-329,407-467,
Haloferax_chr,493,71-129,410-467,496-601
Haloferax_chr,494,383-454,,
Haloferax_chr,495,412-452,538-613,
Haloferax_chr,496,296-470,,
Haloferax_chr,497,210-262,387-470,
Haloferax_chr,498,241-336,,
Haloferax_chr,499,211-345,,
Haloferax_chr,500,360-412,,
Haloferax_chr,501,239-343,371-462,
Haloferax_chr,502,,,
Haloferax_chr,503,381-446,,
Haloferax_chr,504,,,
Haloferax_chr,505,339-460,,
Haloferax_chr,506,380-505,,
Haloferax_chr,507,0-39,409-470,
Haloferax_chr,508,263-336,,
Haloferax_chr,509,61-127,410-487,
Haloferax_chr,510,,,
Haloferax_chr,511,528-613,,
Haloferax_chr,512,0-51,111-241,346-390
Haloferax_chr,513,390-470,,
Haloferax_chr,514,64-121,238-275,
Haloferax_chr,515,52-116,397-441,
Haloferax_chr,516,192-301,399-452,
Haloferax_chr,517,377-431,,
Haloferax_chr,518,399-456,,
Haloferax_chr,519,275-388,,
Haloferax_chr,520,399-463,,
Haloferax_chr,521,243-358,,
Haloferax_chr,522,177-318,381-456,
Haloferax_chr,523,162-282,,
Haloferax_chr,524,371-591,,
Haloferax_chr,525,0-40,470-509,
Haloferax_chr,526,,,
Haloferax_chr,527,369-516,,
Haloferax_chr,528,,,
Haloferax_chr,529,17-79,408-465,471-516
Haloferax_chr,530,31-94,383-482,
Haloferax_chr,531,43-114,395-453,
Haloferax_chr,532,399-458,533-576,
Haloferax_chr,533,383-451,,
Haloferax_chr,534,252-346,,
Haloferax_chr,535,359-465,,
Haloferax_chr,536,226-354,468-505,
Haloferax_chr,537,,,
Haloferax_chr,538,334-501,,
Haloferax_chr,539,525-582,,
Haloferax_chr,540,,,
Haloferax_chr,541,304-363,372-456,
Haloferax_chr,542,,,
Haloferax_chr,543,400-457,542-585,
Haloferax_chr,544,176-233,,
Haloferax_chr,545,384-484,,
Haloferax_chr,546,437-545,,
Haloferax_chr,547,388-500,,
Haloferax_chr,548,434-473,,
Haloferax_chr,549,227-307,,
Haloferax_chr,550,377-429,,
Haloferax_chr,551,333-509,525-568,
Haloferax_chr,552,163-251,369-442,
Haloferax_chr,553,401-464,,
Haloferax_chr,554,,,
Haloferax_chr,555,,,
Haloferax_chr,556,369-459,529-579,
Haloferax_chr,557,352-463,,
Haloferax_chr,558,418-518,,
Haloferax_chr,559,398-463,,
Haloferax_chr,560,267-358,,
Haloferax_chr,561,0-45,417-462,
Haloferax_chr,562,350-423,545-591,
Haloferax_chr,563,0-58,415-466,551-588
Haloferax_chr,564,217-304,386-436,
Haloferax_chr,565,230-446,,
Haloferax_chr,566,280-353,391-446,
Haloferax_chr,567,249-333,357-434,
Haloferax_chr,568,328-394,,
Haloferax_chr,569,,,
Haloferax_chr,570,296-384,,
Haloferax_chr,571,,,
Haloferax_chr,572,271-320,376-539,
Haloferax_chr,573,202-298,404-457,
Haloferax_chr,574,299-335,,
Haloferax_chr,575,385-471,,
Haloferax_chr,576,362-429,,
Haloferax_chr,577,405-462,,
Haloferax_chr,578,,,
Haloferax_chr,579,167-263,,
Haloferax_chr,580,297-468,,
Haloferax_chr,581,415-478,,
Haloferax_chr,582,285-335,393-465,
Haloferax_chr,583,55-107,270-334,434-497
Haloferax_chr,584,411-498,,
Haloferax_chr,585,278-366,381-469,
Haloferax_chr,586,409-452,,
Haloferax_chr,587,334-371,377-442,
Haloferax_chr,588,6-66,366-489,
Haloferax_chr,589,401-452,,
Haloferax_chr,590,,,
Haloferax_chr,591,238-281,426-517,
Haloferax_chr,592,435-532,567-613,
Haloferax_chr,593,267-370,,
Haloferax_chr,594,407-450,,
Haloferax_chr,595,458-535,564-613,
Haloferax_chr,596,381-451,,
Haloferax_chr,597,0-123,404-458,
Haloferax_chr,598,387-433,,
Haloferax_chr,599,425-469,,
Haloferax_chr,600,372-497,,
Haloferax_chr,601,165-242,,
Haloferax_chr,602,145-399,,
Haloferax_chr,603,400-460,,
Haloferax_chr,604,,,
Haloferax_chr,605,,,
Haloferax_chr,606,69-110,,
Haloferax_chr,607,,,
Haloferax_chr,608,428-524,535-571,
Haloferax_chr,609,374-531,,
Haloferax_chr,610,311-348,406-463,
Haloferax_chr,611,402-491,564-613,
Haloferax_chr,612,372-490,,
Haloferax_chr,613,,,
Haloferax_chr,614,223-325,371-470,
Haloferax_chr,615,355-425,,
Haloferax_chr,616,404-524,,
Haloferax_chr,617,397-461,,
Haloferax_chr,618,329-481,,
Haloferax_chr,619,90-134,310-359,
Haloferax_chr,620,400-484,,
Haloferax_chr,621,,,
Haloferax_chr,622,343-486,,
Haloferax_chr,623,360-431,,
Haloferax_chr,624,5-44,325-415,
Haloferax_chr,625,306-355,360-462,
Haloferax_chr,626,368-461,,
Haloferax_chr,627,265-312,343-490,
Haloferax_chr,628,361-442,,
Haloferax_chr,629,399-471,,
Haloferax_chr,630,374-472,,
Haloferax_chr,631,405-472,,
Haloferax_chr,632,377-465,,
Haloferax_chr,633,184-269,327-457,
Haloferax_chr,634,414-493,,
Haloferax_chr,635,0-74,222-258,
Haloferax_chr,636,240-294,390-465,
Haloferax_chr,637,334-458,,
Haloferax_chr,638,19-81,402-460,
Haloferax_chr,639,0-70,226-263,385-436
Haloferax_chr,640,545-613,,
Haloferax_chr,641,277-313,394-438,
Haloferax_chr,642,396-446,556-613,
Haloferax_chr,643,373-505,,
Haloferax_chr,644,324-385,,
Haloferax_chr,645,263-324,333-458,
Haloferax_chr,646,185-274,378-419,
Haloferax_chr,647,29-70,,
Haloferax_chr,648,391-466,,
Haloferax_chr,649,366-451,461-533,
Haloferax_chr,650,397-479,,
Haloferax_chr,651,224-393,,
Haloferax_chr,652,189-229,253-309,405-468
Haloferax_chr,653,,,
Haloferax_chr,654,0-48,418-458,
Haloferax_chr,655,397-451,519-560,
Haloferax_chr,656,274-316,346-493,
Haloferax_chr,657,232-284,375-474,
Haloferax_chr,658,403-475,,
Haloferax_chr,659,,,
Haloferax_chr,660,409-468,,
Haloferax_chr,661,406-466,,
Haloferax_chr,662,230-276,,
Haloferax_chr,663,0-67,130-189,
Haloferax_chr,664,19-93,147-191,474-609
Haloferax_chr,665,41-83,,
Haloferax_chr,666,88-126,214-253,423-459
Haloferax_chr,667,339-393,528-612,
Haloferax_chr,668,174-244,383-451,
Haloferax_chr,669,362-473,,
Haloferax_chr,670,156-418,,
Haloferax_chr,671,356-448,,
Haloferax_chr,672,402-495,533-613,
Haloferax_chr,673,316-373,,
Haloferax_chr,674,176-217,,
Haloferax_chr,675,173-260,268-306,377-445
Haloferax_chr,676,11-97,400-486,498-613
Haloferax_chr,677,391-434,,
Haloferax_chr,678,355-394,401-441,
Haloferax_chr,679,,,
Haloferax_chr,680,,,
Haloferax_chr,681,177-243,,
Haloferax_chr,682,254-344,387-518,
Haloferax_chr,683,559-613,,
Haloferax_chr,684,46-106,387-513,
Haloferax_chr,685,,,
Haloferax_chr,686,,,
Haloferax_chr,687,408-465,,
Haloferax_chr,688,402-467,,
Haloferax_chr,689,387-490,,
Haloferax_chr,690,311-375,,
Haloferax_chr,691,45-124,253-293,406-532
Haloferax_chr,692,205-279,412-478,
Haloferax_chr,693,321-365,387-450,
Haloferax_chr,694,366-516,566-613,
Haloferax_chr,695,449-490,576-613,
Haloferax_chr,696,362-464,,
Haloferax_chr,697,154-433,,
Haloferax_chr,698,413-482,,
Haloferax_chr,699,266-414,,
Haloferax_chr,700,360-466,,
Haloferax_chr,701,,,
Haloferax_chr,702,396-483,,
Haloferax_chr,703,374-494,,
Haloferax_chr,704,231-294,379-418,
Haloferax_chr,705,311-487,,
Haloferax_chr,706,245-281,,
Haloferax_chr,707,267-457,,
Haloferax_chr,708,297-402,,
Haloferax_chr,709,235-311,395-436,
Haloferax_chr,710,378-450,,
Haloferax_chr,711,358-481,,
Haloferax_chr,712,279-430,,
Haloferax_chr,713,332-433,,
Haloferax_chr,714,387-452,469-526,
Haloferax_chr,715,,,
Haloferax_chr,716,276-358,,
Haloferax_chr,717,334-463,,
Haloferax_chr,718,281-317,,
Haloferax_chr,719,275-341,,
Haloferax_chr,720,242-307,,
Haloferax_chr,721,451-503,,
Haloferax_chr,722,0-70,532-613,
Haloferax_chr,723,421-459,,
Haloferax_chr,724,415-456,,
Haloferax_chr,725,13-61,567-613,
Haloferax_chr,726,,,
Haloferax_chr,727,308-411,,
Haloferax_chr,728,238-329,,
Haloferax_chr,729,305-472,,
Haloferax_chr,730,397-483,,
Haloferax_chr,731,306-469,,
Haloferax_chr,732,393-446,,
Haloferax_chr,733,0-36,,
Haloferax_chr,734,448-530,,
Haloferax_chr,735,188-290,,
Haloferax_chr,736,361-468,,
Haloferax_chr,737,420-461,,
Haloferax_chr,738,188-277,396-467,
Haloferax_chr,739,354-473,,
Haloferax_chr,740,259-336,,
Haloferax_chr,741,22-103,527-567,
Haloferax_chr,742,252-355,,
Haloferax_chr,743,386-464,,
Haloferax_chr,744,53-174,,
Haloferax_chr,745,325-447,552-590,
Haloferax_chr,746,540-613,,
Haloferax_chr,747,444-551,,
Haloferax_chr,748,417-480,,
Haloferax_chr,749,,,
Haloferax_chr,750,363-453,,
Haloferax_chr,751,352-454,562-613,
Haloferax_chr,752,267-348,,
Haloferax_chr,753,285-394,482-541,
Haloferax_chr,754,0-108,135-213,
Haloferax_chr,755,315-449,,
Haloferax_chr,756,263-418,,
Haloferax_chr,757,377-452,,
Haloferax_chr,758,,,
Haloferax_chr,759,408-472,,
Haloferax_chr,760,219-297,373-464,
Haloferax_chr,761,297-355,378-470,522-576
Haloferax_chr,762,297-524,,
Haloferax_chr,763,363-473,,
Haloferax_chr,764,297-456,466-551,
Haloferax_chr,765,191-272,278-344,397-449
Haloferax_chr,766,385-452,567-613,
Haloferax_chr,767,305-461,474-555,
Haloferax_chr,768,417-488,,
Haloferax_chr,769,408-471,475-608,
Haloferax_chr,770,297-335,400-485,
Haloferax_chr,771,373-543,,
Haloferax_chr,772,262-298,379-483,
Haloferax_chr,773,352-470,,
Haloferax_chr,774,255-337,446-487,
Haloferax_chr,775,39-102,383-424,
Haloferax_chr,776,337-464,,
Haloferax_chr,777,378-441,,
Haloferax_chr,778,438-478,,
Haloferax_chr,779,400-499,,
Haloferax_chr,780,267-333,,
Haloferax_chr,781,410-485,,
Haloferax_chr,782,486-524,569-613,
Haloferax_chr,783,26-108,389-449,
