Organism,Seq,Positions,,,
Synecho,74,0-55,358-428,,
Synecho,75,,,,
Synecho,76,80-158,219-359,439-498,
Synecho,77,,,,
Synecho,78,,,,
Synecho,79,356-402,572-613,,
Synecho,80,,,,
Synecho,81,393-465,,,
Synecho,82,,,,
Synecho,83,320-379,,,
Synecho,84,,,,
Synecho,85,0-89,,,
Synecho,86,0-143,,,
Synecho,87,239-356,,,
Synecho,88,431-567,575-613,,
Synecho,89,450-499,,,
Synecho,90,422-477,,,
Synecho,91,26-96,150-261,377-416,
Synecho,92,338-392,,,
Synecho,93,433-505,521-558,,
Synecho,94,397-456,460-497,,
Synecho,95,,,,
Synecho,96,362-466,,,
Synecho,97,,,,
Synecho,98,160-213,237-301,332-394,
Synecho,99,343-404,,,
Synecho,100,,,,
Synecho,101,,,,
Synecho,102,382-431,,,
Synecho,103,,,,
Synecho,104,89-136,179-253,306-358,
Synecho,105,277-376,,,
Synecho,106,24-94,,,
Synecho,107,341-507,,,
Synecho,108,501-565,,,
Synecho,109,487-523,,,
Synecho,110,,,,
Synecho,111,411-455,,,
Synecho,112,23-59,133-209,360-412,
Synecho,113,342-511,,,
Synecho,114,427-531,,,
Synecho,115,,,,
Synecho,116,,,,
Synecho,117,38-104,,,
Synecho,118,67-105,268-346,,
Synecho,119,0-78,87-132,138-206,
Synecho,120,297-345,,,
Synecho,121,450-491,,,
Synecho,122,323-465,,,
Synecho,123,0-58,175-222,339-454,
Synecho,124,127-172,305-406,,
Synecho,125,239-287,425-466,,
Synecho,126,260-364,424-476,,
Synecho,127,340-385,445-500,,
Synecho,128,352-392,,,
Synecho,129,302-390,,,
Synecho,130,343-498,531-613,,
Synecho,131,,,,
Synecho,132,83-137,230-350,418-509,
Synecho,133,0-143,,,
Synecho,134,344-436,523-564,,
Synecho,135,344-386,,,
Synecho,136,302-369,418-471,,
Synecho,137,356-412,,,
Synecho,138,53-136,426-470,,
Synecho,139,398-454,,,
Synecho,140,15-81,394-464,,
Synecho,141,384-484,,,
Synecho,142,,,,
Synecho,143,212-342,,,
Synecho,144,79-151,284-358,464-521,
Synecho,145,,,,
Synecho,146,392-586,,,
Synecho,147,0-183,,,
Synecho,148,297-351,,,
Synecho,149,335-371,554-597,,
Synecho,150,191-256,260-370,,
Synecho,151,,,,
Synecho,152,82-127,,,
Synecho,153,408-549,,,
Synecho,154,0-45,49-128,,
Synecho,155,,,,
Synecho,158,338-374,469-536,,
Synecho,159,564-613,,,
Synecho,160,303-348,,,
Synecho,161,,,,
Synecho,162,209-269,426-463,,
Synecho,163,455-500,,,
Synecho,164,464-609,,,
Synecho,165,328-425,486-557,,
Synecho,166,233-321,,,
Synecho,167,201-258,,,
Synecho,168,311-401,429-504,,
Synecho,169,322-364,423-499,,
Synecho,170,,,,
Synecho,171,93-137,196-260,,
Synecho,172,422-526,,,
Synecho,173,10-51,386-481,,
Synecho,174,,,,
Synecho,175,364-405,,,
Synecho,176,356-519,,,
Synecho,177,0-49,350-387,524-581,
Synecho,178,,,,
Synecho,179,0-115,144-189,470-526,
Synecho,180,250-296,431-471,,
Synecho,181,442-486,,,
Synecho,182,242-294,441-483,,
Synecho,183,157-210,,,
Synecho,184,,,,
Synecho,185,569-605,,,
Synecho,186,387-477,,,
Synecho,187,407-447,,,
Synecho,188,523-562,,,
Synecho,189,353-466,,,
Synecho,190,,,,
Synecho,191,391-466,,,
Synecho,192,259-312,,,
Synecho,193,327-526,,,
Synecho,194,33-88,369-467,,
Synecho,195,391-457,,,
Synecho,196,17-80,216-252,361-495,
Synecho,197,226-299,,,
Synecho,198,525-596,,,
Synecho,199,283-345,418-462,,
Synecho,200,,,,
Synecho,201,338-394,398-448,,
Synecho,202,,,,
Synecho,203,5-84,365-456,,
Synecho,204,201-298,302-338,,
Synecho,205,,,,
Synecho,206,,,,
Synecho,207,334-406,413-449,,
Synecho,208,,,,
Synecho,209,55-101,249-320,,
Synecho,210,341-387,463-542,,
Synecho,211,,,,
Synecho,212,334-437,,,
Synecho,213,163-256,280-369,405-442,
Synecho,214,192-238,262-433,,
Synecho,215,,,,
Synecho,216,392-434,,,
Synecho,217,325-435,,,
Synecho,218,12-48,67-115,,
Synecho,219,455-517,,,
Synecho,220,345-454,528-578,,
Synecho,221,381-425,,,
Synecho,222,402-544,,,
Synecho,223,0-81,,,
Synecho,224,,,,
Synecho,225,,,,
Synecho,226,324-367,512-575,,
Synecho,227,0-56,389-432,,
Synecho,228,246-332,412-464,,
Synecho,229,,,,
Synecho,230,,,,
Synecho,231,486-536,,,
Synecho,232,205-247,271-359,,
Synecho,233,482-558,,,
Synecho,234,312-351,,,
Synecho,235,159-216,548-586,,
Synecho,236,109-193,302-365,,
Synecho,237,194-310,,,
Synecho,238,233-344,,,
Synecho,239,275-439,,,
Synecho,240,214-378,406-461,,
Synecho,241,341-518,,,
Synecho,242,412-504,,,
Synecho,243,411-463,,,
Synecho,244,,,,
Synecho,245,289-357,380-436,,
Synecho,246,,,,
Synecho,247,563-609,,,
Synecho,248,308-382,,,
Synecho,249,440-567,,,
Synecho,250,,,,
Synecho,251,173-225,304-372,381-446,
Synecho,252,,,,
Synecho,253,340-430,,,
Synecho,254,,,,
Synecho,255,254-351,,,
Synecho,256,3-102,383-488,,
Synecho,257,173-321,,,
Synecho,258,94-215,,,
Synecho,259,326-403,,,
Synecho,260,234-284,399-464,,
Synecho,261,407-464,572-609,,
Synecho,262,286-327,445-515,,
Synecho,263,40-132,,,
Synecho,264,14-55,336-415,,
Synecho,265,423-492,,,
Synecho,266,363-505,,,
Synecho,267,408-476,,,
Synecho,268,226-376,,,
Synecho,269,530-578,,,
Synecho,270,,,,
Synecho,271,230-338,407-470,,
Synecho,272,167-265,346-429,,
Synecho,273,76-134,240-284,288-327,421-478
Synecho,274,255-316,,,
Synecho,275,561-613,,,
Synecho,276,353-393,484-542,,
Synecho,277,199-235,307-399,433-478,
Synecho,278,195-251,262-349,403-474,
Synecho,279,561-611,,,
Synecho,280,266-316,,,
Synecho,281,,,,
Synecho,282,61-123,262-325,,
Synecho,283,457-541,,,
Synecho,284,0-48,189-256,,
Synecho,285,,,,
Synecho,286,215-261,290-349,354-493,
Synecho,287,,,,
Synecho,288,152-208,348-424,522-559,
Synecho,289,449-497,,,
Synecho,290,126-174,342-405,476-523,
Synecho,291,246-294,310-400,,
Synecho,292,7-76,175-231,,
Synecho,293,136-199,337-392,480-554,
Synecho,294,413-458,,,
Synecho,295,247-526,,,
Synecho,296,268-348,,,
