Organism,Seq,Positions,,,
Strepto,570,382-454,,,
Strepto,571,387-521,,,
Strepto,572,371-440,,,
Strepto,573,556-603,,,
Strepto,574,398-509,,,
Strepto,575,47-146,459-515,570-613,
Strepto,576,378-450,,,
Strepto,577,,,,
Strepto,578,406-444,,,
Strepto,579,,,,
Strepto,580,,,,
Strepto,581,371-464,,,
Strepto,582,,,,
Strepto,583,178-253,321-382,,
Strepto,584,333-435,447-577,,
Strepto,585,390-517,,,
Strepto,586,513-613,,,
Strepto,587,316-459,,,
Strepto,588,488-572,,,
Strepto,589,189-248,,,
Strepto,590,489-570,,,
Strepto,591,251-398,,,
Strepto,592,412-497,,,
Strepto,593,,,,
Strepto,594,404-449,459-613,,
Strepto,595,409-467,,,
Strepto,596,407-446,,,
Strepto,597,458-517,,,
Strepto,598,412-563,,,
Strepto,599,413-499,,,
Strepto,600,331-451,,,
Strepto,601,383-458,,,
Strepto,602,130-193,271-362,,
Strepto,603,384-470,,,
Strepto,604,423-485,,,
Strepto,605,49-105,403-453,,
Strepto,606,351-466,,,
Strepto,607,387-435,,,
Strepto,608,10-58,,,
Strepto,609,292-431,,,
Strepto,610,448-564,,,
Strepto,611,,,,
Strepto,612,446-589,,,
Strepto,613,405-536,,,
Strepto,614,497-536,,,
Strepto,615,414-498,561-613,,
Strepto,616,348-590,,,
Strepto,617,,,,
Strepto,618,,,,
Strepto,619,393-480,,,
Strepto,620,353-454,,,
Strepto,621,112-155,,,
Strepto,622,336-484,,,
Strepto,623,,,,
Strepto,624,384-420,,,
Strepto,625,354-449,,,
Strepto,626,388-473,,,
Strepto,627,389-458,,,
Strepto,628,368-433,,,
Strepto,629,395-548,,,
Strepto,630,354-445,,,
Strepto,631,62-138,,,
Strepto,632,369-418,,,
Strepto,633,246-316,,,
Strepto,634,,,,
Strepto,635,,,,
Strepto,636,308-468,,,
Strepto,637,,,,
Strepto,638,426-466,,,
Strepto,639,,,,
Strepto,640,94-201,243-347,,
Strepto,641,236-292,,,
Strepto,642,542-613,,,
Strepto,643,366-420,,,
Strepto,644,365-475,561-602,,
Strepto,645,,,,
Strepto,646,288-356,450-567,,
Strepto,647,364-450,,,
Strepto,648,0-44,511-564,,
Strepto,649,156-203,529-613,,
Strepto,650,396-437,,,
Strepto,651,,,,
Strepto,652,267-345,435-486,,
Strepto,653,441-490,,,
Strepto,654,171-444,,,
Strepto,655,26-72,466-530,558-613,
Strepto,656,276-362,,,
Strepto,657,409-446,,,
Strepto,658,572-613,,,
Strepto,659,306-365,,,
Strepto,660,386-450,,,
Strepto,661,,,,
Strepto,662,418-606,,,
Strepto,663,62-139,,,
Strepto,664,371-613,,,
Strepto,665,4-67,356-440,,
Strepto,666,406-454,,,
Strepto,667,285-327,388-457,464-532,
Strepto,668,419-457,467-544,,
Strepto,669,241-290,403-516,,
Strepto,670,287-340,399-435,,
Strepto,671,408-469,,,
Strepto,672,211-272,388-458,,
Strepto,673,393-443,499-547,553-613,
Strepto,674,442-484,,,
Strepto,675,361-507,,,
Strepto,676,504-570,,,
Strepto,677,,,,
Strepto,678,,,,
Strepto,679,,,,
Strepto,680,347-397,,,
Strepto,681,337-373,388-440,560-597,
Strepto,682,443-500,570-613,,
Strepto,683,18-65,430-489,,
Strepto,684,408-457,,,
Strepto,685,293-366,,,
Strepto,686,,,,
Strepto,687,,,,
Strepto,688,464-535,542-613,,
Strepto,689,84-120,279-331,,
Strepto,690,329-439,,,
Strepto,691,,,,
Strepto,692,363-434,,,
Strepto,693,,,,
Strepto,694,198-262,353-450,,
Strepto,695,280-333,,,
Strepto,696,226-300,,,
Strepto,697,,,,
Strepto,698,387-450,,,
Strepto,699,244-306,,,
Strepto,700,356-442,,,
Strepto,701,447-496,,,
Strepto,702,158-203,505-544,,
Strepto,703,479-518,,,
Strepto,704,131-179,339-407,,
Strepto,705,,,,
Strepto,706,396-439,,,
Strepto,707,424-511,,,
Strepto,708,,,,
Strepto,709,,,,
Strepto,710,,,,
Strepto,711,328-433,,,
Strepto,712,489-529,,,
Strepto,713,354-447,,,
Strepto,714,439-525,575-613,,
Strepto,715,235-289,367-461,,
Strepto,716,500-613,,,
Strepto,717,379-441,,,
Strepto,718,380-478,,,
Strepto,719,,,,
Strepto,720,,,,
Strepto,721,248-291,355-401,470-520,
Strepto,722,425-467,,,
Strepto,723,420-460,575-613,,
Strepto,724,424-473,,,
Strepto,725,160-210,315-396,,
Strepto,726,348-487,,,
Strepto,727,393-432,441-520,,
Strepto,728,267-338,,,
Strepto,729,,,,
Strepto,730,394-449,,,
Strepto,731,,,,
Strepto,732,,,,
Strepto,733,258-308,,,
Strepto,734,238-287,320-461,,
Strepto,735,77-190,500-586,,
Strepto,736,260-297,,,
Strepto,737,,,,
Strepto,738,302-349,408-465,,
Strepto,739,,,,
Strepto,740,351-409,,,
Strepto,741,347-524,,,
Strepto,742,295-404,412-464,477-518,
Strepto,743,563-613,,,
Strepto,744,414-472,484-525,,
Strepto,745,,,,
Strepto,746,276-370,430-472,,
Strepto,747,499-577,,,
Strepto,748,162-205,,,
Strepto,749,289-328,419-484,,
Strepto,750,347-421,429-490,,
Strepto,751,288-429,486-540,,
Strepto,752,420-496,,,
Strepto,753,349-484,,,
Strepto,754,369-458,525-592,,
Strepto,755,375-412,468-533,,
Strepto,756,,,,
Strepto,757,,,,
Strepto,758,331-435,,,
Strepto,759,420-489,,,
Strepto,760,,,,
Strepto,761,507-613,,,
Strepto,762,,,,
Strepto,763,257-380,427-516,,
Strepto,764,249-352,367-458,,
Strepto,765,423-479,,,
Strepto,766,453-501,,,
Strepto,767,48-93,,,
Strepto,768,321-379,433-502,,
Strepto,769,388-441,,,
Strepto,770,314-386,,,
Strepto,771,414-465,,,
Strepto,772,152-221,327-413,,
Strepto,773,399-464,,,
Strepto,774,240-276,,,
Strepto,775,175-271,358-402,407-452,
Strepto,776,407-570,,,
Strepto,777,,,,
Strepto,778,,,,
Strepto,779,97-137,,,
Strepto,780,365-415,,,
Strepto,781,398-440,489-555,,
Strepto,782,150-210,,,
Strepto,783,39-87,,,
Strepto,784,535-613,,,
Strepto,785,256-299,,,
Strepto,786,241-332,,,
Strepto,787,421-507,512-589,,
Strepto,788,,,,
Strepto,789,366-484,,,
Strepto,790,389-481,,,
Strepto,791,397-453,,,
Strepto,792,370-502,,,
Strepto,793,,,,
Strepto,794,467-542,,,
Strepto,795,372-478,,,
Strepto,796,190-226,,,
Strepto,797,,,,
Strepto,798,,,,
Strepto,799,,,,
Strepto,800,428-468,,,
Strepto,801,,,,
Strepto,802,,,,
Strepto,803,63-147,428-509,,
Strepto,804,401-468,,,
Strepto,805,373-453,498-559,,
Strepto,806,206-258,395-439,,
Strepto,807,544-613,,,
Strepto,808,314-482,,,
Strepto,809,337-438,,,
Strepto,810,,,,
Strepto,811,374-548,,,
Strepto,812,339-404,,,
Strepto,813,337-392,398-474,556-608,
Strepto,814,365-486,,,
Strepto,815,194-236,,,
Strepto,816,140-191,,,
Strepto,817,205-262,425-475,,
Strepto,818,374-420,426-471,,
Strepto,819,305-354,416-462,,
Strepto,820,,,,
Strepto,821,119-178,186-230,,
Strepto,822,334-388,407-483,,
Strepto,823,,,,
Strepto,824,159-216,,,
Strepto,825,240-320,380-428,,
Strepto,826,,,,
Strepto,827,330-459,,,
Strepto,828,344-453,,,
Strepto,829,,,,
Strepto,830,225-266,,,
Strepto,831,315-462,,,
Strepto,832,374-516,,,
Strepto,833,0-48,,,
Strepto,834,,,,
Strepto,835,10-138,,,
Strepto,836,,,,
Strepto,837,454-490,,,
Strepto,838,380-470,,,
Strepto,839,17-118,477-520,,
Strepto,840,386-459,,,
Strepto,841,368-469,549-613,,
Strepto,842,7-48,182-245,,
Strepto,843,355-412,,,
Strepto,844,,,,
Strepto,845,429-485,,,
Strepto,846,,,,
Strepto,847,447-500,,,
Strepto,848,,,,
Strepto,849,363-423,,,
Strepto,850,109-146,427-479,,
Strepto,851,,,,
Strepto,852,101-144,483-603,,
Strepto,853,,,,
Strepto,854,211-264,441-490,,
Strepto,855,178-239,329-443,,
Strepto,856,352-472,,,
Strepto,857,339-398,407-476,,
Strepto,858,335-508,,,
Strepto,859,,,,
Strepto,860,183-239,,,
Strepto,861,,,,
Strepto,862,361-440,,,
Strepto,863,536-613,,,
Strepto,864,515-552,,,
Strepto,865,450-497,,,
Strepto,866,355-477,,,
Strepto,867,234-345,426-463,,
Strepto,868,,,,
Strepto,869,526-572,,,
Strepto,870,397-457,,,
Strepto,871,419-465,,,
Strepto,872,402-504,,,
Strepto,873,309-401,411-460,,
Strepto,874,72-136,,,
Strepto,875,418-475,,,
Strepto,876,,,,
Strepto,877,419-463,535-584,,
Strepto,878,92-219,,,
Strepto,879,,,,
Strepto,880,102-168,,,
Strepto,881,254-303,,,
Strepto,882,426-487,,,
Strepto,883,306-368,,,
Strepto,884,97-171,286-352,452-495,
Strepto,885,,,,
Strepto,886,547-584,,,
Strepto,887,306-357,,,
Strepto,888,259-338,,,
Strepto,889,,,,
Strepto,890,358-548,,,
Strepto,891,357-448,452-502,,
Strepto,892,80-147,,,
Strepto,893,209-269,425-488,,
Strepto,894,260-309,,,
Strepto,895,255-322,328-393,,
Strepto,896,427-468,,,
Strepto,897,420-528,,,
Strepto,898,335-452,467-598,,
Strepto,899,412-468,,,
Strepto,900,267-317,362-435,,
Strepto,901,225-272,,,
Strepto,902,446-518,537-581,,
Strepto,903,423-496,,,
Strepto,904,516-599,,,
Strepto,905,513-558,,,
Strepto,906,27-64,,,
Strepto,907,56-122,249-295,,
Strepto,908,296-383,,,
Strepto,909,412-468,,,
Strepto,910,261-322,,,
Strepto,911,,,,
Strepto,912,563-613,,,
Strepto,913,321-379,383-440,,
Strepto,914,130-167,291-352,,
Strepto,915,377-462,,,
Strepto,916,0-57,392-471,,
Strepto,917,,,,
Strepto,918,380-425,,,
Strepto,919,361-506,,,
Strepto,920,418-464,561-613,,
Strepto,921,,,,
Strepto,922,374-473,,,
Strepto,923,,,,
Strepto,924,309-355,400-447,,
Strepto,925,457-613,,,
Strepto,926,390-521,,,
Strepto,927,,,,
Strepto,928,,,,
Strepto,929,,,,
Strepto,930,341-401,,,
Strepto,931,221-273,391-458,,
Strepto,932,305-342,,,
Strepto,933,394-446,,,
Strepto,934,,,,
Strepto,935,,,,
Strepto,936,400-475,,,
Strepto,937,413-490,,,
Strepto,938,426-473,,,
Strepto,939,544-613,,,
Strepto,940,492-528,,,
Strepto,941,403-445,,,
Strepto,942,0-45,398-481,,
Strepto,943,192-320,,,
Strepto,944,458-526,,,
Strepto,945,201-282,289-438,,
Strepto,946,26-102,386-460,,
Strepto,947,,,,
Strepto,948,,,,
Strepto,949,456-496,,,
Strepto,950,92-143,,,
Strepto,951,217-320,401-483,,
Strepto,952,246-339,391-452,,
Strepto,953,370-456,,,
Strepto,954,396-432,,,
Strepto,955,297-345,365-407,412-503,
Strepto,956,375-423,,,
Strepto,957,423-465,485-553,,
Strepto,958,240-519,,,
Strepto,959,347-423,,,
Strepto,960,430-467,550-613,,
Strepto,961,364-510,518-571,,
Strepto,962,269-389,,,
Strepto,963,445-487,,,
Strepto,964,314-358,,,
Strepto,965,412-478,,,
Strepto,966,358-406,,,
Strepto,967,,,,
Strepto,968,,,,
Strepto,969,119-186,531-585,,
Strepto,970,405-513,,,
Strepto,971,293-398,402-463,,
Strepto,972,398-517,,,
Strepto,973,404-465,,,
Strepto,974,,,,
Strepto,975,166-233,293-445,,
Strepto,976,402-462,522-574,,
Strepto,977,286-406,,,
Strepto,978,270-403,408-474,,
Strepto,979,459-557,,,
