Organism,Seq,Positions,,,
Helico,213,560-613,,,
Helico,214,373-457,,,
Helico,215,18-107,188-240,,
Helico,216,377-453,,,
Helico,217,196-301,,,
Helico,218,32-87,551-613,,
Helico,219,276-432,443-490,,
Helico,220,237-337,427-482,,
Helico,221,,,,
Helico,222,214-266,329-483,547-608,
Helico,223,64-114,121-208,,
Helico,224,478-552,,,
Helico,225,254-367,,,
Helico,226,192-249,405-470,,
Helico,227,374-564,,,
Helico,228,448-546,565-613,,
Helico,229,294-388,,,
Helico,230,296-366,391-481,,
Helico,231,368-440,,,
Helico,232,294-382,523-562,,
Helico,233,384-512,,,
Helico,234,3-49,412-490,,
Helico,235,347-393,,,
Helico,236,222-264,340-399,450-486,
Helico,237,477-548,,,
Helico,238,,,,
Helico,239,,,,
Helico,240,459-501,523-601,,
Helico,241,75-116,250-335,463-528,
Helico,242,390-430,438-526,,
Helico,243,520-560,,,
Helico,244,255-468,,,
Helico,245,444-500,552-608,,
Helico,246,168-347,359-447,,
Helico,247,254-366,413-519,,
Helico,248,237-515,,,
Helico,249,192-263,337-471,551-606,
Helico,250,269-413,488-548,,
Helico,251,250-471,,,
Helico,252,385-422,,,
Helico,253,0-39,347-469,,
Helico,254,215-261,274-349,390-476,
Helico,255,342-540,,,
Helico,256,26-101,393-489,576-613,
Helico,257,379-480,,,
Helico,258,307-361,403-462,,
Helico,259,346-429,,,
Helico,260,4-40,179-217,383-419,
Helico,261,,,,
Helico,262,316-496,,,
Helico,263,422-519,,,
Helico,264,383-445,,,
Helico,265,265-431,481-544,,
Helico,266,313-403,408-463,,
Helico,267,336-448,501-576,,
Helico,268,393-496,,,
Helico,269,295-388,425-532,,
Helico,270,,,,
Helico,271,279-366,405-460,,
Helico,272,295-365,,,
Helico,273,237-346,400-476,,
Helico,274,341-511,,,
Helico,275,364-422,479-520,,
Helico,276,275-341,376-517,,
Helico,277,233-288,336-404,,
Helico,278,287-525,,,
Helico,279,0-62,378-475,,
Helico,280,0-42,412-552,,
Helico,281,289-348,409-464,,
Helico,282,261-477,,,
Helico,283,340-409,443-484,,
Helico,284,438-477,,,
Helico,285,367-438,,,
Helico,286,304-497,,,
Helico,287,223-316,348-452,,
Helico,288,226-381,439-505,,
Helico,289,377-417,,,
Helico,290,483-545,,,
Helico,291,247-486,,,
Helico,292,234-277,331-389,,
Helico,293,383-440,,,
Helico,294,,,,
Helico,295,349-385,,,
Helico,296,283-408,419-556,,
Helico,297,402-473,,,
Helico,298,227-279,448-486,575-613,
Helico,299,224-281,431-503,,
Helico,300,279-327,349-403,,
Helico,301,337-461,,,
Helico,302,0-55,,,
Helico,303,311-455,,,
Helico,304,380-551,,,
Helico,305,221-266,381-500,,
Helico,306,352-514,,,
Helico,307,216-446,,,
Helico,308,382-482,,,
Helico,309,275-331,340-477,,
Helico,310,49-103,408-504,,
Helico,311,343-430,502-599,,
Helico,312,66-116,123-210,,
Helico,313,,,,
Helico,314,360-486,,,
Helico,315,208-326,409-487,,
Helico,316,182-232,,,
Helico,317,189-228,299-403,,
Helico,318,225-504,,,
Helico,319,,,,
Helico,320,239-360,410-469,,
Helico,321,436-502,526-613,,
Helico,322,254-294,379-533,,
Helico,323,120-218,499-602,,
Helico,324,0-107,180-217,,
Helico,325,391-465,496-613,,
Helico,326,,,,
Helico,327,71-116,,,
Helico,328,192-272,425-471,,
Helico,329,190-258,267-367,,
Helico,330,,,,
Helico,331,435-480,489-552,,
Helico,332,345-467,,,
Helico,333,326-442,468-572,,
Helico,334,229-369,398-495,,
Helico,335,373-538,,,
Helico,336,,,,
Helico,337,302-351,358-521,525-579,
Helico,338,401-443,542-589,,
Helico,339,261-498,,,
Helico,340,440-606,,,
Helico,341,,,,
Helico,342,,,,
Helico,343,290-390,519-556,,
Helico,344,,,,
Helico,345,0-37,381-502,,
Helico,346,415-480,,,
Helico,347,326-462,,,
Helico,348,278-322,330-375,382-481,
Helico,349,,,,
Helico,350,,,,
Helico,351,344-471,,,
Helico,352,280-539,,,
Helico,353,315-425,431-470,,
Helico,354,220-477,,,
Helico,355,282-342,346-422,,
Helico,356,18-59,400-484,,
Helico,357,287-379,,,
Helico,358,349-525,,,
Helico,359,282-361,,,
Helico,360,4-84,204-243,,
Helico,361,,,,
Helico,362,87-136,,,
Helico,363,286-482,,,
Helico,364,178-284,409-457,,
Helico,365,,,,
Helico,366,335-428,,,
Helico,367,366-501,551-613,,
Helico,368,420-531,,,
Helico,369,,,,
Helico,370,36-84,220-314,387-499,
Helico,371,309-484,,,
Helico,372,137-198,,,
Helico,373,460-502,,,
Helico,374,30-128,445-487,,
Helico,375,404-557,,,
Helico,376,246-297,317-379,426-508,
Helico,377,0-90,,,
Helico,378,,,,
Helico,379,366-442,448-501,,
Helico,380,366-469,,,
Helico,381,277-321,366-478,492-530,
Helico,382,0-80,479-521,549-613,
Helico,383,0-50,193-242,436-472,
Helico,384,402-485,,,
Helico,385,373-427,478-547,,
Helico,386,,,,
Helico,387,311-434,441-482,544-590,
Helico,388,263-447,,,
Helico,389,287-431,,,
Helico,390,206-426,,,
Helico,391,231-292,336-389,395-456,
Helico,392,448-514,,,
Helico,393,355-467,,,
Helico,394,348-478,,,
Helico,395,,,,
Helico,396,,,,
Helico,397,308-362,383-541,,
Helico,398,,,,
Helico,399,273-441,,,
Helico,400,216-316,394-482,,
Helico,401,362-554,,,
Helico,402,,,,
Helico,403,418-475,,,
Helico,404,392-429,,,
Helico,405,377-492,,,
Helico,406,434-478,,,
Helico,407,296-346,406-494,,
Helico,408,240-321,467-503,,
Helico,409,343-430,505-599,,
Helico,410,0-144,173-257,,
Helico,411,305-434,,,
Helico,412,29-72,,,
Helico,413,411-514,,,
Helico,414,370-431,,,
Helico,415,514-565,,,
Helico,416,352-391,458-519,566-612,
Helico,417,284-329,368-435,511-552,
Helico,418,394-437,497-613,,
Helico,419,295-354,439-482,,
Helico,420,260-306,317-486,,
Helico,421,,,,
Helico,422,22-66,507-557,562-613,
Helico,423,447-613,,,
Helico,424,400-468,563-613,,
Helico,425,296-346,406-494,,
Helico,426,450-546,,,
Helico,427,232-451,,,
Helico,428,312-381,,,
Helico,429,294-475,,,
Helico,430,212-306,,,
Helico,431,324-416,426-526,,
Helico,432,320-523,,,
Helico,433,358-429,492-564,,
Helico,434,0-103,,,
Helico,435,,,,
Helico,436,303-397,,,
Helico,437,301-419,481-561,,
Helico,438,0-68,429-477,,
Helico,439,297-347,426-489,,
Helico,440,321-571,,,
Helico,441,345-418,,,
Helico,442,148-254,,,
Helico,443,356-405,,,
Helico,444,246-344,387-518,,
Helico,445,348-469,537-587,,
Helico,446,332-376,391-477,492-578,
Helico,447,210-260,267-379,406-489,
Helico,448,338-463,,,
Helico,449,340-455,562-611,,
Helico,450,374-418,560-613,,
Helico,451,375-527,,,
Helico,452,28-74,421-504,,
Helico,453,343-512,,,
Helico,454,4-53,357-538,571-613,
Helico,455,271-307,,,
Helico,456,388-477,,,
Helico,457,345-382,386-441,,
Helico,458,16-68,123-188,207-273,
Helico,459,,,,
Helico,460,55-100,,,
Helico,461,373-479,,,
Helico,462,460-613,,,
Helico,463,,,,
Helico,464,277-408,418-556,,
Helico,465,,,,
Helico,466,374-453,,,
Helico,467,,,,
Helico,468,239-344,,,
Helico,469,321-424,491-531,,
Helico,470,222-287,341-403,458-501,568-613
Helico,471,388-473,,,
Helico,472,314-503,,,
Helico,473,295-503,,,
Helico,474,292-428,450-489,,
Helico,475,423-459,,,
Helico,476,322-465,,,
Helico,477,,,,
Helico,478,332-463,,,
Helico,479,307-352,,,
Helico,480,,,,
Helico,481,410-508,540-613,,
Helico,482,292-420,,,
Helico,483,431-553,,,
Helico,484,564-610,,,
Helico,485,97-140,425-514,,
Helico,486,370-494,,,
Helico,487,,,,
Helico,488,423-549,,,
Helico,489,267-479,,,
Helico,490,470-613,,,
Helico,491,430-498,546-613,,
Helico,492,328-381,488-530,,
Helico,493,,,,
Helico,494,268-369,378-432,,
Helico,495,11-87,145-290,,
Helico,496,,,,
Helico,497,385-421,483-540,,
Helico,498,335-416,,,
Helico,499,393-438,,,
Helico,500,354-431,440-613,,
Helico,501,410-490,,,
Helico,502,307-466,,,
Helico,503,439-508,,,
Helico,504,517-600,,,
Helico,505,437-510,555-613,,
Helico,506,359-491,,,
Helico,507,311-514,,,
Helico,508,417-471,,,
Helico,509,21-83,,,
Helico,510,421-491,,,
Helico,511,356-398,460-512,,
Helico,512,45-100,400-471,545-613,
Helico,513,,,,
Helico,514,351-421,573-613,,
Helico,515,368-414,,,
Helico,516,84-186,,,
Helico,517,296-346,406-494,,
Helico,518,329-385,,,
Helico,519,323-361,383-423,491-596,
Helico,520,,,,
Helico,521,232-309,,,
Helico,522,71-117,409-550,,
Helico,523,340-422,509-613,,
Helico,524,206-291,341-485,,
Helico,525,47-103,464-510,,
Helico,526,247-299,315-355,,
Helico,527,416-542,,,
Helico,528,217-277,360-454,,
Helico,529,199-249,278-335,,
Helico,530,369-448,456-522,,
