Organism,Seq,Positions,,,
Pseudo,551,277-314,409-445,467-556,
Pseudo,552,349-392,449-494,,
Pseudo,553,330-466,,,
Pseudo,554,,,,
Pseudo,555,347-483,,,
Pseudo,556,439-476,,,
Pseudo,557,309-377,,,
Pseudo,558,,,,
Pseudo,559,217-269,362-449,,
Pseudo,560,288-352,,,
Pseudo,561,434-504,,,
Pseudo,562,393-469,,,
Pseudo,563,0-48,90-147,445-571,
Pseudo,564,361-418,,,
Pseudo,565,281-324,,,
Pseudo,566,,,,
Pseudo,567,153-265,571-613,,
Pseudo,568,412-489,,,
Pseudo,569,217-360,428-496,,
Pseudo,570,,,,
Pseudo,571,434-501,,,
Pseudo,572,267-332,432-471,,
Pseudo,573,202-242,,,
Pseudo,574,442-490,,,
Pseudo,575,,,,
Pseudo,576,,,,
Pseudo,577,345-381,,,
Pseudo,578,55-127,448-503,,
Pseudo,579,455-527,,,
Pseudo,580,394-435,,,
Pseudo,581,258-365,371-515,,
Pseudo,582,362-415,468-573,,
Pseudo,583,330-427,,,
Pseudo,584,382-436,,,
Pseudo,585,88-142,423-512,,
Pseudo,586,358-431,,,
Pseudo,587,200-240,521-612,,
Pseudo,588,,,,
Pseudo,589,339-445,462-511,,
Pseudo,590,,,,
Pseudo,591,399-512,,,
Pseudo,592,263-313,389-454,,
Pseudo,593,,,,
Pseudo,594,209-245,263-322,,
Pseudo,595,,,,
Pseudo,596,405-613,,,
Pseudo,597,,,,
Pseudo,598,270-360,,,
Pseudo,599,183-279,560-597,,
Pseudo,600,152-214,,,
Pseudo,601,295-346,388-426,491-531,
Pseudo,602,171-256,340-423,539-613,
Pseudo,603,354-568,,,
Pseudo,604,360-439,,,
Pseudo,605,79-129,,,
Pseudo,606,33-106,256-312,429-512,
Pseudo,607,361-434,,,
Pseudo,608,372-443,,,
Pseudo,609,,,,
Pseudo,610,353-487,,,
Pseudo,611,531-581,,,
Pseudo,612,559-603,,,
Pseudo,613,294-355,,,
Pseudo,614,333-392,,,
Pseudo,615,308-381,435-490,,
Pseudo,616,,,,
Pseudo,617,322-404,414-481,,
Pseudo,618,,,,
Pseudo,619,405-493,,,
Pseudo,620,,,,
Pseudo,621,370-530,,,
Pseudo,622,325-423,,,
Pseudo,623,,,,
Pseudo,624,347-412,468-520,,
Pseudo,625,267-360,371-411,418-513,
Pseudo,626,411-470,478-531,553-592,
Pseudo,627,341-378,387-446,453-587,
Pseudo,628,262-345,420-460,,
Pseudo,629,309-488,532-588,,
Pseudo,630,382-464,471-585,,
Pseudo,631,,,,
Pseudo,632,342-464,,,
Pseudo,633,0-38,,,
Pseudo,634,408-461,,,
Pseudo,635,311-509,,,
Pseudo,636,407-480,,,
Pseudo,637,340-470,,,
Pseudo,638,310-358,393-460,,
Pseudo,639,45-167,,,
Pseudo,640,291-365,,,
Pseudo,641,212-267,333-444,,
Pseudo,642,476-549,,,
Pseudo,643,427-519,,,
Pseudo,644,122-163,,,
Pseudo,645,,,,
Pseudo,646,377-462,,,
Pseudo,647,382-478,,,
Pseudo,648,381-422,489-564,,
Pseudo,649,271-339,434-519,,
Pseudo,650,297-389,,,
Pseudo,651,,,,
Pseudo,652,318-360,455-521,,
Pseudo,653,,,,
Pseudo,654,288-330,429-474,,
Pseudo,655,283-347,356-398,,
Pseudo,656,525-604,,,
Pseudo,657,341-408,,,
Pseudo,658,175-222,567-613,,
Pseudo,659,,,,
Pseudo,660,147-187,,,
Pseudo,661,359-429,,,
Pseudo,662,398-469,,,
Pseudo,663,331-387,,,
Pseudo,664,387-513,,,
Pseudo,665,0-52,424-555,,
Pseudo,666,428-496,,,
Pseudo,667,289-328,450-501,,
Pseudo,668,0-151,471-550,,
Pseudo,669,362-491,,,
Pseudo,670,418-487,,,
Pseudo,671,388-437,,,
Pseudo,672,430-496,501-613,,
Pseudo,673,429-508,,,
Pseudo,674,397-541,,,
Pseudo,675,,,,
Pseudo,676,70-214,244-302,,
Pseudo,677,517-613,,,
Pseudo,678,67-115,241-284,396-520,
Pseudo,679,181-262,543-585,,
Pseudo,680,,,,
Pseudo,681,397-507,,,
Pseudo,682,105-178,280-384,,
Pseudo,683,0-80,,,
Pseudo,684,,,,
Pseudo,685,441-489,497-595,,
Pseudo,686,261-336,,,
Pseudo,687,316-368,,,
Pseudo,688,361-523,,,
Pseudo,689,271-360,377-516,,
Pseudo,690,,,,
Pseudo,691,0-63,106-143,529-613,
Pseudo,692,346-465,,,
Pseudo,693,301-382,399-454,,
Pseudo,694,508-561,,,
Pseudo,695,345-388,,,
Pseudo,696,393-443,,,
Pseudo,697,290-456,,,
Pseudo,698,287-340,467-523,,
Pseudo,699,228-272,,,
Pseudo,700,239-319,381-478,,
Pseudo,701,300-424,,,
Pseudo,702,,,,
Pseudo,703,333-478,533-600,,
Pseudo,704,433-501,,,
Pseudo,705,412-518,,,
Pseudo,706,141-395,,,
Pseudo,707,363-500,,,
Pseudo,708,272-372,378-531,,
Pseudo,709,435-528,,,
Pseudo,710,295-371,,,
Pseudo,711,97-171,,,
Pseudo,712,394-434,467-552,,
Pseudo,713,197-302,439-476,,
Pseudo,714,382-478,,,
Pseudo,715,309-362,,,
Pseudo,716,434-511,,,
Pseudo,717,242-333,,,
Pseudo,718,293-344,440-485,,
Pseudo,719,122-158,,,
Pseudo,720,365-458,,,
Pseudo,721,285-371,,,
Pseudo,722,236-282,577-613,,
Pseudo,723,377-451,,,
Pseudo,724,263-322,399-451,,
Pseudo,725,220-258,372-439,,
Pseudo,726,399-504,,,
Pseudo,727,,,,
Pseudo,728,549-603,,,
Pseudo,729,320-432,,,
Pseudo,730,231-287,362-432,,
Pseudo,731,,,,
Pseudo,732,,,,
Pseudo,733,204-243,342-424,434-483,
Pseudo,734,315-385,391-508,,
Pseudo,735,400-491,507-576,,
Pseudo,736,262-302,,,
Pseudo,737,285-526,,,
Pseudo,738,200-274,,,
Pseudo,739,423-483,,,
Pseudo,740,0-95,117-200,481-532,
Pseudo,741,0-47,164-205,341-385,
Pseudo,742,501-599,,,
Pseudo,743,358-489,,,
Pseudo,744,385-555,,,
Pseudo,745,274-318,425-480,,
Pseudo,746,262-301,452-510,,
Pseudo,747,358-395,,,
Pseudo,748,157-221,292-355,,
Pseudo,749,,,,
Pseudo,750,51-100,,,
Pseudo,751,283-358,391-439,464-562,
Pseudo,752,367-411,418-454,,
Pseudo,753,451-588,,,
Pseudo,754,,,,
Pseudo,755,378-491,,,
Pseudo,756,295-386,,,
Pseudo,757,320-369,377-433,,
Pseudo,758,345-391,,,
Pseudo,759,276-315,510-555,,
Pseudo,760,304-350,464-583,,
Pseudo,761,230-281,,,
Pseudo,762,433-532,,,
Pseudo,763,291-331,337-508,,
Pseudo,764,219-417,,,
Pseudo,765,243-283,,,
Pseudo,766,357-415,,,
Pseudo,767,78-125,512-613,,
Pseudo,768,351-480,,,
Pseudo,769,,,,
Pseudo,770,0-39,62-169,,
Pseudo,771,,,,
Pseudo,772,350-400,,,
Pseudo,773,530-613,,,
Pseudo,774,444-498,541-613,,
Pseudo,775,251-483,,,
Pseudo,776,384-456,,,
Pseudo,777,,,,
Pseudo,778,364-442,468-507,,
Pseudo,779,503-613,,,
Pseudo,780,260-488,,,
Pseudo,781,444-541,,,
Pseudo,782,26-84,389-490,,
Pseudo,783,290-365,503-539,,
Pseudo,784,383-432,,,
Pseudo,785,324-392,415-489,,
Pseudo,786,415-534,,,
Pseudo,787,399-470,,,
Pseudo,788,187-246,,,
Pseudo,789,,,,
Pseudo,790,204-339,424-483,,
Pseudo,791,392-556,,,
Pseudo,792,383-444,497-545,,
Pseudo,793,,,,
Pseudo,794,329-416,,,
Pseudo,795,278-446,,,
Pseudo,796,0-54,,,
Pseudo,797,422-492,,,
Pseudo,798,329-384,402-471,,
Pseudo,799,372-441,,,
Pseudo,800,325-391,,,
Pseudo,801,358-440,561-603,,
Pseudo,802,541-594,,,
Pseudo,803,493-546,,,
Pseudo,804,353-496,,,
Pseudo,805,283-462,,,
Pseudo,806,,,,
Pseudo,807,421-524,,,
Pseudo,808,,,,
Pseudo,809,252-425,,,
Pseudo,810,,,,
Pseudo,811,44-122,280-323,,
Pseudo,812,538-613,,,
Pseudo,813,,,,
Pseudo,814,387-588,,,
Pseudo,815,287-381,420-525,,
Pseudo,816,,,,
Pseudo,817,0-62,168-248,380-447,
Pseudo,818,320-385,393-434,496-532,
Pseudo,819,384-453,571-607,,
Pseudo,820,427-482,,,
Pseudo,821,310-438,,,
Pseudo,822,421-506,,,
Pseudo,823,435-488,,,
Pseudo,824,201-280,432-480,,
Pseudo,825,399-470,,,
Pseudo,826,247-293,300-343,,
Pseudo,827,430-478,,,
Pseudo,828,443-490,,,
Pseudo,829,107-144,427-481,,
Pseudo,830,297-470,,,
Pseudo,831,52-110,391-473,,
Pseudo,832,43-92,451-528,,
Pseudo,833,249-335,,,
Pseudo,834,356-406,413-485,,
Pseudo,835,50-90,257-323,452-502,
Pseudo,836,155-207,536-613,,
Pseudo,837,397-492,,,
Pseudo,838,405-447,458-588,,
Pseudo,839,86-157,,,
Pseudo,840,403-477,,,
Pseudo,841,328-424,466-607,,
Pseudo,842,399-455,552-610,,
Pseudo,843,381-438,,,
Pseudo,844,340-377,457-493,,
Pseudo,845,554-611,,,
Pseudo,846,0-66,452-492,521-585,
Pseudo,847,361-398,516-604,,
Pseudo,848,179-228,351-458,,
Pseudo,849,183-235,298-337,,
Pseudo,850,413-469,,,
Pseudo,851,206-335,,,
Pseudo,852,385-479,558-613,,
Pseudo,853,0-109,,,
Pseudo,854,101-145,158-232,575-613,
Pseudo,855,532-606,,,
Pseudo,856,77-136,428-480,,
Pseudo,857,436-532,559-613,,
Pseudo,858,,,,
Pseudo,859,401-453,562-613,,
Pseudo,860,142-220,277-325,,
Pseudo,861,125-195,,,
Pseudo,862,,,,
Pseudo,863,521-561,,,
Pseudo,864,312-354,,,
Pseudo,865,420-493,553-613,,
Pseudo,866,305-383,448-502,,
Pseudo,867,419-480,559-600,,
Pseudo,868,371-419,,,
Pseudo,869,388-525,,,
Pseudo,870,239-290,311-456,,
Pseudo,871,196-334,415-464,,
Pseudo,872,546-602,,,
Pseudo,873,,,,
Pseudo,874,392-479,,,
Pseudo,875,,,,
Pseudo,876,,,,
Pseudo,877,418-494,,,
Pseudo,878,264-326,,,
Pseudo,879,253-363,,,
Pseudo,880,436-474,,,
Pseudo,881,371-448,,,
Pseudo,882,352-460,,,
Pseudo,883,409-485,,,
Pseudo,884,,,,
Pseudo,885,434-490,,,
Pseudo,886,271-334,,,
Pseudo,887,298-410,445-514,,
