Organism,Seq,Positions,,
Thermo,585,,,
Thermo,586,,,
Thermo,587,416-516,,
Thermo,588,133-337,372-449,
Thermo,589,,,
Thermo,590,398-483,,
Thermo,591,243-325,360-454,
Thermo,592,,,
Thermo,593,,,
Thermo,594,212-288,,
Thermo,595,384-470,,
Thermo,596,353-425,,
Thermo,597,,,
Thermo,598,,,
Thermo,599,,,
Thermo,600,313-432,,
Thermo,601,249-448,,
Thermo,602,,,
Thermo,603,366-562,,
Thermo,604,281-470,,
Thermo,605,372-453,,
Thermo,606,,,
Thermo,607,369-450,,
Thermo,608,319-454,,
Thermo,609,256-472,,
Thermo,610,,,
Thermo,611,315-462,,
Thermo,612,,,
Thermo,613,,,
Thermo,614,332-471,,
Thermo,615,280-434,,
Thermo,616,279-432,,
Thermo,617,322-427,,
Thermo,618,315-427,,
Thermo,619,,,
Thermo,620,218-453,,
Thermo,621,327-531,,
Thermo,622,318-459,,
Thermo,623,,,
Thermo,624,258-481,,
Thermo,625,152-235,264-369,
Thermo,626,87-365,,
Thermo,627,338-410,,
Thermo,628,,,
Thermo,629,374-469,479-561,
Thermo,630,396-476,,
Thermo,631,306-455,,
Thermo,632,244-353,375-448,
Thermo,633,,,
Thermo,634,491-562,,
Thermo,635,386-524,,
Thermo,636,195-348,,
Thermo,637,361-453,508-585,
Thermo,638,296-475,,
Thermo,639,,,
Thermo,640,348-453,,
Thermo,641,216-513,,
Thermo,642,373-540,,
Thermo,643,370-466,,
Thermo,644,298-467,,
Thermo,645,336-474,,
Thermo,646,,,
Thermo,647,280-433,,
Thermo,648,425-506,,
Thermo,649,340-452,,
Thermo,650,285-453,,
Thermo,651,299-449,,
Thermo,652,332-499,,
Thermo,653,333-454,,
Thermo,654,385-550,,
Thermo,655,278-511,,
Thermo,656,342-430,,
Thermo,657,363-448,,
Thermo,658,135-303,,
Thermo,659,53-162,500-580,
Thermo,660,216-477,,
Thermo,661,353-438,,
Thermo,662,454-584,,
Thermo,663,,,
Thermo,664,319-477,,
Thermo,665,177-260,330-457,
Thermo,666,304-447,495-572,
Thermo,667,292-366,,
Thermo,668,304-478,,
Thermo,669,,,
Thermo,670,344-434,,
Thermo,671,387-513,,
Thermo,672,384-475,,
Thermo,673,369-500,,
Thermo,674,390-494,,
Thermo,675,383-454,,
Thermo,676,332-450,,
Thermo,677,,,
Thermo,678,237-332,349-466,
Thermo,679,267-474,,
Thermo,680,344-432,,
Thermo,681,365-449,,
Thermo,682,317-455,,
Thermo,683,313-502,,
Thermo,684,244-334,,
Thermo,685,301-540,,
Thermo,686,356-487,,
Thermo,687,0-161,381-485,
Thermo,688,314-463,,
Thermo,689,325-473,,
Thermo,690,367-495,,
Thermo,691,143-513,,
Thermo,692,408-509,,
Thermo,693,338-432,,
Thermo,694,,,
Thermo,695,377-472,,
Thermo,696,380-469,,
Thermo,697,375-455,,
Thermo,698,62-139,386-468,
Thermo,699,186-262,310-487,
Thermo,700,370-465,,
Thermo,701,144-457,,
Thermo,702,319-417,,
Thermo,703,312-493,,
Thermo,704,193-286,317-431,
Thermo,705,319-458,,
Thermo,706,364-503,,
Thermo,707,361-465,,
Thermo,708,,,
Thermo,709,225-301,,
Thermo,710,,,
Thermo,711,354-431,,
Thermo,712,335-412,,
Thermo,713,245-457,,
Thermo,714,395-554,,
Thermo,715,222-298,365-499,
Thermo,716,,,
Thermo,717,320-462,,
Thermo,718,,,
Thermo,719,317-457,,
Thermo,720,425-522,,
Thermo,721,344-484,,
Thermo,722,336-443,,
Thermo,723,87-178,,
Thermo,724,366-457,,
Thermo,725,366-486,,
Thermo,726,393-465,,
Thermo,727,215-478,,
Thermo,728,,,
Thermo,729,,,
Thermo,730,372-469,,
Thermo,731,,,
Thermo,732,0-114,385-460,
Thermo,733,351-532,,
Thermo,734,86-370,378-460,
Thermo,735,153-239,,
Thermo,736,325-436,516-588,
Thermo,737,357-435,,
