Organism,Seq,Positions,,
Methano,168,269-485,,
Methano,169,379-484,,
Methano,170,269-350,358-468,
Methano,171,287-433,,
Methano,172,363-451,,
Methano,173,260-376,383-559,
Methano,174,,,
Methano,175,308-438,,
Methano,176,217-467,,
Methano,177,102-337,362-447,
Methano,178,336-464,,
Methano,179,28-265,272-507,
Methano,180,397-481,521-613,
Methano,181,133-233,511-613,
Methano,182,261-463,,
Methano,183,334-444,,
Methano,184,352-515,536-613,
Methano,185,,,
Methano,186,,,
Methano,187,85-181,,
Methano,188,246-500,,
Methano,189,245-578,,
Methano,190,461-549,,
Methano,191,345-493,,
Methano,192,296-421,,
Methano,193,,,
Methano,194,292-537,,
Methano,195,383-460,,
Methano,196,300-456,,
Methano,197,,,
Methano,198,,,
Methano,199,191-494,,
Methano,200,,,
Methano,201,28-114,,
Methano,202,49-379,,
Methano,203,306-430,,
Methano,204,189-262,396-475,
Methano,205,,,
Methano,206,12-226,319-486,
Methano,207,143-253,385-470,
Methano,208,277-471,,
Methano,209,262-529,,
Methano,210,333-461,,
Methano,211,386-556,,
Methano,212,282-550,,
Methano,213,114-284,291-383,394-465
Methano,214,289-452,,
Methano,215,216-451,,
Methano,216,334-448,,
Methano,217,334-463,,
Methano,218,344-428,,
Methano,219,,,
Methano,220,380-484,498-597,
Methano,221,270-437,,
Methano,222,463-547,,
Methano,223,156-277,346-417,
Methano,224,538-613,,
Methano,225,0-104,306-546,
Methano,226,,,
Methano,227,112-271,318-414,530-612
Methano,228,94-237,253-361,381-461
Methano,229,0-73,312-444,
Methano,230,300-528,,
Methano,231,101-355,365-483,
Methano,232,317-492,,
Methano,233,450-528,,
Methano,234,35-163,541-613,
Methano,235,67-326,382-506,
Methano,236,380-522,,
Methano,237,376-454,,
Methano,238,255-359,370-509,
Methano,239,281-423,,
Methano,240,169-321,,
Methano,241,192-466,,
Methano,242,240-426,,
Methano,243,258-330,395-559,
Methano,244,0-149,216-343,368-504
Methano,245,347-509,,
Methano,246,345-501,,
Methano,247,312-468,,
Methano,248,0-76,338-440,
Methano,249,240-427,,
Methano,250,,,
Methano,251,227-324,,
Methano,252,373-453,,
Methano,253,70-154,,
Methano,254,261-462,,
Methano,255,296-515,,
Methano,256,58-136,372-455,
Methano,257,,,
Methano,258,258-463,,
Methano,259,281-380,,
Methano,260,372-463,,
Methano,261,182-286,299-377,
Methano,262,382-468,,
Methano,263,288-441,448-533,
Methano,264,280-537,,
Methano,265,0-90,372-546,
Methano,266,244-458,,
Methano,267,371-450,,
Methano,268,304-430,,
Methano,269,283-557,,
Methano,270,234-317,,
Methano,271,34-130,268-366,379-473
Methano,272,257-496,,
Methano,273,460-544,,
Methano,274,293-418,,
Methano,275,33-120,,
Methano,276,302-392,443-518,
Methano,277,333-416,,
Methano,278,171-457,,
Methano,279,389-504,,
Methano,280,323-498,,
Methano,281,0-115,388-511,
Methano,282,253-484,,
Methano,283,380-452,460-538,
Methano,284,311-395,,
Methano,285,332-461,,
Methano,286,288-370,378-462,
Methano,287,,,
Methano,288,369-502,,
Methano,289,325-448,,
Methano,290,,,
Methano,291,27-136,,
Methano,292,388-464,,
Methano,293,260-460,537-613,
Methano,294,240-457,,
Methano,295,0-83,,
Methano,296,355-478,,
Methano,297,381-494,,
Methano,298,346-467,,
Methano,299,302-518,,
Methano,300,221-301,,
Methano,301,81-181,,
Methano,302,0-71,245-430,
Methano,303,389-462,,
Methano,304,383-456,,
Methano,305,376-495,,
Methano,306,,,
Methano,307,477-566,,
Methano,308,58-162,203-346,368-504
Methano,309,359-482,,
Methano,310,,,
Methano,311,182-432,,
Methano,312,52-131,,
Methano,313,198-331,,
Methano,314,238-351,,
Methano,315,347-442,,
Methano,316,358-594,,
Methano,317,376-487,,
Methano,318,,,
Methano,319,0-74,,
Methano,320,402-490,,
Methano,321,181-338,,
Methano,322,314-543,,
Methano,323,215-312,333-477,
Methano,324,133-207,339-455,
Methano,325,141-232,264-386,390-495
Methano,326,76-350,377-472,
Methano,327,313-434,447-596,
Methano,328,363-449,,
Methano,329,267-444,,
Methano,330,308-463,,
Methano,331,181-377,389-482,
Methano,332,485-613,,
Methano,333,312-421,,
Methano,334,312-459,,
Methano,335,353-474,,
Methano,336,214-354,,
Methano,337,21-107,418-540,
Methano,338,,,
Methano,339,,,
Methano,340,360-473,,
Methano,341,176-526,,
Methano,342,,,
Methano,343,341-472,497-581,
Methano,344,349-516,,
Methano,345,340-487,,
Methano,346,329-449,,
Methano,347,254-330,384-467,
Methano,348,317-467,,
Methano,349,400-481,,
Methano,350,319-451,,
Methano,351,316-486,,
Methano,352,332-445,,
Methano,353,385-475,,
Methano,354,377-484,,
Methano,355,309-438,,
Methano,356,301-433,,
Methano,357,376-467,,
Methano,358,162-339,347-449,
Methano,359,,,
Methano,360,351-447,,
Methano,361,112-184,,
Methano,362,542-613,,
Methano,363,335-433,,
Methano,364,,,
Methano,365,394-522,,
Methano,366,350-566,,
Methano,367,163-268,286-394,
Methano,368,242-546,,
Methano,369,140-211,498-586,
Methano,370,252-385,392-470,
Methano,371,295-417,,
Methano,372,347-471,,
Methano,373,340-523,,
Methano,374,272-443,,
Methano,375,365-439,519-613,
Methano,376,331-520,,
Methano,377,205-352,375-473,
Methano,378,295-536,,
Methano,379,122-411,,
Methano,380,252-467,,
Methano,381,,,
Methano,382,357-483,,
Methano,383,373-516,,
Methano,384,118-302,332-490,
Methano,385,112-205,,
Methano,386,,,
Methano,387,322-434,,
Methano,388,,,
Methano,389,250-349,,
Methano,390,383-479,,
Methano,391,72-462,,
Methano,392,271-444,,
Methano,393,218-445,,
Methano,394,344-529,,
Methano,395,403-551,,
Methano,396,,,
Methano,397,334-471,,
Methano,398,269-485,526-610,
Methano,399,146-428,,
Methano,400,267-415,,
Methano,401,5-134,157-422,488-577
Methano,402,,,
Methano,403,141-221,,
Methano,404,151-289,,
Methano,405,,,
Methano,406,,,
Methano,407,228-303,322-500,
Methano,408,,,
Methano,409,380-483,,
Methano,410,300-387,,
Methano,411,313-436,,
Methano,412,211-464,,
Methano,413,,,
Methano,414,0-86,234-320,365-441
Methano,415,315-491,,
Methano,416,540-613,,
Methano,417,302-507,,
Methano,418,98-181,304-410,
Methano,419,0-77,,
Methano,420,224-304,424-539,
Methano,421,15-95,,
Methano,422,360-439,,
Methano,423,,,
Methano,424,73-170,192-357,
Methano,425,333-556,,
Methano,426,384-573,,
Methano,427,376-475,,
Methano,428,,,
Methano,429,,,
Methano,430,378-540,,
Methano,431,259-354,417-548,
Methano,432,164-255,506-595,
Methano,433,66-228,,
Methano,434,395-485,,
Methano,435,317-482,,
Methano,436,,,
Methano,437,363-505,,
Methano,438,279-381,,
Methano,439,502-608,,
Methano,440,213-524,,
Methano,441,0-293,,
Methano,442,55-344,,
Methano,443,0-110,370-492,
Methano,444,0-138,370-492,
Methano,445,237-613,,
Methano,446,327-531,,
Methano,447,,,
Methano,448,28-147,251-341,379-500
Methano,449,382-461,,
Methano,450,346-593,,
Methano,451,358-452,,
Methano,452,,,
Methano,453,315-488,536-607,
Methano,454,143-295,324-478,
Methano,455,,,
Methano,456,196-269,294-578,
Methano,457,321-447,,
Methano,458,375-468,,
Methano,459,379-604,,
Methano,460,168-296,,
Methano,461,209-431,,
Methano,462,424-525,,
Methano,463,399-478,,
Methano,464,116-234,378-459,
Methano,465,321-461,,
Methano,466,351-481,,
Methano,467,308-447,,
Methano,468,317-443,,
Methano,469,540-613,,
Methano,470,237-436,450-521,
Methano,471,338-511,,
Methano,472,,,
Methano,473,286-436,,
Methano,474,,,
Methano,475,334-514,,
Methano,476,514-590,,
Methano,477,62-147,218-328,334-431
Methano,478,,,
Methano,479,246-337,,
Methano,480,128-199,229-373,386-468
Methano,481,279-493,,
Methano,482,261-373,,
Methano,483,280-489,,
Methano,484,307-485,,
Methano,485,311-478,,
Methano,486,185-484,,
Methano,487,359-457,,
Methano,488,119-265,,
Methano,489,,,
Methano,490,216-293,401-484,
Methano,491,278-452,500-574,
Methano,492,365-468,,
Methano,493,233-328,353-456,
Methano,494,0-127,143-250,299-433
Methano,495,,,
Methano,496,377-458,464-562,
Methano,497,190-321,388-511,
Methano,498,373-457,,
Methano,499,282-451,,
Methano,500,386-480,,
Methano,501,363-502,,
Methano,502,182-286,373-449,
Methano,503,388-460,,
Methano,504,239-326,334-442,
Methano,505,295-432,,
Methano,506,275-523,,
Methano,507,363-443,,
Methano,508,385-457,,
Methano,509,294-479,,
Methano,510,223-345,,
Methano,511,,,
Methano,512,,,
Methano,513,241-537,,
Methano,514,198-335,,
Methano,515,288-490,,
Methano,516,42-136,,
Methano,517,270-400,,
Methano,518,0-317,,
Methano,519,421-511,,
Methano,520,356-443,,
Methano,521,235-458,,
Methano,522,296-438,,
Methano,523,271-541,,
Methano,524,227-359,383-484,
Methano,525,203-302,369-484,
Methano,526,207-291,297-373,379-613
Methano,527,393-564,,
Methano,528,386-479,,
Methano,529,325-613,,
Methano,530,116-215,227-578,
Methano,531,157-301,308-470,
Methano,532,179-280,343-456,
Methano,533,,,
Methano,534,,,
Methano,535,,,
Methano,536,,,
Methano,537,369-511,,
Methano,538,255-387,,
Methano,539,265-366,436-587,
Methano,540,,,
Methano,541,390-538,,
Methano,542,399-534,,
Methano,543,363-463,,
Methano,544,263-371,379-505,
Methano,545,299-458,,
Methano,546,292-451,,
Methano,547,206-319,338-479,
Methano,548,330-501,,
Methano,549,5-83,166-283,
Methano,550,12-94,,
Methano,551,165-236,,
Methano,552,328-486,,
Methano,553,77-166,295-613,
Methano,554,210-296,303-383,
Methano,555,210-283,318-513,
Methano,556,,,
Methano,557,290-495,,
Methano,558,349-497,,
Methano,559,384-491,,
Methano,560,,,
Methano,561,,,
Methano,562,388-461,,
Methano,563,309-543,,
Methano,564,393-475,,
Methano,565,335-561,,
Methano,566,318-431,507-579,
Methano,567,298-420,,
Methano,568,192-351,,
Methano,569,199-384,,
Methano,570,338-476,,
Methano,571,,,
Methano,572,271-536,,
Methano,573,386-485,,
Methano,574,293-447,,
Methano,575,,,
Methano,576,400-489,,
Methano,577,343-433,,
Methano,578,349-429,,
Methano,579,328-440,,
Methano,580,289-428,,
Methano,581,170-511,,
Methano,582,,,
Methano,583,390-467,,
Methano,584,288-375,,
Methano,585,0-159,,
Methano,586,260-461,,
Methano,587,323-505,,
Methano,588,138-480,,
Methano,589,,,
Methano,590,221-332,349-480,
Methano,591,343-461,,
Methano,592,203-283,354-437,
Methano,593,443-538,,
Methano,594,292-513,,
Methano,595,266-497,,
Methano,596,,,
Methano,597,170-288,317-413,
Methano,598,,,
Methano,599,,,
Methano,600,388-503,,
Methano,601,,,
Methano,602,104-232,329-509,
Methano,603,,,
Methano,604,345-436,470-545,
Methano,605,280-432,,
Methano,606,204-468,,
Methano,607,356-463,,
Methano,608,362-492,,
Methano,609,325-515,,
Methano,610,0-98,,
Methano,611,294-534,,
Methano,612,42-129,143-514,
Methano,613,365-467,471-613,
Methano,614,,,
Methano,615,371-514,,
Methano,616,371-485,,
Methano,617,227-336,340-480,
Methano,618,533-610,,
Methano,619,114-476,,
Methano,620,347-495,,
Methano,621,,,
Methano,622,357-476,,
Methano,623,,,
Methano,624,355-493,,
Methano,625,319-490,,
Methano,626,48-168,280-482,
Methano,627,195-471,,
Methano,628,324-459,,
Methano,629,370-444,,
Methano,630,352-442,,
Methano,631,168-245,266-505,
Methano,632,268-523,,
Methano,633,537-613,,
Methano,634,392-476,,
Methano,635,321-456,,
Methano,636,317-519,,
Methano,637,10-86,90-176,495-613
Methano,638,339-492,,
Methano,639,362-505,,
Methano,640,215-291,379-469,
Methano,641,232-319,373-457,
Methano,642,384-543,,
Methano,643,,,
Methano,644,228-466,,
Methano,645,531-613,,
Methano,646,,,
Methano,647,450-613,,
Methano,648,90-210,444-613,
Methano,649,282-357,381-574,
Methano,650,301-484,,
Methano,651,381-475,,
Methano,652,388-544,,
Methano,653,134-287,374-539,
Methano,654,363-513,,
Methano,655,464-584,,
Methano,656,268-376,,
Methano,657,306-454,,
Methano,658,389-476,,
Methano,659,70-360,407-496,
Methano,660,,,
Methano,661,338-497,,
Methano,662,371-458,,
Methano,663,109-197,269-449,
Methano,664,464-613,,
Methano,665,0-268,275-447,
Methano,666,266-367,408-494,
Methano,667,386-478,,
Methano,668,239-359,,
Methano,669,130-201,,
Methano,670,198-444,,
Methano,671,,,
Methano,672,106-275,376-458,
Methano,673,264-447,,
Methano,674,233-331,398-518,
Methano,675,312-530,,
Methano,676,363-439,,
Methano,677,334-529,,
Methano,678,274-375,380-466,
Methano,679,157-238,374-547,
Methano,680,236-307,361-459,
Methano,681,403-545,,
Methano,682,394-536,,
Methano,683,299-532,,
Methano,684,218-366,,
Methano,685,256-532,,
Methano,686,356-520,,
Methano,687,316-441,,
Methano,688,332-512,,
Methano,689,386-526,,
Methano,690,270-363,,
Methano,691,351-467,,
Methano,692,402-613,,
Methano,693,353-501,,
Methano,694,360-480,,
Methano,695,351-524,,
Methano,696,354-529,,
Methano,697,130-257,325-540,
Methano,698,306-451,,
Methano,699,380-532,,
Methano,700,245-324,329-450,
Methano,701,376-460,,
Methano,702,389-488,,
Methano,703,,,
Methano,704,193-321,,
Methano,705,270-481,,
Methano,706,284-466,,
Methano,707,239-356,375-511,
Methano,708,298-444,,
Methano,709,0-94,,
Methano,710,0-160,172-320,366-453
Methano,711,,,
Methano,712,385-553,,
Methano,713,349-480,,
Methano,714,212-437,,
Methano,715,0-100,,
Methano,716,286-379,385-492,
Methano,717,273-534,,
Methano,718,,,
Methano,719,180-296,,
Methano,720,141-449,,
Methano,721,269-367,,
Methano,722,288-429,488-568,
Methano,723,399-494,,
Methano,724,,,
Methano,725,524-604,,
Methano,726,94-263,350-498,
Methano,727,386-496,,
Methano,728,0-133,,
Methano,729,,,
Methano,730,377-476,,
Methano,731,341-506,,
Methano,732,286-464,,
Methano,733,304-549,,
Methano,734,74-266,,
Methano,735,453-613,,
Methano,736,232-303,,
Methano,737,218-462,,
Methano,738,347-421,,
Methano,739,333-484,,
Methano,740,292-454,,
Methano,741,353-469,,
Methano,742,352-435,536-607,
Methano,743,,,
Methano,744,201-298,,
Methano,745,369-474,,
Methano,746,387-521,,
Methano,747,71-148,387-461,
Methano,748,319-463,,
Methano,749,364-457,,
Methano,750,,,
Methano,751,331-436,,
Methano,752,519-613,,
Methano,753,253-385,390-478,
Methano,754,0-75,353-430,
Methano,755,146-225,,
Methano,756,,,
Methano,757,48-234,,
Methano,758,298-428,,
Methano,759,49-210,524-613,
Methano,760,387-557,,
Methano,761,265-362,,
Methano,762,282-491,,
Methano,763,250-444,466-574,
Methano,764,242-366,,
Methano,765,248-323,346-508,
Methano,766,194-301,382-467,
Methano,767,405-487,,
Methano,768,301-427,,
Methano,769,261-342,476-550,
Methano,770,169-461,,
Methano,771,388-480,,
Methano,772,305-434,,
Methano,773,381-514,,
Methano,774,255-360,,
Methano,775,315-466,,
Methano,776,,,
Methano,777,380-462,,
Methano,778,204-452,,
Methano,779,506-613,,
Methano,780,53-153,,
Methano,781,369-454,,
Methano,782,360-445,464-569,
Methano,783,419-569,,
Methano,784,538-613,,
Methano,785,265-445,,
Methano,786,289-469,,
Methano,787,361-522,,
Methano,788,,,
Methano,789,373-501,,
Methano,790,325-442,,
Methano,791,,,
Methano,792,234-350,355-487,
Methano,793,251-337,356-491,
Methano,794,182-433,,
Methano,795,,,
Methano,796,350-503,,
Methano,797,186-278,370-464,
Methano,798,297-492,,
Methano,799,372-489,,
Methano,800,385-463,,
Methano,801,212-304,,
Methano,802,249-432,,
Methano,803,360-485,,
Methano,804,123-209,241-359,
Methano,805,513-613,,
Methano,806,379-465,,
Methano,807,,,
Methano,808,0-86,378-610,
Methano,809,369-605,,
Methano,810,40-119,309-443,
Methano,811,398-587,,
Methano,812,310-439,,
Methano,813,302-539,,
Methano,814,368-528,,
Methano,815,111-217,331-441,
Methano,816,309-412,,
Methano,817,151-463,,
Methano,818,224-330,349-501,
Methano,819,329-492,500-613,
Methano,820,370-613,,
Methano,821,379-476,,
Methano,822,318-462,,
Methano,823,0-114,360-436,440-514
Methano,824,297-465,,
Methano,825,166-239,348-458,
Methano,826,240-314,379-468,
Methano,827,391-463,,
