Organism,Seq,Positions,,
Helico,241,254-377,392-533,
Helico,242,337-430,440-552,
Helico,243,394-551,,
Helico,244,255-471,,
Helico,245,447-605,,
Helico,246,73-360,368-449,
Helico,247,258-521,,
Helico,248,237-512,,
Helico,249,182-262,317-477,
Helico,250,179-462,468-554,
Helico,251,277-458,,
Helico,252,369-448,,
Helico,253,330-483,,
Helico,254,255-356,,
Helico,255,344-473,,
Helico,256,0-102,393-494,
Helico,257,379-479,,
Helico,258,144-220,282-467,
Helico,259,355-498,,
Helico,260,372-449,,
Helico,261,395-468,,
Helico,262,311-501,,
Helico,263,384-516,,
Helico,264,390-505,,
Helico,265,244-438,457-554,
Helico,266,212-283,291-460,
Helico,267,321-492,522-603,
Helico,268,396-535,,
Helico,269,287-520,,
Helico,270,,,
Helico,271,269-354,,
Helico,272,,,
Helico,273,221-366,388-478,
Helico,274,328-511,,
Helico,275,331-584,,
Helico,276,353-524,,
Helico,277,49-350,393-511,
Helico,278,271-536,,
Helico,279,411-500,,
Helico,280,0-81,363-456,536-613
Helico,281,,,
Helico,282,190-474,,
Helico,283,338-487,,
Helico,284,344-488,,
Helico,285,371-484,,
Helico,286,295-498,,
Helico,287,206-323,362-462,
Helico,288,238-517,,
Helico,289,377-449,,
Helico,290,434-548,,
Helico,291,242-511,,
Helico,292,170-288,,
Helico,293,325-494,,
Helico,294,355-476,,
Helico,295,,,
Helico,296,293-563,,
Helico,297,396-468,,
Helico,298,358-498,,
Helico,299,178-280,361-501,
Helico,300,147-226,232-528,
Helico,301,315-458,,
Helico,302,,,
Helico,303,312-523,,
Helico,304,383-585,,
Helico,305,371-520,,
Helico,306,352-511,,
Helico,307,207-455,,
Helico,308,379-478,,
Helico,309,220-328,335-545,
Helico,310,415-506,,
Helico,311,325-613,,
Helico,312,126-216,,
Helico,313,,,
Helico,314,376-593,,
Helico,315,198-328,334-496,
Helico,316,163-239,,
Helico,317,80-231,290-467,
Helico,318,212-505,,
Helico,319,,,
Helico,320,260-510,,
Helico,321,237-498,,
Helico,322,199-320,372-554,
Helico,323,500-609,,
Helico,324,0-119,135-236,
Helico,325,312-465,489-586,
Helico,326,,,
Helico,327,,,
Helico,328,182-285,,
Helico,329,174-457,,
Helico,330,,,
Helico,331,466-580,,
Helico,332,352-497,,
Helico,333,312-451,472-584,
Helico,334,11-126,204-381,390-499
Helico,335,363-613,,
Helico,336,357-481,,
Helico,337,303-575,,
Helico,338,45-145,268-361,367-594
Helico,339,52-130,265-469,
Helico,340,450-613,,
Helico,341,403-514,,
Helico,342,376-498,,
Helico,343,360-463,,
Helico,344,,,
Helico,345,396-531,,
Helico,346,396-476,496-567,
Helico,347,326-469,,
Helico,348,283-358,385-486,
Helico,349,351-477,,
Helico,350,,,
Helico,351,315-486,,
Helico,352,258-538,,
Helico,353,327-467,,
Helico,354,228-497,,
Helico,355,267-493,,
Helico,356,0-111,338-488,
Helico,357,273-523,,
Helico,358,352-525,,
Helico,359,289-522,,
Helico,360,9-81,,
Helico,361,135-252,461-566,
Helico,362,450-613,,
Helico,363,242-481,,
Helico,364,155-263,377-451,
Helico,365,373-584,,
Helico,366,343-441,,
Helico,367,323-499,,
Helico,368,422-541,,
Helico,369,208-298,400-492,
Helico,370,216-295,392-496,
Helico,371,317-487,,
Helico,372,,,
Helico,373,374-450,459-556,
Helico,374,0-155,,
Helico,375,402-553,,
Helico,376,175-519,,
Helico,377,0-90,,
Helico,378,367-452,,
Helico,379,354-444,,
Helico,380,368-475,,
Helico,381,264-481,,
Helico,382,0-79,364-518,
Helico,383,123-257,386-489,
Helico,384,406-497,,
Helico,385,368-545,,
Helico,386,385-476,,
Helico,387,325-480,,
Helico,388,250-443,,
Helico,389,280-375,382-468,
Helico,390,180-428,,
Helico,391,206-477,,
Helico,392,160-256,344-516,
Helico,393,354-486,,
Helico,394,336-477,,
Helico,395,,,
Helico,396,0-130,,
Helico,397,182-548,,
Helico,398,,,
Helico,399,274-494,,
Helico,400,214-483,,
Helico,401,177-248,346-608,
Helico,402,380-508,,
Helico,403,410-490,,
Helico,404,374-507,,
Helico,405,384-490,,
Helico,406,384-494,,
Helico,407,389-480,,
Helico,408,193-331,,
Helico,409,325-613,,
Helico,410,0-270,,
Helico,411,294-538,,
Helico,412,,,
Helico,413,398-503,,
Helico,414,345-483,,
Helico,415,,,
Helico,416,369-515,,
Helico,417,358-450,,
Helico,418,286-360,381-466,498-613
Helico,419,298-490,,
Helico,420,0-183,208-483,
Helico,421,,,
Helico,422,363-555,,
Helico,423,285-613,,
Helico,424,,,
Helico,425,389-480,,
Helico,426,391-549,,
Helico,427,196-450,,
Helico,428,366-457,,
Helico,429,241-472,,
Helico,430,219-305,379-461,
Helico,431,314-526,,
Helico,432,326-514,,
Helico,433,488-586,,
Helico,434,0-143,,
Helico,435,525-613,,
Helico,436,288-434,,
Helico,437,304-581,,
Helico,438,402-480,,
Helico,439,378-489,,
Helico,440,160-242,334-561,
Helico,441,162-235,301-421,
Helico,442,119-268,540-613,
Helico,443,348-508,,
Helico,444,246-345,390-519,
Helico,445,325-469,,
Helico,446,288-372,394-575,
Helico,447,270-497,,
Helico,448,323-474,,
Helico,449,295-496,,
Helico,450,343-422,,
Helico,451,362-531,,
Helico,452,11-93,355-509,
Helico,453,353-526,,
Helico,454,4-77,359-613,
Helico,455,270-353,381-460,
Helico,456,139-243,320-492,
Helico,457,243-326,,
Helico,458,,,
Helico,459,,,
Helico,460,,,
Helico,461,353-499,,
Helico,462,333-460,472-613,
Helico,463,,,
Helico,464,278-562,,
Helico,465,,,
Helico,466,371-458,,
Helico,467,357-452,,
Helico,468,236-321,378-475,
Helico,469,283-530,,
Helico,470,0-133,219-409,
Helico,471,371-474,,
Helico,472,314-512,,
Helico,473,296-502,,
Helico,474,286-428,,
Helico,475,,,
Helico,476,312-474,,
Helico,477,380-461,487-613,
Helico,478,384-462,,
Helico,479,328-526,,
Helico,480,,,
Helico,481,336-516,,
Helico,482,282-455,,
Helico,483,424-512,,
Helico,484,,,
Helico,485,406-613,,
Helico,486,372-490,,
Helico,487,,,
Helico,488,403-567,,
Helico,489,269-491,,
Helico,490,414-613,,
Helico,491,119-500,531-613,
Helico,492,390-468,493-566,
Helico,493,289-466,,
Helico,494,257-528,,
Helico,495,10-81,151-295,
Helico,496,355-436,520-613,
Helico,497,291-483,,
Helico,498,313-434,,
Helico,499,,,
Helico,500,245-613,,
Helico,501,406-482,,
Helico,502,299-462,,
Helico,503,342-522,,
Helico,504,411-600,,
Helico,505,386-502,,
Helico,506,355-498,,
Helico,507,292-529,,
Helico,508,399-478,,
Helico,509,,,
Helico,510,413-490,,
Helico,511,336-590,,
Helico,512,0-203,383-470,529-613
Helico,513,0-114,,
Helico,514,350-479,,
Helico,515,291-542,,
Helico,516,64-192,,
Helico,517,389-480,,
Helico,518,141-243,275-395,401-475
Helico,519,498-611,,
Helico,520,,,
Helico,521,240-466,,
Helico,522,403-549,,
Helico,523,326-452,513-613,
Helico,524,218-291,319-502,
Helico,525,449-521,535-613,
Helico,526,171-304,,
Helico,527,410-544,,
Helico,528,370-459,,
Helico,529,185-345,,
Helico,530,233-338,370-446,460-569
