Organism,Seq,Positions,,
Pseudo,179,419-501,,
Pseudo,180,195-483,,
Pseudo,181,,,
Pseudo,182,368-479,,
Pseudo,183,,,
Pseudo,184,397-563,,
Pseudo,185,,,
Pseudo,186,346-479,486-570,
Pseudo,187,463-538,,
Pseudo,188,,,
Pseudo,189,165-241,,
Pseudo,190,293-427,,
Pseudo,191,,,
Pseudo,192,,,
Pseudo,193,466-559,,
Pseudo,194,360-446,,
Pseudo,195,,,
Pseudo,196,406-601,,
Pseudo,197,417-533,,
Pseudo,198,369-509,,
Pseudo,199,218-301,,
Pseudo,200,183-295,,
Pseudo,201,432-513,,
Pseudo,202,0-89,,
Pseudo,203,,,
Pseudo,204,,,
Pseudo,205,325-396,,
Pseudo,206,511-613,,
Pseudo,207,,,
Pseudo,208,392-464,,
Pseudo,209,279-436,479-557,
Pseudo,210,349-510,,
Pseudo,211,314-535,,
Pseudo,212,425-555,,
Pseudo,213,,,
Pseudo,214,489-566,,
Pseudo,215,,,
Pseudo,216,,,
Pseudo,217,416-489,,
Pseudo,218,431-513,,
Pseudo,219,,,
Pseudo,220,335-519,,
Pseudo,221,384-588,,
Pseudo,222,397-535,,
Pseudo,223,386-490,,
Pseudo,224,487-613,,
Pseudo,225,230-311,,
Pseudo,226,396-490,,
Pseudo,227,,,
Pseudo,228,,,
Pseudo,229,,,
Pseudo,230,415-537,,
Pseudo,231,380-552,,
Pseudo,232,392-528,,
Pseudo,233,407-555,,
Pseudo,234,317-400,,
Pseudo,235,383-454,,
Pseudo,236,213-322,358-484,
Pseudo,237,177-261,331-473,
Pseudo,238,,,
Pseudo,239,414-517,,
Pseudo,240,324-480,536-613,
Pseudo,241,405-550,,
Pseudo,242,,,
Pseudo,243,384-474,,
Pseudo,244,449-539,,
Pseudo,245,,,
Pseudo,246,,,
Pseudo,247,415-495,,
Pseudo,248,412-611,,
Pseudo,249,426-554,,
Pseudo,250,,,
Pseudo,251,358-504,,
Pseudo,252,320-479,,
Pseudo,253,378-463,,
Pseudo,254,366-474,,
Pseudo,255,313-422,,
Pseudo,256,417-518,,
Pseudo,257,,,
Pseudo,258,395-519,,
Pseudo,259,431-502,,
Pseudo,260,386-478,489-600,
Pseudo,261,1-74,392-516,
Pseudo,262,,,
Pseudo,263,,,
Pseudo,264,3-79,,
Pseudo,265,424-500,,
Pseudo,266,348-443,,
Pseudo,267,307-404,409-489,
Pseudo,268,431-572,,
Pseudo,269,,,
Pseudo,270,,,
Pseudo,271,394-495,,
Pseudo,272,,,
Pseudo,273,76-207,277-397,450-530
Pseudo,274,197-277,328-490,
Pseudo,275,436-513,,
Pseudo,276,347-457,,
Pseudo,277,,,
Pseudo,278,,,
Pseudo,279,,,
Pseudo,280,,,
Pseudo,281,,,
Pseudo,282,,,
Pseudo,283,214-370,,
Pseudo,284,421-549,,
Pseudo,285,279-365,,
Pseudo,286,349-491,,
Pseudo,287,334-570,,
Pseudo,288,283-417,,
Pseudo,289,113-225,251-332,430-537
Pseudo,290,393-516,,
Pseudo,291,431-513,,
Pseudo,292,358-491,,
Pseudo,293,425-498,,
Pseudo,294,,,
Pseudo,295,402-503,,
Pseudo,296,397-552,,
Pseudo,297,210-312,,
Pseudo,298,408-532,,
Pseudo,299,,,
Pseudo,300,215-297,421-518,
Pseudo,301,365-467,,
Pseudo,302,342-423,,
Pseudo,303,345-479,,
Pseudo,304,423-590,,
Pseudo,305,388-487,,
Pseudo,306,350-467,,
Pseudo,307,,,
Pseudo,308,,,
Pseudo,309,,,
Pseudo,310,293-498,,
Pseudo,311,59-139,425-512,
Pseudo,312,364-499,,
Pseudo,313,353-440,,
Pseudo,314,518-613,,
Pseudo,315,19-103,111-234,243-340
Pseudo,316,479-613,,
Pseudo,317,,,
Pseudo,318,509-608,,
Pseudo,319,407-511,,
Pseudo,320,225-333,,
Pseudo,321,533-613,,
Pseudo,322,316-403,,
Pseudo,323,358-572,,
Pseudo,324,377-502,,
Pseudo,325,232-437,,
Pseudo,326,,,
Pseudo,327,200-330,,
Pseudo,328,327-440,,
Pseudo,329,342-429,487-588,
Pseudo,330,,,
Pseudo,331,306-380,424-535,
Pseudo,332,,,
Pseudo,333,297-388,,
Pseudo,334,300-397,,
Pseudo,335,7-143,164-251,504-613
Pseudo,336,0-90,125-262,
Pseudo,337,443-518,,
Pseudo,338,,,
Pseudo,339,,,
Pseudo,340,376-453,,
Pseudo,341,26-155,,
Pseudo,342,376-502,,
Pseudo,343,,,
Pseudo,344,240-353,,
Pseudo,345,,,
Pseudo,346,,,
Pseudo,347,277-364,,
Pseudo,348,163-343,394-494,
Pseudo,349,,,
Pseudo,350,391-520,,
Pseudo,351,304-511,,
Pseudo,352,357-473,,
Pseudo,353,286-357,,
Pseudo,354,,,
Pseudo,355,,,
Pseudo,356,,,
Pseudo,357,320-488,,
Pseudo,358,340-443,,
Pseudo,359,,,
Pseudo,360,226-298,392-601,
Pseudo,361,,,
Pseudo,362,298-515,,
Pseudo,363,0-223,,
Pseudo,364,,,
Pseudo,365,412-491,,
Pseudo,366,,,
Pseudo,367,328-509,,
Pseudo,368,389-508,,
Pseudo,369,440-540,,
Pseudo,370,351-492,,
Pseudo,371,,,
Pseudo,372,370-478,,
Pseudo,373,92-212,350-442,
Pseudo,374,471-613,,
Pseudo,375,417-572,,
Pseudo,376,250-331,,
Pseudo,377,289-442,452-589,
Pseudo,378,,,
Pseudo,379,391-478,,
Pseudo,380,,,
Pseudo,381,396-484,501-602,
Pseudo,382,,,
Pseudo,383,355-582,,
Pseudo,384,358-479,,
Pseudo,385,369-449,,
Pseudo,386,45-169,,
Pseudo,387,420-493,,
Pseudo,388,358-455,,
Pseudo,389,455-560,,
Pseudo,390,107-192,,
Pseudo,391,219-311,,
Pseudo,392,,,
Pseudo,393,418-570,,
Pseudo,394,392-502,,
Pseudo,395,,,
Pseudo,396,414-518,,
Pseudo,397,,,
Pseudo,398,379-463,,
Pseudo,399,,,
Pseudo,400,326-400,406-572,
Pseudo,401,80-159,297-368,
Pseudo,402,401-479,,
Pseudo,403,400-516,,
Pseudo,404,514-606,,
Pseudo,405,370-445,,
Pseudo,406,,,
Pseudo,407,,,
Pseudo,408,321-397,435-613,
Pseudo,409,364-518,,
Pseudo,410,,,
Pseudo,411,233-367,,
Pseudo,412,380-512,,
Pseudo,413,,,
Pseudo,414,49-144,,
Pseudo,415,359-461,,
Pseudo,416,389-497,,
Pseudo,417,402-486,,
Pseudo,418,,,
Pseudo,419,225-349,,
Pseudo,420,,,
Pseudo,421,523-605,,
Pseudo,422,,,
Pseudo,423,28-109,,
Pseudo,424,349-502,,
Pseudo,425,354-535,,
Pseudo,426,277-453,,
Pseudo,427,,,
Pseudo,428,481-613,,
Pseudo,429,347-441,,
Pseudo,430,396-485,,
Pseudo,431,,,
Pseudo,432,390-508,,
Pseudo,433,315-501,,
Pseudo,434,357-493,,
Pseudo,435,,,
Pseudo,436,442-555,,
Pseudo,437,,,
Pseudo,438,367-474,,
Pseudo,439,406-575,,
Pseudo,440,,,
Pseudo,441,,,
Pseudo,442,502-583,,
Pseudo,443,129-205,,
Pseudo,444,414-497,502-613,
Pseudo,445,,,
Pseudo,446,309-415,,
Pseudo,447,226-297,,
Pseudo,448,503-613,,
Pseudo,449,359-549,,
Pseudo,450,86-162,213-332,
Pseudo,451,,,
Pseudo,452,276-358,423-494,
Pseudo,453,348-426,,
Pseudo,454,,,
Pseudo,455,344-440,450-592,
Pseudo,456,501-591,,
Pseudo,457,491-590,,
Pseudo,458,,,
Pseudo,459,295-399,,
Pseudo,460,348-540,,
Pseudo,461,372-462,,
Pseudo,462,65-145,210-444,
Pseudo,463,102-211,,
Pseudo,464,408-505,,
Pseudo,465,334-436,483-613,
Pseudo,466,457-539,,
Pseudo,467,385-483,,
Pseudo,468,,,
Pseudo,469,297-439,,
Pseudo,470,,,
Pseudo,471,,,
Pseudo,472,372-519,,
Pseudo,473,413-511,,
Pseudo,474,399-522,,
Pseudo,475,226-329,372-501,
Pseudo,476,305-429,,
Pseudo,477,,,
Pseudo,478,311-420,,
Pseudo,479,303-487,,
Pseudo,480,,,
Pseudo,481,349-458,,
Pseudo,482,,,
Pseudo,483,0-106,378-496,
Pseudo,484,330-426,516-613,
Pseudo,485,396-508,,
Pseudo,486,62-194,388-473,
Pseudo,487,403-495,,
Pseudo,488,317-440,,
Pseudo,489,275-393,,
Pseudo,490,378-477,,
Pseudo,491,,,
Pseudo,492,376-482,,
Pseudo,493,,,
Pseudo,494,245-411,,
Pseudo,495,407-487,,
Pseudo,496,,,
Pseudo,497,10-100,,
Pseudo,498,,,
Pseudo,499,,,
Pseudo,500,420-491,,
Pseudo,501,,,
Pseudo,502,173-245,,
Pseudo,503,354-442,,
Pseudo,504,,,
Pseudo,505,350-513,,
Pseudo,506,365-517,,
Pseudo,507,,,
Pseudo,508,,,
Pseudo,509,322-456,,
Pseudo,510,328-443,,
Pseudo,511,59-130,,
Pseudo,512,113-190,,
Pseudo,513,489-561,,
Pseudo,514,223-350,,
Pseudo,515,,,
Pseudo,516,372-455,,
Pseudo,517,,,
Pseudo,518,,,
Pseudo,519,,,
Pseudo,520,434-613,,
Pseudo,521,292-426,,
Pseudo,522,,,
Pseudo,523,,,
Pseudo,524,,,
Pseudo,525,334-419,,
Pseudo,526,334-448,,
Pseudo,527,441-520,,
Pseudo,528,347-446,482-587,
Pseudo,529,,,
Pseudo,530,402-504,,
Pseudo,531,,,
Pseudo,532,350-437,,
Pseudo,533,253-340,,
Pseudo,534,319-448,,
Pseudo,535,422-499,,
Pseudo,536,141-245,,
Pseudo,537,348-440,,
Pseudo,538,418-491,,
Pseudo,539,,,
Pseudo,540,321-472,,
Pseudo,541,,,
Pseudo,542,397-468,,
Pseudo,543,,,
Pseudo,544,,,
Pseudo,545,342-473,,
Pseudo,546,,,
Pseudo,547,,,
Pseudo,548,267-342,374-511,
Pseudo,549,391-470,,
Pseudo,550,246-361,,
Pseudo,551,,,
Pseudo,552,421-498,,
Pseudo,553,323-469,,
Pseudo,554,,,
Pseudo,555,353-488,,
Pseudo,556,,,
Pseudo,557,289-374,,
Pseudo,558,,,
Pseudo,559,349-450,,
Pseudo,560,279-354,,
Pseudo,561,430-512,,
Pseudo,562,395-473,,
Pseudo,563,140-232,449-588,
Pseudo,564,353-435,,
Pseudo,565,,,
Pseudo,566,,,
Pseudo,567,182-281,,
Pseudo,568,402-482,,
Pseudo,569,269-356,,
Pseudo,570,,,
Pseudo,571,420-505,,
Pseudo,572,,,
Pseudo,573,383-469,,
Pseudo,574,,,
Pseudo,575,,,
Pseudo,576,,,
Pseudo,577,,,
Pseudo,578,40-118,183-263,
Pseudo,579,,,
Pseudo,580,368-450,,
Pseudo,581,292-368,375-514,
Pseudo,582,474-573,,
Pseudo,583,330-441,,
Pseudo,584,349-434,,
Pseudo,585,427-506,,
Pseudo,586,343-432,,
Pseudo,587,519-605,,
Pseudo,588,,,
Pseudo,589,335-440,,
Pseudo,590,,,
Pseudo,591,,,
Pseudo,592,,,
Pseudo,593,396-471,,
Pseudo,594,,,
Pseudo,595,,,
Pseudo,596,438-550,,
Pseudo,597,,,
Pseudo,598,264-361,371-499,
Pseudo,599,174-352,,
Pseudo,600,516-613,,
Pseudo,601,435-531,,
Pseudo,602,333-428,,
Pseudo,603,345-518,,
Pseudo,604,356-440,,
Pseudo,605,511-607,,
Pseudo,606,0-96,419-510,
Pseudo,607,343-436,,
Pseudo,608,379-450,,
Pseudo,609,,,
Pseudo,610,359-469,,
Pseudo,611,,,
Pseudo,612,,,
Pseudo,613,,,
Pseudo,614,,,
Pseudo,615,431-502,,
Pseudo,616,,,
Pseudo,617,323-406,,
Pseudo,618,417-495,,
Pseudo,619,411-495,,
Pseudo,620,,,
Pseudo,621,362-533,,
Pseudo,622,333-409,,
Pseudo,623,,,
Pseudo,624,332-503,,
Pseudo,625,72-163,249-360,378-513
Pseudo,626,417-512,,
Pseudo,627,343-430,494-572,
Pseudo,628,261-375,391-462,
Pseudo,629,331-487,,
Pseudo,630,375-461,475-573,
Pseudo,631,,,
Pseudo,632,328-468,,
Pseudo,633,,,
Pseudo,634,372-456,,
Pseudo,635,410-502,,
Pseudo,636,390-531,,
Pseudo,637,347-466,,
Pseudo,638,373-489,,
Pseudo,639,77-158,,
Pseudo,640,272-365,,
Pseudo,641,200-284,364-451,
Pseudo,642,452-556,,
Pseudo,643,440-545,,
Pseudo,644,113-199,,
Pseudo,645,,,
Pseudo,646,364-458,,
Pseudo,647,370-449,,
Pseudo,648,479-561,,
Pseudo,649,142-241,,
Pseudo,650,300-387,,
Pseudo,651,331-412,,
Pseudo,652,441-516,,
Pseudo,653,,,
Pseudo,654,,,
Pseudo,655,293-437,,
Pseudo,656,39-110,514-590,
Pseudo,657,325-422,,
Pseudo,658,150-222,498-569,
Pseudo,659,,,
Pseudo,660,481-554,,
Pseudo,661,352-444,,
Pseudo,662,353-490,,
Pseudo,663,,,
Pseudo,664,392-511,,
Pseudo,665,,,
Pseudo,666,430-503,,
Pseudo,667,418-500,,
Pseudo,668,0-143,,
Pseudo,669,392-487,,
Pseudo,670,,,
Pseudo,671,375-467,,
Pseudo,672,428-592,,
Pseudo,673,420-518,,
Pseudo,674,399-577,,
Pseudo,675,390-588,,
Pseudo,676,0-319,,
Pseudo,677,506-613,,
Pseudo,678,218-304,391-539,
Pseudo,679,178-344,,
Pseudo,680,,,
Pseudo,681,,,
Pseudo,682,67-180,304-383,
Pseudo,683,,,
Pseudo,684,518-612,,
Pseudo,685,217-301,436-598,
Pseudo,686,,,
Pseudo,687,299-371,,
Pseudo,688,446-522,,
Pseudo,689,275-430,,
Pseudo,690,429-506,,
Pseudo,691,528-613,,
Pseudo,692,104-195,330-461,
Pseudo,693,,,
Pseudo,694,,,
Pseudo,695,,,
Pseudo,696,,,
Pseudo,697,317-469,,
Pseudo,698,437-525,,
Pseudo,699,,,
Pseudo,700,405-480,,
Pseudo,701,280-449,,
Pseudo,702,,,
Pseudo,703,378-467,,
Pseudo,704,,,
Pseudo,705,440-514,,
Pseudo,706,132-409,,
Pseudo,707,368-510,,
Pseudo,708,60-270,452-536,
Pseudo,709,414-527,,
Pseudo,710,262-435,,
Pseudo,711,106-217,,
Pseudo,712,471-544,,
Pseudo,713,195-310,,
Pseudo,714,364-478,,
Pseudo,715,,,
Pseudo,716,440-512,,
Pseudo,717,,,
Pseudo,718,,,
Pseudo,719,,,
Pseudo,720,347-445,,
Pseudo,721,241-376,,
Pseudo,722,,,
Pseudo,723,358-453,,
Pseudo,724,232-317,,
Pseudo,725,379-497,,
Pseudo,726,426-499,,
Pseudo,727,362-459,,
Pseudo,728,,,
Pseudo,729,309-452,,
Pseudo,730,351-461,,
Pseudo,731,381-589,,
Pseudo,732,304-385,,
Pseudo,733,346-428,,
Pseudo,734,395-510,,
Pseudo,735,536-609,,
Pseudo,736,,,
Pseudo,737,318-513,,
Pseudo,738,,,
Pseudo,739,,,
Pseudo,740,0-93,123-254,
Pseudo,741,,,
Pseudo,742,465-604,,
Pseudo,743,356-508,,
Pseudo,744,387-559,,
Pseudo,745,369-475,,
Pseudo,746,250-325,,
Pseudo,747,351-484,,
Pseudo,748,167-319,,
Pseudo,749,131-238,,
Pseudo,750,462-541,,
Pseudo,751,282-432,,
Pseudo,752,,,
Pseudo,753,472-586,,
Pseudo,754,,,
Pseudo,755,358-486,,
Pseudo,756,285-378,,
Pseudo,757,324-431,,
Pseudo,758,,,
Pseudo,759,231-314,,
Pseudo,760,198-341,479-581,
Pseudo,761,,,
Pseudo,762,435-513,,
Pseudo,763,346-505,,
Pseudo,764,233-414,,
Pseudo,765,,,
Pseudo,766,354-434,,
Pseudo,767,487-563,,
Pseudo,768,342-473,,
Pseudo,769,,,
Pseudo,770,91-164,,
Pseudo,771,,,
Pseudo,772,,,
Pseudo,773,,,
Pseudo,774,443-613,,
Pseudo,775,276-484,,
Pseudo,776,385-512,,
Pseudo,777,,,
Pseudo,778,359-441,,
Pseudo,779,466-566,,
Pseudo,780,277-420,,
Pseudo,781,214-296,447-519,
Pseudo,782,389-493,,
Pseudo,783,,,
Pseudo,784,348-432,,
Pseudo,785,,,
Pseudo,786,401-529,,
Pseudo,787,378-473,,
Pseudo,788,,,
Pseudo,789,,,
Pseudo,790,210-342,400-486,
Pseudo,791,380-566,,
Pseudo,792,374-452,,
Pseudo,793,,,
Pseudo,794,,,
Pseudo,795,298-444,,
Pseudo,796,430-502,,
Pseudo,797,,,
Pseudo,798,295-374,,
Pseudo,799,,,
Pseudo,800,313-424,,
Pseudo,801,353-442,,
Pseudo,802,521-592,,
Pseudo,803,363-450,,
Pseudo,804,347-493,,
Pseudo,805,270-462,,
Pseudo,806,,,
Pseudo,807,415-501,,
Pseudo,808,486-613,,
Pseudo,809,0-72,249-422,
Pseudo,810,,,
Pseudo,811,0-109,,
Pseudo,812,531-613,,
Pseudo,813,400-493,,
Pseudo,814,214-288,374-597,
Pseudo,815,238-344,420-530,
Pseudo,816,387-498,,
Pseudo,817,153-242,375-453,
Pseudo,818,,,
Pseudo,819,380-451,,
Pseudo,820,,,
Pseudo,821,311-518,,
Pseudo,822,,,
Pseudo,823,,,
Pseudo,824,157-278,,
Pseudo,825,383-463,,
Pseudo,826,324-396,,
Pseudo,827,,,
Pseudo,828,,,
Pseudo,829,,,
Pseudo,830,284-457,,
Pseudo,831,397-472,,
Pseudo,832,404-565,,
Pseudo,833,248-329,,
Pseudo,834,313-388,,
Pseudo,835,,,
Pseudo,836,,,
Pseudo,837,395-497,,
Pseudo,838,471-580,,
Pseudo,839,75-169,421-503,
Pseudo,840,,,
Pseudo,841,323-420,463-588,
Pseudo,842,,,
Pseudo,843,366-438,,
Pseudo,844,253-375,,
Pseudo,845,536-613,,
Pseudo,846,,,
Pseudo,847,499-573,,
Pseudo,848,136-230,354-457,
Pseudo,849,0-72,205-335,
Pseudo,850,401-480,,
Pseudo,851,192-336,,
Pseudo,852,,,
Pseudo,853,0-71,,
Pseudo,854,,,
Pseudo,855,,,
Pseudo,856,418-497,,
Pseudo,857,435-536,,
Pseudo,858,,,
Pseudo,859,,,
Pseudo,860,150-239,,
Pseudo,861,,,
Pseudo,862,414-525,,
Pseudo,863,542-613,,
Pseudo,864,400-537,,
Pseudo,865,331-505,,
Pseudo,866,293-403,,
Pseudo,867,529-603,,
Pseudo,868,,,
Pseudo,869,252-332,389-531,
Pseudo,870,315-458,,
Pseudo,871,186-331,,
Pseudo,872,,,
Pseudo,873,,,
Pseudo,874,416-499,,
Pseudo,875,,,
Pseudo,876,,,
Pseudo,877,406-493,,
Pseudo,878,252-335,,
Pseudo,879,249-423,,
Pseudo,880,,,
Pseudo,881,387-525,,
Pseudo,882,342-466,,
Pseudo,883,414-515,,
Pseudo,884,,,
Pseudo,885,,,
Pseudo,886,,,
Pseudo,887,271-346,351-444,
Pseudo,888,348-512,,
Pseudo,889,,,
Pseudo,890,274-385,,
Pseudo,891,267-475,,
Pseudo,892,408-481,,
Pseudo,893,309-443,,
Pseudo,894,411-485,,
Pseudo,895,308-454,,
Pseudo,896,171-288,,
Pseudo,897,242-387,,
Pseudo,898,302-403,,
Pseudo,899,436-509,,
Pseudo,900,365-527,,
Pseudo,901,88-212,,
Pseudo,902,387-484,,
Pseudo,903,,,
Pseudo,904,304-482,,
Pseudo,905,,,
Pseudo,906,,,
Pseudo,907,429-613,,
Pseudo,908,0-88,,
Pseudo,909,,,
Pseudo,910,,,
Pseudo,911,384-475,,
Pseudo,912,428-517,,
Pseudo,913,386-539,,
Pseudo,914,,,
Pseudo,915,304-481,,
Pseudo,916,184-293,,
Pseudo,917,,,
Pseudo,918,514-613,,
Pseudo,919,,,
Pseudo,920,,,
Pseudo,921,399-535,,
Pseudo,922,,,
Pseudo,923,,,
Pseudo,924,425-524,,
Pseudo,925,,,
Pseudo,926,,,
Pseudo,927,,,
Pseudo,928,481-577,,
Pseudo,929,366-489,,
Pseudo,930,,,
Pseudo,931,302-444,464-552,
Pseudo,932,366-450,,
Pseudo,933,,,
Pseudo,934,,,
Pseudo,935,,,
Pseudo,936,421-505,,
Pseudo,937,328-446,,
Pseudo,938,275-375,388-538,
Pseudo,939,,,
Pseudo,940,,,
Pseudo,941,156-229,,
Pseudo,942,,,
Pseudo,943,312-385,,
Pseudo,944,,,
Pseudo,945,199-276,,
Pseudo,946,381-461,,
Pseudo,947,350-437,,
Pseudo,948,267-390,,
Pseudo,949,403-483,,
Pseudo,950,467-564,,
Pseudo,951,363-462,,
Pseudo,952,407-482,,
Pseudo,953,340-440,,
Pseudo,954,,,
Pseudo,955,78-236,,
Pseudo,956,466-544,,
Pseudo,957,390-473,,
Pseudo,958,,,
Pseudo,959,349-523,,
Pseudo,960,,,
Pseudo,961,420-514,,
Pseudo,962,384-468,,
Pseudo,963,94-199,,
Pseudo,964,303-374,,
Pseudo,965,384-462,,
Pseudo,966,359-507,,
Pseudo,967,106-196,,
Pseudo,968,379-476,,
Pseudo,969,404-533,,
Pseudo,970,361-494,,
Pseudo,971,,,
Pseudo,972,,,
Pseudo,973,,,
Pseudo,974,,,
Pseudo,975,348-450,,
Pseudo,976,337-482,,
Pseudo,977,363-439,,
Pseudo,978,361-474,,
Pseudo,979,373-486,,
Pseudo,980,,,
Pseudo,981,88-184,207-293,403-483
Pseudo,982,230-323,,
Pseudo,983,403-474,,
Pseudo,984,289-360,,
Pseudo,985,,,
Pseudo,986,387-482,,
Pseudo,987,391-476,,
Pseudo,988,407-486,,
Pseudo,989,,,
Pseudo,990,,,
Pseudo,991,385-466,,
Pseudo,992,,,
Pseudo,993,337-411,,
Pseudo,994,270-473,,
Pseudo,995,,,
Pseudo,996,412-488,,
Pseudo,997,,,
Pseudo,998,66-235,301-515,
Pseudo,999,488-583,,
Pseudo,1000,352-453,,
Pseudo,1001,25-140,175-256,
Pseudo,1002,,,
Pseudo,1003,479-575,,
Pseudo,1004,,,
Pseudo,1005,372-464,470-542,
Pseudo,1006,457-613,,
Pseudo,1007,402-493,,
Pseudo,1008,451-555,,
Pseudo,1009,504-584,,
Pseudo,1010,398-487,,
Pseudo,1011,465-541,,
Pseudo,1012,337-426,,
Pseudo,1013,203-285,,
Pseudo,1014,,,
Pseudo,1015,,,
Pseudo,1016,387-501,,
Pseudo,1017,,,
Pseudo,1018,278-365,,
Pseudo,1019,137-220,,
Pseudo,1020,342-449,,
Pseudo,1021,,,
Pseudo,1022,265-339,,
Pseudo,1023,278-363,387-508,
Pseudo,1024,141-220,,
Pseudo,1025,,,
Pseudo,1026,358-442,481-565,
Pseudo,1027,401-580,,
Pseudo,1028,413-515,,
Pseudo,1029,,,
Pseudo,1030,437-534,,
Pseudo,1031,362-443,,
Pseudo,1032,292-429,,
Pseudo,1033,245-329,521-592,
Pseudo,1034,180-257,,
Pseudo,1035,241-323,,
Pseudo,1036,,,
Pseudo,1037,,,
Pseudo,1038,,,
Pseudo,1039,311-464,,
Pseudo,1040,174-324,352-465,
Pseudo,1041,438-574,,
Pseudo,1042,484-586,,
Pseudo,1043,,,
Pseudo,1044,393-484,,
Pseudo,1045,385-501,,
Pseudo,1046,,,
