Seq,Tss,Col1,Col2,Col3,Col4
74,1,6.549551,6.686686,1.084551,0.600813
75,1,6.590293,6.267812,1.409951,0.657687
76,1,7.542775,5.311977,1.356362,0.710311
77,1,5.501403,8.140473,0.623523,0.355441
78,1,7.609260,5.215567,1.207899,0.649326
79,1,5.009483,8.747823,1.036463,0.373697
80,1,8.892326,3.123822,1.612770,0.912126
81,1,7.386885,3.811542,1.660260,0.857846
82,1,7.682901,3.649745,1.494777,0.887236
83,1,7.776889,6.114214,1.391386,0.673284
84,1,4.593310,7.012480,0.721365,0.488993
85,1,6.940249,6.910260,0.983071,0.537019
86,1,6.298483,7.567854,1.287598,0.630491
87,1,6.487823,5.988071,1.490009,0.706106
88,1,4.517883,7.858175,0.691336,0.375102
89,1,6.392795,7.216412,1.177377,0.518224
90,1,7.413417,6.047188,0.912960,0.564949
91,1,6.823660,7.150048,1.169633,0.568988
92,1,5.064049,9.356668,0.790676,0.332436
93,1,6.713557,6.401525,1.339981,0.601204
94,1,5.622313,9.438589,1.085305,0.418168
95,1,8.012048,5.217872,1.287966,0.634678
96,1,5.572023,7.106030,1.195080,0.549150
97,1,7.667786,6.326375,1.238430,0.585817
98,1,8.427761,4.722437,1.698009,0.838763
99,1,5.197758,7.635071,0.544350,0.351544
100,1,5.754162,7.566892,0.960066,0.392065
101,1,6.017806,9.351269,0.570278,0.325496
102,1,9.227736,3.911718,1.319513,0.764899
103,1,8.307374,3.618519,1.734291,0.932573
104,1,6.155900,8.146688,1.347722,0.518106
105,1,8.680377,5.697304,1.293972,0.615289
106,1,4.115355,10.009721,1.124424,0.382747
107,1,8.735753,5.079663,1.645741,0.776937
108,1,4.742405,9.507789,1.017745,0.390615
109,1,8.216196,2.558322,1.517991,0.936578
110,1,4.958176,8.931070,1.053432,0.379482
111,1,6.244593,8.677846,1.319525,0.449592
112,1,8.152520,3.940669,1.169729,0.773046
113,1,8.173018,6.817487,1.029948,0.490734
114,1,7.017953,4.926990,1.327582,0.708961
115,1,6.166425,7.959886,1.089839,0.475943
116,1,5.101272,8.679811,1.190190,0.478659
117,1,7.632287,4.534920,1.308867,0.728225
118,1,6.101983,7.289934,1.431394,0.586958
119,1,9.569859,2.436535,1.564991,0.893477
120,1,6.038479,6.729063,1.362908,0.635970
121,1,6.978138,5.865705,1.643183,0.690519
122,1,5.085945,8.158400,1.150953,0.510424
123,1,7.148001,5.574047,0.755396,0.544012
124,1,7.984448,5.356758,1.316499,0.661447
125,1,6.351198,7.528320,1.140612,0.462017
126,1,2.862172,11.845605,0.806973,0.179139
127,1,6.099874,8.122188,1.363828,0.555967
128,1,7.056843,7.977324,1.328858,0.494725
129,1,4.119496,10.998262,1.305922,0.438771
130,1,6.015111,7.750522,0.699452,0.347921
131,1,5.463553,8.474729,0.562859,0.322914
132,1,5.973922,9.923175,1.283888,0.353044
133,1,3.747286,10.702829,0.888212,0.281794
134,1,5.706722,5.863780,1.178242,0.640559
135,1,3.639224,10.848478,1.100442,0.285720
136,1,7.356533,7.543854,1.412098,0.560240
137,1,5.970735,8.604434,1.375772,0.551843
138,1,6.396610,7.204071,1.510770,0.628262
139,1,9.092018,5.483841,1.507442,0.699878
140,1,7.035593,6.798631,1.292325,0.636909
141,1,7.117782,9.030106,0.988159,0.495761
142,1,6.556839,6.601254,1.187931,0.569725
143,1,7.106994,5.125813,1.358903,0.704304
144,1,6.956415,7.085056,1.083458,0.508956
145,1,9.488713,3.256348,1.443389,0.873536
146,1,4.990959,8.139913,1.220889,0.516028
147,1,6.330875,9.306606,0.849126,0.346425
148,1,5.527828,7.181331,1.246909,0.590607
149,1,6.020492,8.143379,1.447560,0.556794
150,1,7.580861,4.490303,1.458703,0.856284
151,1,7.102386,6.980173,1.545497,0.702606
152,1,4.200982,9.405741,1.048731,0.389813
153,1,8.504292,3.160251,1.466149,0.866404
154,1,7.535014,6.269702,0.759895,0.453681
155,1,7.844153,5.934081,1.607634,0.686577
156,1,9.072711,3.374282,1.364512,0.804804
157,1,8.777858,4.784506,1.700809,0.875391
158,1,5.989964,7.786732,1.260295,0.534591
159,1,7.217841,5.010838,1.211652,0.698342
160,1,6.709810,5.412973,0.784505,0.590140
161,1,5.596655,7.885878,1.185907,0.501740
162,1,5.143040,11.627203,0.670625,0.233861
163,1,7.446669,5.708619,0.922547,0.544017
164,1,5.334958,8.186102,1.528493,0.606190
165,1,6.177182,8.274167,1.344200,0.555960
166,1,5.774790,9.388160,1.668240,0.697155
167,1,6.184415,6.863180,1.368880,0.640287
168,1,4.684397,8.793386,1.221663,0.400765
169,1,3.252669,10.977377,0.809026,0.221348
170,1,8.013706,6.041854,1.636916,0.692186
171,1,4.857957,10.451511,0.538155,0.219571
172,1,6.555442,7.225117,1.301907,0.587713
173,1,5.054732,9.065082,0.983359,0.427592
174,1,7.701455,7.234688,1.214430,0.495868
175,1,5.778392,7.109720,0.982340,0.555321
176,1,6.745961,6.540491,1.298531,0.607335
177,1,7.896192,5.900578,1.479680,0.702673
178,1,5.084652,9.436045,1.033152,0.411537
179,1,6.968881,6.101214,1.302669,0.641479
180,1,8.334359,4.395004,1.162829,0.660006
181,1,6.009954,7.345012,0.683152,0.351380
182,1,5.757862,7.493305,0.985194,0.511003
183,1,5.534607,7.682593,0.940062,0.473445
184,1,6.206778,5.963186,1.497676,0.773360
185,1,7.129080,5.001678,1.313509,0.701724
186,1,5.133979,9.808758,1.257154,0.419006
187,1,9.184173,5.132490,1.717775,0.806364
188,1,6.562693,6.292151,1.030372,0.657326
189,1,7.660948,7.269996,1.595820,0.677247
190,1,7.589558,6.050840,1.344191,0.655695
191,1,6.706970,7.633073,1.140381,0.482090
192,1,5.182702,7.980217,1.054620,0.426979
193,1,4.253560,9.257024,1.103852,0.401951
194,1,8.082073,4.972815,1.500363,0.767207
195,1,9.306600,3.298322,1.272776,0.763188
196,1,8.468941,4.368981,1.453746,0.717820
197,1,6.468845,9.871520,0.699780,0.286965
198,1,3.413550,12.334570,0.915443,0.158066
199,1,5.140016,8.696467,0.776813,0.368290
200,1,6.705228,8.659217,1.352172,0.519144
201,1,7.133982,7.261307,0.969139,0.488284
202,1,6.609348,6.460089,1.183799,0.585662
203,1,8.006286,6.953431,1.697107,0.745218
204,1,7.012619,6.093761,1.501517,0.720545
205,1,6.080794,6.869378,1.243658,0.642824
206,1,2.989491,11.484728,1.153460,0.308557
207,1,3.913891,11.491257,1.207462,0.312701
208,1,6.458485,8.053424,1.523466,0.603219
209,1,6.627623,6.101565,1.505519,0.719295
210,1,6.192770,10.234182,1.162863,0.392666
211,1,4.964128,7.405521,1.147472,0.555899
212,1,7.638545,4.056831,1.220417,0.815516
213,1,7.102337,5.844841,1.348458,0.664332
214,1,7.644816,5.251881,1.611665,0.760322
215,1,7.391625,7.223852,1.383808,0.573031
216,1,6.789089,6.763084,0.890325,0.500054
217,1,8.520866,5.130270,1.128043,0.648381
218,1,6.808105,6.820461,1.402161,0.679759
219,1,6.555562,7.599457,1.169533,0.541975
220,1,6.686779,7.769585,1.374173,0.536989
221,1,8.194059,3.854584,1.340297,0.746747
222,1,4.366131,10.522166,0.631085,0.214486
223,1,7.074631,5.818736,1.495537,0.717256
224,1,4.513067,10.213590,0.882212,0.267493
225,1,4.745905,9.160941,1.039059,0.371324
226,1,5.877528,11.033367,0.830475,0.217500
227,1,7.234460,7.193689,1.371437,0.606113
228,1,7.243205,6.196225,1.364149,0.687458
229,1,6.696981,6.126466,0.921992,0.528997
230,1,8.742663,4.595510,1.262841,0.659467
231,1,8.478444,5.148091,1.112108,0.708835
232,1,7.115013,5.295177,1.379301,0.693825
233,1,4.329755,10.610063,1.043330,0.322217
234,1,8.201782,4.383433,1.491141,0.782846
235,1,6.299229,7.351505,1.055783,0.520267
236,1,5.467776,9.099490,1.287184,0.448058
237,1,8.074760,5.581072,1.547199,0.729922
238,1,7.297981,6.529394,1.244376,0.590650
239,1,5.354995,8.535727,0.929790,0.413870
240,1,5.200006,7.993409,1.501530,0.593727
241,1,8.465835,4.068525,1.463369,0.741184
242,1,7.768236,6.261881,1.266910,0.607847
243,1,7.444835,3.887385,1.136551,0.750820
244,1,6.258867,7.598333,1.064469,0.555363
245,1,5.661221,9.342666,1.422487,0.545509
246,1,8.084550,3.986648,1.294146,0.777022
247,1,6.226725,7.965068,1.175035,0.468365
248,1,6.189407,9.119507,1.494871,0.523107
249,1,7.289614,7.331692,1.651545,0.685942
250,1,7.936073,4.879981,1.639329,0.863165
251,1,6.193953,6.874955,1.335200,0.599766
252,1,6.946968,6.819955,0.979780,0.448690
253,1,6.981938,7.526098,1.312422,0.617268
254,1,7.826415,5.075795,1.402080,0.763942
255,1,6.261774,6.701208,1.352862,0.622228
256,1,6.560235,6.663407,1.149767,0.543906
257,1,6.757114,6.522086,1.172218,0.571609
258,1,6.913587,8.901894,1.181540,0.406669
259,1,7.191664,8.261464,1.077269,0.391719
260,1,5.680910,8.645375,1.222034,0.427695
261,1,6.741666,6.678246,1.579820,0.638181
262,1,5.974824,8.760992,1.414314,0.510528
263,1,6.024017,7.037476,1.283217,0.537375
264,1,8.355599,4.498024,1.390579,0.753242
265,1,7.569745,6.886582,1.243253,0.550362
266,1,7.097980,7.407710,0.820976,0.399690
267,1,7.659123,6.685307,1.244417,0.561833
268,1,8.043719,6.014707,0.850845,0.527586
269,1,6.725827,7.115767,1.075812,0.551726
270,1,7.633191,6.439959,1.529953,0.686345
271,1,6.623310,6.082539,1.156341,0.607954
272,1,5.673923,7.473025,1.338038,0.602063
273,1,7.282600,5.004073,1.266725,0.759336
274,1,8.416183,4.775598,1.400303,0.713787
275,1,9.042467,2.948820,1.501301,0.921144
276,1,7.332724,4.762914,1.239366,0.671004
277,1,9.063664,4.531007,0.985141,0.594763
278,1,5.316498,10.302270,1.188347,0.426472
279,1,5.700008,7.964197,1.369324,0.630343
280,1,7.507153,5.026185,1.608653,0.802929
281,1,9.057849,4.154024,1.452024,0.733569
282,1,6.602390,8.044875,1.439724,0.512487
283,1,6.575196,6.662539,1.371630,0.654242
284,1,6.934856,7.407327,1.112472,0.489336
285,1,7.646805,5.682313,1.495872,0.731162
286,1,6.248487,8.373553,1.303392,0.483376
287,1,6.939568,7.283513,1.316430,0.541593
288,1,7.384993,5.654547,1.372964,0.627701
289,1,5.960410,6.393293,1.173871,0.551121
290,1,6.371688,8.239371,1.530462,0.623213
291,1,9.663113,4.279683,1.304468,0.729851
292,1,9.027295,4.810297,0.546029,0.527719
293,1,7.038767,7.426120,1.395143,0.546813
294,1,7.097258,6.608590,1.352084,0.528020
295,1,8.063770,6.174565,1.423324,0.731446
296,1,7.158003,3.944294,1.471228,0.862346
297,1,7.311150,6.129750,1.396534,0.623786
298,1,4.529337,8.506070,1.193004,0.512749
299,1,8.323348,6.036110,1.378896,0.663453
300,1,6.160939,7.101306,1.443489,0.598403
301,1,8.289631,4.683025,1.117921,0.620171
302,1,8.615676,3.058765,1.701228,0.895315
303,1,5.175508,9.495869,1.061455,0.353687
304,1,10.190566,2.175062,1.651385,0.918725
305,1,6.306923,8.838166,1.183074,0.411554
306,1,7.861107,6.179513,1.575406,0.693784
307,1,5.797732,6.406928,1.600581,0.766387
308,1,9.149345,3.288044,1.500991,0.891373
309,1,5.945411,7.434572,1.174673,0.534495
310,1,5.919299,8.689214,1.474432,0.517786
311,1,6.829790,7.338115,1.624150,0.686650
312,1,6.459153,6.306625,1.406647,0.655983
313,1,7.121610,4.535821,1.093213,0.708973
314,1,7.720922,6.764951,1.347003,0.613198
315,1,8.599940,3.350364,1.517355,0.843819
316,1,9.292062,2.554321,1.853476,0.915385
317,1,8.829364,3.706273,1.217370,0.721676
318,1,5.473415,7.875134,1.439976,0.615882
319,1,7.970044,3.961887,1.493389,0.857649
320,1,7.863154,4.139855,1.051478,0.661601
321,1,7.786702,5.697884,1.461663,0.773413
322,1,9.323996,2.314293,1.334246,0.888109
323,1,7.939736,5.241376,1.463951,0.698748
324,1,8.432621,4.976982,0.908691,0.647974
325,1,4.956603,8.345225,1.101712,0.488035
326,1,6.704646,7.027913,1.489652,0.667586
327,1,4.828068,9.281982,1.108044,0.393119
328,1,6.224701,8.825875,1.428262,0.552843
329,1,7.395489,6.086998,1.736678,0.804562
330,1,5.633954,8.508914,0.853152,0.449700
331,1,8.201959,4.009751,1.702066,0.852178
332,1,8.197358,4.089983,1.394689,0.820007
333,1,2.809964,11.961720,1.071223,0.304580
334,1,7.519908,6.247415,1.038613,0.572554
335,1,6.393134,9.895670,1.427791,0.455050
336,1,5.271736,8.985142,1.185228,0.478502
337,1,5.460761,7.555855,1.280173,0.582833
338,1,8.757339,3.310731,1.307487,0.774416
339,1,7.897620,4.349455,1.393070,0.713181
340,1,6.971458,6.442538,1.183615,0.612828
341,1,5.944390,7.149528,1.248451,0.577644
342,1,5.249517,11.065424,0.564725,0.166091
343,1,5.417680,8.602041,1.510323,0.573026
344,1,8.537576,6.609861,1.329110,0.597989
345,1,6.794515,7.690779,1.169937,0.494897
346,1,4.911887,8.889261,1.351182,0.517423
347,1,9.056642,4.291933,1.334203,0.703334
348,1,4.417375,9.590443,1.212174,0.424818
349,1,8.294660,5.347760,1.519082,0.755837
350,1,7.055116,5.607546,1.402176,0.661292
351,1,6.716038,5.622014,1.476631,0.712318
352,1,8.386400,6.012966,1.295396,0.657628
353,1,8.967197,3.255321,1.839007,0.936648
354,1,8.190239,7.298934,0.847346,0.456152
355,1,7.529857,5.606690,1.243014,0.692041
356,1,5.563072,7.553768,0.919313,0.461639
357,1,7.599592,6.310729,1.447462,0.606860
358,1,7.282933,4.977074,1.386224,0.762988
359,1,8.026247,4.229623,1.311616,0.719704
360,1,7.799198,7.541526,1.603911,0.670408
361,1,6.618931,6.328063,1.536242,0.675376
362,1,5.706910,8.176845,1.253779,0.470426
363,1,5.430993,7.962457,0.917084,0.442416
364,1,7.217398,7.410376,0.891299,0.452456
365,1,4.740949,9.489438,0.752574,0.329920
366,1,8.238330,4.591343,1.393666,0.755702
367,1,9.544107,3.647374,1.465720,0.774202
368,1,5.897716,9.122507,1.047348,0.376807
369,1,4.118467,11.228189,0.998113,0.206108
370,1,4.343975,9.875713,0.812418,0.278707
371,1,8.726352,2.986694,1.451522,0.913976
372,1,6.013435,6.523194,1.070897,0.545515
373,1,6.389878,8.389084,0.757937,0.318764
374,1,7.047200,6.305405,1.624516,0.777958
375,1,5.273684,8.121071,1.317510,0.540907
376,1,6.213387,9.602210,1.296158,0.400282
377,1,6.378641,6.754477,1.250379,0.597518
378,1,5.971108,4.337386,1.307288,0.890235
379,1,5.449315,10.757423,0.436708,0.157723
380,1,3.845849,11.170415,1.172171,0.416327
381,1,7.757070,4.242961,1.235830,0.773369
382,1,7.246294,6.983057,1.292002,0.564056
383,1,4.510753,8.874353,1.230866,0.429962
384,1,8.263185,6.604180,1.437128,0.636181
385,1,5.740654,6.667135,1.225918,0.665877
386,1,7.511116,6.734672,1.058391,0.492163
387,1,4.238602,10.413347,1.138668,0.333237
388,1,6.398714,9.123072,1.475081,0.530811
389,1,4.435215,9.258854,1.351279,0.523424
390,1,9.265410,4.774498,1.185738,0.732719
391,1,6.872738,5.688402,1.604107,0.737140
392,1,5.193026,8.182734,1.540897,0.604567
393,1,8.061987,5.896495,1.322060,0.662999
394,1,4.239289,10.175140,0.835523,0.313591
395,1,5.336063,7.713405,1.112674,0.494827
396,1,7.934531,5.507997,1.327116,0.671886
397,1,7.731550,5.097120,1.454293,0.747397
398,1,7.778969,5.653778,1.201788,0.604031
399,1,4.417385,10.788119,1.141502,0.288931
400,1,8.032111,5.854842,1.363965,0.631381
401,1,7.004780,6.583652,0.816476,0.465500
402,1,5.407992,8.012052,1.185821,0.498709
403,1,5.619141,8.066163,1.537532,0.612221
404,1,6.179591,8.721608,1.002734,0.420113
405,1,8.704366,4.213971,1.260950,0.726028
406,1,6.343408,6.071278,1.371546,0.732356
407,1,7.820620,7.423212,1.480120,0.641163
408,1,5.536237,8.266282,0.705933,0.387632
409,1,6.249096,5.916298,0.931556,0.557339
410,1,6.208482,6.920501,1.363977,0.606443
411,1,5.511693,8.537488,0.755794,0.371528
412,1,6.404765,5.707890,1.128631,0.658291
413,1,5.630994,7.474914,1.281958,0.562029
414,1,6.235814,7.657606,0.782786,0.420904
415,1,6.646200,6.119954,1.334550,0.675007
416,1,3.245365,10.269728,0.828471,0.245413
417,1,8.117725,4.001971,1.193539,0.744738
418,1,8.403995,5.323461,1.776404,0.828773
419,1,6.009143,7.265140,1.188638,0.578600
420,1,8.996100,4.033611,1.687473,0.883236
421,1,5.333477,8.860960,0.832309,0.300945
422,1,5.979770,9.337857,0.801959,0.298546
423,1,6.141032,6.769211,1.661595,0.768130
424,1,4.969408,9.901362,0.988152,0.318179
425,1,5.154723,10.796678,0.887113,0.331859
426,1,5.586179,8.075608,1.032007,0.483249
427,1,7.151544,7.140385,1.508281,0.686701
428,1,5.848549,6.597714,1.014070,0.600357
429,1,7.202847,7.262314,1.436095,0.603319
430,1,6.979264,6.129495,1.122999,0.593368
431,1,7.543375,6.076473,1.615242,0.737727
432,1,8.990825,3.665665,1.372966,0.849574
433,1,7.344861,6.153130,1.626053,0.669775
434,1,7.739387,5.004270,1.269648,0.672372
435,1,6.480554,8.010551,1.415908,0.584405
436,1,9.011296,4.868083,1.203926,0.643302
437,1,3.749594,8.967289,1.288901,0.517207
438,1,6.700633,6.180788,1.343932,0.640831
439,1,5.575468,8.693682,0.938669,0.412464
440,1,8.545849,4.832256,1.188835,0.639621
441,1,7.517099,6.757487,0.878323,0.448108
442,1,4.028119,10.922035,1.225222,0.367614
443,1,6.904547,6.926523,1.595951,0.662602
444,1,6.116516,6.553488,1.210156,0.599142
445,1,7.120303,5.874432,1.509621,0.657824
446,1,6.898420,6.136116,1.557625,0.744995
447,1,7.809042,5.181029,0.937812,0.495657
448,1,7.255374,6.079768,1.082506,0.558846
449,1,6.579014,6.995947,1.261528,0.642511
450,1,8.992222,4.509016,1.584543,0.746906
451,1,6.821968,6.583490,1.234895,0.609473
452,1,9.388166,3.183269,1.518796,0.912235
453,1,6.917772,6.560574,1.334598,0.619111
454,1,6.321564,8.035862,1.192342,0.523907
455,1,4.889487,9.220324,1.022682,0.386909
456,1,9.366805,2.490978,1.395666,0.864320
457,1,5.187284,7.595687,0.922112,0.468962
458,1,7.985315,4.146002,1.625993,0.809762
459,1,5.759043,4.849063,0.880449,0.624674
460,1,6.085978,7.064320,1.159401,0.559832
461,1,8.801678,4.944504,1.382365,0.630691
462,1,6.972936,6.698878,1.399548,0.638283
463,1,4.909462,7.597377,1.299062,0.634964
464,1,8.336612,4.048953,1.414087,0.765151
465,1,8.648354,5.253755,1.033359,0.639863
466,1,6.082330,7.874171,1.177307,0.493205
467,1,3.547443,11.245151,0.877605,0.274086
468,1,6.055849,6.986694,1.253316,0.585284
469,1,8.615584,3.516641,1.420365,0.827337
470,1,7.381280,6.784172,1.065151,0.565423
471,1,7.573914,4.696973,1.495795,0.751099
472,1,6.032028,6.476498,0.695347,0.466218
473,1,5.828206,8.324583,1.293825,0.471483
474,1,8.620920,3.957231,1.511067,0.791812
475,1,7.664474,5.875119,1.119744,0.616416
476,1,6.718477,8.234558,1.063694,0.459868
477,1,4.862359,7.565397,1.195433,0.517888
478,1,7.161586,6.262273,1.444167,0.684663
479,1,7.108700,6.558476,1.437420,0.600641
480,1,6.941950,6.357820,0.962424,0.498624
481,1,4.934684,7.137878,0.897207,0.481466
482,1,8.605962,3.495138,1.626838,0.847137
483,1,7.730401,5.390097,1.630994,0.806531
484,1,7.319469,3.595591,1.514429,0.838337
485,1,4.124824,12.234592,1.094589,0.221342
486,1,6.130517,7.192773,1.120280,0.558128
487,1,6.922966,5.164157,1.324454,0.728742
488,1,5.586030,8.231829,0.942133,0.474014
489,1,4.396195,10.578873,1.138289,0.374502
490,1,5.549449,6.756236,1.177390,0.613139
491,1,5.295552,9.851420,0.793058,0.302744
492,1,7.139918,7.522870,1.271975,0.516580
493,1,6.831451,6.618056,1.305110,0.630461
494,1,6.576970,6.718848,1.037154,0.541915
495,1,7.409591,6.998545,1.290099,0.532255
496,1,5.273073,7.468533,1.291100,0.559279
497,1,5.589551,10.636520,0.716578,0.238610
498,1,5.245404,11.293060,1.142120,0.339578
499,1,7.164284,6.362464,1.198342,0.567919
500,1,5.180891,8.773200,0.799721,0.289460
501,1,7.803782,7.154972,1.109514,0.545568
502,1,8.428974,4.174989,1.471070,0.725000
503,1,7.959186,5.479431,1.492250,0.710459
504,1,8.277567,6.384713,0.929893,0.528951
505,1,7.755625,4.859312,1.403140,0.708364
506,1,7.244128,5.270997,1.276341,0.649898
507,1,10.406457,2.828903,1.659620,0.898888
508,1,4.741126,7.902889,1.182479,0.470006
509,1,4.689478,8.872999,0.796641,0.341450
510,1,9.200451,6.264947,1.067215,0.503424
511,1,5.850862,7.973599,0.790270,0.351326
512,1,6.630268,7.164703,1.335748,0.606661
513,1,6.031608,8.557164,1.259260,0.543052
514,1,5.903878,7.572386,1.332068,0.538195
515,1,7.056930,6.414723,1.307189,0.640564
516,1,4.617226,9.122354,1.037973,0.457058
517,1,5.894969,8.183299,1.491489,0.583279
518,1,7.383693,5.493729,1.289599,0.668603
519,1,6.544835,9.995907,1.041336,0.382859
520,1,6.636825,6.892578,1.141574,0.543251
521,1,5.183650,7.848231,1.435856,0.551732
522,1,4.731877,7.047098,1.260886,0.614755
523,1,5.857389,8.544510,1.132867,0.410515
524,1,7.366612,5.149495,1.262222,0.717795
525,1,8.180667,5.849486,1.218495,0.567048
526,1,7.617306,7.365612,1.435285,0.599895
527,1,5.786406,9.386447,0.820164,0.336339
528,1,7.251202,5.081764,1.495567,0.782047
529,1,7.694307,4.795262,1.187221,0.650608
530,1,6.645687,7.980492,1.131519,0.523612
531,1,3.059569,9.858824,0.974950,0.355792
532,1,7.054498,6.711855,1.077751,0.534856
533,1,6.816318,5.388915,1.362681,0.684278
534,1,8.455678,3.861302,1.390572,0.791384
535,1,6.009640,6.374061,0.939518,0.573678
536,1,5.829951,7.348623,0.930718,0.462437
537,1,6.850098,6.981673,0.867173,0.497300
538,1,6.589651,7.241540,1.155153,0.486820
539,1,7.583758,7.012715,1.399418,0.584959
540,1,6.228211,7.332079,1.249961,0.573929
541,1,5.559671,7.358655,1.378638,0.621244
542,1,8.603394,3.591630,1.341399,0.777651
543,1,9.086971,4.358141,0.799223,0.555707
544,1,8.153763,5.746865,0.801200,0.508509
545,1,6.139961,6.735801,1.095239,0.580430
546,1,8.083362,4.325032,1.539416,0.869472
547,1,9.062345,2.636263,1.617150,0.964923
548,1,7.149913,5.850627,1.026888,0.603602
549,1,7.254327,6.210878,1.158506,0.603493
550,1,8.053674,4.848590,1.406281,0.727618
551,1,5.652205,7.911172,0.385716,0.224850
552,1,3.704055,11.046291,0.571223,0.187121
553,1,6.587806,7.853469,0.975416,0.453032
554,1,8.343908,4.453691,1.627474,0.847222
555,1,5.155905,8.005732,1.383113,0.596718
556,1,5.015813,10.667961,1.146507,0.351329
557,1,8.341026,4.876773,1.473641,0.722553
558,1,6.704397,5.916889,1.153768,0.618657
559,1,6.116007,7.401022,1.282901,0.631727
560,1,8.213005,5.999617,1.488928,0.720391
561,1,8.125859,5.175027,1.649752,0.799705
562,1,7.224831,4.697308,0.878672,0.626762
563,1,7.084660,6.480946,1.366026,0.586206
564,1,4.131806,10.576323,1.339287,0.423851
565,1,4.542542,9.470424,0.949445,0.357139
566,1,4.366078,8.836458,1.109105,0.475006
567,1,5.923964,4.463277,1.526969,0.851210
568,1,7.179103,5.659109,1.279815,0.601847
569,1,5.541342,9.276772,1.363804,0.492520
570,1,5.701728,5.680331,0.850157,0.535140
571,1,6.351017,5.312499,1.256118,0.794187
572,1,5.130795,7.887958,1.098745,0.494721
573,1,5.890144,6.376774,1.489410,0.691661
574,1,7.725392,4.694004,1.661556,0.824397
575,1,5.244575,8.687296,1.349646,0.514834
576,1,7.660172,5.718043,1.500226,0.735468
577,1,7.803767,6.823000,0.855736,0.486476
578,1,4.664946,11.061649,0.758203,0.245241
579,1,5.253869,6.636779,1.016210,0.622127
580,1,7.753989,6.014871,1.546664,0.677972
581,1,6.536739,5.881650,1.401763,0.723376
