Seq,Tss,Col1,Col2,Col3,Col4
49,1,7.157716,7.414482,0.890830,0.439068
50,1,5.756998,6.944590,1.217330,0.625610
51,1,7.910251,4.587392,1.311375,0.725951
52,1,6.286509,5.164769,1.181203,0.655147
53,1,5.368685,7.597712,0.889516,0.488981
54,1,8.236668,4.909915,1.267268,0.700704
55,1,7.811924,4.364662,1.448231,0.790873
56,1,9.161669,3.839731,1.523917,0.856297
57,1,7.651253,4.875273,1.423079,0.694415
58,1,6.664372,6.078107,1.212600,0.602006
59,1,7.474133,5.012050,1.129072,0.759422
60,1,6.753359,6.772602,1.092662,0.548258
61,1,8.547042,3.731608,1.759891,0.873875
62,1,5.593647,7.516607,1.205405,0.533443
63,1,8.771790,3.662402,1.394520,0.831518
64,1,7.981484,4.494026,1.667893,0.850698
65,1,6.657652,6.843973,0.741264,0.429718
66,1,7.274356,5.767352,1.295482,0.712927
67,1,9.083886,4.284130,1.225108,0.698059
68,1,6.946182,7.190469,0.896290,0.521592
69,1,9.449167,3.165410,1.265020,0.776521
70,1,6.497185,6.741471,1.162305,0.602091
71,1,8.806806,4.749582,1.222707,0.773277
72,1,8.139954,3.755138,1.392073,0.727783
73,1,6.929216,4.109657,1.257614,0.800849
74,1,7.146058,6.519524,1.261026,0.684876
75,1,6.900682,4.090254,1.543751,0.940258
76,1,9.015699,3.293285,1.470284,0.826512
77,1,8.717196,3.876703,0.974360,0.713983
78,1,4.826826,8.212041,1.035746,0.437077
79,1,6.904710,6.111791,1.182978,0.561729
80,1,5.976957,7.240318,0.930333,0.470104
81,1,6.517381,5.320728,1.117740,0.633657
82,1,7.083184,7.314745,1.617720,0.736146
83,1,7.853874,6.227671,1.108405,0.630970
84,1,6.315762,7.397007,0.967399,0.506502
85,1,8.214313,4.621267,1.671419,0.849432
86,1,6.265260,8.519672,1.039661,0.469005
87,1,8.032876,4.870181,1.200373,0.698945
88,1,8.497357,4.939580,1.509069,0.738786
89,1,9.180546,4.154263,1.279678,0.711405
90,1,7.818882,6.361160,1.275994,0.638043
91,1,6.158051,6.880997,1.633873,0.737024
92,1,5.753769,7.739081,1.141948,0.453630
93,1,10.410196,2.490203,1.561214,0.882962
94,1,6.125671,6.270175,1.160994,0.656692
95,1,8.716814,2.947931,1.719363,0.925230
96,1,8.866596,3.532513,1.355954,0.760871
97,1,7.848770,5.681197,1.288252,0.653506
98,1,5.497017,8.906757,0.979264,0.463943
99,1,6.961798,4.970402,1.190256,0.666232
100,1,9.130682,3.133038,1.423711,0.826625
101,1,7.227148,6.484423,1.091889,0.583018
102,1,9.318455,2.699895,1.425034,0.877954
103,1,7.642985,4.534505,1.485389,0.778394
104,1,7.422521,6.256655,1.347603,0.623398
105,1,9.208891,2.414072,1.655431,0.942010
106,1,6.614735,4.467390,1.309389,0.768992
107,1,8.459649,3.977439,1.511196,0.807002
108,1,7.744471,5.612062,1.195739,0.609683
109,1,6.712110,7.168143,0.659441,0.403286
110,1,8.490340,3.574011,1.423728,0.749949
111,1,6.122312,5.992963,1.095944,0.598567
112,1,6.515251,5.773523,1.205818,0.670088
113,1,9.057859,3.233032,1.355012,0.786324
114,1,7.985642,3.526386,1.620554,0.893810
115,1,7.086220,5.032048,0.987092,0.682847
116,1,8.850338,4.226930,1.466456,0.764750
117,1,8.758346,4.213161,1.242885,0.735947
118,1,9.419451,3.126994,1.708440,0.893225
119,1,6.809297,4.945770,0.841374,0.621784
120,1,6.317593,6.117420,1.118044,0.635129
121,1,7.807996,5.259920,1.205313,0.636423
122,1,8.081684,5.062602,1.024041,0.653788
123,1,8.090475,4.146450,1.488664,0.787548
124,1,6.865368,4.318825,1.322657,0.790299
125,1,8.697097,4.073608,1.384871,0.736322
126,1,7.307646,5.759269,1.031583,0.548775
127,1,7.289775,4.739156,1.636151,0.871041
128,1,9.504272,3.304800,1.404239,0.877217
129,1,7.586193,5.548341,1.115796,0.716921
130,1,8.815691,3.540030,1.294795,0.783718
131,1,5.607564,7.301801,0.789386,0.470124
132,1,8.142346,4.657176,1.120113,0.614908
133,1,9.069780,5.095692,0.894277,0.548901
134,1,7.586228,5.388526,1.226144,0.628917
135,1,6.576626,6.643592,1.064428,0.520124
136,1,7.407224,4.526837,1.450995,0.739847
137,1,6.069115,7.047163,0.937601,0.502572
138,1,9.043005,3.125997,1.383124,0.793709
139,1,6.538549,7.051965,0.917237,0.465875
140,1,8.796642,3.505658,1.067116,0.744965
141,1,7.575717,5.521716,1.274458,0.776958
142,1,9.203911,3.909252,1.068862,0.660234
143,1,8.964531,2.326290,1.581905,0.945373
144,1,6.749706,7.240745,1.092983,0.542226
145,1,9.369466,4.382362,1.648594,0.813677
146,1,4.864421,8.501661,1.162511,0.531956
147,1,4.588925,10.285915,1.425612,0.515011
148,1,3.284304,10.627607,0.552317,0.168984
149,1,8.669089,3.949765,1.366111,0.750541
150,1,6.233765,7.618126,1.238448,0.594526
151,1,6.203210,6.014423,1.147812,0.657363
152,1,7.997763,4.897259,1.160970,0.697203
153,1,5.976283,7.399731,1.386613,0.581859
154,1,7.187762,4.290748,1.321215,0.722687
155,1,6.172182,9.036577,1.267147,0.427211
156,1,5.327970,11.138828,1.064340,0.257967
157,1,6.908546,6.236408,1.316583,0.693479
158,1,9.834941,2.662033,1.625481,0.934658
159,1,6.003497,7.834381,0.947975,0.413793
160,1,8.064544,4.147037,1.334039,0.796417
161,1,7.113237,5.494021,1.794855,0.866633
162,1,6.140425,7.423023,0.963420,0.573942
163,1,7.129478,5.981174,1.204646,0.672254
164,1,6.302119,7.057780,1.196566,0.562043
165,1,9.449041,3.037439,1.641088,0.930915
166,1,8.169606,4.459737,1.126580,0.740207
167,1,6.668665,5.703679,0.932003,0.615845
168,1,8.410587,3.635641,1.069404,0.703779
169,1,7.384031,5.823165,1.216589,0.602446
170,1,8.255365,5.026375,0.991181,0.625815
171,1,5.060024,9.484136,0.764257,0.335349
172,1,4.554710,10.307439,0.432041,0.226987
173,1,7.284633,6.131334,0.975763,0.585086
174,1,7.390053,4.254244,1.635634,0.821661
175,1,7.455863,6.147277,1.255186,0.688314
176,1,4.692204,8.133852,1.235765,0.545244
177,1,6.557530,6.549283,1.413760,0.633793
178,1,7.767800,5.591296,1.193989,0.630791
179,1,7.813351,3.410149,1.415894,0.873569
180,1,8.366819,5.409006,1.282909,0.646699
181,1,8.378083,3.509366,1.475247,0.790781
182,1,3.141914,10.276377,0.556705,0.289947
183,1,9.652397,3.183389,1.433677,0.843534
184,1,5.663894,6.991769,1.328169,0.644408
185,1,8.407838,4.846172,1.614346,0.748645
186,1,8.481563,3.811757,1.614920,0.881661
187,1,4.797600,9.072949,0.769390,0.358279
188,1,4.048642,9.941693,1.155294,0.482046
189,1,7.693127,5.114150,1.590361,0.816912
190,1,6.987317,7.713322,0.915586,0.432931
191,1,7.871325,4.098092,1.164395,0.701519
192,1,6.022293,7.103997,1.466909,0.610500
193,1,6.590486,5.767083,1.262942,0.585837
194,1,8.265798,4.326571,1.159822,0.715431
195,1,7.924852,4.965124,1.256972,0.666541
196,1,7.526927,4.587603,1.452049,0.730330
197,1,7.783086,4.783468,0.979699,0.690089
198,1,5.601070,9.000145,1.032205,0.352092
199,1,7.474461,5.464519,1.318100,0.699691
200,1,8.699565,3.553805,1.451983,0.783895
201,1,7.080064,8.368894,1.032087,0.432459
202,1,7.927980,6.125059,1.530121,0.711533
203,1,9.900876,3.531568,1.731551,0.928514
204,1,6.218893,6.610468,1.009221,0.527598
205,1,5.889457,5.893892,1.519032,0.803116
206,1,5.014519,8.244745,1.052553,0.456068
207,1,7.802809,6.529519,0.956535,0.532747
208,1,10.449347,3.250147,1.611072,0.894766
209,1,8.446487,4.170131,1.244759,0.734694
210,1,7.365976,6.300163,1.110986,0.537866
211,1,7.429845,4.759433,1.120852,0.687804
212,1,7.793115,4.064630,1.546292,0.911471
213,1,7.767771,5.151163,1.394623,0.687947
214,1,8.010053,4.189001,1.535182,0.789146
215,1,8.213756,4.433350,1.517742,0.846189
216,1,8.224132,3.356579,1.415639,0.855445
217,1,8.430284,6.598604,0.791440,0.451072
218,1,8.436163,3.141598,1.222790,0.894665
219,1,9.231037,4.136008,1.023423,0.675333
220,1,5.690020,7.462845,1.086851,0.553710
221,1,8.189124,4.511271,1.301025,0.676271
222,1,5.552411,7.421067,0.921718,0.459844
223,1,5.226210,8.435027,0.861075,0.414732
224,1,9.216096,4.737515,1.279385,0.681909
225,1,7.718494,4.511712,1.310200,0.680162
226,1,9.936655,3.241168,1.731169,0.901478
227,1,7.920667,5.231013,1.323492,0.756612
228,1,8.034842,5.169532,1.195086,0.711074
229,1,5.912621,8.370949,0.970280,0.434162
230,1,6.439734,6.448925,1.530940,0.684063
231,1,8.518539,4.468014,1.316398,0.810764
232,1,6.518192,6.011921,1.164351,0.614422
233,1,5.921355,7.528578,1.430264,0.607694
234,1,8.285940,6.113924,0.858495,0.506462
235,1,5.438673,7.981331,1.431085,0.603296
236,1,6.337346,5.399109,1.019504,0.596153
237,1,9.027915,3.403517,1.696047,0.901060
238,1,8.871861,2.399745,1.586028,0.926967
239,1,6.560187,4.902737,1.127230,0.719140
240,1,7.072357,6.195164,1.197732,0.601073
241,1,9.694663,3.686770,1.256693,0.683771
242,1,6.835980,6.383880,1.340709,0.644170
243,1,9.434852,2.707130,1.372662,0.810986
244,1,6.604754,5.087778,1.323941,0.817907
245,1,9.808086,3.655226,1.270738,0.716028
246,1,7.957940,4.422314,1.272575,0.767917
247,1,6.905029,6.499527,0.512388,0.401154
248,1,5.181357,10.637672,1.127951,0.342330
249,1,8.694127,5.154087,1.434633,0.775870
250,1,8.609033,3.631130,1.469066,0.877361
251,1,9.844383,2.502095,1.594332,0.892199
252,1,8.812657,4.681682,1.338834,0.668437
253,1,7.899217,4.885349,1.287055,0.795895
254,1,7.696741,3.999348,1.486522,0.851632
255,1,8.738348,2.914698,1.819312,0.943623
256,1,5.307072,9.222337,1.032632,0.434785
257,1,5.735189,7.669813,1.202033,0.524634
258,1,7.086166,6.212570,1.119718,0.592738
259,1,10.007873,2.966699,1.287344,0.756391
260,1,5.754737,9.418283,1.202945,0.423519
261,1,7.725124,5.083460,1.482871,0.681520
262,1,5.331340,8.391008,0.854648,0.491338
263,1,6.802082,6.856328,1.302089,0.593472
264,1,9.191383,2.474010,1.661405,0.951382
265,1,5.179158,7.191928,1.150369,0.557240
266,1,7.969639,5.260651,1.179083,0.604064
267,1,9.177360,3.504403,1.632798,0.868440
268,1,5.542497,8.788737,0.745333,0.322957
269,1,8.627748,5.431099,1.696524,0.824095
270,1,7.535564,4.957769,0.942134,0.678896
271,1,7.660239,4.512188,1.491414,0.770409
272,1,6.949885,5.546304,1.257699,0.694553
273,1,6.992637,7.161480,1.587579,0.693931
274,1,8.229234,4.523276,1.354242,0.751299
275,1,9.575887,5.114782,1.258417,0.680372
276,1,6.464078,9.888476,0.999171,0.318206
277,1,6.606932,6.759303,1.226987,0.541119
278,1,7.121331,6.500068,0.789023,0.541738
279,1,7.464724,6.829129,1.116534,0.602835
280,1,3.580923,10.235642,0.720904,0.284665
281,1,7.692305,4.319984,1.290245,0.704040
282,1,9.457016,2.584924,1.601780,0.905429
283,1,7.293274,4.739032,1.503326,0.791495
284,1,7.060774,8.492009,1.421340,0.508996
285,1,6.157259,7.204236,1.546181,0.638834
286,1,7.401273,6.400952,1.491044,0.627635
287,1,5.991091,7.658758,1.124977,0.527200
288,1,7.480851,5.881574,1.049852,0.564414
289,1,8.777977,2.227565,1.735473,0.906938
290,1,9.476889,3.575884,1.417504,0.829177
291,1,9.303753,3.526897,1.640765,0.873401
292,1,8.003573,5.734552,0.799813,0.556687
293,1,9.240798,2.444913,1.581387,0.955944
294,1,6.455033,5.419028,1.336476,0.699702
295,1,7.828906,4.976644,1.312406,0.781851
296,1,8.045926,4.854574,1.519132,0.823110
297,1,9.747749,1.902129,1.713621,0.935004
298,1,7.501490,4.239797,1.431504,0.801770
299,1,4.769169,11.061015,1.192131,0.366738
300,1,6.458351,7.543714,1.515259,0.614618
301,1,8.112988,4.886442,1.218872,0.648087
302,1,8.911754,3.515710,1.339014,0.771597
303,1,6.564936,7.172432,0.993900,0.522529
304,1,7.338169,7.364347,1.235941,0.528319
305,1,6.577094,7.361080,1.486635,0.602664
306,1,7.964273,5.778042,1.269196,0.622943
307,1,6.762325,5.971333,0.916563,0.593836
308,1,6.383875,6.861902,0.958298,0.605028
309,1,5.888595,6.249392,1.130446,0.638837
310,1,7.673876,6.013967,1.320901,0.605692
311,1,7.212848,6.964182,1.277135,0.614635
312,1,6.451743,7.528553,0.987036,0.461272
313,1,8.278507,4.128251,1.073656,0.680421
314,1,6.865790,8.766877,0.923464,0.395905
315,1,6.914490,5.927431,1.530025,0.737689
316,1,8.787389,3.611632,1.530488,0.756112
317,1,5.600272,7.005119,1.152400,0.577151
318,1,5.264106,7.684975,0.690951,0.361830
319,1,8.652615,3.881276,1.481081,0.853827
320,1,7.550548,5.132816,1.351090,0.726953
321,1,6.313234,8.270230,1.305461,0.614747
322,1,7.092989,5.164969,0.893706,0.629288
323,1,7.343171,5.799406,1.231753,0.603290
324,1,7.390077,4.751613,1.133126,0.724222
325,1,6.366754,6.749257,1.414670,0.679720
326,1,10.266114,2.593744,1.494446,0.895385
327,1,8.925952,4.491869,1.369086,0.731474
328,1,6.237171,9.072221,0.826385,0.344482
329,1,8.728562,3.171822,1.662268,0.948645
330,1,8.825980,4.695247,1.716966,0.827766
331,1,8.602841,2.896532,1.599284,0.891537
332,1,7.061085,7.349791,1.130379,0.521399
333,1,8.031571,3.610650,1.305192,0.807269
334,1,8.719095,4.342257,1.275200,0.772795
335,1,9.098313,2.867244,1.526138,0.872402
336,1,8.152944,4.343524,1.297471,0.717509
337,1,5.974443,8.135753,0.896983,0.454855
338,1,6.991011,5.504468,1.293411,0.672295
339,1,9.265836,3.320089,1.411334,0.793622
340,1,8.198848,4.525693,1.485958,0.761664
341,1,7.051035,7.820996,1.218685,0.520036
342,1,8.052171,4.255613,1.415419,0.723908
343,1,8.308201,4.133952,1.362890,0.770851
344,1,8.791989,3.988664,1.527402,0.745370
345,1,8.449440,3.620107,1.670537,0.884148
346,1,8.793317,4.913714,1.491917,0.724296
347,1,6.632436,7.805521,0.771976,0.376391
348,1,8.881435,3.088744,1.376352,0.853747
349,1,5.790953,9.920798,1.043791,0.379230
350,1,8.392351,3.680417,1.548720,0.824171
351,1,7.773866,3.420121,1.507860,0.836521
352,1,7.906392,4.282647,1.434820,0.826102
353,1,7.162960,5.620126,1.132815,0.598794
354,1,8.516571,4.361835,1.311189,0.738454
355,1,4.980065,7.301224,1.024166,0.490064
356,1,8.604270,4.386699,1.300437,0.702020
357,1,7.076861,6.790070,1.099703,0.490305
358,1,7.635235,5.544161,1.019306,0.616720
359,1,8.181486,5.526167,1.458455,0.690741
360,1,7.128731,5.383077,1.224646,0.712100
361,1,8.263081,3.463277,1.484304,0.846660
362,1,7.330066,4.979546,1.258816,0.759291
363,1,8.154110,4.429949,1.486105,0.770768
364,1,7.864330,6.005690,0.774708,0.485234
365,1,6.115454,8.562617,1.494492,0.550846
366,1,8.456602,3.801483,1.269982,0.735434
367,1,5.707996,8.764322,1.197094,0.499891
368,1,8.426681,5.308332,1.294174,0.672534
369,1,6.532564,5.965395,1.097982,0.606688
370,1,8.587453,4.197842,1.659220,0.813380
371,1,9.103072,2.773708,1.290193,0.836815
372,1,8.175839,5.323496,1.330521,0.670603
373,1,7.460587,5.645055,0.748189,0.499924
374,1,7.254041,6.900014,1.306814,0.572971
375,1,6.100683,5.559425,1.283456,0.700510
376,1,8.013358,4.390835,1.351389,0.703914
377,1,10.416705,2.356985,1.438183,0.892270
378,1,9.447632,4.301103,1.156743,0.775484
379,1,6.946691,7.640440,0.964870,0.484392
380,1,6.524432,8.720112,0.968325,0.455764
381,1,9.079259,4.002948,1.742337,0.896024
382,1,6.317645,8.962876,0.947368,0.350236
383,1,7.999562,3.983555,1.053053,0.703439
384,1,7.401301,4.435047,1.109660,0.739059
385,1,7.787496,5.291911,1.263127,0.707872
386,1,5.560398,6.496346,0.867758,0.530067
387,1,7.645174,3.190851,1.586903,0.870948
388,1,9.345612,2.166717,1.692594,0.987241
389,1,8.633846,3.387697,1.195584,0.784226
390,1,7.744459,5.991146,1.047947,0.621315
391,1,8.747094,3.096975,1.193505,0.771917
392,1,9.647877,3.795938,1.293976,0.698712
393,1,7.623927,5.197119,1.486834,0.783636
394,1,5.912025,7.293102,1.248661,0.605899
395,1,8.125641,6.872900,1.182943,0.571556
396,1,4.669708,7.820340,0.841361,0.450263
397,1,5.853703,8.188053,0.843382,0.365645
398,1,5.768219,8.069935,1.135055,0.520867
399,1,9.029058,3.732124,1.082302,0.696142
400,1,9.564212,2.716261,1.751719,0.911377
401,1,8.960289,5.254819,1.137971,0.642926
402,1,8.037923,4.023134,1.477173,0.820256
403,1,8.374375,4.035368,1.406915,0.762649
404,1,9.138275,3.482724,1.504469,0.799137
405,1,7.019053,4.606428,1.633946,0.839711
406,1,9.423382,4.304289,1.325370,0.770219
407,1,4.565922,9.305245,0.852523,0.354148
408,1,7.048013,4.528098,1.182616,0.720353
409,1,7.124719,6.702193,0.915084,0.545413
410,1,6.755096,6.339442,1.337462,0.730999
411,1,7.262052,5.747592,1.312050,0.701162
412,1,3.466154,10.603732,1.248848,0.428115
413,1,5.963019,7.037902,0.812272,0.446503
414,1,7.017019,7.317548,1.330815,0.568976
415,1,9.321223,3.530124,1.461974,0.911576
416,1,7.759845,5.160990,1.400316,0.683770
417,1,7.932872,6.245806,0.907625,0.586746
418,1,7.104952,6.812343,0.877163,0.512519
419,1,7.376470,8.244205,1.158230,0.420006
420,1,7.697918,4.692412,1.429526,0.775253
421,1,8.565477,2.973642,1.448220,0.889826
422,1,8.325502,4.302860,1.417109,0.784097
423,1,5.039746,8.296434,1.447077,0.619174
424,1,9.082216,3.810185,1.292420,0.742343
425,1,8.225199,3.198801,1.367130,0.885561
426,1,8.293293,5.492842,1.579279,0.759279
427,1,8.030762,4.965362,1.100709,0.708397
428,1,7.012832,6.506406,0.989245,0.590679
429,1,6.233555,5.941497,1.432061,0.727522
430,1,6.295980,7.954062,1.025336,0.469763
431,1,6.348290,7.497805,1.124585,0.574508
432,1,6.299203,7.072229,1.067811,0.533501
433,1,8.772312,2.489768,1.614081,0.967495
434,1,6.485969,7.370527,1.374258,0.576629
435,1,8.149507,4.086027,1.515283,0.825572
436,1,9.659253,2.714875,1.483251,0.869009
437,1,8.000240,4.898379,1.770622,0.831479
438,1,7.682496,5.361417,1.329158,0.696922
439,1,6.138676,7.186514,1.230183,0.530259
440,1,6.570329,5.407111,1.218330,0.675402
441,1,6.929573,6.900130,1.005692,0.541100
442,1,7.148538,4.880472,1.597175,0.821208
443,1,7.854640,5.469730,1.162588,0.616419
444,1,9.526500,3.785470,1.513376,0.805450
445,1,7.013669,7.890539,1.353354,0.509171
446,1,6.370167,6.401785,1.326633,0.645707
447,1,9.461728,4.123566,0.894567,0.545994
448,1,7.382354,4.644912,1.210357,0.682243
449,1,7.188615,4.933632,1.580543,0.812472
450,1,4.891787,9.266637,0.888214,0.368574
451,1,4.943958,10.289982,1.033571,0.367198
452,1,7.983556,3.962716,1.080635,0.748643
453,1,7.050070,6.347517,1.050923,0.549772
454,1,8.981332,3.762140,1.414515,0.839095
455,1,8.776810,3.647350,1.568770,0.860463
456,1,9.328516,2.844613,1.598099,0.887495
457,1,8.778907,4.755075,1.008714,0.561071
458,1,6.633896,6.295444,1.400812,0.595505
459,1,8.007355,4.559290,1.338943,0.758690
460,1,9.148262,2.940330,1.674542,0.910460
461,1,7.675730,3.832911,1.519660,0.852747
462,1,6.674635,5.437634,0.799191,0.606166
463,1,6.981049,6.855158,1.066965,0.561029
464,1,5.955495,5.445975,1.131746,0.661147
465,1,6.872491,6.102401,1.279760,0.668909
466,1,8.546031,3.649824,1.612008,0.876640
467,1,6.263541,8.226377,1.244576,0.549203
468,1,8.110266,5.418548,1.045126,0.601094
469,1,9.133532,3.768838,1.350405,0.784588
470,1,8.447652,3.556267,1.240859,0.802180
471,1,7.745438,3.818740,0.992561,0.659014
472,1,9.265489,3.991535,1.395013,0.775102
473,1,6.716299,4.323578,1.334937,0.756679
474,1,8.674754,4.265361,1.433258,0.790894
475,1,8.269779,4.999173,1.374365,0.734506
476,1,9.116175,4.598120,1.722012,0.832273
477,1,7.780799,5.828181,1.337492,0.651092
478,1,9.358737,3.677949,1.769318,0.901158
479,1,8.361604,3.768672,1.689983,0.870525
480,1,6.475092,4.828627,1.090974,0.711351
481,1,4.407523,8.612706,1.012841,0.472000
482,1,6.340767,5.303740,1.204707,0.652166
483,1,7.979999,4.857516,1.325231,0.751826
484,1,8.248636,5.662597,0.814782,0.568540
485,1,7.918736,4.073806,1.489265,0.843543
486,1,7.513106,4.390974,1.451534,0.782896
487,1,8.407972,5.583168,1.428110,0.709059
488,1,9.231175,2.775170,1.397231,0.858830
489,1,6.769104,5.876331,1.327093,0.679879
490,1,7.871664,3.888391,1.788981,0.939276
491,1,7.412966,5.622370,1.708314,0.800712
492,1,7.765743,4.468058,1.523861,0.772721
493,1,8.241523,6.591483,1.220216,0.593058
494,1,7.849579,5.239816,1.683418,0.795555
495,1,9.040249,3.018330,1.803417,0.921574
496,1,5.879223,6.144976,1.135546,0.625201
497,1,8.841237,4.114459,1.252849,0.724268
498,1,9.432532,4.349577,1.483137,0.796475
499,1,7.066394,4.337305,0.885064,0.655138
500,1,8.827571,4.667856,1.166781,0.645682
501,1,8.904527,4.114639,1.212412,0.730389
502,1,9.043514,2.370662,1.589161,0.902695
503,1,9.493836,2.628830,1.655010,0.875687
504,1,4.825137,7.939683,0.709133,0.478818
505,1,8.535318,3.293601,1.525683,0.846205
506,1,8.848309,2.374234,1.678571,0.962554
507,1,8.263703,4.461382,1.266214,0.715636
508,1,7.213299,5.680222,1.425024,0.649398
509,1,7.194720,6.946301,1.178277,0.505026
510,1,6.721342,7.478886,1.080931,0.488959
511,1,10.678646,2.222311,1.835224,0.964055
512,1,9.475673,2.973681,1.576240,0.913356
513,1,7.427091,3.651284,1.151654,0.797738
514,1,9.240543,2.617349,1.617781,0.911834
515,1,9.174736,3.769867,1.453876,0.820875
516,1,3.077230,10.791077,0.629329,0.278581
517,1,8.745582,2.556378,1.665299,0.947735
518,1,7.388925,4.302600,1.313898,0.771809
519,1,6.886559,6.256233,1.640096,0.780845
520,1,6.582721,5.666575,1.055546,0.620856
521,1,8.568046,2.990156,1.440912,0.788284
522,1,7.960931,6.154812,1.211874,0.583517
523,1,9.105441,3.801057,1.345089,0.784575
524,1,7.580698,4.561832,1.126025,0.682326
525,1,8.772369,2.732363,1.740771,0.943343
526,1,4.569165,11.634820,0.262216,0.078378
527,1,7.288723,6.998707,1.025644,0.534244
528,1,6.910834,6.252848,1.626070,0.746195
529,1,7.152666,5.398216,1.096605,0.625565
530,1,7.026509,7.524214,1.049398,0.534882
531,1,9.310146,3.217249,1.478627,0.796088
532,1,6.814844,8.906987,1.189940,0.443063
533,1,8.405321,3.156586,1.498142,0.881960
534,1,9.378795,2.250594,1.493593,0.896976
535,1,7.600625,5.555370,1.292535,0.670035
536,1,5.274929,6.887821,0.995119,0.528322
537,1,6.690923,5.757607,1.122522,0.648100
538,1,9.687321,3.176132,1.694369,0.875258
539,1,6.382882,8.409331,1.088063,0.456875
540,1,5.296923,7.876951,1.201438,0.522089
541,1,8.871537,3.340103,1.619826,0.876910
542,1,8.807003,4.266666,1.208837,0.698685
543,1,9.118177,2.341125,1.636524,0.942731
544,1,6.694632,7.258313,1.380955,0.627813
545,1,8.338667,6.319643,1.053239,0.580759
546,1,6.773163,7.370029,1.181478,0.579530
547,1,8.794083,4.196178,1.610346,0.837555
548,1,6.796733,5.712134,0.880931,0.581160
549,1,8.375101,7.235889,0.733722,0.434119
550,1,8.232597,3.719982,1.316415,0.784346
551,1,5.206383,10.479187,0.874419,0.186837
552,1,6.343628,7.218405,1.057903,0.483242
553,1,7.424423,4.823322,1.506696,0.736247
554,1,9.100722,5.151383,1.449406,0.710727
555,1,5.518501,6.652336,0.503480,0.413237
556,1,8.140819,4.356461,1.324100,0.787610
557,1,5.810954,8.110672,1.261933,0.490019
558,1,6.554369,7.418069,1.592444,0.631983
559,1,5.589462,8.526444,1.013032,0.458519
560,1,9.619493,3.431514,1.752855,0.912975
561,1,9.739631,2.070700,1.717969,0.984846
562,1,6.791189,6.654306,1.363836,0.625976
563,1,9.219646,3.110718,1.466225,0.768544
564,1,5.832261,8.044067,1.150948,0.503715
565,1,9.040182,2.920332,1.722189,0.940992
566,1,7.004194,5.107489,1.424729,0.791199
567,1,8.171040,5.023751,1.528443,0.771795
568,1,8.524674,3.703951,1.544761,0.822866
569,1,7.927631,7.334534,1.106323,0.528890
570,1,8.439114,3.946955,1.770240,0.832451
571,1,10.309382,2.513756,1.663876,0.956166
572,1,6.399641,6.405385,1.003661,0.554260
573,1,8.890531,2.917395,1.639657,0.876148
574,1,8.687196,4.972695,1.251128,0.616739
575,1,8.051867,3.679396,1.398194,0.811401
576,1,8.257419,4.836619,1.119121,0.655973
577,1,8.725913,3.940479,1.586268,0.927599
578,1,6.049508,8.561376,1.169138,0.543687
579,1,8.573226,3.984458,1.539070,0.873238
580,1,8.411430,3.750475,1.269495,0.766933
581,1,9.475041,4.652693,1.237003,0.719234
