Seq,Tss,Col1,Col2,Col3,Col4
276,1,7.776189,8.223778,0.978046,0.404412
277,1,7.313056,5.091650,1.230761,0.638818
278,1,6.487446,7.875462,0.791596,0.466706
279,1,8.425272,4.607899,1.306765,0.774947
280,1,3.553984,9.081268,0.751463,0.376295
281,1,7.572698,4.825285,1.287264,0.667635
282,1,9.501351,2.934577,1.566452,0.854964
283,1,7.379042,5.589201,1.525350,0.735331
284,1,6.355576,8.260954,1.336363,0.521246
285,1,5.741353,7.466658,1.572519,0.637388
286,1,8.283998,4.965852,1.611256,0.743881
287,1,6.929401,6.064106,1.245952,0.642533
288,1,6.543486,7.327651,0.953695,0.455981
289,1,9.328441,2.071361,1.840882,0.937134
290,1,9.499970,4.436361,1.416604,0.756610
291,1,8.855899,4.829446,1.470719,0.750731
292,1,8.658840,5.385263,0.851756,0.593541
293,1,7.932500,4.411660,1.393545,0.780266
294,1,6.945949,4.539699,1.533571,0.803684
295,1,7.233421,5.614751,1.344279,0.751702
296,1,8.777033,4.041759,1.775368,0.924835
297,1,9.403564,2.264824,1.555033,0.865385
298,1,6.625028,4.835014,1.289877,0.751250
299,1,5.352172,10.957854,1.212844,0.375879
300,1,6.804839,7.555044,1.381353,0.563142
301,1,9.711319,4.439386,1.432488,0.690765
302,1,8.474616,4.654704,1.237989,0.665677
303,1,5.474847,9.999407,0.911362,0.324471
304,1,8.270400,5.488274,1.452987,0.710902
305,1,7.530761,6.978495,1.590624,0.642024
306,1,8.652200,5.279528,1.351159,0.667448
307,1,7.538922,5.052675,0.967432,0.673990
308,1,6.352087,7.359130,0.793551,0.538156
309,1,5.551638,7.136154,1.201883,0.608799
310,1,6.975073,7.062910,1.312401,0.563672
311,1,6.801629,8.795149,0.958318,0.395640
312,1,6.031227,8.602210,0.933761,0.358575
313,1,8.454846,4.225445,1.087723,0.659711
314,1,6.032608,10.552401,0.594997,0.224422
315,1,7.059650,5.410558,1.371250,0.716987
316,1,8.010934,5.637698,1.260988,0.572252
317,1,5.518529,6.472320,1.123408,0.610681
318,1,4.298930,8.617340,0.603182,0.327953
319,1,8.448791,4.007564,1.661747,0.892407
320,1,6.418177,7.133131,1.128953,0.548436
321,1,6.455534,7.421993,1.526340,0.741851
322,1,7.634297,4.844097,1.070853,0.693771
323,1,6.527224,6.077057,1.155951,0.579353
324,1,6.513483,5.441800,0.986916,0.660516
325,1,6.118581,7.870235,1.258189,0.545580
326,1,9.651295,3.998850,1.335017,0.753074
327,1,9.443045,3.643685,1.715207,0.864977
328,1,5.636376,9.161011,1.249496,0.490422
329,1,9.018647,3.433706,1.714512,0.935648
330,1,8.002647,6.088544,1.669263,0.748552
331,1,7.912752,4.003784,1.314406,0.744968
332,1,6.768170,8.652889,0.929905,0.381498
333,1,6.950746,4.923258,1.025407,0.650743
334,1,8.336093,4.492354,1.180034,0.724582
335,1,9.340390,2.439639,1.662852,0.918809
336,1,7.854242,5.332627,1.340157,0.661671
337,1,7.061500,6.767512,1.175683,0.599644
338,1,7.676717,5.336353,1.355856,0.689734
339,1,9.040081,5.095575,1.283860,0.658044
340,1,9.711182,3.140997,1.570078,0.868755
341,1,7.946756,7.843822,1.202323,0.491610
342,1,7.855049,4.683486,1.511347,0.733163
343,1,8.355952,4.087361,1.522003,0.808884
344,1,7.919214,5.429289,1.478072,0.665782
345,1,9.385988,3.253452,1.791144,0.914073
346,1,8.143636,5.505385,1.308941,0.651083
347,1,7.293418,5.981573,1.025804,0.566637
348,1,9.273223,4.143594,1.271143,0.731724
349,1,7.020508,7.132927,1.596025,0.687253
350,1,8.793674,3.171845,1.776632,0.915205
351,1,8.290675,3.661064,1.554382,0.810401
352,1,9.077742,4.185237,1.455011,0.814753
353,1,7.575509,4.924753,1.204910,0.661873
354,1,7.789814,5.873952,1.047257,0.552239
355,1,4.977018,7.103797,1.000080,0.533099
356,1,8.428599,4.189025,1.394268,0.758237
357,1,7.160286,7.515649,1.215187,0.484229
358,1,7.429777,5.043451,1.197807,0.701665
359,1,7.268412,6.690759,1.272267,0.580731
360,1,8.177788,4.728902,1.509709,0.834621
361,1,6.053806,6.243900,1.326183,0.661895
362,1,8.000146,3.659794,1.356383,0.861590
363,1,7.745978,4.547747,1.612527,0.829754
364,1,8.080972,6.048934,0.657616,0.468130
365,1,6.494247,8.869892,1.364742,0.492743
366,1,8.564881,3.732578,1.243780,0.740465
367,1,6.213693,8.888603,1.056530,0.433087
368,1,8.319750,4.217014,1.459312,0.779359
369,1,7.426460,6.048046,0.936042,0.564633
370,1,9.107707,3.611044,1.809904,0.885113
371,1,9.689396,2.979579,1.202626,0.773406
372,1,8.244332,6.406428,1.181795,0.562167
373,1,7.600906,4.970802,0.912548,0.607753
374,1,6.634376,7.521928,1.269534,0.524645
375,1,5.089155,7.639264,1.127053,0.511039
376,1,7.253965,7.228441,1.222934,0.519178
377,1,9.615515,3.731798,1.366883,0.786474
378,1,9.994092,3.893841,1.281210,0.830421
379,1,6.591606,7.445682,0.904283,0.473942
380,1,6.046000,9.694359,1.036034,0.416999
381,1,8.448607,4.470679,1.573094,0.833463
382,1,6.277479,8.885982,0.968416,0.349578
383,1,6.764314,5.086102,1.083833,0.670719
384,1,8.436931,4.034289,1.229983,0.748228
385,1,8.751602,5.215718,1.233873,0.665826
386,1,4.766968,8.620958,0.403701,0.248209
387,1,6.923961,4.533080,1.542099,0.788368
388,1,9.979780,2.081898,1.738935,0.983752
389,1,8.558147,4.539544,0.911659,0.615980
390,1,8.602853,5.497934,1.170103,0.664246
391,1,8.394416,3.813861,1.170142,0.720434
392,1,8.772691,4.998594,1.200433,0.590807
393,1,8.312105,5.127562,1.291002,0.730350
394,1,5.575123,8.096223,1.460574,0.641413
395,1,7.058168,7.677751,1.244078,0.558307
396,1,6.146224,6.027922,0.975713,0.574207
397,1,7.026066,5.641822,1.129695,0.599768
398,1,7.102247,7.314123,0.882823,0.469147
399,1,8.547977,3.486514,1.189337,0.748855
400,1,9.729586,3.269823,1.555436,0.823034
401,1,8.279127,6.070167,1.312269,0.638672
402,1,7.830758,4.971879,1.550409,0.797336
403,1,8.294713,4.558196,1.264546,0.684673
404,1,8.047385,5.670378,1.421988,0.652179
405,1,6.059408,7.351072,1.418648,0.625595
406,1,8.278813,5.244094,1.454955,0.750303
407,1,4.229220,9.243103,0.808560,0.359851
408,1,8.598920,3.459156,1.260624,0.776038
409,1,6.846413,6.861736,0.883794,0.532878
410,1,5.638027,8.921453,1.106887,0.509714
411,1,6.354230,6.776772,1.406052,0.689569
412,1,6.296329,6.608699,1.450009,0.715324
413,1,6.126125,7.114397,0.856344,0.418753
414,1,6.171183,8.169955,1.052341,0.441560
415,1,8.456829,4.062500,1.576986,0.909956
416,1,7.852382,4.640534,1.394879,0.719609
417,1,6.445796,7.896685,0.740467,0.435925
418,1,7.985338,5.579642,1.169318,0.632607
419,1,7.014675,7.955215,1.312391,0.496293
420,1,7.557081,5.238556,1.411624,0.747805
421,1,7.714345,5.028378,1.293470,0.687209
422,1,7.556317,5.118757,1.112447,0.663142
423,1,6.010974,7.806224,1.463061,0.632011
424,1,9.829361,3.213566,1.476630,0.810932
425,1,8.885906,3.156396,1.516236,0.909769
426,1,7.571319,6.696819,1.421210,0.667873
427,1,8.659970,4.783579,1.250694,0.764198
428,1,5.340751,8.900073,0.852733,0.418264
429,1,5.977951,6.369675,1.440056,0.699900
430,1,6.650615,7.723364,0.994231,0.446230
431,1,7.268188,6.828538,1.140921,0.594839
432,1,6.403476,7.440416,0.970541,0.480751
433,1,8.625763,3.228753,1.598447,0.901821
434,1,6.890333,6.846766,1.263333,0.562988
435,1,8.618858,2.980825,1.669021,0.934073
436,1,9.937901,1.992257,1.542247,0.931245
437,1,7.776639,4.604618,1.841617,0.895076
438,1,7.292084,6.157710,0.958717,0.559671
439,1,5.117906,7.420379,1.377485,0.601721
440,1,6.952660,4.942672,1.238292,0.719299
441,1,7.609710,6.090486,1.085911,0.613451
442,1,7.068925,5.018371,1.496268,0.786790
443,1,7.889708,5.076289,1.378858,0.701140
444,1,8.327509,5.800978,1.421176,0.670294
445,1,5.730262,10.700620,1.159463,0.309739
446,1,6.908094,6.356402,1.339822,0.639912
447,1,9.309164,4.242072,1.019674,0.558624
448,1,7.292288,5.061642,1.100509,0.631209
449,1,7.418906,4.906053,1.767878,0.893153
450,1,5.372773,9.111485,0.986247,0.370983
451,1,5.229533,10.000282,0.862226,0.333341
452,1,7.023838,4.796221,0.995360,0.656181
453,1,8.212592,5.252337,1.086964,0.601327
454,1,8.583166,4.217423,1.328315,0.808489
455,1,8.923266,3.540911,1.715055,0.891357
456,1,9.685438,2.847113,1.759008,0.912854
457,1,8.318055,5.143919,1.031510,0.563842
458,1,6.521347,6.394397,1.442781,0.612955
459,1,7.193267,5.366570,1.059435,0.624378
460,1,8.111023,4.041084,1.423336,0.783075
461,1,7.290874,4.960855,1.471086,0.745959
462,1,7.675453,4.957275,0.947605,0.621647
463,1,6.530262,7.836620,0.927639,0.456324
464,1,6.451449,5.332528,1.129675,0.662260
465,1,6.626698,5.417946,1.385946,0.768474
466,1,9.190113,3.199196,1.444332,0.841548
467,1,4.860525,10.905155,0.952966,0.309009
468,1,8.383130,5.216623,1.112815,0.602458
469,1,8.951458,5.009127,1.168418,0.632224
470,1,8.440566,3.767071,1.227940,0.786888
471,1,7.872423,4.223965,0.927089,0.630852
472,1,9.055173,5.307180,1.318292,0.664102
473,1,7.391974,4.221413,1.424578,0.771746
474,1,8.845063,3.511520,1.635612,0.878242
475,1,9.173643,4.455070,1.355198,0.742163
476,1,9.534919,3.555887,1.579817,0.845381
477,1,7.398116,6.013839,1.383432,0.665222
478,1,8.464614,4.136114,1.617283,0.846172
479,1,7.561244,5.450961,1.527122,0.715341
480,1,6.908165,5.330882,0.980153,0.623075
481,1,4.292861,9.641326,1.018355,0.399310
482,1,5.424974,6.502895,1.084758,0.583194
483,1,6.753252,6.321104,1.371397,0.720686
484,1,8.503455,5.242519,1.133334,0.643052
485,1,6.790955,6.265610,1.512742,0.716324
486,1,7.392596,5.133335,1.490038,0.749587
487,1,7.429031,7.398585,1.106055,0.516611
488,1,7.545181,5.478004,1.561830,0.778578
489,1,6.570049,6.608038,1.208468,0.589057
490,1,6.662057,5.136723,1.658745,0.834885
491,1,6.350036,7.326749,1.468864,0.648970
492,1,7.231239,5.091492,1.437646,0.728112
493,1,9.371206,4.827243,1.263203,0.683716
494,1,7.643017,5.519228,1.302735,0.671062
495,1,8.942863,3.799185,1.666569,0.852303
496,1,6.078154,6.420197,1.094910,0.580205
497,1,9.129829,3.380332,1.410776,0.828910
498,1,7.743860,6.541782,1.250409,0.619496
499,1,6.537289,5.092074,0.810992,0.591535
500,1,8.012759,5.285418,1.144204,0.589825
501,1,9.541106,3.392459,1.452435,0.833238
502,1,7.433605,4.736573,1.334591,0.708270
503,1,8.904796,3.076129,1.588994,0.850410
504,1,6.374197,6.144962,0.764553,0.589421
505,1,8.185731,4.507449,1.512801,0.777153
506,1,9.278672,2.190166,1.658710,0.963294
507,1,8.573615,4.540291,1.266605,0.697119
508,1,6.116579,7.463526,1.190129,0.485835
509,1,7.461139,6.611499,1.192903,0.536126
510,1,8.464198,6.511190,1.132052,0.516789
511,1,9.393019,3.146095,1.648206,0.876176
512,1,9.208764,4.210730,1.393348,0.773673
513,1,8.056776,4.288435,1.292852,0.781789
514,1,9.431018,2.480856,1.648282,0.921111
515,1,8.440951,4.348767,1.267295,0.734049
516,1,2.221618,11.356285,0.833357,0.287927
517,1,8.722529,3.850145,1.537250,0.845851
518,1,8.532605,3.612963,1.563232,0.883392
519,1,6.142926,7.420364,1.448629,0.627286
520,1,6.131584,6.403167,0.875561,0.547224
521,1,8.607318,2.854291,1.371701,0.780572
522,1,7.767643,5.623517,1.463926,0.668058
523,1,8.808459,4.774722,1.164452,0.659060
524,1,6.563337,5.574749,1.018518,0.611969
525,1,9.056017,3.659892,1.660163,0.861400
526,1,5.744102,10.919267,0.235049,0.085735
527,1,6.404044,9.234882,0.713111,0.313061
528,1,4.108644,10.327352,1.337238,0.435227
529,1,6.606974,6.004383,0.899525,0.531665
530,1,7.171085,7.479033,1.080893,0.532937
531,1,9.636301,2.841661,1.550145,0.835588
532,1,8.076719,6.523154,1.536705,0.656920
533,1,8.355701,2.915440,1.587459,0.922806
534,1,9.197431,2.934113,1.416180,0.828844
535,1,8.492715,4.233129,1.483673,0.798328
536,1,4.857100,7.205038,1.121183,0.572034
537,1,7.246024,5.815410,1.167640,0.645297
538,1,8.554723,4.725265,1.418472,0.698814
539,1,6.448093,6.802118,1.237779,0.585329
540,1,4.935750,8.625713,1.194960,0.478397
541,1,8.026796,4.218068,1.537229,0.802333
542,1,8.456652,4.600970,1.324052,0.725686
543,1,9.217610,3.060674,1.569277,0.898032
544,1,6.009337,7.985047,1.302604,0.570311
545,1,8.640089,6.066041,1.240178,0.637585
546,1,6.894805,7.470066,1.236329,0.567299
547,1,8.211714,5.039672,1.512001,0.751977
548,1,5.855604,7.656148,0.943740,0.470246
549,1,6.985412,8.315798,0.844422,0.420964
550,1,7.377828,4.711628,0.940226,0.612042
551,1,7.065827,9.941837,0.813004,0.179818
552,1,5.224173,9.377119,1.045265,0.396946
553,1,7.005122,5.452559,1.374094,0.667444
554,1,7.884394,6.786556,1.376998,0.625356
555,1,5.719381,7.724247,0.598698,0.378365
556,1,8.632443,4.686385,1.320932,0.753599
557,1,6.744632,7.052720,1.259752,0.545772
558,1,7.552595,5.531535,1.609040,0.756613
559,1,5.115630,7.886476,1.020604,0.499846
560,1,9.557856,3.999824,1.845433,0.922664
561,1,8.977843,2.437101,1.615236,0.948166
562,1,7.932677,5.311156,1.408247,0.701965
563,1,8.866055,4.168685,1.482127,0.699708
564,1,5.882394,8.404120,1.130379,0.497963
565,1,8.429156,3.649761,1.753738,0.927804
566,1,6.527871,6.230685,1.177993,0.652653
567,1,8.053956,5.213252,1.483522,0.751696
568,1,7.628510,4.808117,1.525909,0.766021
569,1,9.150813,5.315726,1.389764,0.713672
570,1,8.475910,3.847312,1.644949,0.805585
571,1,9.979716,3.866429,1.458064,0.807865
572,1,6.443817,6.711133,1.226817,0.594639
573,1,8.122010,3.920707,1.391981,0.759037
574,1,8.845685,4.902913,1.376002,0.651883
575,1,6.900949,4.998748,1.233047,0.698243
576,1,8.379956,4.899763,1.334024,0.721804
577,1,9.190946,4.027934,1.487414,0.869578
578,1,5.135736,9.601143,1.049599,0.450288
579,1,8.717634,3.704442,1.323739,0.800811
580,1,8.072526,5.316471,1.140769,0.602308
581,1,8.362616,6.224226,1.302110,0.659450
