Organism,Seq,Positions,,,,
Helico,90,242-424,506-613,,,
Helico,91,77-155,373-475,545-607,,
Helico,92,265-322,374-438,,,
Helico,93,208-299,325-485,,,
Helico,94,240-419,424-501,,,
Helico,95,269-311,331-530,,,
Helico,96,111-159,219-285,390-472,516-613,
Helico,97,245-298,441-514,,,
Helico,98,376-518,564-613,,,
Helico,99,363-521,,,,
Helico,100,40-101,109-178,261-613,,
Helico,101,237-281,332-478,,,
Helico,102,20-63,330-498,,,
Helico,103,283-476,,,,
Helico,104,71-114,382-512,,,
Helico,105,215-257,309-357,,,
Helico,106,394-462,,,,
Helico,107,343-506,,,,
Helico,108,6-57,,,,
Helico,109,0-67,397-516,,,
Helico,110,61-133,237-312,454-516,,
Helico,111,48-93,251-305,340-487,,
Helico,112,0-40,123-173,205-358,411-491,562-613
Helico,113,369-512,,,,
Helico,114,148-246,285-459,,,
Helico,115,215-454,,,,
Helico,116,343-466,496-606,,,
Helico,117,210-481,,,,
Helico,118,,,,,
Helico,119,92-135,180-261,273-490,,
Helico,120,181-437,,,,
Helico,121,263-516,,,,
Helico,122,354-515,,,,
Helico,123,84-143,,,,
Helico,124,313-514,552-607,,,
Helico,125,62-100,195-244,380-447,,
Helico,126,0-42,329-400,,,
Helico,127,350-461,,,,
Helico,128,341-559,567-613,,,
Helico,129,0-41,293-343,,,
Helico,130,,,,,
Helico,131,103-219,384-423,530-613,,
Helico,132,229-293,356-573,,,
Helico,133,44-139,229-293,347-494,,
Helico,134,239-524,,,,
Helico,135,342-532,,,,
Helico,136,108-147,296-520,,,
Helico,137,312-447,537-610,,,
Helico,138,270-440,448-489,,,
Helico,139,157-213,390-477,,,
Helico,140,458-503,,,,
Helico,141,351-486,491-594,,,
Helico,142,86-168,218-277,314-360,366-613,
Helico,143,319-526,,,,
Helico,144,380-506,,,,
Helico,145,144-184,275-312,338-399,405-502,568-613
Helico,146,234-358,371-488,,,
Helico,147,155-340,,,,
Helico,148,236-552,,,,
Helico,149,382-542,558-613,,,
Helico,150,88-135,261-305,395-554,,
Helico,151,399-438,511-606,,,
Helico,152,315-543,,,,
Helico,153,370-516,,,,
Helico,154,0-162,381-565,,,
Helico,155,336-388,393-468,,,
Helico,156,386-518,530-584,,,
Helico,157,194-440,532-608,,,
Helico,158,374-613,,,,
Helico,159,266-496,,,,
Helico,160,382-551,,,,
Helico,161,139-194,525-613,,,
Helico,162,36-94,104-205,279-321,346-453,546-590
Helico,163,410-447,524-600,,,
Helico,164,145-194,480-525,,,
Helico,165,84-255,277-329,368-450,,
Helico,166,0-93,321-497,,,
Helico,167,351-411,,,,
Helico,168,358-558,,,,
Helico,169,124-206,260-320,,,
Helico,170,387-478,,,,
Helico,171,388-440,531-613,,,
Helico,172,170-231,346-504,,,
Helico,173,63-128,223-554,,,
Helico,174,182-235,276-553,,,
Helico,175,382-441,553-599,,,
Helico,176,344-510,,,,
Helico,177,358-472,,,,
Helico,178,285-503,,,,
Helico,179,336-484,,,,
Helico,180,62-99,265-447,515-613,,
Helico,181,68-161,300-371,374-446,,
Helico,182,49-116,577-613,,,
Helico,183,388-476,,,,
Helico,184,193-255,269-329,347-445,,
Helico,185,0-43,154-260,283-361,391-500,
Helico,186,220-260,373-437,463-540,,
Helico,187,363-459,,,,
Helico,188,254-300,408-462,,,
Helico,189,326-459,511-579,,,
Helico,190,290-476,,,,
Helico,191,222-481,,,,
Helico,192,367-432,494-569,,,
Helico,193,330-525,,,,
Helico,194,270-528,,,,
Helico,195,186-255,319-505,,,
Helico,196,108-151,577-613,,,
Helico,197,244-299,377-470,,,
Helico,198,207-258,369-492,529-613,,
Helico,199,0-64,416-454,532-613,,
Helico,200,9-116,380-593,,,
Helico,201,397-463,,,,
Helico,202,75-112,,,,
Helico,203,314-583,,,,
Helico,204,438-486,,,,
Helico,205,291-331,383-467,,,
Helico,206,374-518,,,,
Helico,207,,,,,
Helico,208,202-246,289-425,,,
Helico,209,0-129,146-209,256-543,,
Helico,210,361-405,,,,
Helico,211,264-433,,,,
Helico,212,397-518,,,,
Helico,213,73-204,385-446,564-613,,
Helico,214,220-265,419-467,,,
Helico,215,0-263,,,,
Helico,216,298-463,,,,
Helico,217,197-306,,,,
Helico,218,25-76,382-425,558-613,,
Helico,219,271-499,,,,
Helico,220,227-489,,,,
Helico,221,406-448,,,,
Helico,222,113-314,318-486,549-613,,
Helico,223,78-122,124-214,,,
Helico,224,162-214,403-463,469-555,,
Helico,225,191-377,,,,
Helico,226,189-248,352-470,,,
Helico,227,377-581,,,,
Helico,228,149-202,273-324,370-613,,
Helico,229,296-405,420-472,,,
Helico,230,191-275,299-476,,,
Helico,231,360-442,,,,
Helico,232,124-184,296-506,525-566,,
Helico,233,24-74,343-514,,,
Helico,234,0-92,391-491,,,
Helico,235,330-445,,,,
Helico,236,218-468,565-605,,,
Helico,237,382-466,488-554,,,
Helico,238,318-385,,,,
Helico,239,436-530,,,,
Helico,240,82-178,336-613,,,
Helico,241,254-377,392-533,,,
Helico,242,255-322,337-430,440-552,,
Helico,243,394-551,,,,
Helico,244,255-471,,,,
Helico,245,301-337,447-605,,,
Helico,246,0-64,73-360,368-449,,
Helico,247,192-241,258-521,,,
Helico,248,237-512,,,,
Helico,249,182-262,317-477,546-605,,
Helico,250,179-462,468-554,,,
Helico,251,277-458,,,,
Helico,252,174-220,369-448,501-554,,
Helico,253,0-43,134-179,330-483,,
Helico,254,188-245,255-356,409-471,,
Helico,255,344-473,477-538,,,
Helico,256,0-102,393-494,,,
Helico,257,379-479,,,,
Helico,258,144-220,282-467,,,
Helico,259,355-498,,,,
Helico,260,7-52,63-109,372-449,,
Helico,261,395-468,,,,
Helico,262,311-501,,,,
Helico,263,384-516,,,,
Helico,264,47-84,390-505,,,
Helico,265,74-117,244-438,457-554,,
Helico,266,212-283,291-460,,,
Helico,267,321-492,522-603,,,
Helico,268,396-535,,,,
Helico,269,287-520,,,,
Helico,270,0-42,307-373,382-431,436-479,529-590
Helico,271,269-354,396-459,,,
Helico,272,21-57,152-193,303-368,,
Helico,273,221-366,388-478,,,
Helico,274,328-511,,,,
Helico,275,331-584,,,,
Helico,276,279-347,353-524,,,
Helico,277,49-350,393-511,,,
Helico,278,271-536,,,,
Helico,279,5-55,411-500,,,
Helico,280,0-81,145-185,363-456,467-534,536-613
Helico,281,290-351,399-469,,,
Helico,282,190-474,,,,
Helico,283,338-487,,,,
Helico,284,277-321,344-488,,,
Helico,285,52-109,371-484,,,
Helico,286,67-112,295-498,,,
Helico,287,206-323,362-462,,,
Helico,288,238-517,,,,
Helico,289,302-364,377-449,547-612,,
Helico,290,296-334,434-548,,,
Helico,291,242-511,,,,
Helico,292,170-288,327-380,,,
Helico,293,26-62,325-494,,,
Helico,294,355-476,,,,
Helico,295,80-117,350-397,,,
Helico,296,293-563,,,,
Helico,297,396-468,,,,
Helico,298,217-271,358-498,567-613,,
Helico,299,178-280,361-501,,,
Helico,300,147-226,232-528,,,
Helico,301,220-260,315-458,,,
Helico,302,0-53,,,,
Helico,303,126-183,312-523,,,
Helico,304,383-585,,,,
Helico,305,223-268,371-520,,,
Helico,306,352-511,,,,
Helico,307,207-455,,,,
Helico,308,379-478,,,,
Helico,309,220-328,335-545,,,
Helico,310,49-98,240-310,415-506,,
Helico,311,325-613,,,,
Helico,312,80-124,126-216,,,
Helico,313,,,,,
Helico,314,177-240,294-347,376-593,,
Helico,315,198-328,334-496,,,
Helico,316,163-239,,,,
Helico,317,80-231,290-467,,,
Helico,318,212-505,,,,
Helico,319,514-558,,,,
Helico,320,260-510,,,,
Helico,321,0-44,237-498,557-613,,
Helico,322,199-320,372-554,,,
Helico,323,119-169,176-234,500-609,,
Helico,324,0-119,135-236,,,
Helico,325,50-96,200-239,312-465,489-586,
Helico,326,288-343,412-481,,,
Helico,327,56-121,,,,
Helico,328,182-285,291-331,401-463,,
Helico,329,0-40,174-457,,,
Helico,330,,,,,
Helico,331,466-580,,,,
Helico,332,352-497,,,,
Helico,333,312-451,472-584,,,
Helico,334,11-126,204-381,390-499,,
Helico,335,363-613,,,,
Helico,336,357-481,,,,
Helico,337,303-575,,,,
Helico,338,45-145,268-361,367-594,,
Helico,339,52-130,265-469,476-539,,
Helico,340,450-613,,,,
Helico,341,403-514,,,,
Helico,342,376-498,,,,
Helico,343,295-350,360-463,519-555,,
Helico,344,,,,,
Helico,345,0-58,396-531,,,
Helico,346,396-476,496-567,,,
Helico,347,326-469,,,,
Helico,348,45-82,231-277,283-358,385-486,
Helico,349,351-477,,,,
Helico,350,389-454,,,,
Helico,351,315-486,,,,
Helico,352,258-538,,,,
Helico,353,0-66,327-467,,,
Helico,354,228-497,,,,
Helico,355,267-493,,,,
Helico,356,0-111,264-309,338-488,,
Helico,357,273-523,,,,
Helico,358,352-525,,,,
Helico,359,289-522,,,,
Helico,360,9-81,184-240,392-438,444-482,
Helico,361,135-252,461-566,,,
Helico,362,82-143,311-353,450-613,,
Helico,363,242-481,,,,
Helico,364,24-92,155-263,377-451,,
Helico,365,118-158,373-584,,,
Helico,366,223-282,343-441,,,
Helico,367,62-130,323-499,553-613,,
Helico,368,422-541,,,,
Helico,369,208-298,400-492,,,
Helico,370,216-295,392-496,,,
Helico,371,317-487,,,,
Helico,372,148-197,,,,
Helico,373,374-450,459-556,,,
Helico,374,0-155,215-276,435-471,,
Helico,375,402-553,,,,
Helico,376,175-519,,,,
Helico,377,0-90,,,,
Helico,378,367-452,,,,
Helico,379,230-288,354-444,448-516,,
Helico,380,368-475,,,,
Helico,381,264-481,490-529,,,
Helico,382,0-79,364-518,570-613,,
Helico,383,0-51,123-257,386-489,,
Helico,384,406-497,,,,
Helico,385,174-217,319-361,368-545,,
Helico,386,385-476,,,,
Helico,387,325-480,521-591,,,
Helico,388,250-443,,,,
Helico,389,280-375,382-468,532-575,,
Helico,390,180-428,,,,
Helico,391,206-477,,,,
Helico,392,34-88,160-256,344-516,,
Helico,393,354-486,576-613,,,
Helico,394,336-477,,,,
Helico,395,,,,,
Helico,396,0-130,,,,
Helico,397,182-548,,,,
Helico,398,55-98,,,,
Helico,399,210-268,274-494,,,
Helico,400,214-483,,,,
Helico,401,177-248,346-608,,,
Helico,402,380-508,,,,
Helico,403,410-490,,,,
Helico,404,184-248,374-507,546-613,,
Helico,405,384-490,,,,
Helico,406,384-494,,,,
Helico,407,389-480,,,,
Helico,408,193-331,458-503,,,
Helico,409,325-613,,,,
Helico,410,0-270,,,,
Helico,411,294-538,,,,
Helico,412,35-103,556-613,,,
Helico,413,157-215,293-344,398-503,574-613,
Helico,414,345-483,,,,
Helico,415,512-569,,,,
Helico,416,369-515,558-609,,,
Helico,417,358-450,,,,
Helico,418,286-360,381-466,498-613,,
Helico,419,298-490,,,,
Helico,420,0-183,208-483,,,
Helico,421,489-553,,,,
Helico,422,9-56,363-555,565-613,,
Helico,423,285-613,,,,
Helico,424,400-464,561-613,,,
Helico,425,389-480,,,,
Helico,426,391-549,,,,
Helico,427,14-60,196-450,,,
Helico,428,304-362,366-457,,,
Helico,429,0-47,241-472,,,
Helico,430,219-305,379-461,,,
Helico,431,314-526,,,,
Helico,432,326-514,,,,
Helico,433,0-58,361-429,488-586,,
Helico,434,0-143,,,,
Helico,435,525-613,,,,
Helico,436,159-201,288-434,,,
Helico,437,304-581,,,,
Helico,438,0-55,402-480,,,
Helico,439,301-356,378-489,,,
Helico,440,74-124,160-242,334-561,,
Helico,441,162-235,301-421,455-498,,
Helico,442,119-268,371-425,540-613,,
Helico,443,348-508,,,,
Helico,444,246-345,390-519,,,
Helico,445,325-469,515-574,,,
Helico,446,288-372,394-575,,,
Helico,447,192-259,270-497,,,
Helico,448,323-474,,,,
Helico,449,295-496,,,,
Helico,450,343-422,562-613,,,
Helico,451,362-531,,,,
Helico,452,11-93,355-509,,,
Helico,453,353-526,,,,
Helico,454,4-77,359-613,,,
Helico,455,270-353,381-460,,,
Helico,456,139-243,320-492,,,
Helico,457,243-326,400-456,,,
Helico,458,124-183,,,,
Helico,459,396-452,,,,
Helico,460,35-87,,,,
Helico,461,353-499,,,,
Helico,462,333-460,472-613,,,
Helico,463,333-388,,,,
Helico,464,0-40,278-562,,,
Helico,465,183-220,,,,
Helico,466,371-458,,,,
Helico,467,357-452,,,,
Helico,468,236-321,378-475,,,
Helico,469,283-530,,,,
Helico,470,0-133,219-409,456-497,559-613,
Helico,471,371-474,,,,
Helico,472,314-512,,,,
Helico,473,296-502,,,,
Helico,474,0-50,286-428,,,
Helico,475,344-396,426-465,,,
Helico,476,312-474,,,,
Helico,477,0-47,380-461,487-613,,
Helico,478,384-462,,,,
Helico,479,328-526,,,,
Helico,480,,,,,
Helico,481,2-69,336-516,,,
Helico,482,170-220,282-455,,,
Helico,483,424-512,575-613,,,
Helico,484,543-613,,,,
Helico,485,0-38,269-311,406-613,,
Helico,486,372-490,,,,
Helico,487,355-410,,,,
Helico,488,403-567,,,,
Helico,489,269-491,,,,
Helico,490,256-303,414-613,,,
Helico,491,119-500,531-613,,,
Helico,492,316-383,390-468,493-566,,
Helico,493,289-466,577-613,,,
Helico,494,257-528,,,,
Helico,495,10-81,151-295,,,
Helico,496,355-436,520-613,,,
Helico,497,291-483,487-535,,,
Helico,498,313-434,,,,
Helico,499,391-436,563-613,,,
Helico,500,245-613,,,,
Helico,501,15-64,145-214,406-482,,
Helico,502,299-462,,,,
Helico,503,342-522,,,,
Helico,504,303-373,411-600,,,
Helico,505,386-502,,,,
Helico,506,355-498,,,,
Helico,507,15-81,120-157,292-529,,
Helico,508,399-478,543-585,,,
Helico,509,22-89,460-508,,,
Helico,510,413-490,,,,
Helico,511,142-188,336-590,,,
Helico,512,0-203,255-299,383-470,529-613,
Helico,513,0-114,185-244,314-357,373-423,
Helico,514,79-137,350-479,575-613,,
Helico,515,165-205,291-542,547-584,,
Helico,516,64-192,570-608,,,
Helico,517,389-480,,,,
Helico,518,0-37,141-243,275-395,401-475,
Helico,519,324-375,380-422,498-611,,
Helico,520,476-534,,,,
Helico,521,240-466,577-613,,,
Helico,522,68-116,403-549,,,
Helico,523,326-452,513-613,,,
Helico,524,218-291,319-502,,,
Helico,525,57-124,449-521,535-613,,
Helico,526,171-304,389-431,,,
Helico,527,410-544,,,,
Helico,528,218-271,370-459,,,
Helico,529,185-345,,,,
Helico,530,233-338,370-446,460-569,,
