Organism,Seq,Positions,,,,
Ecoli,96,4-49,312-494,,,
Ecoli,97,17-134,212-287,382-439,547-606,
Ecoli,98,428-527,552-613,,,
Ecoli,99,205-289,371-483,,,
Ecoli,100,128-171,314-389,433-501,,
Ecoli,101,340-504,,,,
Ecoli,102,36-121,271-445,,,
Ecoli,103,282-412,471-535,,,
Ecoli,104,324-375,519-587,,,
Ecoli,105,0-70,214-315,336-450,,
Ecoli,106,323-459,,,,
Ecoli,107,218-362,382-465,,,
Ecoli,108,351-484,,,,
Ecoli,109,59-122,131-177,288-413,488-608,
Ecoli,110,317-359,366-428,,,
Ecoli,111,358-465,474-511,,,
Ecoli,112,395-578,,,,
Ecoli,113,,,,,
Ecoli,114,,,,,
Ecoli,115,278-370,441-505,,,
Ecoli,116,131-194,198-441,,,
Ecoli,117,228-312,338-485,,,
Ecoli,118,110-168,462-561,,,
Ecoli,119,371-479,,,,
Ecoli,120,417-484,,,,
Ecoli,121,350-439,,,,
Ecoli,122,320-516,,,,
Ecoli,123,160-343,468-532,,,
Ecoli,124,203-510,,,,
Ecoli,125,0-39,152-275,,,
Ecoli,126,127-293,319-391,416-496,,
Ecoli,127,319-462,,,,
Ecoli,128,382-530,,,,
Ecoli,129,195-298,307-496,,,
Ecoli,130,340-454,,,,
Ecoli,131,176-236,247-323,391-530,,
Ecoli,132,155-209,296-375,447-537,,
Ecoli,133,197-243,317-440,,,
Ecoli,134,365-497,538-613,,,
Ecoli,135,174-380,446-520,,,
Ecoli,136,335-474,,,,
Ecoli,137,189-275,305-411,,,
Ecoli,138,293-376,418-483,,,
Ecoli,139,116-426,,,,
Ecoli,140,205-436,,,,
Ecoli,141,372-480,,,,
Ecoli,142,98-182,201-323,325-488,,
Ecoli,143,361-486,,,,
Ecoli,144,0-124,212-354,,,
Ecoli,145,323-389,410-539,,,
Ecoli,146,358-427,,,,
Ecoli,147,295-476,,,,
Ecoli,148,222-327,421-527,,,
Ecoli,149,195-270,349-477,544-613,,
Ecoli,150,391-439,574-613,,,
Ecoli,151,293-512,517-555,,,
Ecoli,152,130-392,,,,
Ecoli,153,181-540,,,,
Ecoli,154,349-584,,,,
Ecoli,155,285-545,,,,
Ecoli,156,15-104,336-416,552-593,,
Ecoli,157,127-194,363-481,,,
Ecoli,158,421-502,,,,
Ecoli,159,270-468,,,,
Ecoli,160,283-512,,,,
Ecoli,161,0-173,184-313,,,
Ecoli,162,248-290,343-587,,,
Ecoli,163,132-436,,,,
Ecoli,164,502-577,,,,
Ecoli,165,146-370,394-469,,,
Ecoli,166,335-423,459-517,,,
Ecoli,167,23-71,279-581,,,
Ecoli,168,276-445,,,,
Ecoli,169,338-548,,,,
Ecoli,170,229-268,,,,
Ecoli,171,229-484,,,,
Ecoli,172,415-523,,,,
Ecoli,173,0-94,143-287,364-525,,
Ecoli,174,21-74,169-454,,,
Ecoli,175,253-295,315-402,418-504,,
Ecoli,176,311-373,411-500,,,
Ecoli,177,302-491,,,,
Ecoli,178,326-494,,,,
Ecoli,179,0-49,93-140,212-262,405-499,
Ecoli,180,74-121,317-488,517-601,,
Ecoli,181,286-400,,,,
Ecoli,182,327-445,,,,
Ecoli,183,243-308,356-499,,,
Ecoli,184,159-366,412-516,,,
Ecoli,185,295-449,510-613,,,
Ecoli,186,379-556,,,,
Ecoli,187,121-213,380-435,,,
Ecoli,188,277-472,,,,
Ecoli,189,379-476,,,,
Ecoli,190,340-480,,,,
Ecoli,191,176-212,216-344,,,
Ecoli,192,105-161,257-438,,,
Ecoli,193,0-61,66-122,403-571,,
Ecoli,194,307-547,,,,
Ecoli,195,363-506,511-567,,,
Ecoli,196,155-239,,,,
Ecoli,197,279-350,,,,
Ecoli,198,411-528,,,,
Ecoli,199,349-401,,,,
Ecoli,200,139-217,255-325,384-502,,
Ecoli,201,330-403,454-495,,,
Ecoli,202,110-155,393-467,481-540,,
Ecoli,203,192-362,377-446,,,
Ecoli,204,0-129,135-365,372-449,,
Ecoli,205,0-38,87-156,163-367,,
Ecoli,206,326-427,545-613,,,
Ecoli,207,362-508,,,,
Ecoli,208,17-59,401-443,504-562,,
Ecoli,209,235-376,450-496,,,
Ecoli,210,429-470,,,,
Ecoli,211,423-578,,,,
Ecoli,212,347-490,536-613,,,
Ecoli,213,371-497,,,,
Ecoli,214,,,,,
Ecoli,215,90-157,238-368,,,
Ecoli,216,13-66,356-434,,,
Ecoli,217,122-162,241-292,308-488,,
Ecoli,218,183-247,396-515,,,
Ecoli,219,192-387,394-513,,,
Ecoli,220,168-294,325-394,476-547,,
Ecoli,221,351-479,484-521,527-605,,
Ecoli,222,134-359,371-409,,,
Ecoli,223,365-613,,,,
Ecoli,224,76-144,187-234,288-465,,
Ecoli,225,216-317,377-445,449-493,,
Ecoli,226,0-61,111-205,449-511,,
Ecoli,227,159-288,394-470,,,
Ecoli,228,362-456,,,,
Ecoli,229,375-524,,,,
Ecoli,230,250-488,540-613,,,
Ecoli,231,17-133,193-291,434-504,,
Ecoli,232,349-493,,,,
Ecoli,233,326-515,,,,
Ecoli,234,205-283,351-461,,,
Ecoli,235,315-438,,,,
Ecoli,236,51-94,224-346,456-497,,
Ecoli,237,13-431,,,,
Ecoli,238,254-291,409-493,,,
Ecoli,240,105-222,327-447,,,
Ecoli,241,280-413,420-523,574-613,,
Ecoli,242,247-288,293-483,,,
Ecoli,243,160-225,311-472,,,
Ecoli,244,49-101,116-248,485-529,,
Ecoli,245,11-94,214-277,319-429,,
Ecoli,246,155-261,288-385,,,
Ecoli,247,313-421,,,,
Ecoli,248,79-203,392-454,457-521,545-613,
Ecoli,249,224-296,370-516,,,
Ecoli,250,214-428,,,,
Ecoli,251,65-116,292-400,445-515,539-596,
Ecoli,252,249-355,543-584,,,
Ecoli,253,386-464,,,,
Ecoli,254,208-534,,,,
Ecoli,255,152-335,368-443,,,
Ecoli,256,87-178,185-291,411-479,,
Ecoli,257,192-424,,,,
Ecoli,258,136-441,,,,
Ecoli,259,146-380,,,,
Ecoli,260,24-88,158-303,,,
Ecoli,261,200-237,245-517,,,
Ecoli,262,424-560,,,,
Ecoli,263,375-467,,,,
Ecoli,264,221-274,349-438,566-613,,
Ecoli,265,0-112,309-396,430-486,,
Ecoli,266,257-345,358-426,,,
Ecoli,267,409-558,,,,
Ecoli,268,60-133,151-258,459-546,,
Ecoli,269,281-376,400-517,572-613,,
Ecoli,270,0-41,207-276,457-496,,
Ecoli,271,374-513,,,,
Ecoli,272,229-300,326-501,,,
Ecoli,273,380-481,485-525,530-613,,
Ecoli,274,241-447,451-592,,,
Ecoli,275,313-580,,,,
Ecoli,276,235-289,343-484,,,
Ecoli,277,215-300,318-356,450-524,,
Ecoli,278,259-468,493-530,,,
Ecoli,279,240-353,,,,
Ecoli,280,163-210,273-440,,,
Ecoli,281,352-546,568-608,,,
Ecoli,282,396-449,497-567,,,
Ecoli,283,348-527,,,,
Ecoli,284,397-563,,,,
Ecoli,285,267-354,445-503,,,
Ecoli,286,114-174,235-347,454-518,,
Ecoli,287,340-434,,,,
Ecoli,288,214-417,,,,
Ecoli,289,112-167,507-562,,,
Ecoli,290,262-466,564-613,,,
Ecoli,291,0-75,387-449,460-581,,
Ecoli,292,172-261,304-432,,,
Ecoli,293,351-458,,,,
Ecoli,294,277-317,402-508,,,
Ecoli,295,178-434,,,,
Ecoli,296,234-373,,,,
Ecoli,297,124-229,235-296,365-470,,
Ecoli,298,,,,,
Ecoli,299,0-36,193-246,339-462,467-507,
Ecoli,300,349-416,534-613,,,
Ecoli,301,386-452,456-497,,,
Ecoli,302,56-222,406-456,,,
Ecoli,303,257-481,,,,
Ecoli,304,135-184,196-256,318-405,,
Ecoli,305,237-289,302-350,360-486,555-613,
Ecoli,306,284-479,,,,
Ecoli,307,69-154,184-475,,,
Ecoli,308,383-503,,,,
Ecoli,309,199-253,283-385,390-521,,
Ecoli,310,459-555,,,,
Ecoli,311,22-84,226-344,400-492,,
Ecoli,312,333-400,422-500,,,
Ecoli,313,371-536,561-605,,,
Ecoli,314,222-399,,,,
Ecoli,315,283-371,382-471,,,
Ecoli,316,228-366,390-487,,,
Ecoli,317,105-147,321-391,,,
Ecoli,318,246-342,374-461,,,
Ecoli,319,112-277,297-391,,,
Ecoli,320,103-166,,,,
Ecoli,321,242-280,353-422,426-503,,
Ecoli,322,285-416,430-479,513-561,,
Ecoli,323,215-256,292-398,,,
Ecoli,324,250-309,320-384,388-473,,
Ecoli,325,293-549,,,,
Ecoli,326,231-276,281-342,412-493,,
Ecoli,327,340-486,,,,
Ecoli,328,0-36,159-195,219-283,289-384,429-507
Ecoli,329,0-178,258-511,,,
Ecoli,330,327-493,,,,
Ecoli,331,260-488,,,,
Ecoli,332,307-486,,,,
Ecoli,333,377-489,497-558,,,
Ecoli,334,78-119,137-227,374-464,,
Ecoli,335,159-265,317-440,,,
Ecoli,336,198-283,351-404,,,
Ecoli,337,225-381,,,,
Ecoli,338,378-439,449-512,,,
Ecoli,339,468-603,,,,
Ecoli,340,144-200,238-285,290-404,476-585,
Ecoli,341,293-481,,,,
Ecoli,342,187-464,,,,
Ecoli,343,376-466,472-564,,,
Ecoli,344,0-73,351-473,485-553,,
Ecoli,345,340-515,,,,
Ecoli,346,329-465,,,,
Ecoli,347,233-336,364-538,,,
Ecoli,348,0-43,350-484,557-613,,
Ecoli,349,471-613,,,,
Ecoli,350,220-328,,,,
Ecoli,351,185-293,369-481,,,
Ecoli,352,313-460,469-557,,,
Ecoli,353,222-466,,,,
Ecoli,354,334-449,,,,
Ecoli,355,311-452,,,,
Ecoli,356,406-468,,,,
Ecoli,357,354-482,,,,
Ecoli,358,339-442,,,,
Ecoli,359,10-95,379-560,,,
Ecoli,360,364-534,,,,
Ecoli,361,172-480,,,,
Ecoli,362,292-413,415-488,,,
Ecoli,363,278-402,,,,
Ecoli,364,358-494,,,,
Ecoli,365,166-269,285-451,,,
Ecoli,366,108-164,174-212,317-392,464-582,
Ecoli,367,234-369,389-483,,,
Ecoli,368,285-459,473-509,536-572,,
Ecoli,369,198-241,260-393,505-554,,
Ecoli,370,277-337,,,,
Ecoli,371,237-312,323-514,,,
Ecoli,372,134-176,226-434,,,
Ecoli,373,196-372,,,,
Ecoli,374,336-395,403-441,470-536,,
Ecoli,375,381-505,,,,
Ecoli,376,394-522,,,,
Ecoli,377,225-292,370-509,,,
Ecoli,378,368-456,,,,
Ecoli,379,339-497,,,,
Ecoli,380,261-441,,,,
Ecoli,381,347-431,,,,
Ecoli,382,257-395,408-500,,,
Ecoli,383,271-489,,,,
Ecoli,384,298-382,395-503,,,
Ecoli,385,136-199,278-385,473-548,,
Ecoli,386,141-228,254-467,,,
Ecoli,387,0-242,334-407,,,
Ecoli,388,279-421,432-511,,,
Ecoli,389,333-456,,,,
Ecoli,390,4-76,361-510,,,
Ecoli,391,338-457,,,,
Ecoli,392,293-485,522-607,,,
Ecoli,393,393-485,,,,
Ecoli,394,0-60,403-466,,,
Ecoli,395,0-37,91-146,345-434,,
Ecoli,396,175-311,369-415,,,
Ecoli,397,171-466,,,,
Ecoli,398,135-214,246-355,447-539,,
Ecoli,399,313-548,,,,
Ecoli,400,257-554,,,,
Ecoli,401,284-482,,,,
Ecoli,402,372-410,,,,
Ecoli,403,255-541,552-613,,,
Ecoli,404,0-214,371-483,491-533,,
Ecoli,405,183-242,308-408,,,
Ecoli,406,270-416,,,,
Ecoli,407,187-242,251-483,,,
Ecoli,408,336-493,,,,
Ecoli,409,209-290,335-474,572-608,,
Ecoli,410,32-129,,,,
Ecoli,411,192-411,451-527,548-613,,
Ecoli,412,257-417,426-536,,,
Ecoli,413,,,,,
Ecoli,414,128-193,525-582,,,
Ecoli,415,370-426,428-530,,,
Ecoli,416,307-357,365-494,,,
Ecoli,417,11-61,64-112,188-269,372-414,
Ecoli,418,0-46,219-310,315-474,,
Ecoli,419,159-207,214-446,,,
Ecoli,420,209-259,319-493,,,
Ecoli,421,355-446,,,,
Ecoli,422,492-573,,,,
Ecoli,423,106-177,290-453,502-555,,
Ecoli,424,420-504,,,,
Ecoli,425,295-565,,,,
Ecoli,426,426-531,,,,
Ecoli,427,0-88,167-294,311-567,,
Ecoli,428,0-59,401-456,,,
Ecoli,429,325-490,,,,
Ecoli,430,117-188,268-445,470-579,,
Ecoli,431,90-152,210-349,,,
Ecoli,432,149-208,221-517,,,
Ecoli,433,442-492,,,,
Ecoli,434,234-322,349-402,537-591,,
Ecoli,435,167-295,,,,
Ecoli,436,53-140,403-500,,,
Ecoli,437,0-50,302-451,517-584,,
Ecoli,438,194-361,485-613,,,
Ecoli,439,267-402,,,,
Ecoli,440,278-395,403-442,504-611,,
Ecoli,441,212-336,343-526,,,
Ecoli,442,279-318,405-543,,,
Ecoli,443,267-324,373-433,,,
Ecoli,444,266-302,306-363,374-452,,
Ecoli,445,267-388,,,,
Ecoli,446,345-455,,,,
Ecoli,447,340-525,,,,
Ecoli,448,199-249,331-484,,,
Ecoli,449,369-470,,,,
Ecoli,450,274-343,,,,
Ecoli,451,0-43,375-452,,,
Ecoli,452,62-126,319-468,,,
Ecoli,453,446-519,523-613,,,
Ecoli,454,282-370,430-564,,,
Ecoli,455,291-418,,,,
Ecoli,456,0-317,,,,
Ecoli,457,277-320,536-613,,,
Ecoli,458,295-505,,,,
Ecoli,459,271-450,470-608,,,
Ecoli,460,454-550,,,,
Ecoli,461,356-436,473-589,,,
Ecoli,462,263-464,,,,
Ecoli,463,150-479,,,,
Ecoli,464,180-323,411-537,,,
Ecoli,465,212-276,344-494,,,
Ecoli,466,118-180,319-410,418-484,,
Ecoli,467,367-470,,,,
Ecoli,468,398-539,,,,
Ecoli,469,151-413,,,,
Ecoli,470,253-494,,,,
Ecoli,471,28-67,359-472,514-595,,
Ecoli,472,123-345,375-497,545-613,,
Ecoli,473,237-303,385-510,,,
Ecoli,474,392-462,,,,
Ecoli,475,389-473,501-557,,,
Ecoli,476,257-348,357-441,,,
Ecoli,477,38-113,145-223,,,
Ecoli,478,36-81,184-431,446-525,,
Ecoli,479,395-493,,,,
Ecoli,480,16-55,251-443,,,
Ecoli,481,351-410,494-583,,,
Ecoli,482,292-481,,,,
Ecoli,483,268-560,,,,
Ecoli,484,327-416,439-500,,,
Ecoli,485,1-50,329-477,538-613,,
Ecoli,486,296-431,458-538,,,
Ecoli,487,247-411,478-542,,,
Ecoli,488,265-504,,,,
Ecoli,489,274-495,502-557,,,
Ecoli,490,315-483,,,,
Ecoli,491,390-494,,,,
Ecoli,492,208-282,290-423,,,
Ecoli,493,400-540,,,,
Ecoli,494,230-481,,,,
Ecoli,495,334-418,496-568,,,
Ecoli,496,325-394,401-445,467-508,537-613,
Ecoli,497,395-456,,,,
Ecoli,498,334-401,405-491,,,
Ecoli,499,130-183,323-406,410-529,,
Ecoli,500,313-491,,,,
Ecoli,501,8-129,316-361,,,
Ecoli,502,411-483,,,,
Ecoli,503,427-531,,,,
Ecoli,504,278-429,433-499,,,
Ecoli,505,13-67,333-453,460-500,,
Ecoli,506,247-312,360-468,,,
Ecoli,507,347-496,,,,
Ecoli,508,184-247,363-433,507-613,,
Ecoli,509,0-85,280-355,485-561,,
Ecoli,510,276-358,367-457,,,
Ecoli,511,0-42,333-404,577-613,,
Ecoli,512,300-484,,,,
Ecoli,513,18-101,241-302,351-484,,
Ecoli,514,0-433,,,,
Ecoli,515,346-465,,,,
Ecoli,516,216-335,,,,
Ecoli,517,195-394,,,,
Ecoli,518,230-288,357-419,424-521,,
Ecoli,519,352-429,454-556,,,
Ecoli,520,26-103,,,,
Ecoli,521,271-371,399-511,,,
Ecoli,522,297-574,,,,
Ecoli,523,368-471,,,,
Ecoli,524,23-116,381-502,,,
Ecoli,525,0-50,326-503,,,
Ecoli,526,439-525,,,,
Ecoli,527,339-513,,,,
Ecoli,528,197-498,,,,
Ecoli,529,3-63,79-146,,,
Ecoli,530,98-166,272-334,425-466,,
Ecoli,531,0-88,226-266,407-458,,
Ecoli,532,400-476,,,,
Ecoli,533,253-296,408-458,,,
Ecoli,534,240-315,364-411,427-464,,
Ecoli,535,208-252,261-433,528-572,,
Ecoli,536,134-210,222-301,307-415,452-493,
Ecoli,537,355-447,,,,
Ecoli,538,39-94,359-448,,,
Ecoli,539,237-373,,,,
Ecoli,540,235-281,369-435,452-528,,
Ecoli,541,277-531,,,,
Ecoli,542,92-148,334-378,400-522,,
Ecoli,543,153-320,324-366,370-426,,
Ecoli,544,2-62,192-289,340-445,,
Ecoli,545,184-222,355-459,567-613,,
Ecoli,546,219-452,,,,
Ecoli,547,181-263,384-491,,,
Ecoli,548,332-529,,,,
Ecoli,549,235-300,,,,
Ecoli,550,358-440,,,,
Ecoli,551,214-277,347-476,,,
Ecoli,552,157-507,,,,
Ecoli,553,222-460,,,,
Ecoli,554,260-331,341-484,,,
Ecoli,555,108-177,207-397,,,
Ecoli,556,176-474,,,,
Ecoli,557,222-317,428-475,,,
Ecoli,558,383-504,,,,
Ecoli,559,194-448,,,,
Ecoli,560,49-125,371-529,,,
Ecoli,561,,,,,
Ecoli,562,366-420,433-516,,,
Ecoli,563,,,,,
Ecoli,564,0-45,362-466,494-552,,
Ecoli,565,371-510,,,,
Ecoli,566,45-156,173-331,387-466,,
Ecoli,567,75-135,141-271,426-534,,
Ecoli,568,238-343,377-511,,,
Ecoli,569,347-516,537-613,,,
Ecoli,570,0-46,362-442,,,
Ecoli,571,205-274,295-365,384-466,,
Ecoli,572,378-524,,,,
Ecoli,573,319-502,,,,
Ecoli,574,191-378,420-481,,,
Ecoli,575,287-435,476-581,,,
Ecoli,576,250-474,,,,
Ecoli,577,34-102,134-204,224-318,,
Ecoli,578,185-324,339-479,,,
Ecoli,579,335-516,,,,
Ecoli,580,394-502,,,,
Ecoli,581,200-245,248-477,,,
Ecoli,582,216-267,272-419,,,
Ecoli,583,360-560,564-600,,,
Ecoli,584,99-163,304-397,417-475,,
Ecoli,585,399-438,549-613,,,
Ecoli,586,323-426,,,,
Ecoli,587,265-400,474-528,,,
Ecoli,588,197-304,,,,
Ecoli,589,0-76,178-474,,,
Ecoli,590,192-262,369-411,,,
Ecoli,591,222-498,,,,
Ecoli,592,393-521,,,,
Ecoli,593,230-291,370-443,,,
Ecoli,594,361-554,,,,
Ecoli,595,193-296,299-344,424-476,,
Ecoli,596,235-320,,,,
Ecoli,597,110-163,332-487,,,
Ecoli,598,363-424,458-613,,,
Ecoli,599,276-375,432-503,,,
Ecoli,600,115-165,417-479,,,
Ecoli,601,412-474,,,,
Ecoli,602,115-176,,,,
Ecoli,603,520-613,,,,
Ecoli,604,0-168,265-328,453-514,,
Ecoli,605,403-501,,,,
Ecoli,606,239-481,,,,
Ecoli,607,335-494,501-583,,,
Ecoli,608,40-163,408-500,,,
Ecoli,609,140-196,324-531,,,
Ecoli,610,153-252,295-385,394-451,,
Ecoli,611,17-69,,,,
Ecoli,612,437-522,,,,
Ecoli,613,425-468,477-582,,,
Ecoli,614,373-514,,,,
Ecoli,615,352-467,,,,
Ecoli,616,346-493,,,,
Ecoli,617,266-322,331-500,561-607,,
Ecoli,618,327-384,,,,
Ecoli,619,504-576,,,,
Ecoli,620,0-75,386-535,,,
Ecoli,621,227-275,402-504,,,
Ecoli,622,358-489,,,,
Ecoli,623,204-243,363-596,,,
Ecoli,624,179-437,445-525,,,
Ecoli,625,131-487,,,,
Ecoli,626,15-70,178-425,,,
Ecoli,627,218-358,,,,
Ecoli,628,,,,,
Ecoli,629,22-70,89-403,,,
Ecoli,630,296-385,447-537,,,
Ecoli,631,22-122,126-229,454-611,,
Ecoli,632,207-297,,,,
Ecoli,633,64-248,,,,
Ecoli,634,0-59,166-215,339-525,,
Ecoli,635,18-103,228-272,357-440,460-529,
Ecoli,636,386-494,,,,
Ecoli,637,202-279,289-383,,,
Ecoli,638,385-496,,,,
Ecoli,639,104-148,312-538,,,
Ecoli,640,38-98,364-487,554-613,,
Ecoli,641,127-427,,,,
Ecoli,642,231-416,,,,
Ecoli,643,343-482,,,,
Ecoli,644,223-259,275-407,411-523,,
Ecoli,645,197-499,,,,
Ecoli,646,287-460,,,,
Ecoli,647,30-68,157-193,330-451,575-613,
Ecoli,648,329-456,,,,
Ecoli,649,187-241,343-400,414-489,,
Ecoli,650,27-117,340-526,,,
Ecoli,651,256-452,,,,
Ecoli,652,67-108,143-286,379-481,,
Ecoli,653,43-102,242-498,502-538,,
Ecoli,654,40-80,276-347,403-474,,
Ecoli,655,175-222,240-315,362-419,,
Ecoli,656,248-532,,,,
Ecoli,657,121-161,177-397,444-510,521-563,
Ecoli,658,17-76,145-553,,,
Ecoli,659,113-456,,,,
Ecoli,660,260-354,421-490,563-609,,
Ecoli,661,290-369,,,,
Ecoli,662,308-475,,,,
Ecoli,663,,,,,
Ecoli,664,293-477,,,,
Ecoli,665,350-481,,,,
Ecoli,666,412-510,,,,
Ecoli,667,11-62,327-370,389-530,,
Ecoli,668,351-457,,,,
Ecoli,669,355-473,,,,
Ecoli,670,340-491,,,,
Ecoli,671,277-327,366-432,,,
Ecoli,672,301-338,346-530,,,
Ecoli,673,284-472,,,,
Ecoli,674,405-483,,,,
Ecoli,675,305-352,400-487,,,
Ecoli,676,407-508,,,,
Ecoli,677,157-252,338-413,,,
Ecoli,678,256-457,,,,
Ecoli,679,240-294,407-528,,,
Ecoli,680,251-313,,,,
Ecoli,681,231-422,,,,
Ecoli,682,308-431,,,,
Ecoli,683,299-431,,,,
Ecoli,684,371-504,,,,
Ecoli,685,254-366,407-471,,,
Ecoli,686,240-423,,,,
Ecoli,687,379-613,,,,
Ecoli,688,283-518,,,,
Ecoli,689,214-484,,,,
Ecoli,690,261-380,393-480,,,
Ecoli,691,0-142,475-548,,,
Ecoli,692,198-282,387-478,,,
Ecoli,693,43-93,354-438,,,
Ecoli,694,360-511,,,,
Ecoli,695,262-345,408-497,,,
Ecoli,696,324-498,,,,
Ecoli,697,179-287,365-449,,,
Ecoli,698,258-321,346-455,469-601,,
Ecoli,699,20-95,234-362,,,
Ecoli,700,388-516,,,,
Ecoli,701,110-158,319-386,,,
Ecoli,702,99-192,198-391,433-488,,
Ecoli,703,364-500,,,,
Ecoli,704,275-459,,,,
Ecoli,705,293-485,,,,
Ecoli,706,245-509,,,,
Ecoli,707,203-258,330-366,396-453,,
Ecoli,708,204-292,310-436,446-485,,
Ecoli,709,0-89,291-346,371-407,426-482,
Ecoli,710,411-491,,,,
Ecoli,711,,,,,
Ecoli,712,205-300,333-436,,,
Ecoli,713,117-196,492-608,,,
Ecoli,714,348-547,,,,
Ecoli,715,15-52,201-395,,,
Ecoli,716,326-482,,,,
Ecoli,717,267-445,478-559,,,
Ecoli,718,265-355,469-522,572-613,,
Ecoli,719,317-520,,,,
Ecoli,720,235-443,519-565,,,
Ecoli,721,189-318,372-468,,,
Ecoli,722,94-131,481-524,,,
Ecoli,723,0-118,185-379,384-454,,
Ecoli,724,0-67,357-613,,,
Ecoli,725,1-37,330-409,,,
Ecoli,726,,,,,
Ecoli,727,307-440,488-597,,,
Ecoli,728,338-469,,,,
Ecoli,729,267-387,,,,
Ecoli,730,149-400,482-586,,,
Ecoli,731,301-407,416-506,,,
Ecoli,732,218-272,285-450,,,
Ecoli,733,301-513,,,,
Ecoli,734,355-484,,,,
Ecoli,735,180-344,,,,
Ecoli,736,300-462,,,,
Ecoli,737,244-382,389-437,,,
Ecoli,738,238-352,442-478,,,
