Organism,Seq,Positions,,,,
Myco,207,,,,,
Myco,208,344-485,,,,
Myco,209,374-477,520-613,,,
Myco,210,203-253,,,,
Myco,211,,,,,
Myco,212,0-48,331-371,,,
Myco,213,169-253,405-465,491-613,,
Myco,214,107-197,227-288,380-422,,
Myco,215,74-118,341-500,,,
Myco,216,479-536,543-594,,,
Myco,217,47-246,435-522,,,
Myco,218,172-229,277-448,,,
Myco,219,0-118,122-160,460-500,,
Myco,220,203-257,514-613,,,
Myco,221,,,,,
Myco,222,301-441,,,,
Myco,223,502-554,,,,
Myco,224,252-339,457-515,,,
Myco,225,342-456,,,,
Myco,226,406-459,,,,
Myco,227,390-441,,,,
Myco,228,254-314,318-404,,,
Myco,229,405-474,,,,
Myco,230,,,,,
Myco,231,336-436,,,,
Myco,232,400-454,,,,
Myco,233,52-116,,,,
Myco,234,394-462,476-552,,,
Myco,235,379-433,,,,
Myco,236,574-613,,,,
Myco,237,103-156,405-443,455-492,,
Myco,238,239-368,,,,
Myco,239,84-146,477-526,,,
Myco,240,129-190,493-563,,,
Myco,241,402-471,,,,
Myco,242,0-53,88-155,407-453,,
Myco,243,,,,,
Myco,244,150-270,305-437,,,
Myco,245,106-180,273-324,,,
Myco,246,,,,,
Myco,247,394-454,,,,
Myco,248,570-613,,,,
Myco,249,15-83,,,,
Myco,250,,,,,
Myco,251,530-613,,,,
Myco,252,102-173,,,,
Myco,253,351-476,,,,
Myco,254,62-110,279-321,388-471,560-613,
Myco,255,79-139,408-482,,,
Myco,256,573-613,,,,
Myco,257,,,,,
Myco,258,123-181,305-472,499-592,,
Myco,259,18-84,191-265,,,
Myco,260,135-195,,,,
Myco,261,,,,,
Myco,262,185-241,349-449,,,
Myco,263,394-496,,,,
Myco,264,344-390,,,,
Myco,265,275-325,,,,
Myco,266,25-78,,,,
Myco,267,0-40,249-344,353-458,,
Myco,268,,,,,
Myco,269,,,,,
Myco,270,86-144,,,,
Myco,271,185-256,,,,
Myco,272,383-501,,,,
Myco,273,271-309,401-572,,,
Myco,274,575-613,,,,
Myco,275,149-263,,,,
Myco,276,327-416,,,,
Myco,277,68-148,221-441,,,
Myco,278,285-324,405-460,,,
Myco,279,,,,,
Myco,280,407-475,,,,
Myco,281,243-288,,,,
Myco,282,32-97,385-449,,,
Myco,283,294-351,550-613,,,
Myco,284,37-85,,,,
Myco,285,420-457,538-581,,,
Myco,286,94-162,170-253,444-517,562-613,
Myco,287,307-442,,,,
Myco,288,379-427,,,,
Myco,289,0-150,231-276,,,
Myco,290,188-242,,,,
Myco,291,384-455,,,,
Myco,292,315-413,,,,
Myco,293,,,,,
Myco,294,293-421,,,,
Myco,295,388-461,,,,
Myco,296,171-219,381-445,,,
Myco,297,391-503,,,,
Myco,298,382-492,,,,
Myco,299,352-451,,,,
Myco,300,402-482,,,,
Myco,301,412-493,,,,
Myco,302,314-362,476-520,,,
Myco,303,,,,,
Myco,304,187-235,480-526,,,
Myco,305,81-125,,,,
Myco,306,216-267,576-613,,,
Myco,307,371-444,,,,
Myco,308,310-372,394-578,,,
Myco,309,125-163,388-505,,,
Myco,310,,,,,
Myco,311,297-380,,,,
Myco,312,422-479,,,,
Myco,313,197-375,,,,
Myco,314,362-418,,,,
Myco,315,492-572,,,,
Myco,316,21-100,272-312,,,
Myco,317,380-505,557-613,,,
Myco,318,40-128,,,,
Myco,319,401-472,481-530,,,
Myco,320,,,,,
Myco,321,230-311,,,,
Myco,322,392-462,,,,
Myco,323,,,,,
Myco,324,117-166,,,,
Myco,325,0-43,256-368,,,
Myco,326,5-71,361-443,,,
Myco,327,,,,,
Myco,328,158-234,,,,
Myco,329,314-369,,,,
Myco,330,108-209,303-361,475-513,,
Myco,331,219-308,,,,
Myco,332,36-153,,,,
Myco,333,,,,,
Myco,334,397-437,,,,
Myco,335,375-511,,,,
Myco,336,,,,,
Myco,337,457-501,,,,
Myco,338,279-472,524-605,,,
Myco,339,247-314,318-389,,,
Myco,340,57-100,,,,
Myco,341,368-407,,,,
Myco,342,131-175,313-370,447-565,,
Myco,343,341-440,,,,
Myco,344,298-360,492-572,,,
Myco,345,220-257,351-500,,,
Myco,346,399-491,,,,
Myco,347,116-239,,,,
Myco,348,400-509,,,,
Myco,349,394-519,,,,
Myco,350,164-230,,,,
Myco,351,324-385,398-475,,,
Myco,352,331-409,424-471,,,
Myco,353,303-351,506-588,,,
Myco,354,68-147,157-216,248-390,,
Myco,355,,,,,
Myco,356,228-284,327-363,,,
Myco,357,,,,,
Myco,358,24-72,420-485,,,
Myco,359,281-450,,,,
Myco,360,292-349,403-465,,,
Myco,361,464-564,,,,
Myco,362,167-263,,,,
Myco,363,145-198,469-587,,,
Myco,364,,,,,
Myco,365,153-219,461-497,,,
Myco,366,398-473,,,,
Myco,367,394-473,,,,
Myco,368,36-119,260-320,398-447,,
Myco,369,392-460,,,,
Myco,370,190-288,,,,
Myco,371,32-124,389-453,,,
Myco,372,303-370,407-504,,,
Myco,373,192-235,,,,
Myco,374,,,,,
Myco,375,0-59,420-479,,,
Myco,376,188-278,,,,
Myco,377,269-370,,,,
Myco,378,130-197,460-518,529-566,,
Myco,379,278-348,395-453,577-613,,
Myco,380,41-114,419-525,556-613,,
Myco,381,,,,,
Myco,382,366-441,515-609,,,
Myco,383,322-415,,,,
Myco,384,340-452,,,,
Myco,385,57-217,,,,
Myco,386,435-471,,,,
Myco,387,222-266,353-482,,,
Myco,388,83-130,151-352,475-524,,
Myco,389,339-434,,,,
Myco,390,232-273,424-490,549-613,,
Myco,391,73-130,,,,
Myco,392,132-192,361-465,,,
Myco,393,386-476,,,,
Myco,394,401-491,,,,
Myco,395,45-89,410-486,,,
Myco,396,173-259,492-542,,,
Myco,397,,,,,
Myco,398,,,,,
Myco,399,35-83,379-428,,,
Myco,400,418-454,,,,
Myco,401,0-159,170-284,397-473,,
Myco,402,0-57,,,,
Myco,403,327-372,,,,
Myco,404,0-60,,,,
Myco,405,103-182,216-284,,,
Myco,406,97-149,233-374,,,
Myco,407,329-384,570-613,,,
Myco,408,262-330,410-464,,,
Myco,409,370-449,,,,
Myco,410,74-133,238-279,356-444,,
Myco,411,51-166,240-345,,,
Myco,412,415-483,,,,
Myco,413,293-444,,,,
Myco,414,335-452,536-572,,,
Myco,415,393-442,,,,
Myco,416,,,,,
Myco,417,357-444,,,,
Myco,418,394-473,,,,
Myco,419,122-213,314-379,,,
Myco,420,354-471,,,,
Myco,421,,,,,
Myco,422,203-269,279-316,576-613,,
Myco,423,90-159,355-481,,,
Myco,424,155-242,,,,
Myco,425,398-523,,,,
Myco,426,408-471,,,,
Myco,427,190-266,382-488,,,
Myco,428,367-462,,,,
Myco,429,6-72,,,,
Myco,430,93-184,246-310,,,
Myco,431,,,,,
Myco,432,452-527,,,,
Myco,433,379-472,,,,
Myco,434,422-480,,,,
Myco,435,,,,,
Myco,436,44-158,,,,
Myco,437,,,,,
Myco,438,150-222,299-374,,,
Myco,439,,,,,
Myco,440,390-504,,,,
Myco,441,487-539,,,,
Myco,442,400-451,,,,
Myco,443,84-179,,,,
Myco,444,,,,,
Myco,445,322-373,,,,
Myco,446,262-298,420-487,,,
Myco,447,97-179,238-299,497-573,,
Myco,448,,,,,
Myco,449,,,,,
Myco,450,0-48,406-470,,,
Myco,451,,,,,
Myco,452,0-61,172-249,259-339,379-430,
Myco,453,375-411,,,,
Myco,454,412-496,,,,
Myco,455,48-176,,,,
Myco,456,184-220,,,,
Myco,457,127-197,379-480,,,
Myco,458,236-282,374-432,576-613,,
Myco,459,153-296,,,,
Myco,460,201-237,577-613,,,
Myco,461,108-160,359-404,408-525,,
Myco,462,411-453,525-576,,,
Myco,463,195-233,420-490,522-612,,
Myco,464,401-467,,,,
Myco,465,,,,,
Myco,466,391-443,,,,
Myco,467,339-490,,,,
Myco,468,,,,,
Myco,469,116-173,,,,
Myco,470,384-448,,,,
Myco,471,376-465,,,,
Myco,472,271-453,,,,
Myco,473,421-482,,,,
Myco,474,375-426,488-547,,,
Myco,475,167-206,348-394,399-435,572-613,
Myco,476,13-111,216-329,,,
Myco,477,339-384,,,,
Myco,478,30-91,,,,
Myco,479,,,,,
Myco,480,,,,,
Myco,481,204-269,,,,
Myco,482,214-291,358-496,,,
Myco,483,98-221,,,,
Myco,484,309-398,,,,
Myco,485,573-613,,,,
Myco,486,422-506,,,,
Myco,487,149-265,,,,
Myco,488,36-102,366-456,,,
Myco,489,,,,,
Myco,490,288-348,,,,
Myco,491,394-448,,,,
Myco,492,185-281,,,,
Myco,493,385-436,,,,
Myco,494,272-367,,,,
Myco,495,575-613,,,,
Myco,496,0-87,365-468,,,
Myco,497,405-539,,,,
Myco,498,,,,,
Myco,499,33-142,,,,
Myco,500,240-325,,,,
Myco,501,43-130,,,,
Myco,502,488-613,,,,
Myco,503,359-419,519-568,,,
Myco,504,31-74,174-247,,,
Myco,505,,,,,
Myco,506,252-319,521-577,,,
Myco,507,365-428,,,,
Myco,508,56-119,297-463,,,
Myco,509,53-119,171-260,,,
Myco,510,439-476,552-613,,,
Myco,511,500-570,,,,
Myco,512,439-501,,,,
Myco,513,418-485,,,,
Myco,514,400-480,,,,
Myco,515,66-251,,,,
Myco,516,236-312,450-534,,,
Myco,517,347-403,,,,
Myco,518,,,,,
Myco,519,86-129,,,,
Myco,520,428-470,,,,
Myco,521,262-328,334-388,,,
Myco,522,239-308,437-488,,,
Myco,523,466-591,,,,
Myco,524,310-366,452-490,550-613,,
Myco,525,18-125,435-491,,,
Myco,526,0-42,,,,
Myco,527,390-430,,,,
Myco,528,304-342,,,,
Myco,529,327-441,,,,
Myco,530,191-239,409-498,,,
Myco,531,111-201,390-427,,,
Myco,532,355-455,483-534,,,
Myco,533,276-338,398-450,,,
Myco,534,,,,,
Myco,535,0-40,443-519,,,
Myco,536,0-48,,,,
Myco,537,9-69,167-254,408-449,,
Myco,538,30-113,232-289,,,
Myco,539,401-461,,,,
Myco,540,90-154,321-462,,,
Myco,541,246-378,,,,
Myco,542,34-74,499-587,,,
Myco,543,375-436,,,,
Myco,544,147-210,,,,
Myco,545,131-219,361-432,,,
Myco,546,344-474,,,,
Myco,547,378-444,,,,
Myco,548,,,,,
Myco,549,401-456,,,,
Myco,550,559-613,,,,
Myco,551,383-519,,,,
Myco,552,188-237,298-351,401-453,,
Myco,553,403-455,,,,
Myco,554,379-511,,,,
Myco,555,30-83,277-337,340-457,,
Myco,556,1-62,,,,
Myco,557,,,,,
Myco,558,249-470,485-521,,,
Myco,559,84-132,204-311,399-483,,
Myco,560,38-89,354-530,,,
Myco,561,125-175,236-316,,,
Myco,562,,,,,
Myco,563,0-76,498-536,,,
Myco,564,403-462,,,,
Myco,565,360-472,,,,
Myco,566,370-492,,,,
Myco,567,110-163,354-449,,,
Myco,568,128-196,251-292,,,
Myco,569,350-484,,,,
Myco,570,474-543,,,,
Myco,571,404-452,510-593,,,
Myco,572,106-197,,,,
Myco,573,335-477,547-613,,,
Myco,574,0-66,327-369,430-476,,
Myco,575,433-591,,,,
Myco,576,,,,,
Myco,577,360-450,,,,
Myco,578,305-368,,,,
Myco,579,252-321,376-432,,,
Myco,580,1-38,513-600,,,
Myco,581,0-66,96-143,,,
Myco,582,,,,,
Myco,583,160-199,404-444,497-575,,
Myco,584,129-247,352-518,,,
Myco,585,365-448,457-494,,,
Myco,586,414-594,,,,
Myco,587,,,,,
Myco,588,387-426,,,,
Myco,589,398-469,,,,
Myco,590,369-452,,,,
Myco,591,430-495,562-599,,,
Myco,592,,,,,
Myco,593,316-382,,,,
Myco,594,9-99,413-458,,,
Myco,595,144-181,186-239,438-500,,
Myco,596,,,,,
Myco,597,378-528,,,,
Myco,598,344-446,,,,
Myco,599,,,,,
Myco,600,279-331,408-582,,,
Myco,601,33-200,,,,
Myco,602,308-348,479-546,,,
Myco,603,202-277,395-446,,,
Myco,604,,,,,
Myco,605,371-423,475-536,,,
Myco,606,,,,,
Myco,607,,,,,
Myco,608,,,,,
Myco,609,286-384,417-476,,,
Myco,610,223-288,354-550,,,
Myco,611,83-317,,,,
Myco,612,391-453,,,,
Myco,613,,,,,
Myco,614,451-491,,,,
Myco,615,248-320,400-480,,,
Myco,616,397-473,,,,
Myco,617,132-182,,,,
Myco,618,9-62,203-257,304-375,437-478,
Myco,619,,,,,
Myco,620,,,,,
Myco,621,0-137,451-505,,,
Myco,622,384-493,,,,
Myco,623,385-452,,,,
Myco,624,422-542,,,,
Myco,625,,,,,
Myco,626,0-138,352-418,,,
Myco,627,338-465,,,,
Myco,628,133-203,,,,
Myco,629,297-364,,,,
Myco,630,,,,,
Myco,631,331-439,,,,
Myco,632,,,,,
Myco,633,393-446,,,,
Myco,634,397-445,482-574,,,
Myco,635,,,,,
Myco,636,200-300,,,,
Myco,637,123-190,257-345,,,
Myco,638,272-349,380-515,,,
Myco,639,362-464,,,,
Myco,640,229-267,412-451,,,
Myco,641,131-222,,,,
Myco,642,6-52,358-421,433-480,540-613,
Myco,643,392-519,,,,
Myco,644,261-307,,,,
Myco,645,0-63,133-194,333-442,530-595,
Myco,646,335-416,,,,
Myco,647,256-314,,,,
Myco,648,0-45,53-157,,,
Myco,649,416-478,,,,
Myco,650,194-262,307-425,,,
Myco,651,,,,,
Myco,652,226-271,,,,
Myco,653,111-151,404-467,,,
Myco,654,,,,,
Myco,655,222-288,,,,
Myco,656,,,,,
Myco,657,308-344,533-605,,,
Myco,658,,,,,
Myco,659,424-484,576-613,,,
Myco,660,356-477,,,,
Myco,661,379-444,,,,
Myco,662,369-422,,,,
Myco,663,,,,,
Myco,664,377-468,,,,
Myco,665,316-380,403-445,,,
Myco,666,91-173,237-314,,,
Myco,667,290-428,,,,
Myco,668,391-467,,,,
Myco,669,439-499,,,,
Myco,670,158-251,,,,
Myco,671,381-474,,,,
Myco,672,347-415,,,,
Myco,673,344-410,,,,
Myco,674,19-75,432-479,,,
Myco,675,358-470,,,,
Myco,676,83-133,432-486,,,
Myco,677,436-474,,,,
Myco,678,335-395,518-613,,,
Myco,679,,,,,
Myco,680,258-462,,,,
Myco,681,2-48,388-513,519-555,,
Myco,682,0-92,512-554,,,
Myco,683,122-184,,,,
Myco,684,0-54,,,,
Myco,685,376-460,,,,
Myco,686,394-457,,,,
Myco,687,155-198,319-384,,,
Myco,688,263-352,466-505,560-596,,
Myco,689,178-238,402-613,,,
Myco,690,431-467,,,,
Myco,691,229-268,,,,
Myco,692,180-223,269-395,,,
Myco,693,407-480,499-568,,,
Myco,694,,,,,
Myco,695,,,,,
Myco,696,379-453,,,,
Myco,697,0-138,211-248,560-597,,
Myco,698,,,,,
Myco,699,529-568,,,,
Myco,700,403-454,,,,
Myco,701,23-95,99-139,365-511,,
Myco,702,402-441,,,,
Myco,703,65-117,423-465,,,
Myco,704,391-493,516-567,,,
Myco,705,421-461,571-613,,,
Myco,706,473-556,,,,
Myco,707,278-470,,,,
Myco,708,429-516,,,,
Myco,709,48-146,,,,
Myco,710,325-462,,,,
Myco,711,0-47,113-204,,,
Myco,712,397-524,,,,
Myco,713,36-136,395-457,,,
Myco,714,121-243,,,,
Myco,715,318-368,,,,
Myco,716,229-302,,,,
Myco,717,365-442,,,,
Myco,718,109-151,,,,
Myco,719,138-240,402-490,515-613,,
Myco,720,266-330,418-500,,,
Myco,721,412-459,468-528,,,
Myco,722,129-233,,,,
Myco,723,194-298,,,,
Myco,724,408-461,,,,
Myco,725,,,,,
Myco,726,,,,,
Myco,727,297-537,,,,
Myco,728,433-498,538-594,,,
Myco,729,115-189,322-381,384-448,,
Myco,730,155-224,,,,
Myco,731,176-224,438-516,,,
Myco,732,546-613,,,,
Myco,733,0-36,,,,
Myco,734,0-122,440-491,,,
Myco,735,,,,,
Myco,736,388-457,,,,
Myco,737,401-469,,,,
Myco,738,196-257,473-564,,,
Myco,739,,,,,
Myco,740,157-423,,,,
Myco,741,409-477,539-594,,,
Myco,742,231-272,424-468,,,
Myco,743,285-370,,,,
Myco,744,387-464,,,,
Myco,745,399-451,,,,
Myco,746,338-455,,,,
Myco,747,370-446,,,,
Myco,748,372-478,,,,
Myco,749,57-94,100-160,,,
Myco,750,386-471,,,,
Myco,751,376-451,,,,
Myco,752,450-509,,,,
Myco,753,365-447,,,,
Myco,754,358-416,,,,
Myco,755,88-171,,,,
Myco,756,0-61,214-268,,,
Myco,757,165-348,,,,
Myco,758,,,,,
Myco,759,313-408,,,,
Myco,760,,,,,
Myco,761,295-340,,,,
Myco,762,415-456,,,,
Myco,763,303-375,,,,
Myco,764,396-452,,,,
Myco,765,418-481,505-561,,,
Myco,766,344-425,,,,
Myco,767,166-218,,,,
Myco,768,316-452,,,,
Myco,769,,,,,
Myco,770,399-507,,,,
Myco,771,425-508,,,,
Myco,772,440-511,,,,
Myco,773,379-456,,,,
Myco,774,,,,,
Myco,775,135-195,279-352,,,
Myco,776,,,,,
Myco,777,,,,,
Myco,778,265-337,,,,
Myco,779,,,,,
Myco,780,327-394,506-568,,,
Myco,781,,,,,
Myco,782,398-487,,,,
Myco,783,,,,,
Myco,784,,,,,
Myco,785,429-575,,,,
Myco,786,189-226,,,,
Myco,787,,,,,
Myco,788,,,,,
Myco,789,,,,,
Myco,790,0-122,214-369,395-483,,
Myco,791,228-283,,,,
Myco,792,0-186,,,,
Myco,793,149-251,336-444,532-608,,
Myco,794,365-437,,,,
Myco,795,408-509,,,,
Myco,796,309-452,,,,
Myco,797,,,,,
Myco,798,316-359,410-489,,,
Myco,799,0-36,64-101,111-155,475-557,
Myco,800,99-146,225-353,401-454,529-613,
Myco,801,111-211,,,,
Myco,802,100-137,221-299,367-465,,
Myco,803,208-295,,,,
Myco,804,,,,,
Myco,805,316-450,,,,
Myco,806,161-211,,,,
Myco,807,358-410,,,,
Myco,808,390-519,,,,
Myco,809,412-543,,,,
Myco,810,0-40,83-137,222-389,,
Myco,811,395-568,,,,
Myco,812,288-429,,,,
Myco,813,91-189,238-310,508-584,,
Myco,814,389-441,,,,
Myco,815,471-517,,,,
Myco,816,385-480,,,,
Myco,817,9-105,,,,
Myco,818,339-471,499-570,,,
Myco,819,43-95,276-404,,,
Myco,820,220-300,362-444,,,
Myco,821,154-225,364-446,,,
Myco,822,150-228,408-471,,,
Myco,823,,,,,
Myco,824,374-554,,,,
Myco,825,,,,,
Myco,826,13-77,397-471,,,
Myco,827,,,,,
Myco,828,569-613,,,,
Myco,829,316-365,415-526,,,
Myco,830,336-482,,,,
Myco,831,418-489,,,,
Myco,832,,,,,
Myco,833,76-142,331-514,,,
Myco,834,540-583,,,,
Myco,835,354-477,,,,
Myco,836,266-323,,,,
Myco,837,31-106,149-193,271-347,,
Myco,838,,,,,
Myco,839,223-326,,,,
Myco,840,3-46,371-445,,,
Myco,841,406-496,,,,
Myco,842,345-438,,,,
Myco,843,255-311,,,,
Myco,844,462-528,,,,
Myco,845,0-88,,,,
Myco,846,17-72,259-300,,,
Myco,847,426-529,,,,
Myco,848,31-79,367-449,,,
Myco,849,28-122,546-613,,,
Myco,850,0-70,173-259,391-453,,
Myco,851,463-502,,,,
Myco,852,231-287,350-445,,,
Myco,853,13-160,500-596,,,
Myco,854,83-169,,,,
Myco,855,487-559,,,,
Myco,856,469-565,,,,
Myco,857,280-406,535-587,,,
Myco,858,349-481,,,,
Myco,859,389-515,,,,
Myco,860,364-448,,,,
Myco,861,400-510,,,,
Myco,862,0-63,147-280,289-362,,
Myco,863,,,,,
Myco,864,265-308,418-491,,,
Myco,865,294-379,,,,
Myco,866,,,,,
Myco,867,151-245,442-518,,,
Myco,868,,,,,
Myco,869,0-56,,,,
Myco,870,307-425,,,,
Myco,871,132-201,341-430,545-598,,
Myco,872,0-68,352-443,,,
Myco,873,526-587,,,,
Myco,874,344-380,426-487,,,
Myco,875,,,,,
Myco,876,431-482,503-547,,,
Myco,877,166-213,264-307,424-507,,
Myco,878,373-434,576-613,,,
Myco,879,577-613,,,,
Myco,880,10-132,276-327,476-525,,
Myco,881,73-130,209-278,294-364,,
Myco,882,369-454,,,,
Myco,883,259-323,,,,
Myco,884,400-508,538-613,,,
Myco,885,386-440,,,,
Myco,886,,,,,
Myco,887,224-263,397-518,,,
Myco,888,437-477,542-613,,,
Myco,889,319-487,566-613,,,
Myco,890,394-431,,,,
Myco,891,561-604,,,,
Myco,892,335-423,,,,
Myco,893,427-474,,,,
Myco,894,555-605,,,,
Myco,895,443-486,561-613,,,
Myco,896,36-101,225-342,347-497,,
Myco,897,409-478,,,,
Myco,898,54-99,,,,
Myco,899,,,,,
Myco,900,403-451,,,,
Myco,901,372-409,421-508,,,
Myco,902,314-403,547-585,,,
Myco,903,,,,,
Myco,904,73-132,,,,
Myco,905,348-493,,,,
Myco,906,57-142,198-263,519-613,,
Myco,907,398-461,,,,
Myco,908,80-158,441-535,,,
Myco,909,281-331,453-534,,,
Myco,910,401-489,,,,
Myco,911,400-504,,,,
Myco,912,198-250,,,,
Myco,913,417-474,503-566,,,
Myco,914,341-446,555-613,,,
Myco,915,377-454,,,,
Myco,916,378-452,,,,
Myco,917,,,,,
Myco,918,284-325,445-488,572-613,,
Myco,919,31-95,233-324,421-457,,
Myco,920,424-477,,,,
Myco,921,28-122,,,,
Myco,922,304-348,,,,
Myco,923,77-244,,,,
Myco,924,401-497,,,,
Myco,925,418-508,,,,
Myco,926,388-463,,,,
Myco,927,414-514,,,,
Myco,928,39-136,,,,
Myco,929,290-335,430-561,,,
Myco,930,354-500,,,,
Myco,931,407-487,,,,
Myco,932,130-217,,,,
Myco,933,480-587,,,,
Myco,934,358-476,,,,
Myco,935,,,,,
