Organism,Seq,Positions,,,,
Haloferax,162,357-473,,,,
Haloferax,163,315-364,378-580,,,
Haloferax,164,539-577,,,,
Haloferax,165,178-230,379-434,,,
Haloferax,166,247-320,,,,
Haloferax,167,394-488,,,,
Haloferax,168,91-146,272-460,,,
Haloferax,169,155-252,384-426,,,
Haloferax,170,124-169,342-430,437-515,,
Haloferax,171,377-497,,,,
Haloferax,172,388-452,,,,
Haloferax,173,276-347,,,,
Haloferax,174,292-335,376-433,543-580,,
Haloferax,175,206-347,352-488,,,
Haloferax,176,182-326,389-432,563-613,,
Haloferax,177,18-66,269-348,,,
Haloferax,178,379-490,,,,
Haloferax,179,358-410,,,,
Haloferax,180,316-447,,,,
Haloferax,181,267-448,496-554,,,
Haloferax,182,,,,,
Haloferax,183,135-208,335-419,,,
Haloferax,184,385-527,,,,
Haloferax,185,126-195,,,,
Haloferax,186,395-449,,,,
Haloferax,187,,,,,
Haloferax,188,412-466,,,,
Haloferax,189,363-465,,,,
Haloferax,190,26-151,249-319,382-454,,
Haloferax,191,,,,,
Haloferax,192,252-324,331-445,470-538,,
Haloferax,193,297-401,,,,
Haloferax,194,385-447,,,,
Haloferax,195,330-456,,,,
Haloferax,196,331-457,,,,
Haloferax,197,191-265,368-478,,,
Haloferax,198,403-519,,,,
Haloferax,199,352-425,540-580,,,
Haloferax,200,267-346,395-492,,,
Haloferax,201,388-460,,,,
Haloferax,202,236-307,,,,
Haloferax,203,369-490,,,,
Haloferax,204,396-445,,,,
Haloferax,205,131-417,,,,
Haloferax,206,326-460,,,,
Haloferax,207,387-469,,,,
Haloferax,208,340-482,,,,
Haloferax,209,357-451,,,,
Haloferax,210,310-359,386-424,,,
Haloferax,211,386-466,,,,
Haloferax,212,284-405,,,,
Haloferax,213,110-167,403-452,,,
Haloferax,214,,,,,
Haloferax,215,299-348,353-480,,,
Haloferax,216,378-455,,,,
Haloferax,217,162-244,321-427,,,
Haloferax,218,515-613,,,,
Haloferax,219,0-47,,,,
Haloferax,220,319-532,,,,
Haloferax,221,172-209,,,,
Haloferax,222,,,,,
Haloferax,223,406-485,,,,
Haloferax,224,39-111,417-469,,,
Haloferax,225,0-103,108-163,267-334,,
Haloferax,226,99-268,,,,
Haloferax,227,197-318,,,,
Haloferax,228,,,,,
Haloferax,229,375-466,,,,
Haloferax,230,319-426,,,,
Haloferax,231,318-452,,,,
Haloferax,232,285-339,441-478,,,
Haloferax,233,369-493,,,,
Haloferax,234,377-454,,,,
Haloferax,235,262-402,408-459,,,
Haloferax,236,391-487,,,,
Haloferax,237,407-454,,,,
Haloferax,238,378-447,,,,
Haloferax,239,386-430,,,,
Haloferax,240,258-309,357-474,,,
Haloferax,241,394-431,,,,
Haloferax,242,387-458,,,,
Haloferax,243,150-216,382-457,,,
Haloferax,244,382-460,,,,
Haloferax,245,287-366,,,,
Haloferax,246,0-44,274-438,,,
Haloferax,247,409-463,,,,
Haloferax,248,250-369,,,,
Haloferax,249,391-477,,,,
Haloferax,250,215-259,294-360,,,
Haloferax,251,309-448,,,,
Haloferax,252,304-461,473-532,,,
Haloferax,253,571-613,,,,
Haloferax,254,,,,,
Haloferax,255,376-461,,,,
Haloferax,256,291-442,,,,
Haloferax,257,405-456,,,,
Haloferax,258,384-430,,,,
Haloferax,259,364-463,,,,
Haloferax,260,378-483,488-545,,,
Haloferax,261,,,,,
Haloferax,262,61-126,166-212,370-517,,
Haloferax,263,249-329,,,,
Haloferax,264,561-613,,,,
Haloferax,265,117-166,378-463,,,
Haloferax,266,246-302,379-418,,,
Haloferax,267,285-439,,,,
Haloferax,268,375-440,,,,
Haloferax,269,391-522,526-583,,,
Haloferax,270,352-454,,,,
Haloferax,271,272-384,,,,
Haloferax,272,366-440,,,,
Haloferax,273,402-451,533-613,,,
Haloferax,274,366-436,,,,
Haloferax,275,390-466,,,,
Haloferax,276,278-319,,,,
Haloferax,277,386-441,,,,
Haloferax,278,399-443,539-613,,,
Haloferax,279,379-471,,,,
Haloferax,280,375-507,,,,
Haloferax,281,238-290,,,,
Haloferax,282,385-431,,,,
Haloferax,283,390-463,476-516,542-608,,
Haloferax,284,147-303,,,,
Haloferax,285,303-447,,,,
Haloferax,286,385-429,,,,
Haloferax,287,400-456,,,,
Haloferax,288,369-469,,,,
Haloferax,289,277-429,,,,
Haloferax,290,371-465,,,,
Haloferax,291,243-316,,,,
Haloferax,292,429-503,,,,
Haloferax,293,,,,,
Haloferax,294,398-457,,,,
Haloferax,295,367-432,,,,
Haloferax,296,204-279,372-456,,,
Haloferax,297,66-115,146-334,,,
Haloferax,298,143-193,377-454,,,
Haloferax,299,344-438,,,,
Haloferax,300,282-333,378-467,,,
Haloferax,301,201-423,,,,
Haloferax,302,376-473,,,,
Haloferax,303,334-380,385-435,,,
Haloferax,304,368-444,,,,
Haloferax,305,212-313,,,,
Haloferax,306,416-468,,,,
Haloferax,307,263-465,,,,
Haloferax,308,378-458,,,,
Haloferax,309,379-459,502-578,,,
Haloferax,310,216-271,305-343,378-466,,
Haloferax,311,346-428,,,,
Haloferax,312,292-385,,,,
Haloferax,313,0-79,,,,
Haloferax,314,323-430,,,,
Haloferax,315,390-426,,,,
Haloferax,316,,,,,
Haloferax,317,140-236,391-432,,,
Haloferax,318,372-470,,,,
Haloferax,319,62-124,,,,
Haloferax,320,280-372,391-459,,,
Haloferax,321,305-371,,,,
Haloferax,322,317-419,,,,
Haloferax,323,278-335,,,,
Haloferax,324,0-72,156-194,346-438,453-533,
Haloferax,325,330-366,,,,
Haloferax,326,394-467,,,,
Haloferax,327,381-458,,,,
Haloferax,328,299-485,490-547,,,
Haloferax,329,,,,,
Haloferax,330,263-314,381-428,,,
Haloferax,331,370-439,,,,
Haloferax,332,23-95,,,,
Haloferax,333,,,,,
Haloferax,334,0-88,364-452,,,
Haloferax,335,0-70,,,,
Haloferax,336,352-438,,,,
Haloferax,337,244-317,397-449,,,
Haloferax,338,265-339,417-468,,,
Haloferax,339,0-57,,,,
Haloferax,340,197-288,,,,
Haloferax,341,181-244,389-450,,,
Haloferax,342,183-257,382-428,,,
Haloferax,343,353-461,,,,
Haloferax,344,345-428,,,,
Haloferax,345,21-169,,,,
Haloferax,346,181-221,386-471,,,
Haloferax,347,383-481,,,,
Haloferax,348,365-573,,,,
Haloferax,349,260-308,,,,
Haloferax,350,336-412,,,,
Haloferax,351,0-40,381-560,,,
Haloferax,352,127-201,285-328,,,
Haloferax,353,220-596,,,,
Haloferax,354,352-494,,,,
Haloferax,355,394-453,,,,
Haloferax,356,140-203,,,,
Haloferax,357,379-461,468-568,,,
Haloferax,358,194-257,396-475,568-608,,
Haloferax,359,355-450,504-545,551-599,,
Haloferax,360,383-455,,,,
Haloferax,361,368-448,,,,
Haloferax,362,,,,,
Haloferax,363,226-263,393-511,515-613,,
Haloferax,364,355-441,,,,
Haloferax,365,285-366,391-450,,,
Haloferax,366,333-444,,,,
Haloferax,367,404-485,543-584,,,
Haloferax,368,323-465,,,,
Haloferax,369,,,,,
Haloferax,370,364-444,,,,
Haloferax,371,403-457,,,,
Haloferax,372,380-474,567-613,,,
Haloferax,373,298-443,,,,
Haloferax,374,381-433,,,,
Haloferax,375,160-260,395-442,,,
Haloferax,376,478-516,,,,
Haloferax,377,139-183,,,,
Haloferax,378,6-53,152-230,234-304,388-440,572-610
Haloferax,379,372-445,,,,
Haloferax,380,212-255,,,,
Haloferax,381,344-411,,,,
Haloferax,382,346-425,,,,
Haloferax,383,,,,,
Haloferax,384,,,,,
Haloferax,385,,,,,
Haloferax,386,,,,,
Haloferax,387,374-447,,,,
Haloferax,388,383-472,538-582,,,
Haloferax,389,372-453,,,,
Haloferax,390,399-481,,,,
Haloferax,391,570-613,,,,
Haloferax,392,292-343,,,,
Haloferax,393,386-449,,,,
Haloferax,394,171-333,,,,
Haloferax,395,,,,,
Haloferax,396,447-528,,,,
Haloferax,397,379-539,,,,
Haloferax,398,271-334,382-469,,,
Haloferax,399,392-498,,,,
Haloferax,400,,,,,
Haloferax,401,342-440,,,,
Haloferax,402,384-462,515-613,,,
Haloferax,403,200-263,373-446,,,
Haloferax,404,379-448,,,,
Haloferax,405,368-418,,,,
Haloferax,406,394-462,,,,
Haloferax,407,405-454,,,,
Haloferax,408,45-188,,,,
Haloferax,409,364-489,,,,
Haloferax,410,376-476,,,,
Haloferax,411,0-138,,,,
Haloferax,412,29-97,320-385,409-460,,
Haloferax,413,497-547,,,,
Haloferax,414,370-540,,,,
Haloferax,415,135-179,358-490,,,
Haloferax,416,89-161,,,,
Haloferax,417,382-452,,,,
Haloferax,418,76-113,146-222,,,
Haloferax,419,488-582,,,,
Haloferax,420,183-306,384-460,,,
Haloferax,421,,,,,
Haloferax,422,342-410,570-610,,,
Haloferax,423,140-297,,,,
Haloferax,424,196-245,294-335,,,
Haloferax,425,282-428,,,,
Haloferax,426,33-115,349-433,,,
Haloferax,427,6-67,334-427,,,
Haloferax,428,188-338,,,,
Haloferax,429,157-215,428-469,,,
Haloferax,430,323-449,,,,
Haloferax,431,184-289,,,,
Haloferax,432,,,,,
Haloferax,433,280-381,,,,
Haloferax,434,414-493,,,,
Haloferax,435,369-451,,,,
Haloferax,436,355-431,,,,
Haloferax,437,122-369,380-469,,,
Haloferax,438,,,,,
Haloferax,439,396-464,,,,
Haloferax,440,161-381,,,,
Haloferax,441,0-91,,,,
Haloferax,442,273-313,324-452,,,
Haloferax,443,257-327,,,,
Haloferax,444,0-58,65-138,383-472,,
Haloferax,445,147-351,,,,
Haloferax,446,42-89,381-457,,,
Haloferax,447,,,,,
Haloferax,448,63-101,,,,
Haloferax,449,416-493,,,,
Haloferax,450,330-383,,,,
Haloferax,451,351-435,557-613,,,
Haloferax,452,253-343,,,,
Haloferax,453,,,,,
Haloferax,454,397-467,,,,
Haloferax,455,166-444,,,,
Haloferax,456,243-314,384-458,,,
Haloferax,457,326-362,370-453,,,
Haloferax,458,75-116,290-413,,,
Haloferax,459,353-476,,,,
Haloferax,460,355-440,,,,
Haloferax,461,353-502,,,,
Haloferax,462,271-338,,,,
Haloferax,463,377-444,,,,
Haloferax,464,375-470,,,,
Haloferax,465,257-309,,,,
Haloferax,466,387-444,450-563,,,
Haloferax,467,,,,,
Haloferax,468,362-432,,,,
Haloferax,469,244-438,,,,
Haloferax,470,489-560,,,,
Haloferax,471,150-234,,,,
Haloferax,472,304-447,,,,
Haloferax,473,355-433,,,,
Haloferax,474,520-601,,,,
Haloferax,475,0-67,201-344,,,
Haloferax,476,402-580,,,,
Haloferax,477,0-66,,,,
Haloferax,478,273-379,,,,
Haloferax,479,239-301,384-479,486-522,,
Haloferax,480,392-432,,,,
Haloferax,481,387-442,,,,
Haloferax,482,392-477,,,,
Haloferax,483,386-468,,,,
Haloferax,484,392-450,,,,
Haloferax,485,255-358,,,,
Haloferax,486,266-311,,,,
Haloferax,487,126-179,279-432,,,
Haloferax,488,376-457,,,,
Haloferax,489,312-374,381-461,,,
Haloferax,490,300-357,,,,
Haloferax,491,42-112,,,,
Haloferax,492,254-335,393-448,,,
Haloferax,493,75-147,503-595,,,
Haloferax,494,76-193,390-456,,,
Haloferax,495,307-450,,,,
Haloferax,496,275-340,349-464,,,
Haloferax,497,386-465,,,,
Haloferax,498,234-313,386-433,,,
Haloferax,499,215-327,,,,
Haloferax,500,374-410,,,,
Haloferax,501,281-343,377-461,,,
Haloferax,502,483-613,,,,
Haloferax,503,111-149,370-450,,,
Haloferax,504,0-70,313-358,,,
Haloferax,505,334-451,,,,
Haloferax,506,104-151,390-579,,,
Haloferax,507,6-50,,,,
Haloferax,508,269-333,390-457,,,
Haloferax,509,72-117,454-492,,,
Haloferax,510,,,,,
Haloferax,511,541-613,,,,
Haloferax,512,0-38,105-244,,,
Haloferax,513,375-449,,,,
Haloferax,514,254-321,395-478,,,
Haloferax,515,80-181,,,,
Haloferax,516,192-310,391-446,,,
Haloferax,517,136-204,363-427,,,
Haloferax,518,145-183,387-452,,,
Haloferax,519,278-401,,,,
Haloferax,520,386-460,,,,
Haloferax,521,241-359,381-427,,,
Haloferax,522,151-315,379-429,,,
Haloferax,523,160-286,,,,
Haloferax,524,374-457,468-597,,,
Haloferax,525,0-47,460-513,,,
Haloferax,526,392-434,,,,
Haloferax,527,376-513,,,,
Haloferax,528,386-450,,,,
Haloferax,529,418-488,,,,
Haloferax,530,63-101,230-287,387-453,,
Haloferax,531,54-97,380-449,,,
Haloferax,532,395-458,556-596,,,
Haloferax,533,376-470,,,,
Haloferax,534,260-345,,,,
Haloferax,535,382-469,,,,
Haloferax,536,253-350,,,,
Haloferax,537,,,,,
Haloferax,538,357-490,,,,
Haloferax,539,384-477,541-580,,,
Haloferax,540,358-480,,,,
Haloferax,541,84-200,310-365,398-458,,
Haloferax,542,,,,,
Haloferax,543,285-332,,,,
Haloferax,544,183-240,,,,
Haloferax,545,382-489,,,,
Haloferax,546,461-523,,,,
Haloferax,547,395-495,,,,
Haloferax,548,394-440,501-567,,,
Haloferax,549,239-304,,,,
Haloferax,550,322-428,,,,
Haloferax,551,373-467,509-564,,,
Haloferax,552,160-258,371-429,,,
Haloferax,553,383-458,,,,
Haloferax,554,,,,,
Haloferax,555,,,,,
Haloferax,556,370-441,,,,
Haloferax,557,347-456,,,,
Haloferax,558,392-437,,,,
Haloferax,559,385-448,,,,
Haloferax,560,289-356,,,,
Haloferax,561,0-39,397-437,,,
Haloferax,562,353-447,553-595,,,
Haloferax,563,415-460,,,,
Haloferax,564,256-302,394-436,,,
Haloferax,565,243-441,,,,
Haloferax,566,282-361,,,,
Haloferax,567,245-329,371-433,,,
Haloferax,568,343-444,,,,
Haloferax,569,,,,,
Haloferax,570,299-380,,,,
Haloferax,571,475-544,,,,
Haloferax,572,276-316,384-530,,,
Haloferax,573,212-294,409-459,,,
Haloferax,574,285-331,,,,
Haloferax,575,404-473,,,,
Haloferax,576,366-416,,,,
Haloferax,577,394-443,,,,
Haloferax,578,387-437,,,,
Haloferax,579,160-261,,,,
Haloferax,580,304-464,,,,
Haloferax,581,,,,,
Haloferax,582,278-327,385-465,,,
Haloferax,583,87-132,396-515,,,
Haloferax,584,417-491,,,,
Haloferax,585,277-364,389-465,,,
Haloferax,586,415-451,,,,
Haloferax,587,375-463,,,,
Haloferax,588,13-83,350-468,,,
Haloferax,589,404-461,,,,
Haloferax,590,383-443,,,,
Haloferax,591,228-314,395-474,,,
Haloferax,592,289-361,447-491,503-539,,
Haloferax,593,283-367,,,,
Haloferax,594,,,,,
Haloferax,595,405-449,487-613,,,
Haloferax,596,370-451,,,,
Haloferax,597,61-133,396-458,,,
Haloferax,598,379-444,,,,
Haloferax,599,416-464,,,,
Haloferax,600,375-492,,,,
Haloferax,601,152-236,391-432,,,
Haloferax,602,150-388,,,,
Haloferax,603,375-456,,,,
Haloferax,604,,,,,
Haloferax,605,,,,,
Haloferax,606,,,,,
Haloferax,607,62-133,327-457,,,
Haloferax,608,239-295,391-471,,,
Haloferax,609,370-532,,,,
Haloferax,610,297-333,389-460,,,
Haloferax,611,115-181,,,,
Haloferax,612,348-480,535-613,,,
Haloferax,613,,,,,
Haloferax,614,230-315,375-433,,,
Haloferax,615,363-434,,,,
Haloferax,616,389-456,,,,
Haloferax,617,375-456,,,,
Haloferax,618,332-467,,,,
Haloferax,619,319-356,,,,
Haloferax,620,375-465,,,,
Haloferax,621,368-432,,,,
Haloferax,622,346-505,,,,
Haloferax,623,350-427,,,,
Haloferax,624,0-66,,,,
Haloferax,625,287-458,,,,
Haloferax,626,357-457,,,,
Haloferax,627,350-486,,,,
Haloferax,628,352-445,,,,
Haloferax,629,388-467,,,,
Haloferax,630,362-474,,,,
Haloferax,631,392-479,,,,
Haloferax,632,381-454,,,,
Haloferax,633,226-265,355-437,,,
Haloferax,634,402-469,,,,
Haloferax,635,0-90,,,,
Haloferax,636,234-318,397-457,,,
Haloferax,637,344-455,,,,
Haloferax,638,38-87,404-454,,,
Haloferax,639,383-461,,,,
Haloferax,640,380-452,572-613,,,
Haloferax,641,276-434,,,,
Haloferax,642,385-448,,,,
Haloferax,643,365-425,442-522,,,
Haloferax,644,310-388,,,,
Haloferax,645,342-458,,,,
Haloferax,646,152-250,384-460,,,
Haloferax,647,442-492,,,,
Haloferax,648,377-471,,,,
Haloferax,649,369-521,,,,
Haloferax,650,387-468,,,,
Haloferax,651,83-139,209-377,,,
Haloferax,652,178-233,401-438,,,
Haloferax,653,,,,,
Haloferax,654,393-479,,,,
Haloferax,655,383-455,521-613,,,
Haloferax,656,272-425,523-561,,,
Haloferax,657,235-287,363-401,406-484,,
Haloferax,658,393-458,548-588,,,
Haloferax,659,382-455,,,,
Haloferax,660,376-471,,,,
Haloferax,661,391-461,,,,
Haloferax,662,396-432,568-613,,,
Haloferax,663,23-62,,,,
Haloferax,664,24-60,108-204,479-613,,
Haloferax,665,370-471,,,,
Haloferax,666,148-185,220-256,,,
Haloferax,667,343-428,532-613,,,
Haloferax,668,175-239,388-432,,,
Haloferax,669,378-483,,,,
Haloferax,670,216-401,,,,
Haloferax,671,305-433,,,,
Haloferax,672,,,,,
Haloferax,673,330-370,,,,
Haloferax,674,397-448,,,,
Haloferax,675,196-256,376-430,,,
Haloferax,676,21-98,391-465,505-613,,
Haloferax,677,373-446,,,,
Haloferax,678,,,,,
Haloferax,679,387-465,,,,
Haloferax,680,,,,,
Haloferax,681,148-210,,,,
Haloferax,682,249-327,416-527,,,
Haloferax,683,264-333,,,,
Haloferax,684,392-514,,,,
Haloferax,685,,,,,
Haloferax,686,,,,,
Haloferax,687,,,,,
Haloferax,688,388-464,,,,
Haloferax,689,389-464,,,,
Haloferax,690,320-396,,,,
Haloferax,691,39-98,396-526,,,
Haloferax,692,224-277,386-470,,,
Haloferax,693,307-388,394-465,,,
Haloferax,694,328-519,,,,
Haloferax,695,,,,,
Haloferax,696,357-457,,,,
Haloferax,697,147-446,,,,
Haloferax,698,435-489,,,,
Haloferax,699,287-383,388-435,,,
Haloferax,700,391-450,,,,
Haloferax,701,,,,,
Haloferax,702,393-493,498-545,,,
Haloferax,703,382-480,,,,
Haloferax,704,332-426,,,,
Haloferax,705,328-432,,,,
Haloferax,706,92-161,,,,
Haloferax,707,308-429,,,,
Haloferax,708,297-396,,,,
Haloferax,709,392-430,,,,
Haloferax,710,,,,,
Haloferax,711,361-472,,,,
Haloferax,712,284-419,,,,
Haloferax,713,336-437,,,,
Haloferax,714,376-432,473-520,,,
Haloferax,715,331-378,,,,
Haloferax,716,279-366,,,,
Haloferax,717,315-433,,,,
Haloferax,718,491-567,,,,
Haloferax,719,264-351,,,,
Haloferax,720,273-315,,,,
Haloferax,721,380-506,,,,
Haloferax,722,0-63,463-528,,,
Haloferax,723,409-467,,,,
Haloferax,724,394-448,,,,
Haloferax,725,0-49,384-482,,,
Haloferax,726,,,,,
Haloferax,727,,,,,
Haloferax,728,379-429,,,,
Haloferax,729,316-476,,,,
Haloferax,730,386-489,537-583,,,
Haloferax,731,309-464,,,,
Haloferax,732,372-454,,,,
Haloferax,733,0-47,,,,
Haloferax,734,,,,,
Haloferax,735,199-281,,,,
Haloferax,736,370-473,,,,
Haloferax,737,,,,,
Haloferax,738,209-274,380-477,,,
Haloferax,739,391-466,,,,
Haloferax,740,265-342,,,,
Haloferax,741,0-173,516-576,,,
Haloferax,742,269-361,,,,
Haloferax,743,388-443,,,,
Haloferax,744,59-182,,,,
Haloferax,745,314-371,,,,
Haloferax,746,387-459,552-607,,,
Haloferax,747,378-556,,,,
Haloferax,748,,,,,
Haloferax,749,,,,,
Haloferax,750,355-453,,,,
Haloferax,751,349-453,562-613,,,
Haloferax,752,260-351,,,,
Haloferax,753,271-452,487-532,,,
Haloferax,754,0-209,,,,
Haloferax,755,305-431,,,,
Haloferax,756,262-411,,,,
Haloferax,757,365-465,,,,
Haloferax,758,,,,,
Haloferax,759,401-476,,,,
Haloferax,760,214-296,376-459,,,
Haloferax,761,254-351,381-467,,,
Haloferax,762,306-532,,,,
Haloferax,763,153-194,388-474,,,
Haloferax,764,298-469,474-514,,,
Haloferax,765,219-271,280-329,381-445,,
Haloferax,766,308-457,,,,
Haloferax,767,317-427,431-558,,,
Haloferax,768,392-484,,,,
Haloferax,769,410-446,500-601,,,
Haloferax,770,2-44,302-373,382-498,,
Haloferax,771,379-448,,,,
Haloferax,772,243-306,386-469,,,
Haloferax,773,418-475,,,,
Haloferax,774,268-307,442-494,,,
Haloferax,775,54-137,,,,
Haloferax,776,353-436,,,,
Haloferax,777,,,,,
Haloferax,778,310-372,,,,
Haloferax,779,383-536,,,,
Haloferax,780,,,,,
Haloferax,781,379-490,,,,
Haloferax,782,413-463,567-613,,,
Haloferax,783,387-429,,,,
Haloferax,784,,,,,
Haloferax,785,376-446,,,,
Haloferax,786,299-347,409-461,,,
Haloferax,787,406-544,,,,
Haloferax,788,209-323,,,,
Haloferax,789,0-126,180-227,390-429,,
Haloferax,790,,,,,
Haloferax,791,383-449,,,,
Haloferax,792,372-451,,,,
Haloferax,793,,,,,
Haloferax,794,391-462,,,,
Haloferax,795,,,,,
Haloferax,796,273-328,395-468,,,
Haloferax,797,170-239,243-309,573-613,,
Haloferax,798,,,,,
Haloferax,799,109-216,356-450,,,
Haloferax,800,251-315,396-433,445-489,,
Haloferax,801,37-107,403-498,,,
Haloferax,802,226-341,,,,
Haloferax,803,324-452,,,,
Haloferax,804,358-456,,,,
Haloferax,805,388-430,,,,
Haloferax,806,359-462,,,,
Haloferax,807,3-47,386-434,,,
Haloferax,808,132-302,,,,
Haloferax,809,290-600,,,,
Haloferax,810,399-527,,,,
Haloferax,811,171-211,216-268,273-320,381-472,
Haloferax,812,507-588,,,,
Haloferax,813,327-460,,,,
Haloferax,814,216-272,376-437,,,
Haloferax,815,369-581,,,,
Haloferax,816,350-432,,,,
Haloferax,817,75-174,288-339,,,
Haloferax,818,395-546,,,,
Haloferax,819,307-413,,,,
Haloferax,820,392-450,,,,
Haloferax,821,414-475,,,,
Haloferax,822,,,,,
Haloferax,823,388-455,,,,
Haloferax,824,23-77,215-263,393-455,,
Haloferax,825,383-439,,,,
Haloferax,826,284-442,,,,
Haloferax,827,295-363,488-573,,,
Haloferax,828,298-355,443-494,,,
Haloferax,829,306-479,,,,
Haloferax,830,313-378,,,,
Haloferax,831,297-335,355-457,,,
Haloferax,832,381-432,,,,
Haloferax,833,221-337,378-460,,,
Haloferax,834,371-415,,,,
