Organism,Seq,Positions,,
Ecoli,133,199-242,331-440,
Ecoli,134,369-493,554-613,
Ecoli,135,227-386,440-506,
Ecoli,136,349-476,,
Ecoli,137,210-290,301-406,
Ecoli,138,335-400,421-485,
Ecoli,139,242-375,464-521,
Ecoli,140,203-438,,
Ecoli,141,260-320,365-464,
Ecoli,142,235-290,332-426,
Ecoli,143,366-481,,
Ecoli,144,218-354,,
Ecoli,145,316-378,434-527,
Ecoli,146,541-578,,
Ecoli,147,290-389,,
Ecoli,148,253-332,436-514,
Ecoli,149,200-241,370-420,522-602
Ecoli,150,573-613,,
Ecoli,151,300-515,,
Ecoli,152,113-386,,
Ecoli,153,266-444,455-545,
Ecoli,154,365-537,,
Ecoli,155,297-537,,
Ecoli,156,353-423,549-585,
Ecoli,157,,,
Ecoli,158,428-480,,
Ecoli,159,267-451,,
Ecoli,160,293-510,,
Ecoli,161,32-149,226-311,430-492
Ecoli,162,306-538,,
Ecoli,163,301-437,510-580,
Ecoli,164,498-591,,
Ecoli,165,192-277,293-367,389-471
Ecoli,166,362-420,460-511,
Ecoli,167,299-475,482-563,
Ecoli,168,288-426,,
Ecoli,169,430-519,,
Ecoli,170,,,
Ecoli,171,238-482,,
Ecoli,172,428-480,,
Ecoli,173,0-69,233-271,350-512
Ecoli,174,185-447,,
Ecoli,175,250-293,326-407,419-487
Ecoli,176,299-365,422-492,
Ecoli,177,318-487,,
Ecoli,178,338-493,,
Ecoli,179,0-52,427-505,
Ecoli,180,325-391,,
Ecoli,181,300-396,,
Ecoli,182,6-63,,
Ecoli,183,229-306,401-502,
Ecoli,184,241-340,475-520,
Ecoli,185,329-401,516-608,
Ecoli,186,458-560,,
Ecoli,187,160-219,,
Ecoli,188,343-474,,
Ecoli,189,,,
Ecoli,190,366-472,,
Ecoli,191,265-341,420-461,
Ecoli,192,342-407,,
Ecoli,193,0-43,435-572,
Ecoli,194,303-532,,
Ecoli,195,361-498,,
Ecoli,196,165-240,354-409,
Ecoli,197,294-351,,
Ecoli,198,409-513,,
Ecoli,199,364-404,,
Ecoli,200,280-318,,
Ecoli,201,345-381,,
Ecoli,202,424-465,477-550,
Ecoli,203,214-256,299-339,366-448
Ecoli,204,158-258,265-332,347-437
Ecoli,205,203-328,,
Ecoli,206,348-400,573-613,
Ecoli,207,382-494,,
Ecoli,208,386-451,503-566,
Ecoli,209,301-372,466-507,
Ecoli,210,,,
Ecoli,211,442-516,,
Ecoli,212,348-479,537-609,
Ecoli,213,359-440,,
Ecoli,214,460-499,518-555,
Ecoli,215,254-369,394-430,
Ecoli,216,23-61,381-424,
Ecoli,217,250-290,306-483,
Ecoli,218,394-531,,
Ecoli,219,238-346,351-463,467-506
Ecoli,220,334-403,507-550,
Ecoli,221,372-520,525-587,
Ecoli,222,178-348,,
Ecoli,223,376-524,537-613,
Ecoli,224,302-390,,
Ecoli,225,379-512,,
Ecoli,226,114-163,473-514,
Ecoli,227,192-257,392-471,
Ecoli,228,389-442,,
Ecoli,229,371-529,,
Ecoli,230,381-490,,
Ecoli,231,27-91,228-290,372-507
Ecoli,232,352-497,,
Ecoli,233,367-513,,
Ecoli,234,199-292,383-447,
Ecoli,235,331-439,,
Ecoli,236,220-343,,
Ecoli,237,140-419,,
Ecoli,238,418-477,,
Ecoli,240,170-207,335-438,
Ecoli,241,,,
Ecoli,242,211-482,,
Ecoli,243,375-473,570-613,
Ecoli,244,,,
Ecoli,245,223-279,337-389,393-433
Ecoli,246,295-381,,
Ecoli,247,308-425,,
Ecoli,248,464-523,541-612,
Ecoli,249,368-469,474-511,
Ecoli,250,226-312,372-429,
Ecoli,251,318-402,440-510,551-597
Ecoli,252,302-343,539-581,
Ecoli,253,385-459,,
Ecoli,254,243-522,,
Ecoli,255,159-235,240-327,372-438
Ecoli,256,95-149,199-284,430-478
Ecoli,257,206-407,,
Ecoli,258,156-248,257-435,
Ecoli,259,142-357,,
Ecoli,260,24-91,189-303,
Ecoli,261,243-392,,
Ecoli,262,451-541,,
Ecoli,263,389-470,,
Ecoli,264,233-270,380-433,551-591
Ecoli,265,310-391,434-487,
Ecoli,266,264-433,,
Ecoli,267,,,
Ecoli,268,456-549,,
Ecoli,269,382-441,572-613,
Ecoli,270,0-40,436-494,
Ecoli,271,392-432,441-502,
Ecoli,272,250-301,313-440,
Ecoli,273,420-462,467-613,
Ecoli,274,322-448,455-548,
Ecoli,275,380-591,,
Ecoli,276,362-407,413-479,
Ecoli,277,248-307,313-352,
Ecoli,278,278-326,336-476,486-522
Ecoli,279,238-358,,
Ecoli,280,292-432,,
Ecoli,281,370-542,,
Ecoli,282,483-567,,
Ecoli,283,329-463,502-540,
Ecoli,284,411-591,,
Ecoli,285,265-333,,
Ecoli,286,243-334,467-522,
Ecoli,287,357-428,,
Ecoli,288,213-361,395-442,
Ecoli,289,109-167,311-361,505-590
Ecoli,290,397-458,,
Ecoli,291,27-84,386-443,456-576
Ecoli,292,189-253,299-407,
Ecoli,293,371-459,,
Ecoli,294,,,
Ecoli,295,172-293,327-394,
Ecoli,296,256-374,,
Ecoli,297,234-292,374-448,
Ecoli,298,,,
Ecoli,299,396-451,,
Ecoli,300,548-613,,
Ecoli,301,388-491,,
Ecoli,302,52-111,179-238,392-458
Ecoli,303,272-399,,
Ecoli,304,185-256,322-407,
Ecoli,305,251-291,359-469,
Ecoli,306,313-364,369-472,
Ecoli,307,203-482,,
Ecoli,308,381-505,,
Ecoli,309,314-525,,
Ecoli,310,31-70,507-557,
Ecoli,311,229-382,392-490,
Ecoli,312,336-395,418-505,
Ecoli,313,368-538,,
Ecoli,314,215-384,,
Ecoli,315,275-320,326-447,
Ecoli,316,210-382,387-478,
Ecoli,317,332-389,,
Ecoli,318,260-319,384-467,
Ecoli,319,150-285,342-389,
Ecoli,320,118-172,,
Ecoli,321,243-281,351-417,426-462
Ecoli,322,284-351,,
Ecoli,323,287-376,445-491,
Ecoli,324,246-299,367-428,
Ecoli,325,326-564,,
Ecoli,326,222-272,423-496,
Ecoli,327,366-425,,
Ecoli,328,332-384,449-512,
Ecoli,329,274-374,,
Ecoli,330,420-487,,
Ecoli,331,318-494,,
Ecoli,332,,,
Ecoli,333,376-484,509-545,
Ecoli,334,176-224,371-420,
Ecoli,335,181-276,293-427,
Ecoli,336,196-284,404-445,
Ecoli,337,226-383,,
Ecoli,338,381-427,446-511,
Ecoli,339,438-606,,
Ecoli,340,349-408,485-529,535-580
Ecoli,341,292-476,,
Ecoli,342,244-472,,
Ecoli,343,,,
Ecoli,344,0-69,351-470,482-527
Ecoli,345,360-500,,
Ecoli,346,349-468,,
Ecoli,347,265-335,358-544,
Ecoli,348,0-44,,
Ecoli,349,492-613,,
Ecoli,350,230-267,,
Ecoli,351,197-291,383-420,435-475
Ecoli,352,302-451,,
Ecoli,353,235-466,,
Ecoli,354,385-437,,
Ecoli,355,323-431,,
Ecoli,356,404-464,,
Ecoli,357,365-451,,
Ecoli,358,341-443,,
Ecoli,359,33-86,392-547,
Ecoli,360,358-520,,
Ecoli,361,197-262,363-476,
Ecoli,362,307-406,422-493,
Ecoli,363,301-402,,
Ecoli,364,436-503,,
Ecoli,365,173-239,294-414,
Ecoli,366,107-149,324-385,502-563
Ecoli,367,228-368,383-478,
Ecoli,368,389-450,470-510,
Ecoli,369,277-397,506-556,
Ecoli,370,274-336,,
Ecoli,371,237-279,346-516,
Ecoli,372,262-459,,
Ecoli,373,193-376,,
Ecoli,374,310-386,410-499,
Ecoli,375,390-496,,
Ecoli,376,380-515,,
Ecoli,377,234-284,374-513,
Ecoli,378,385-451,,
Ecoli,379,0-38,343-430,572-611
Ecoli,380,262-434,,
Ecoli,381,381-430,,
Ecoli,382,273-380,405-506,
Ecoli,383,268-400,407-461,
Ecoli,384,296-363,383-508,
Ecoli,385,142-204,274-356,485-550
Ecoli,386,191-230,,
Ecoli,387,4-47,178-246,328-409
Ecoli,388,279-453,458-506,
Ecoli,389,368-453,475-513,
Ecoli,390,30-74,368-426,430-471
Ecoli,391,325-448,,
Ecoli,392,331-487,569-610,
Ecoli,393,394-494,,
Ecoli,394,,,
Ecoli,395,362-398,,
Ecoli,396,171-401,,
Ecoli,397,189-396,,
Ecoli,398,253-360,,
Ecoli,399,309-379,,
Ecoli,400,278-557,,
Ecoli,401,283-372,396-478,
Ecoli,402,366-435,,
Ecoli,403,370-519,573-613,
Ecoli,404,0-40,370-431,480-538
Ecoli,405,200-238,326-394,
Ecoli,406,279-416,,
Ecoli,407,205-243,250-484,
Ecoli,408,366-495,,
Ecoli,409,215-298,325-480,
Ecoli,410,79-121,508-551,
Ecoli,411,352-407,422-504,
Ecoli,412,279-329,336-409,433-516
Ecoli,413,,,
Ecoli,414,133-196,,
Ecoli,415,423-548,,
Ecoli,416,318-492,,
Ecoli,417,137-180,,
Ecoli,418,228-478,,
Ecoli,419,198-403,,
Ecoli,420,344-475,,
Ecoli,421,359-450,,
Ecoli,422,489-530,,
Ecoli,423,284-471,477-548,
Ecoli,424,298-350,425-505,
Ecoli,425,290-458,475-569,
Ecoli,426,442-533,,
Ecoli,427,313-549,,
Ecoli,428,396-467,,
Ecoli,429,345-492,,
Ecoli,430,375-439,469-552,
Ecoli,431,115-153,222-290,571-611
Ecoli,432,240-290,323-396,404-519
Ecoli,433,,,
Ecoli,434,565-613,,
Ecoli,435,161-298,388-440,
Ecoli,436,72-128,420-498,
Ecoli,437,303-436,533-576,
Ecoli,438,481-522,,
Ecoli,439,282-405,,
Ecoli,440,336-408,546-602,
Ecoli,441,252-332,420-531,
Ecoli,442,270-314,402-481,
Ecoli,443,263-329,387-436,
Ecoli,444,282-364,370-454,
Ecoli,445,248-393,,
Ecoli,446,368-461,,
Ecoli,447,350-528,,
Ecoli,448,208-245,326-482,
Ecoli,449,389-458,,
Ecoli,450,292-344,,
Ecoli,451,3-44,,
Ecoli,452,333-471,,
Ecoli,453,438-513,517-613,
Ecoli,454,451-513,,
Ecoli,455,330-418,,
Ecoli,456,33-312,,
Ecoli,457,549-613,,
Ecoli,458,303-344,368-471,
Ecoli,459,328-447,457-607,
Ecoli,460,311-365,454-559,
Ecoli,461,345-427,500-589,
Ecoli,462,264-466,,
Ecoli,463,201-480,,
Ecoli,464,271-328,412-532,
Ecoli,465,212-276,285-326,336-491
Ecoli,466,323-467,,
Ecoli,467,364-465,,
Ecoli,468,419-527,,
Ecoli,469,144-421,,
Ecoli,470,249-373,399-474,
Ecoli,471,399-469,,
Ecoli,472,226-271,392-505,552-613
Ecoli,473,255-299,400-511,
Ecoli,474,,,
Ecoli,475,407-455,,
Ecoli,476,258-426,,
Ecoli,477,32-107,152-226,
Ecoli,478,252-410,485-531,
Ecoli,479,396-489,,
Ecoli,480,248-441,,
Ecoli,481,334-376,496-582,
Ecoli,482,325-503,,
Ecoli,483,277-536,,
Ecoli,484,353-412,441-479,
Ecoli,485,360-460,550-613,
Ecoli,486,474-514,,
Ecoli,487,264-415,,
Ecoli,488,323-402,451-490,
Ecoli,489,270-348,435-493,
Ecoli,490,336-493,,
Ecoli,491,370-475,,
Ecoli,492,211-272,285-411,
Ecoli,493,428-470,,
Ecoli,494,235-336,344-477,
Ecoli,495,350-407,504-540,
Ecoli,496,532-613,,
Ecoli,497,400-444,,
Ecoli,498,379-493,,
Ecoli,499,320-404,468-509,
Ecoli,500,333-496,,
Ecoli,501,313-351,,
Ecoli,502,429-472,,
Ecoli,503,442-532,,
Ecoli,504,293-418,424-490,
Ecoli,505,326-406,460-546,
Ecoli,506,365-465,,
Ecoli,507,351-426,449-495,
Ecoli,508,379-428,500-542,
Ecoli,509,91-127,285-356,
Ecoli,510,290-334,361-455,
Ecoli,511,574-613,,
Ecoli,512,328-468,,
Ecoli,513,39-86,367-475,
Ecoli,514,156-435,,
Ecoli,515,372-502,,
Ecoli,516,216-352,,
Ecoli,517,182-401,,
Ecoli,518,273-323,354-399,416-499
Ecoli,519,376-453,457-545,
Ecoli,520,21-104,486-525,
Ecoli,521,267-371,408-493,
Ecoli,522,321-440,,
Ecoli,523,392-476,525-562,
Ecoli,524,384-489,,
Ecoli,525,431-489,,
Ecoli,526,438-489,,
Ecoli,527,337-509,,
Ecoli,528,259-498,,
Ecoli,529,21-63,82-149,
Ecoli,530,280-338,428-474,
Ecoli,531,37-73,,
Ecoli,532,,,
Ecoli,533,250-297,,
Ecoli,534,232-317,366-405,424-468
Ecoli,535,320-404,,
Ecoli,536,229-399,,
Ecoli,537,373-450,522-576,
Ecoli,538,355-441,,
Ecoli,539,270-370,,
Ecoli,540,365-415,451-529,
Ecoli,541,321-494,,
Ecoli,542,434-522,,
Ecoli,543,184-406,,
Ecoli,544,1-59,343-426,
Ecoli,545,,,
Ecoli,546,262-447,,
Ecoli,547,213-260,393-477,
Ecoli,548,348-525,,
Ecoli,549,249-285,,
Ecoli,550,,,
Ecoli,551,220-275,350-403,410-478
Ecoli,552,225-276,282-489,
Ecoli,553,244-467,,
Ecoli,554,339-477,,
Ecoli,555,116-171,307-395,504-542
Ecoli,556,186-376,427-465,
Ecoli,557,218-299,407-491,
Ecoli,558,362-416,,
Ecoli,559,209-445,,
Ecoli,560,466-521,,
Ecoli,561,436-478,,
Ecoli,562,369-419,468-523,
Ecoli,563,220-257,,
Ecoli,564,385-458,505-554,
Ecoli,565,424-508,,
Ecoli,566,54-120,178-297,401-449
Ecoli,567,472-538,,
Ecoli,568,215-265,384-468,
Ecoli,569,449-507,535-613,
Ecoli,570,0-52,568-613,
Ecoli,571,225-271,300-361,
Ecoli,572,377-508,,
Ecoli,573,329-393,398-504,
Ecoli,574,199-389,,
Ecoli,575,301-338,344-431,508-580
Ecoli,576,247-343,407-464,
Ecoli,577,141-187,220-323,
Ecoli,578,198-316,337-420,428-477
Ecoli,579,329-405,465-513,
Ecoli,580,397-506,,
Ecoli,581,241-351,415-482,
Ecoli,582,214-405,,
Ecoli,583,456-550,,
Ecoli,584,245-287,362-399,
Ecoli,585,394-437,560-613,
Ecoli,586,345-418,432-471,
Ecoli,587,263-404,464-523,
Ecoli,588,202-325,,
Ecoli,589,198-296,306-477,
Ecoli,590,203-261,323-424,
Ecoli,591,264-504,,
Ecoli,592,75-116,403-448,
Ecoli,593,231-272,352-438,
Ecoli,594,368-554,,
Ecoli,595,176-291,,
Ecoli,596,,,
Ecoli,597,345-412,441-485,
Ecoli,598,409-549,,
Ecoli,599,289-358,427-487,
Ecoli,600,113-158,222-265,439-482
Ecoli,601,406-461,,
Ecoli,602,133-179,,
Ecoli,603,506-606,,
Ecoli,604,44-158,265-323,468-506
Ecoli,605,,,
Ecoli,606,239-307,323-463,
Ecoli,607,346-477,543-581,
Ecoli,608,386-489,,
Ecoli,609,404-452,,
Ecoli,610,171-225,278-376,
Ecoli,611,32-72,,
Ecoli,612,437-522,,
Ecoli,613,486-575,,
Ecoli,614,,,
Ecoli,615,349-491,,
Ecoli,616,429-489,577-613,
Ecoli,617,329-490,,
Ecoli,618,311-383,,
Ecoli,619,518-579,,
Ecoli,620,0-71,393-613,
Ecoli,621,401-467,,
Ecoli,622,399-466,,
Ecoli,623,372-544,551-598,
Ecoli,624,248-527,,
Ecoli,625,211-490,,
Ecoli,626,177-362,366-427,
Ecoli,627,234-355,,
Ecoli,628,,,
Ecoli,629,116-181,256-313,342-395
Ecoli,630,340-383,441-490,
Ecoli,631,28-158,531-607,
Ecoli,632,192-270,,
Ecoli,633,147-230,,
Ecoli,634,0-55,378-519,
Ecoli,635,54-93,374-442,453-532
Ecoli,636,394-485,,
Ecoli,637,290-337,,
Ecoli,638,402-448,,
Ecoli,639,330-366,370-477,
Ecoli,640,49-87,368-488,571-613
Ecoli,641,202-412,,
Ecoli,642,238-278,328-408,
Ecoli,643,352-398,,
Ecoli,644,277-520,,
Ecoli,645,297-505,,
Ecoli,646,198-238,284-383,421-477
Ecoli,647,,,
Ecoli,648,350-435,,
Ecoli,649,343-399,409-492,
Ecoli,650,357-525,,
Ecoli,651,259-449,,
Ecoli,652,203-285,374-482,
Ecoli,653,295-483,,
Ecoli,654,269-350,406-479,
Ecoli,655,239-283,368-407,
Ecoli,656,255-345,351-400,411-534
Ecoli,657,282-351,,
Ecoli,658,264-543,,
Ecoli,659,198-419,,
Ecoli,660,421-483,,
Ecoli,661,306-360,,
Ecoli,662,315-454,,
Ecoli,663,401-438,,
Ecoli,664,359-482,,
Ecoli,665,361-459,,
Ecoli,666,455-508,,
Ecoli,667,371-533,,
Ecoli,668,346-451,572-612,
Ecoli,669,356-473,,
Ecoli,670,346-490,,
Ecoli,671,281-349,359-428,
Ecoli,672,353-527,,
Ecoli,673,298-474,,
Ecoli,674,,,
Ecoli,675,312-363,415-481,
Ecoli,676,403-499,,
Ecoli,677,173-261,292-379,
Ecoli,678,259-387,396-451,
Ecoli,679,433-519,,
Ecoli,680,,,
Ecoli,681,241-455,,
Ecoli,682,323-391,,
Ecoli,683,313-433,,
Ecoli,684,386-465,,
Ecoli,685,254-465,,
Ecoli,686,226-405,,
Ecoli,687,399-517,557-613,
Ecoli,688,279-431,435-528,
Ecoli,689,214-474,,
Ecoli,690,261-311,400-485,
Ecoli,691,17-113,394-436,483-542
Ecoli,692,222-264,388-475,
Ecoli,693,47-94,375-426,
Ecoli,694,394-511,,
Ecoli,695,262-309,333-386,406-497
Ecoli,696,316-496,,
Ecoli,697,187-284,384-450,
Ecoli,698,468-603,,
Ecoli,699,229-299,304-346,
Ecoli,700,392-494,,
Ecoli,701,123-159,342-397,
Ecoli,702,218-397,425-485,
Ecoli,703,383-500,,
Ecoli,704,310-451,,
Ecoli,705,292-488,,
Ecoli,706,247-347,373-478,
Ecoli,707,220-257,328-453,461-499
Ecoli,708,199-295,338-442,
Ecoli,709,298-462,,
Ecoli,710,,,
Ecoli,711,,,
Ecoli,712,215-276,374-426,
Ecoli,713,461-613,,
Ecoli,714,379-545,,
Ecoli,715,193-249,314-398,
Ecoli,716,318-478,,
Ecoli,717,300-430,498-561,
Ecoli,718,431-514,,
Ecoli,719,322-470,474-538,
Ecoli,720,,,
Ecoli,721,205-314,324-458,
Ecoli,722,,,
Ecoli,723,192-453,,
Ecoli,724,0-66,423-613,
Ecoli,725,20-58,342-393,
Ecoli,726,,,
Ecoli,727,482-590,,
Ecoli,728,364-470,,
Ecoli,729,286-388,,
Ecoli,730,147-214,314-390,515-570
Ecoli,731,323-420,430-501,
Ecoli,732,214-449,,
Ecoli,733,326-495,,
Ecoli,734,348-467,,
Ecoli,735,219-311,,
Ecoli,736,334-453,,
Ecoli,737,269-328,340-379,387-425
Ecoli,738,228-342,456-498,
