Organism,Seq,Positions,,
Halo,159,395-434,,
Halo,160,374-459,,
Halo,161,296-398,,
Halo,162,366-458,,
Halo,163,331-576,,
Halo,164,411-455,,
Halo,165,176-236,,
Halo,166,264-318,,
Halo,167,401-465,,
Halo,168,274-458,,
Halo,169,169-245,,
Halo,170,13-53,340-423,468-514
Halo,171,455-494,,
Halo,172,410-453,,
Halo,173,282-347,,
Halo,174,391-427,,
Halo,175,229-327,352-508,
Halo,176,203-279,401-482,573-613
Halo,177,281-345,,
Halo,178,480-568,,
Halo,179,,,
Halo,180,340-451,,
Halo,181,269-445,500-539,
Halo,182,,,
Halo,183,142-207,332-421,
Halo,184,399-532,,
Halo,185,129-181,,
Halo,186,403-451,,
Halo,187,219-255,412-498,
Halo,188,409-468,,
Halo,189,388-441,,
Halo,190,26-131,245-305,412-456
Halo,191,287-337,498-539,
Halo,192,262-346,494-541,
Halo,193,315-408,,
Halo,194,388-449,,
Halo,195,327-430,,
Halo,196,365-451,,
Halo,197,205-256,382-461,
Halo,198,440-523,,
Halo,199,361-426,536-580,
Halo,200,283-339,403-490,
Halo,201,412-464,,
Halo,202,244-307,,
Halo,203,382-487,,
Halo,204,405-452,,
Halo,205,143-403,,
Halo,206,323-451,,
Halo,207,402-472,,
Halo,208,350-397,427-470,
Halo,209,379-450,,
Halo,210,,,
Halo,211,388-453,,
Halo,212,283-392,,
Halo,213,401-454,,
Halo,214,,,
Halo,215,318-361,370-482,
Halo,216,,,
Halo,217,159-238,338-430,
Halo,218,,,
Halo,219,0-45,,
Halo,220,309-537,,
Halo,221,141-252,,
Halo,222,,,
Halo,223,,,
Halo,224,419-477,,
Halo,225,109-170,279-336,
Halo,226,103-261,,
Halo,227,173-260,271-315,
Halo,228,,,
Halo,229,385-451,,
Halo,230,339-427,,
Halo,231,339-452,,
Halo,232,271-339,,
Halo,233,402-477,,
Halo,234,379-452,,
Halo,235,245-412,424-462,
Halo,236,406-471,,
Halo,237,,,
Halo,238,401-442,,
Halo,239,389-441,,
Halo,240,247-315,370-476,
Halo,241,383-462,,
Halo,242,349-396,,
Halo,243,378-458,,
Halo,244,,,
Halo,245,293-362,,
Halo,246,284-429,,
Halo,247,232-278,409-466,
Halo,248,274-364,,
Halo,249,406-463,,
Halo,250,292-364,,
Halo,251,320-451,,
Halo,252,365-424,487-533,
Halo,253,,,
Halo,254,,,
Halo,255,400-445,,
Halo,256,289-463,,
Halo,257,,,
Halo,258,411-466,,
Halo,259,375-467,,
Halo,260,388-549,,
Halo,261,,,
Halo,262,309-494,,
Halo,263,266-325,,
Halo,264,,,
Halo,265,383-456,,
Halo,266,374-461,,
Halo,267,295-427,,
Halo,268,373-441,,
Halo,269,402-613,,
Halo,270,377-429,,
Halo,271,256-400,,
Halo,272,379-425,,
Halo,273,571-613,,
Halo,274,358-460,,
Halo,275,31-86,,
Halo,276,273-330,,
Halo,277,384-443,,
Halo,278,,,
Halo,279,396-470,,
Halo,280,377-498,,
Halo,281,,,
Halo,282,363-450,,
Halo,283,398-446,469-510,516-573
Halo,284,167-290,,
Halo,285,326-457,,
Halo,286,,,
Halo,287,410-464,,
Halo,288,,,
Halo,289,286-411,,
Halo,290,389-452,,
Halo,291,255-304,,
Halo,292,428-506,,
Halo,293,,,
Halo,294,397-459,,
Halo,295,443-479,,
Halo,296,192-274,379-453,
Halo,297,81-117,146-334,
Halo,298,398-451,,
Halo,299,352-444,,
Halo,300,282-334,385-468,
Halo,301,214-426,,
Halo,302,381-480,,
Halo,303,,,
Halo,304,407-446,,
Halo,305,208-338,,
Halo,306,420-502,,
Halo,307,223-468,,
Halo,308,253-347,375-459,
Halo,309,414-456,511-566,
Halo,310,224-269,363-469,
Halo,311,356-430,434-490,
Halo,312,301-368,,
Halo,313,3-75,,
Halo,314,341-426,,
Halo,315,,,
Halo,316,307-347,,
Halo,317,181-311,406-460,
Halo,318,372-470,,
Halo,319,83-127,,
Halo,320,279-373,390-428,
Halo,321,290-363,425-464,
Halo,322,322-390,,
Halo,323,274-323,468-504,
Halo,324,0-56,337-389,403-541
Halo,325,,,
Halo,326,401-467,,
Halo,327,418-464,,
Halo,328,321-360,423-480,
Halo,329,,,
Halo,330,232-305,,
Halo,331,,,
Halo,332,25-95,,
Halo,333,,,
Halo,334,0-90,379-429,
Halo,335,0-77,185-224,
Halo,336,352-432,,
Halo,337,242-317,383-450,
Halo,338,279-332,415-486,
Halo,339,295-336,383-461,
Halo,340,204-297,303-361,
Halo,341,199-256,261-297,
Halo,342,192-277,,
Halo,343,370-454,,
Halo,344,341-426,,
Halo,345,38-90,,
Halo,346,413-485,,
Halo,347,384-492,545-598,
Halo,348,370-518,,
Halo,349,276-315,,
Halo,350,9-47,340-418,
Halo,351,0-53,430-469,475-540
Halo,352,142-207,274-315,
Halo,353,281-560,,
Halo,354,365-499,,
Halo,355,403-455,,
Halo,356,147-231,243-296,
Halo,357,399-461,514-567,
Halo,358,202-240,414-481,
Halo,359,349-451,525-591,
Halo,360,,,
Halo,361,374-413,,
Halo,362,436-483,,
Halo,363,390-602,,
Halo,364,375-445,,
Halo,365,284-368,,
Halo,366,345-446,,
Halo,367,,,
Halo,368,328-381,,
Halo,369,,,
Halo,370,378-446,,
Halo,371,,,
Halo,372,378-429,561-613,
Halo,373,300-445,,
Halo,374,382-438,,
Halo,375,163-260,,
Halo,376,,,
Halo,377,396-451,,
Halo,378,185-226,234-301,
Halo,379,375-445,,
Halo,380,198-253,,
Halo,381,,,
Halo,382,362-427,,
Halo,383,,,
Halo,384,,,
Halo,385,,,
Halo,386,,,
Halo,387,372-450,,
Halo,388,401-457,,
Halo,389,398-455,,
Halo,390,400-483,,
Halo,391,164-204,,
Halo,392,407-463,,
Halo,393,384-451,,
Halo,394,169-335,,
Halo,395,,,
Halo,396,,,
Halo,397,418-524,,
Halo,398,268-328,419-464,
Halo,399,254-313,388-522,
Halo,400,,,
Halo,401,330-402,406-447,
Halo,402,356-459,576-613,
Halo,403,205-260,346-445,
Halo,404,402-451,,
Halo,405,,,
Halo,406,403-461,,
Halo,407,,,
Halo,408,53-123,131-194,
Halo,409,370-482,,
Halo,410,366-478,515-570,
Halo,411,0-143,,
Halo,412,315-373,420-479,
Halo,413,86-126,,
Halo,414,375-437,491-537,
Halo,415,0-46,384-478,
Halo,416,,,
Halo,417,375-455,,
Halo,418,76-116,143-225,
Halo,419,527-588,,
Halo,420,185-306,,
Halo,421,,,
Halo,422,463-515,567-612,
Halo,423,137-300,,
Halo,424,186-245,250-319,
Halo,425,291-431,,
Halo,426,387-439,,
Halo,427,20-58,373-422,
Halo,428,194-334,,
Halo,429,436-482,,
Halo,430,394-458,,
Halo,431,200-292,,
Halo,432,,,
Halo,433,294-381,,
Halo,434,454-504,,
Halo,435,,,
Halo,436,,,
Halo,437,176-237,242-355,378-455
Halo,438,,,
Halo,439,407-460,,
Halo,440,145-378,,
Halo,441,0-80,,
Halo,442,,,
Halo,443,269-329,,
Halo,444,0-57,404-471,
Halo,445,155-344,,
Halo,446,46-91,,
Halo,447,,,
Halo,448,62-99,,
Halo,449,409-501,,
Halo,450,,,
Halo,451,382-479,572-613,
Halo,452,273-343,,
Halo,453,414-459,,
Halo,454,,,
Halo,455,158-274,280-403,
Halo,456,257-307,407-459,
Halo,457,401-455,,
Halo,458,67-104,,
Halo,459,359-398,441-491,
Halo,460,369-442,,
Halo,461,373-503,,
Halo,462,281-339,,
Halo,463,319-362,,
Halo,464,355-475,,
Halo,465,254-307,,
Halo,466,431-565,,
Halo,467,,,
Halo,468,369-433,,
Halo,469,257-371,378-435,
Halo,470,508-547,,
Halo,471,144-232,,
Halo,472,352-441,,
Halo,473,346-423,,
Halo,474,,,
Halo,475,197-327,,
Halo,476,415-609,,
Halo,477,0-38,,
Halo,478,269-337,345-421,
Halo,479,239-305,382-425,453-518
Halo,480,,,
Halo,481,430-488,,
Halo,482,396-434,,
Halo,483,398-460,,
Halo,484,392-453,,
Halo,485,253-356,454-514,
Halo,486,,,
Halo,487,294-395,,
Halo,488,379-458,,
Halo,489,332-475,,
Halo,490,295-348,,
Halo,491,283-320,,
Halo,492,410-450,,
Halo,493,76-134,482-581,
Halo,494,403-454,,
Halo,495,408-451,569-613,
Halo,496,296-453,,
Halo,497,217-260,402-470,
Halo,498,,,
Halo,499,262-323,,
Halo,500,368-406,,
Halo,501,275-330,398-460,
Halo,502,,,
Halo,503,,,
Halo,504,,,
Halo,505,342-450,,
Halo,506,388-508,,
Halo,507,0-39,,
Halo,508,266-335,416-457,
Halo,509,71-124,436-504,
Halo,510,,,
Halo,511,553-598,,
Halo,512,109-241,351-388,
Halo,513,394-443,,
Halo,514,79-122,238-317,
Halo,515,56-122,403-441,
Halo,516,211-278,406-449,
Halo,517,381-429,,
Halo,518,401-456,,
Halo,519,303-376,,
Halo,520,401-446,,
Halo,521,247-356,,
Halo,522,177-317,383-429,
Halo,523,164-282,,
Halo,524,385-591,,
Halo,525,470-509,,
Halo,526,,,
Halo,527,374-513,,
Halo,528,,,
Halo,529,415-516,,
Halo,530,31-94,401-450,
Halo,531,48-115,397-451,
Halo,532,536-576,,
Halo,533,386-451,,
Halo,534,257-343,,
Halo,535,435-473,,
Halo,536,226-331,,
Halo,537,,,
Halo,538,,,
Halo,539,544-582,,
Halo,540,,,
Halo,541,412-456,,
Halo,542,,,
Halo,543,,,
Halo,544,181-230,,
Halo,545,389-484,,
Halo,546,454-538,,
Halo,547,391-498,,
Halo,548,,,
Halo,549,235-305,,
Halo,550,377-425,,
Halo,551,336-516,524-568,
Halo,552,159-247,369-438,
Halo,553,,,
Halo,554,,,
Halo,555,,,
Halo,556,388-459,,
Halo,557,358-460,,
Halo,558,,,
Halo,559,,,
Halo,560,306-357,,
Halo,561,0-45,,
Halo,562,366-424,545-591,
Halo,563,7-58,415-466,
Halo,564,217-302,396-436,
Halo,565,250-444,,
Halo,566,296-349,,
Halo,567,252-333,357-428,
Halo,568,340-396,,
Halo,569,,,
Halo,570,299-382,,
Halo,571,,,
Halo,572,391-520,,
Halo,573,404-461,,
Halo,574,,,
Halo,575,401-471,,
Halo,576,364-426,,
Halo,577,407-443,,
Halo,578,,,
Halo,579,198-263,,
Halo,580,297-464,,
Halo,581,,,
Halo,582,297-335,395-465,
Halo,583,44-123,430-497,
Halo,584,438-498,,
Halo,585,280-343,417-464,
Halo,586,,,
Halo,587,379-450,,
Halo,588,9-66,380-489,
Halo,589,407-452,,
Halo,590,399-455,,
Halo,591,238-293,426-517,
Halo,592,435-532,567-613,
Halo,593,284-362,,
Halo,594,,,
Halo,595,408-450,462-535,564-613
Halo,596,383-430,,
Halo,597,0-37,57-125,406-458
Halo,598,389-429,,
Halo,599,422-469,,
Halo,600,377-497,,
Halo,601,172-242,,
Halo,602,136-389,,
Halo,603,402-458,,
Halo,604,,,
Halo,605,,,
Halo,606,61-110,,
Halo,607,,,
Halo,608,428-532,,
Halo,609,378-531,,
Halo,610,408-463,,
Halo,611,89-156,437-487,
Halo,612,372-490,,
Halo,613,,,
Halo,614,395-434,,
Halo,615,367-422,,
Halo,616,405-461,,
Halo,617,400-458,,
Halo,618,353-430,,
Halo,619,,,
Halo,620,411-470,,
Halo,621,,,
Halo,622,357-486,,
Halo,623,364-429,,
Halo,624,330-384,,
Halo,625,306-460,,
Halo,626,370-459,,
Halo,627,265-312,370-483,
Halo,628,364-431,,
Halo,629,402-464,,
Halo,630,375-472,,
Halo,631,408-472,,
Halo,632,377-456,,
Halo,633,229-268,356-438,
Halo,634,416-473,,
Halo,635,0-74,,
Halo,636,245-294,399-455,
Halo,637,334-458,,
Halo,638,22-81,403-456,
Halo,639,0-70,226-263,403-440
Halo,640,562-613,,
Halo,641,277-325,394-434,
Halo,642,398-444,,
Halo,643,453-509,,
Halo,644,327-378,,
Halo,645,354-431,,
Halo,646,185-271,380-421,
Halo,647,31-70,,
Halo,648,393-453,,
Halo,649,384-449,468-524,
Halo,650,404-464,,
Halo,651,226-393,,
Halo,652,189-229,,
Halo,653,,,
Halo,654,12-48,418-455,
Halo,655,399-451,520-565,
Halo,656,274-316,419-493,
Halo,657,234-289,366-463,
Halo,658,416-461,,
Halo,659,,,
Halo,660,374-468,,
Halo,661,408-463,,
Halo,662,236-279,,
Halo,663,130-187,,
Halo,664,22-93,147-191,474-609
Halo,665,,,
Halo,666,,,
Halo,667,355-403,528-609,
Halo,668,174-226,396-453,
Halo,669,377-463,,
Halo,670,183-418,,
Halo,671,356-443,,
Halo,672,404-456,533-601,
Halo,673,,,
Halo,674,,,
Halo,675,190-258,,
Halo,676,17-95,421-467,505-613
Halo,677,393-434,,
Halo,678,402-441,,
Halo,679,,,
Halo,680,,,
Halo,681,176-216,,
Halo,682,237-365,394-516,
Halo,683,,,
Halo,684,58-107,405-513,
Halo,685,,,
Halo,686,,,
Halo,687,,,
Halo,688,405-467,,
Halo,689,406-460,,
Halo,690,336-374,,
Halo,691,45-126,414-528,
Halo,692,228-278,415-478,
Halo,693,323-363,,
Halo,694,369-516,,
Halo,695,,,
Halo,696,379-458,,
Halo,697,154-433,,
Halo,698,438-492,,
Halo,699,285-416,,
Halo,700,405-444,,
Halo,701,,,
Halo,702,402-483,,
Halo,703,376-487,,
Halo,704,,,
Halo,705,330-468,,
Halo,706,,,
Halo,707,302-435,,
Halo,708,297-398,,
Halo,709,197-283,,
Halo,710,381-445,,
Halo,711,371-473,,
Halo,712,284-396,,
Halo,713,332-428,,
Halo,714,496-532,,
Halo,715,,,
Halo,716,293-360,,
Halo,717,337-393,426-463,
Halo,718,,,
Halo,719,280-339,,
Halo,720,242-307,,
Halo,721,451-499,,
Halo,722,0-66,568-613,
Halo,723,416-461,,
Halo,724,,,
Halo,725,576-613,,
Halo,726,,,
Halo,727,374-411,,
Halo,728,241-329,,
Halo,729,329-456,,
Halo,730,399-487,,
Halo,731,323-466,,
Halo,732,397-444,,
Halo,733,,,
Halo,734,,,
Halo,735,213-269,,
Halo,736,376-469,,
Halo,737,,,
Halo,738,198-275,398-467,
Halo,739,397-467,,
Halo,740,261-336,,
Halo,741,22-107,527-567,
Halo,742,270-355,,
Halo,743,407-449,,
Halo,744,58-174,,
Halo,745,313-372,379-427,
Halo,746,538-613,,
Halo,747,444-551,,
Halo,748,417-477,,
Halo,749,,,
Halo,750,365-453,,
Halo,751,350-454,,
Halo,752,273-348,,
Halo,753,287-452,,
Halo,754,0-113,135-210,
Halo,755,317-434,,
Halo,756,267-404,,
Halo,757,379-448,,
Halo,758,,,
Halo,759,410-472,,
Halo,760,222-295,375-464,
Halo,761,284-351,415-469,
Halo,762,337-524,,
Halo,763,387-469,,
Halo,764,297-460,466-537,
Halo,765,196-272,278-344,399-447
Halo,766,385-452,,
Halo,767,310-467,474-555,
Halo,768,402-479,,
Halo,769,413-471,485-608,
Halo,770,297-368,400-485,
Halo,771,387-443,,
Halo,772,405-470,,
Halo,773,382-466,,
Halo,774,262-310,446-487,
Halo,775,39-102,,
Halo,776,350-464,,
Halo,777,,,
Halo,778,,,
Halo,779,403-499,,
Halo,780,,,
Halo,781,410-486,,
Halo,782,486-524,569-613,
Halo,783,30-110,391-449,
Halo,784,385-421,,
Halo,785,393-441,,
Halo,786,284-335,408-456,
Halo,787,400-463,,
Halo,788,216-319,,
Halo,789,0-100,381-433,
Halo,790,272-323,,
Halo,791,400-449,,
Halo,792,394-438,,
Halo,793,,,
Halo,794,420-460,,
Halo,795,,,
Halo,796,247-321,413-473,
Halo,797,50-151,162-261,542-613
Halo,798,483-527,,
Halo,799,149-226,372-428,
Halo,800,249-310,415-474,479-521
Halo,801,33-110,419-501,
Halo,802,246-331,,
Halo,803,335-432,,
Halo,804,382-448,,
Halo,805,,,
Halo,806,352-431,,
Halo,807,,,
Halo,808,116-294,,
Halo,809,324-603,,
Halo,810,407-535,,
Halo,811,229-292,385-495,
Halo,812,498-560,,
Halo,813,321-461,,
Halo,814,,,
Halo,815,380-541,,
Halo,816,385-424,,
Halo,817,283-357,,
Halo,818,411-454,,
Halo,819,322-406,,
Halo,820,,,
Halo,821,429-472,,
Halo,822,,,
Halo,823,,,
Halo,824,17-89,180-236,391-459
Halo,825,,,
Halo,826,349-444,,
Halo,827,299-370,486-578,
Halo,828,295-351,415-496,
Halo,829,324-476,,
Halo,830,316-364,,
Halo,831,353-453,,
Halo,832,,,
Halo,833,215-339,,
Halo,834,375-434,442-484,
Halo,835,299-443,,
Halo,836,402-520,,
Halo,837,279-418,499-546,
Halo,838,372-509,,
Halo,839,,,
Halo,840,402-451,,
Halo,841,557-607,,
Halo,842,393-463,,
Halo,843,395-449,458-508,
Halo,844,404-458,,
Halo,845,,,
Halo,846,348-448,,
Halo,847,30-102,236-283,
Halo,848,232-321,,
Halo,849,,,
Halo,850,271-309,389-457,
Halo,851,167-209,357-446,
Halo,852,392-451,,
Halo,853,,,
Halo,854,402-479,548-613,
Halo,855,,,
Halo,856,224-323,,
Halo,857,344-393,,
Halo,858,,,
Halo,859,407-443,,
Halo,860,479-559,,
Halo,861,,,
Halo,862,452-610,,
Halo,863,,,
Halo,864,272-356,,
Halo,865,410-449,,
Halo,866,295-399,,
Halo,867,349-397,,
Halo,868,164-291,,
Halo,869,0-58,65-197,
Halo,870,323-391,439-508,
Halo,871,369-433,,
Halo,872,373-441,,
Halo,873,82-148,,
Halo,874,190-244,381-428,
Halo,875,414-462,,
Halo,876,311-456,,
Halo,877,207-245,380-433,
Halo,878,324-390,395-467,497-536
Halo,879,,,
Halo,880,459-497,,
Halo,881,290-450,,
Halo,882,415-457,,
Halo,883,391-456,,
Halo,884,297-333,482-560,
Halo,885,406-473,,
Halo,886,363-510,,
Halo,887,,,
Halo,888,418-535,,
Halo,889,,,
Halo,890,324-383,,
Halo,891,249-289,,
Halo,892,143-225,261-344,
Halo,893,429-488,,
