Organism,Seq,Positions,,
Methano,260,383-442,,
Methano,261,182-288,408-455,
Methano,262,331-370,380-450,
Methano,263,347-394,431-529,
Methano,264,274-323,385-543,
Methano,265,26-90,269-305,371-526
Methano,266,244-298,378-460,
Methano,267,,,
Methano,268,342-460,,
Methano,269,291-456,,
Methano,270,231-311,396-445,
Methano,271,287-350,372-465,
Methano,272,264-500,,
Methano,273,,,
Methano,274,319-396,,
Methano,275,48-131,,
Methano,276,295-386,417-514,
Methano,277,,,
Methano,278,184-247,253-444,
Methano,279,401-473,,
Methano,280,329-480,,
Methano,281,27-103,423-502,
Methano,282,309-474,,
Methano,283,402-450,456-535,
Methano,284,308-399,,
Methano,285,352-449,,
Methano,286,278-462,,
Methano,287,,,
Methano,288,369-415,,
Methano,289,320-396,,
Methano,290,228-292,,
Methano,291,85-123,,
Methano,292,383-461,,
Methano,293,544-613,,
Methano,294,244-447,,
Methano,295,0-126,,
Methano,296,219-323,373-479,
Methano,297,385-428,,
Methano,298,369-469,495-555,
Methano,299,344-527,,
Methano,300,210-304,,
Methano,301,55-116,127-181,
Methano,302,242-333,363-430,
Methano,303,285-371,383-449,
Methano,304,392-458,,
Methano,305,373-481,,
Methano,306,,,
Methano,307,454-575,,
Methano,308,213-384,406-492,
Methano,309,311-352,374-480,
Methano,310,293-347,,
Methano,311,274-425,510-553,
Methano,312,53-124,132-168,
Methano,313,183-331,,
Methano,314,233-335,,
Methano,315,343-441,,
Methano,316,483-575,,
Methano,317,385-508,,
Methano,318,,,
Methano,319,373-427,516-600,
Methano,320,,,
Methano,321,196-275,344-444,
Methano,322,335-384,403-545,
Methano,323,216-292,301-477,
Methano,324,9-53,238-288,334-467
Methano,325,262-372,418-494,
Methano,326,206-246,313-354,416-472
Methano,327,321-458,484-600,
Methano,328,355-442,,
Methano,329,278-434,,
Methano,330,323-487,,
Methano,331,210-252,277-379,385-474
Methano,332,,,
Methano,333,325-371,378-439,
Methano,334,211-276,326-448,
Methano,335,364-442,,
Methano,336,224-357,,
Methano,337,38-88,369-407,411-502
Methano,338,,,
Methano,339,,,
Methano,340,371-449,,
Methano,341,237-516,,
Methano,342,65-103,384-438,
Methano,343,509-553,,
Methano,344,423-516,,
Methano,345,232-279,335-474,
Methano,346,,,
Methano,347,262-320,382-451,
Methano,348,,,
Methano,349,284-334,409-485,
Methano,350,0-37,318-430,490-556
Methano,351,351-485,,
Methano,352,377-434,,
Methano,353,381-433,438-480,
Methano,354,399-488,,
Methano,355,328-435,,
Methano,356,297-438,,
Methano,357,396-467,,
Methano,358,165-255,262-329,349-444
Methano,359,175-273,,
Methano,360,291-434,,
Methano,361,193-235,404-468,
Methano,362,72-127,533-580,
Methano,363,340-461,,
Methano,364,367-442,,
Methano,365,277-331,400-528,
Methano,366,328-387,453-563,
Methano,367,224-268,283-399,
Methano,368,254-533,,
Methano,369,163-205,502-576,
Methano,370,256-366,394-472,
Methano,371,318-423,,
Methano,372,369-467,,
Methano,373,361-485,493-529,
Methano,374,314-450,,
Methano,375,365-427,538-613,
Methano,376,330-472,,
Methano,377,224-297,390-466,
Methano,378,290-539,,
Methano,379,175-401,,
Methano,380,256-430,,
Methano,381,,,
Methano,382,206-254,377-473,
Methano,383,422-519,,
Methano,384,330-477,,
Methano,385,133-188,491-551,
Methano,386,,,
Methano,387,330-506,,
Methano,388,328-393,,
Methano,389,267-341,,
Methano,390,310-359,446-489,
Methano,391,222-426,,
Methano,392,269-445,,
Methano,393,214-435,,
Methano,394,347-404,474-532,
Methano,395,409-613,,
Methano,396,,,
Methano,397,353-473,537-596,
Methano,398,414-493,517-600,
Methano,399,168-220,377-416,534-586
Methano,400,280-422,,
Methano,401,150-208,287-428,489-566
Methano,402,381-475,,
Methano,403,169-207,391-429,
Methano,404,147-279,363-426,
Methano,405,,,
Methano,406,378-417,,
Methano,407,244-305,366-495,
Methano,408,,,
Methano,409,402-484,,
Methano,410,310-379,,
Methano,411,331-407,,
Methano,412,212-319,,
Methano,413,,,
Methano,414,45-81,254-324,
Methano,415,339-479,,
Methano,416,545-613,,
Methano,417,317-385,470-516,
Methano,418,133-178,304-342,471-510
Methano,419,547-613,,
Methano,420,267-308,423-527,
Methano,421,12-62,556-597,
Methano,422,,,
Methano,423,574-613,,
Methano,424,281-359,379-431,508-560
Methano,425,428-471,,
Methano,426,387-537,,
Methano,427,359-461,,
Methano,428,168-230,,
Methano,429,,,
Methano,430,253-300,378-532,
Methano,431,284-320,421-549,
Methano,432,522-596,,
Methano,433,156-223,398-435,
Methano,434,424-461,,
Methano,435,403-481,,
Methano,436,303-370,380-447,536-577
Methano,437,408-508,,
Methano,438,281-369,,
Methano,439,528-611,,
Methano,440,271-527,,
Methano,441,7-193,215-286,
Methano,442,133-347,,
Methano,443,0-84,386-482,
Methano,444,0-39,46-91,
Methano,445,440-495,504-613,
Methano,446,340-508,,
Methano,447,393-453,,
Methano,448,269-347,378-483,
Methano,449,388-450,,
Methano,450,340-426,450-509,
Methano,451,369-442,,
Methano,452,567-613,,
Methano,453,331-367,373-480,549-597
Methano,454,187-289,319-466,
Methano,455,364-433,,
Methano,456,297-404,462-576,
Methano,457,378-454,,
Methano,458,490-563,,
Methano,459,394-452,463-593,
Methano,460,168-324,,
Methano,461,211-321,326-433,
Methano,462,424-482,,
Methano,463,415-470,,
Methano,464,196-237,375-449,
Methano,465,313-376,405-464,
Methano,466,370-484,,
Methano,467,322-450,,
Methano,468,330-385,,
Methano,469,556-613,,
Methano,470,260-434,444-524,
Methano,471,4-70,368-501,
Methano,472,,,
Methano,473,296-435,,
Methano,474,300-336,,
Methano,475,330-514,,
Methano,476,306-353,406-448,529-585
Methano,477,218-444,,
Methano,478,,,
Methano,479,242-336,397-447,
Methano,480,270-375,408-463,
Methano,481,277-488,,
Methano,482,324-384,,
Methano,483,288-475,,
Methano,484,307-484,,
Methano,485,327-367,371-478,
Methano,486,223-476,,
Methano,487,223-262,375-422,572-613
Methano,488,142-258,,
Methano,489,172-218,,
Methano,490,449-488,,
Methano,491,301-396,,
Methano,492,371-464,,
Methano,493,245-319,373-444,
Methano,494,183-224,300-423,
Methano,495,46-102,,
Methano,496,380-432,464-560,
Methano,497,238-327,384-454,
Methano,498,357-452,,
Methano,499,272-455,,
Methano,500,322-387,418-477,
Methano,501,374-490,,
Methano,502,193-238,382-446,
Methano,503,399-452,,
Methano,504,272-441,,
Methano,505,332-424,,
Methano,506,286-368,436-484,488-527
Methano,507,375-435,,
Methano,508,,,
Methano,509,418-483,554-613,
Methano,510,217-342,,
Methano,511,184-220,,
Methano,512,206-246,419-474,
Methano,513,261-540,,
Methano,514,193-341,400-453,
Methano,515,,,
Methano,516,60-127,,
Methano,517,306-374,,
Methano,518,128-285,566-613,
Methano,519,59-124,424-512,
Methano,520,0-54,362-445,
Methano,521,227-466,,
Methano,522,309-350,,
Methano,523,269-312,330-548,
Methano,524,253-362,407-492,
Methano,525,229-306,393-487,
Methano,526,386-500,512-601,
Methano,527,411-553,,
Methano,528,393-496,,
Methano,529,332-380,385-463,540-611
Methano,530,363-435,482-583,
Methano,531,200-304,314-439,
Methano,532,175-275,337-400,416-454
Methano,533,394-452,,
Methano,534,,,
Methano,535,,,
Methano,536,,,
Methano,537,26-85,366-415,515-598
Methano,538,201-369,,
Methano,539,451-530,,
Methano,540,495-583,,
Methano,541,407-539,,
Methano,542,410-531,,
Methano,543,360-433,,
Methano,544,257-375,390-493,
Methano,545,313-462,,
Methano,546,328-441,,
Methano,547,208-322,331-473,
Methano,548,333-479,,
Methano,549,0-81,170-279,
Methano,550,44-98,,
Methano,551,151-220,385-430,
Methano,552,,,
Methano,553,,,
Methano,554,211-298,,
Methano,555,229-265,300-409,
Methano,556,,,
Methano,557,299-468,,
Methano,558,387-437,,
Methano,559,382-460,,
Methano,560,,,
Methano,561,,,
Methano,562,279-343,385-460,
Methano,563,307-507,,
Methano,564,,,
Methano,565,354-555,,
Methano,566,337-422,496-558,
Methano,567,300-421,,
Methano,568,181-222,241-342,
Methano,569,209-372,,
Methano,570,260-314,334-378,
Methano,571,,,
Methano,572,268-534,,
Methano,573,404-481,,
Methano,574,294-430,,
Methano,575,569-613,,
Methano,576,422-493,,
Methano,577,342-449,,
Methano,578,355-431,,
Methano,579,256-299,347-430,
Methano,580,299-431,444-502,
Methano,581,234-513,,
Methano,582,,,
Methano,583,,,
Methano,584,307-370,,
Methano,585,0-124,,
Methano,586,256-459,,
Methano,587,352-506,,
Methano,588,438-477,546-611,
Methano,589,,,
Methano,590,200-327,336-450,
Methano,591,346-428,,
Methano,592,222-283,367-429,
Methano,593,39-89,436-525,
Methano,594,273-349,357-529,
Methano,595,276-327,347-433,461-499
Methano,596,,,
Methano,597,216-291,314-420,
Methano,598,188-261,,
Methano,599,,,
Methano,600,409-507,,
Methano,601,545-613,,
Methano,602,336-504,,
Methano,603,384-466,,
Methano,604,373-421,492-540,
Methano,605,294-342,355-432,
Methano,606,199-263,280-478,
Methano,607,347-447,,
Methano,608,381-450,455-492,
Methano,609,283-517,,
Methano,610,0-85,383-450,
Methano,611,574-613,,
Methano,612,224-271,275-311,351-467
Methano,613,377-439,505-613,
Methano,614,,,
Methano,615,446-505,,
Methano,616,386-463,,
Methano,617,221-325,347-484,
Methano,618,82-138,533-590,
Methano,619,202-428,445-481,
Methano,620,280-337,344-503,
Methano,621,140-229,,
Methano,622,367-452,,
Methano,623,207-262,281-373,418-464
Methano,624,217-260,351-447,
Methano,625,316-399,413-481,
Methano,626,305-506,,
Methano,627,221-391,427-471,
Methano,628,356-459,,
Methano,629,379-444,,
Methano,630,353-439,,
Methano,631,231-384,398-484,
Methano,632,291-514,,
Methano,633,383-501,534-613,
Methano,634,398-480,,
Methano,635,0-37,318-463,
Methano,636,314-502,,
Methano,637,63-168,505-613,
Methano,638,353-484,,
Methano,639,368-447,,
Methano,640,56-94,224-287,431-470
Methano,641,238-318,384-421,
Methano,642,448-527,,
Methano,643,,,
Methano,644,201-277,287-455,
Methano,645,92-147,551-613,
Methano,646,143-183,464-527,
Methano,647,519-613,,
Methano,648,437-554,558-613,
Methano,649,286-565,,
Methano,650,297-479,,
Methano,651,230-291,388-477,
Methano,652,263-300,435-538,
Methano,653,374-527,,
Methano,654,359-496,,
Methano,655,472-508,,
Methano,656,279-353,,
Methano,657,305-437,,
Methano,658,426-469,,
Methano,659,228-361,402-507,
Methano,660,407-501,,
Methano,661,344-437,,
Methano,662,374-452,,
Methano,663,272-442,,
Methano,664,543-613,,
Methano,665,171-301,318-450,
Methano,666,245-361,410-475,
Methano,667,371-486,,
Methano,668,244-358,,
Methano,669,503-556,,
Methano,670,198-250,260-431,
Methano,671,,,
Methano,672,418-457,470-536,
Methano,673,367-449,558-613,
Methano,674,245-334,455-524,
Methano,675,384-445,,
Methano,676,,,
Methano,677,6-55,456-529,
Methano,678,288-353,379-472,
Methano,679,506-549,,
Methano,680,247-310,379-461,
Methano,681,0-45,473-538,
Methano,682,405-533,,
Methano,683,415-523,,
Methano,684,246-353,,
Methano,685,255-299,393-529,
Methano,686,369-442,,
Methano,687,312-446,,
Methano,688,341-505,,
Methano,689,405-529,,
Methano,690,285-348,,
Methano,691,364-465,,
Methano,692,491-613,,
Methano,693,378-500,,
Methano,694,389-456,,
Methano,695,348-525,,
Methano,696,0-40,363-536,
Methano,697,322-538,,
Methano,698,,,
Methano,699,387-513,,
Methano,700,245-414,,
Methano,701,,,
Methano,702,409-492,,
Methano,703,,,
Methano,704,,,
Methano,705,286-402,,
Methano,706,224-458,,
Methano,707,240-356,433-519,
Methano,708,291-445,,
Methano,709,0-45,50-86,
Methano,710,41-98,171-320,379-450
Methano,711,,,
Methano,712,419-541,,
Methano,713,267-314,351-451,
Methano,714,200-429,,
Methano,715,0-80,,
Methano,716,306-372,396-484,
Methano,717,277-320,343-497,501-537
Methano,718,0-41,184-221,
Methano,719,,,
Methano,720,204-483,,
Methano,721,272-384,,
Methano,722,289-432,491-568,
Methano,723,401-491,571-613,
Methano,724,,,
Methano,725,,,
Methano,726,207-266,388-486,
Methano,727,378-494,,
Methano,728,0-103,,
Methano,729,54-114,,
Methano,730,,,
Methano,731,335-497,,
Methano,732,459-587,,
Methano,733,295-566,,
Methano,734,67-245,,
Methano,735,450-538,548-611,
Methano,736,408-453,538-603,
Methano,737,231-442,,
Methano,738,516-575,,
Methano,739,346-470,,
Methano,740,213-258,300-452,
Methano,741,366-456,,
Methano,742,188-230,,
Methano,743,401-442,,
Methano,744,200-300,,
Methano,745,399-455,,
Methano,746,384-511,,
Methano,747,378-470,,
Methano,748,316-355,373-462,
Methano,749,250-294,,
Methano,750,383-429,,
Methano,751,331-438,,
Methano,752,552-613,,
Methano,753,247-333,348-480,
Methano,754,0-70,370-428,441-494
Methano,755,237-284,,
Methano,756,492-540,,
Methano,757,42-142,172-212,
Methano,758,319-419,,
Methano,759,83-219,565-613,
Methano,760,371-461,465-566,
Methano,761,85-125,270-364,443-482
Methano,762,289-390,409-487,
Methano,763,332-386,396-446,463-572
Methano,764,251-357,,
Methano,765,255-307,336-499,
Methano,766,192-303,382-454,
Methano,767,411-455,,
Methano,768,292-432,,
Methano,769,271-319,508-550,
Methano,770,180-459,,
Methano,771,404-457,,
Methano,772,306-435,,
Methano,773,376-507,,
Methano,774,279-363,,
Methano,775,322-367,409-466,
Methano,776,,,
Methano,777,378-445,,
Methano,778,201-458,,
Methano,779,515-613,,
Methano,780,69-131,,
Methano,781,366-435,,
Methano,782,360-442,461-575,
Methano,783,422-567,,
Methano,784,533-602,,
Methano,785,345-436,,
Methano,786,282-468,,
Methano,787,359-474,,
Methano,788,415-451,,
Methano,789,245-285,415-503,
Methano,790,339-438,,
Methano,791,163-213,,
Methano,792,243-441,449-485,
Methano,793,260-485,,
Methano,794,180-381,390-429,
Methano,795,,,
Methano,796,223-296,462-502,
Methano,797,209-306,,
Methano,798,442-490,,
Methano,799,396-490,,
Methano,800,0-38,,
Methano,801,336-401,,
Methano,802,554-611,,
Methano,803,,,
Methano,804,262-362,384-451,
Methano,805,385-436,511-558,
Methano,806,377-447,,
Methano,807,,,
Methano,808,399-484,541-613,
Methano,809,336-515,,
Methano,810,306-365,486-541,
Methano,811,411-542,,
Methano,812,306-356,,
Methano,813,445-530,,
Methano,814,277-319,388-433,
Methano,815,165-226,353-444,
Methano,816,304-407,,
Methano,817,185-464,,
Methano,818,226-327,,
Methano,819,349-421,530-603,
Methano,820,368-578,,
Methano,821,232-281,401-491,
Methano,822,,,
Methano,823,382-508,,
Methano,824,313-463,,
Methano,825,174-239,373-453,
Methano,826,251-301,390-468,
Methano,827,395-463,,
